index,date,STACK_4,STACK_5,STACK_6
0,1782588366135,13.199999999999999,13.23,13.34
1,1782588377942,13.199999999999999,13.23,13.34
2,1782588381655,13.199999999999999,13.23,13.34
3,1782588382105,13.199999999999999,13.23,13.34
4,1782588383737,13.199999999999999,13.23,13.34
5,1782588385219,13.199999999999999,13.23,13.34
6,1782588386102,13.199999999999999,13.23,13.34
7,1782588387784,13.199999999999999,13.23,13.34
8,1782588389848,13.199999999999999,13.23,13.34
9,1782588391480,13.199999999999999,13.23,13.34
10,1782588396293,13.199999999999999,13.23,13.34
11,1782588416610,13.199999999999999,13.23,13.34
12,1782588420289,13.199999999999999,13.23,13.34
13,1782588423020,13.199999999999999,13.23,13.34
14,1782588425485,13.199999999999999,13.23,13.34
15,1782588426484,13.199999999999999,13.23,13.34
16,1782588426568,13.199999999999999,13.23,13.34
17,1782588427467,13.199999999999999,13.23,13.34
18,1782588430482,13.199999999999999,13.23,13.34
19,1782588431680,13.199999999999999,13.23,13.34
20,1782588435027,13.199999999999999,13.23,13.34
21,1782588440106,13.199999999999999,13.23,13.34
22,1782588441205,13.199999999999999,13.23,13.34
23,1782588447600,13.199999999999999,13.23,13.34
24,1782588449782,13.199999999999999,13.23,13.34
25,1782588452146,13.199999999999999,13.23,13.34
26,1782588457208,13.199999999999999,13.23,13.34
27,1782588457508,13.199999999999999,13.23,13.34
28,1782588458924,13.199999999999999,13.23,13.34
29,1782588459857,13.199999999999999,13.23,13.34
30,1782588463620,13.199999999999999,13.23,13.34
31,1782588467699,13.199999999999999,13.23,13.34
32,1782588470397,13.199999999999999,13.23,13.33
33,1782588470465,13.199999999999999,13.23,13.34
34,1782588474461,13.199999999999999,13.23,13.34
35,1782588480023,13.199999999999999,13.23,13.34
36,1782588481605,13.199999999999999,13.23,13.34
37,1782588484985,13.199999999999999,13.23,13.34
38,1782588485701,13.199999999999999,13.23,13.34
39,1782588486633,13.199999999999999,13.23,13.34
40,1782588487949,13.199999999999999,13.23,13.34
41,1782588496260,13.199999999999999,13.23,13.34
42,1782588506117,13.199999999999999,13.23,13.33
43,1782588506583,13.199999999999999,13.23,13.34
44,1782588510647,13.199999999999999,13.23,13.33
45,1782588512778,13.199999999999999,13.23,13.33
46,1782588516426,13.199999999999999,13.23,13.33
47,1782588521421,13.199999999999999,13.23,13.33
48,1782588525084,13.199999999999999,13.23,13.33
49,1782588525151,13.199999999999999,13.23,13.33
50,1782588527550,13.199999999999999,13.23,13.33
51,1782588530114,13.199999999999999,13.23,13.33
52,1782588533011,13.199999999999999,13.23,13.33
53,1782588537242,13.199999999999999,13.23,13.33
54,1782588538456,13.199999999999999,13.23,13.33
55,1782588540306,13.199999999999999,13.23,13.33
56,1782588540922,13.199999999999999,13.23,13.33
57,1782588542471,13.199999999999999,13.23,13.33
58,1782588545784,13.199999999999999,13.23,13.33
59,1782588547899,13.199999999999999,13.23,13.33
60,1782588548732,13.199999999999999,13.23,13.33
61,1782588551312,13.199999999999999,13.23,13.33
62,1782588552345,13.199999999999999,13.23,13.33
63,1782588552979,13.199999999999999,13.23,13.33
64,1782588554427,13.199999999999999,13.23,13.33
65,1782588557874,13.199999999999999,13.23,13.33
66,1782588558523,13.199999999999999,13.220000000000001,13.33
67,1782588572212,12.5,12.34,12.800000000000001
68,1782588575310,12.210000000000001,11.800000000000001,12.380000000000001
69,1782588576842,12.460000000000001,12.140000000000001,12.640000000000001
70,1782588577924,12.640000000000001,12.460000000000001,12.800000000000001
71,1782588579489,13.109999999999999,13.109999999999999,13.23
72,1782588583569,13.130000000000001,13.140000000000001,13.26
73,1782588584201,13.130000000000001,13.15,13.26
74,1782588584469,13.130000000000001,13.15,13.26
75,1782588585885,13.15,13.15,13.26
76,1782588586783,13.15,13.15,13.27
77,1782588589930,13.15,13.16,13.279999999999999
78,1782588593561,13.15,13.17,13.279999999999999
79,1782588594176,13.16,13.17,13.279999999999999
80,1782588596159,13.16,13.17,13.279999999999999
81,1782588596641,13.16,13.17,13.279999999999999
82,1782588596708,13.19,31.09,13.279999999999999
83,1782588598706,13.16,13.18,13.289999999999999
84,1782588600788,13.16,13.18,13.289999999999999
85,1782588602436,13.17,13.18,13.289999999999999
86,1782588603385,13.17,13.18,13.289999999999999
87,1782588604386,13.140000000000001,13.140000000000001,13.27
88,1782588608565,13.140000000000001,13.140000000000001,13.27
89,1782588609047,13.050000000000001,13.02,13.199999999999999
90,1782588610346,13.109999999999999,13.119999999999999,13.25
91,1782588612811,13.17,13.18,13.289999999999999
92,1782588613411,13.17,13.18,13.289999999999999
93,1782588615925,13.17,13.18,13.289999999999999
94,1782588616424,13.17,13.18,13.289999999999999
95,1782588617858,13.17,13.18,13.300000000000001
96,1782588619423,13.17,13.18,13.300000000000001
97,1782588620887,13.17,13.18,13.300000000000001
98,1782588621936,13.17,13.18,13.300000000000001
99,1782588623002,13.17,13.18,13.300000000000001
100,1782588628997,13.18,13.19,13.300000000000001
101,1782588629514,13.18,13.19,13.300000000000001
102,1782588631162,13.18,13.19,13.300000000000001
103,1782588632677,13.18,13.19,13.300000000000001
104,1782588633094,13.18,13.19,13.300000000000001
105,1782588634459,13.18,13.19,13.300000000000001
106,1782588634943,13.18,13.19,13.300000000000001
107,1782588635375,13.18,13.19,13.300000000000001
108,1782588635891,13.18,13.19,13.300000000000001
109,1782588637758,13.18,13.19,13.300000000000001
110,1782588642269,13.18,13.199999999999999,13.300000000000001
111,1782588642752,13.18,13.199999999999999,13.300000000000001
112,1782588651511,12.57,12.4,12.75
113,1782588655308,12.56,12.4,12.699999999999999
114,1782588656307,12.56,12.380000000000001,12.710000000000001
115,1782588657423,13.09,13.1,13.199999999999999
116,1782588657989,13.1,13.1,13.210000000000001
117,1782588662169,13.119999999999999,13.130000000000001,13.23
118,1782588664884,13.130000000000001,13.130000000000001,13.25
119,1782588665966,13.130000000000001,13.140000000000001,13.25
120,1782588667098,13.130000000000001,13.15,13.25
121,1782588668430,13.130000000000001,13.15,13.25
122,1782588669496,13.140000000000001,13.15,13.26
123,1782588670129,13.140000000000001,13.15,13.26
124,1782588673310,13.140000000000001,13.15,13.26
125,1782588675442,13.15,13.15,13.26
126,1782588678955,13.15,13.16,13.27
127,1782588695591,13.16,13.18,13.279999999999999
128,1782588696357,13.16,13.18,13.279999999999999
129,1782588703335,13.16,13.18,13.289999999999999
130,1782588710795,13.17,13.18,13.289999999999999
131,1782588712161,13.17,13.18,13.300000000000001
132,1782588712461,13.17,13.18,13.300000000000001
133,1782588714409,13.17,13.18,13.300000000000001
134,1782588715924,13.17,13.18,13.300000000000001
135,1782588716823,13.17,13.18,13.300000000000001
136,1782588718639,13.17,13.18,13.300000000000001
137,1782588728480,13.18,13.18,13.300000000000001
138,1782588730645,13.18,13.18,13.300000000000001
139,1782588731495,13.18,13.18,13.300000000000001
140,1782588737653,13.18,13.18,13.300000000000001
141,1782588750645,13.18,13.19,13.300000000000001
142,1782588750928,13.18,13.19,13.300000000000001
143,1782588751445,13.18,13.19,13.300000000000001
144,1782588753559,13.18,13.19,13.300000000000001
145,1782588760687,13.18,13.19,13.300000000000001
146,1782588761569,13.18,13.19,13.300000000000001
147,1782588762369,13.18,13.19,13.300000000000001
148,1782588768580,13.18,13.19,13.300000000000001
149,1782588769546,13.18,13.19,13.300000000000001
150,1782588771028,13.18,13.19,13.300000000000001
151,1782588773059,13.18,13.19,13.300000000000001
152,1782588780121,13.18,13.19,13.300000000000001
153,1782588781669,13.18,13.19,13.300000000000001
154,1782588786848,13.18,13.199999999999999,13.300000000000001
155,1782588787747,13.18,13.19,13.300000000000001
156,1782588790928,13.18,13.199999999999999,13.300000000000001
157,1782588792576,13.18,13.199999999999999,13.300000000000001
158,1782588795590,13.18,13.199999999999999,13.300000000000001
159,1782588795657,13.18,13.199999999999999,13.300000000000001
160,1782588798455,13.18,13.199999999999999,13.300000000000001
161,1782588800453,13.18,13.199999999999999,13.300000000000001
162,1782588802618,13.18,13.199999999999999,13.300000000000001
163,1782588808430,13.18,13.199999999999999,13.300000000000001
164,1782588808996,13.18,13.199999999999999,13.300000000000001
