index,date,RIGHT_MOTOR_CURRENT
0,1782588357576,0
1,1782588358408,0
2,1782588359224,0
3,1782588359324,0
4,1782588360007,0
5,1782588360140,0
6,1782588360973,0
7,1782588361273,0
8,1782588362941,0
9,1782588363054,0
10,1782588363870,0
11,1782588364220,0
12,1782588364587,0
13,1782588366002,0
14,1782588366385,0
15,1782588368600,0
16,1782588369415,0
17,1782588370198,0
18,1782588370316,0
19,1782588371148,0
20,1782588371880,0
21,1782588372613,0
22,1782588373312,0
23,1782588374011,0
24,1782588382987,0
25,1782588383304,0
26,1782588383637,0
27,1782588385036,0
28,1782588385468,0
29,1782588386418,0
30,1782588386585,0
31,1782588387001,0
32,1782588393379,0
33,1782588395460,0
34,1782588395993,0
35,1782588396043,0
36,1782588396260,0
37,1782588396659,0
38,1782588396977,0
39,1782588397276,0
40,1782588397608,0
41,1782588397926,0
42,1782588398442,0
43,1782588399207,0
44,1782588400107,0
45,1782588400357,0
46,1782588400656,0
47,1782588403337,0
48,1782588403470,0
49,1782588404003,0
50,1782588404320,0
51,1782588405452,0
52,1782588406218,0
53,1782588406335,0
54,1782588407150,0
55,1782588407934,0
56,1782588408750,0
57,1782588408850,0
58,1782588409681,0
59,1782588410515,0
60,1782588410565,0
61,1782588411431,0
62,1782588412197,0
63,1782588412329,0
64,1782588413029,0
65,1782588413129,0
66,1782588413911,0
67,1782588414760,0
68,1782588414827,0
69,1782588415660,0
70,1782588416526,0
71,1782588416693,0
72,1782588418474,0
73,1782588419989,0
74,1782588420390,0
75,1782588421488,0
76,1782588421838,0
77,1782588423336,0
78,1782588423570,0
79,1782588427750,0
80,1782588427950,0
81,1782588428282,0
82,1782588428517,0
83,1782588429016,0
84,1782588429299,0
85,1782588429698,0
86,1782588430597,0
87,1782588430931,0
88,1782588431480,0
89,1782588431913,0
90,1782588432845,0
91,1782588433229,0
92,1782588433461,0
93,1782588433744,0
94,1782588434678,0
95,1782588435094,0
96,1782588436976,0
97,1782588437875,0
98,1782588438757,0
99,1782588439207,0
100,1782588440073,0
101,1782588440506,0
102,1782588440707,0
103,1782588440990,0
104,1782588441422,0
105,1782588441971,0
106,1782588442337,0
107,1782588444203,0
108,1782588444636,0
109,1782588446417,0
110,1782588448932,0
111,1782588449848,0
112,1782588450197,0
113,1782588451063,0
114,1782588451430,0
115,1782588460805,0
116,1782588499356,0
117,1782588500172,0
118,1782588500988,0
119,1782588501071,0
120,1782588501887,0
121,1782588504402,0
122,1782588504718,0
123,1782588510297,0
124,1782588514344,0
125,1782588514627,0
126,1782588516142,0
127,1782588516558,0
128,1782588517457,0
129,1782588518124,0
130,1782588519173,0
131,1782588519506,0
132,1782588520338,0
133,1782588520605,0
134,1782588521004,0
135,1782588521304,0
136,1782588522304,0
137,1782588522520,0
138,1782588522770,0
139,1782588525717,0
140,1782588526067,0
141,1782588526467,0
142,1782588527250,0
143,1782588527616,0
144,1782588527916,0
145,1782588531114,0
146,1782588531745,0
147,1782588533794,0
148,1782588534527,0
149,1782588534826,0
150,1782588535475,0
151,1782588535825,0
152,1782588536109,0
153,1782588536974,0
154,1782588537191,0
155,1782588537524,0
156,1782588538190,0
157,1782588543203,0
158,1782588543469,0
159,1782588544102,0
160,1782588544551,0
161,1782588544968,0
162,1782588545267,0
163,1782588545650,0
164,1782588546766,0
165,1782588547049,0
166,1782588547366,0
167,1782588547649,0
168,1782588547932,0
169,1782588549147,0
170,1782588549281,0
171,1782588549664,0
172,1782588549930,0
173,1782588550247,0
174,1782588550581,0
175,1782588551102,0
176,1782588551162,0
177,1782588551512,0
178,1782588551645,0
179,1782588551912,0
180,1782588552262,0
181,1782588554294,0
182,1782588559089,0
183,1782588559239,0
184,1782588559522,0
185,1782588560138,0
186,1782588560455,0
187,1782588560755,0
188,1782588561038,0
189,1782588561404,0
190,1782588561504,0
191,1782588562124,0
192,1782588562137,0
193,1782588562436,0
194,1782588562703,0
195,1782588563119,0
196,1782588563403,0
197,1782588563752,0
198,1782588563919,0
199,1782588564152,0
200,1782588564452,0
201,1782588564768,0
202,1782588565101,0
203,1782588565418,0
204,1782588565783,0
205,1782588566400,0
206,1782588566500,0
207,1782588566850,0
208,1782588567167,0
209,1782588567549,0
210,1782588568948,0
211,1782588569231,5
212,1782588570696,1822
