index,date,BMS_MODE
0,1782588361373,2
1,1782588362005,2
2,1782588362388,2
3,1782588362988,2
4,1782588365502,2
5,1782588367001,2
6,1782588367334,2
7,1782588367934,2
8,1782588374495,2
9,1782588374561,2
10,1782588375911,2
11,1782588377726,2
12,1782588377958,2
13,1782588378225,2
14,1782588378774,2
15,1782588379257,2
16,1782588380872,2
17,1782588381638,2
18,1782588382088,2
19,1782588382671,2
20,1782588385236,2
21,1782588385352,2
22,1782588386085,2
23,1782588387784,2
24,1782588389182,2
25,1782588389832,2
26,1782588391464,2
27,1782588392646,2
28,1782588394029,2
29,1782588394844,2
30,1782588396277,2
31,1782588397608,2
32,1782588398209,2
33,1782588398874,2
34,1782588399607,2
35,1782588402488,2
36,1782588416659,2
37,1782588417159,2
38,1782588417658,2
39,1782588419340,2
40,1782588419557,2
41,1782588419840,2
42,1782588420056,2
43,1782588420273,2
44,1782588422538,2
45,1782588423104,2
46,1782588424519,2
47,1782588424920,2
48,1782588425085,2
49,1782588425468,2
50,1782588426484,2
51,1782588426551,2
52,1782588427384,2
53,1782588427450,2
54,1782588429015,2
55,1782588429432,2
56,1782588429898,2
57,1782588430466,2
58,1782588431663,2
59,1782588431830,2
60,1782588432346,2
61,1782588432862,2
62,1782588433994,2
63,1782588434311,2
64,1782588434412,2
65,1782588435010,2
66,1782588435644,2
67,1782588436293,2
68,1782588436326,2
69,1782588436942,2
70,1782588437358,2
71,1782588437841,2
72,1782588439157,2
73,1782588439706,2
74,1782588440089,2
75,1782588441455,2
76,1782588443421,2
77,1782588444453,2
78,1782588444969,2
79,1782588446301,2
80,1782588446768,2
81,1782588447583,2
82,1782588448765,2
83,1782588448799,2
84,1782588450664,2
85,1782588451047,2
86,1782588451663,2
87,1782588452146,2
88,1782588454077,2
89,1782588454544,2
90,1782588454995,2
91,1782588455277,2
92,1782588455910,2
93,1782588456293,2
94,1782588457191,2
95,1782588457491,2
96,1782588458041,2
97,1782588458207,2
98,1782588458490,2
99,1782588460505,2
100,1782588461022,2
101,1782588461505,2
102,1782588462055,2
103,1782588463270,2
104,1782588463587,2
105,1782588464053,2
106,1782588464486,2
107,1782588465401,2
108,1782588465851,2
109,1782588466284,2
110,1782588466617,2
111,1782588466950,2
112,1782588467683,2
113,1782588468382,2
114,1782588468699,2
115,1782588470497,2
116,1782588470813,2
117,1782588471163,2
118,1782588471430,2
119,1782588472479,2
120,1782588473029,2
121,1782588473428,2
122,1782588473795,2
123,1782588474128,2
124,1782588474445,2
125,1782588475610,2
126,1782588476325,2
127,1782588476625,2
128,1782588477874,2
129,1782588478009,2
130,1782588478590,2
131,1782588478840,2
132,1782588479290,2
133,1782588480023,2
134,1782588480639,2
135,1782588480889,2
136,1782588481288,2
137,1782588481589,2
138,1782588482237,2
139,1782588482903,2
140,1782588483204,2
141,1782588483586,2
142,1782588484053,2
143,1782588484868,2
144,1782588484985,2
145,1782588485685,2
146,1782588486119,2
147,1782588486600,2
148,1782588487050,2
149,1782588487499,2
150,1782588487933,2
151,1782588488665,2
152,1782588488981,2
153,1782588489747,2
154,1782588490231,2
155,1782588490680,2
156,1782588491346,2
157,1782588492312,2
158,1782588492462,2
159,1782588492778,2
160,1782588493428,2
161,1782588494543,2
162,1782588495476,2
163,1782588495676,2
164,1782588496309,2
165,1782588497059,2
166,1782588497292,2
167,1782588497857,2
168,1782588498107,2
169,1782588503070,2
170,1782588505518,2
171,1782588506134,2
172,1782588506566,2
173,1782588509066,2
174,1782588511080,2
175,1782588511429,2
176,1782588511896,2
177,1782588512761,2
178,1782588513428,2
179,1782588513961,2
180,1782588514576,2
181,1782588515476,2
182,1782588516409,2
183,1782588516625,2
184,1782588517707,2
185,1782588518124,2
186,1782588518757,2
187,1782588525068,2
188,1782588525551,2
189,1782588525950,2
190,1782588527533,2
191,1782588527799,2
192,1782588528049,2
193,1782588529098,2
194,1782588529314,2
195,1782588529764,2
196,1782588530130,2
197,1782588530413,2
198,1782588532478,2
199,1782588533045,2
200,1782588533461,2
201,1782588537224,2
202,1782588538407,2
203,1782588540106,2
204,1782588540288,2
205,1782588540954,2
206,1782588542454,2
207,1782588543885,2
208,1782588544768,2
209,1782588544868,2
210,1782588545817,2
211,1782588546300,2
