index,date,ENERGY_R_MOTOR,OVERLOAD_R_MOTOR,TEMPERATURE1_R,TEMPERATURE2_R
0,1782588357609,0,0,0,0
1,1782588358425,0,0,0,0
2,1782588359258,0,0,0,0
3,1782588359341,0,0,0,0
4,1782588360140,0,0,0,0
5,1782588361007,0,0,0,0
6,1782588362941,0,0,0,0
7,1782588363088,0,0,0,0
8,1782588363272,0,0,0,0
9,1782588363887,0,0,0,0
10,1782588364237,0,0,0,0
11,1782588364620,0,0,0,0
12,1782588366002,0,0,0,0
13,1782588368600,0,0,0,0
14,1782588369433,0,0,0,0
15,1782588370215,0,0,0,0
16,1782588370348,0,0,0,0
17,1782588371181,0,0,0,0
18,1782588371897,0,0,0,0
19,1782588372629,0,0,0,0
20,1782588373329,0,0,0,0
21,1782588374011,0,0,0,0
22,1782588376277,0,0,0,0
23,1782588382987,0,0,0,0
24,1782588383337,0,0,0,0
25,1782588383670,0,0,0,0
26,1782588385052,0,0,0,0
27,1782588385485,0,0,0,0
28,1782588386435,0,0,0,0
29,1782588386619,0,0,0,0
30,1782588390747,0,0,0,0
31,1782588393062,0,0,0,0
32,1782588393395,0,0,0,0
33,1782588395460,0,0,0,0
34,1782588395993,0,0,0,0
35,1782588396043,0,0,0,0
36,1782588396693,0,0,0,0
37,1782588396993,0,0,0,0
38,1782588397309,0,0,0,0
39,1782588397625,0,0,0,0
40,1782588397958,0,0,0,0
41,1782588398242,0,0,0,0
42,1782588398475,0,0,0,0
43,1782588398907,0,0,0,0
44,1782588399223,0,0,0,0
45,1782588400123,0,0,0,0
46,1782588400390,0,0,0,0
47,1782588400656,0,0,0,0
48,1782588403371,0,0,0,0
49,1782588403470,0,0,0,0
50,1782588403736,0,0,0,0
51,1782588404020,0,0,0,0
52,1782588404336,0,0,0,0
53,1782588405468,0,0,0,0
54,1782588406234,0,0,0,0
55,1782588406368,0,0,0,0
56,1782588407167,0,0,0,0
57,1782588407950,0,0,0,0
58,1782588408783,0,0,0,0
59,1782588408882,0,0,0,0
60,1782588409715,0,0,0,0
61,1782588410531,0,0,0,0
62,1782588410614,0,0,0,0
63,1782588411431,0,0,0,0
64,1782588412213,0,0,0,0
65,1782588412346,0,0,0,0
66,1782588413145,0,0,0,0
67,1782588413945,0,0,0,0
68,1782588414778,0,0,0,0
69,1782588414844,0,0,0,0
70,1782588415677,0,0,0,0
71,1782588416726,0,0,0,0
72,1782588418491,0,0,0,0
73,1782588420024,0,0,0,0
74,1782588420406,0,0,0,0
75,1782588421522,0,0,0,0
76,1782588421855,0,0,0,0
77,1782588423336,0,0,0,0
78,1782588423587,0,0,0,0
79,1782588427983,0,0,0,0
80,1782588428300,0,0,0,0
81,1782588428533,0,0,0,0
82,1782588429016,0,0,0,0
83,1782588429715,0,0,0,0
84,1782588430631,0,0,0,0
85,1782588430948,0,12288,0,0
86,1782588431497,0,0,0,0
87,1782588431929,0,0,0,0
88,1782588432862,0,0,0,0
89,1782588433278,0,0,0,0
90,1782588433478,0,0,0,0
91,1782588433778,0,0,0,0
92,1782588434711,0,0,0,0
93,1782588435111,0,0,0,0
94,1782588437010,0,0,0,0
95,1782588437908,0,0,0,0
