index,date,DESIRED_YAW,MAX_YAW
0,1782588357659,0,0
1,1782588358491,0,0
2,1782588359391,0,0
3,1782588360207,0,0
4,1782588362404,0,0
5,1782588362954,0,0
6,1782588363137,0,0
7,1782588363337,0,0
8,1782588363571,0,0
9,1782588363971,0,0
10,1782588364288,0,0
11,1782588368666,0,0
12,1782588369516,0,0
13,1782588369565,0,0
14,1782588370398,0,0
15,1782588371230,0,0
16,1782588371946,0,0
17,1782588372696,0,0
18,1782588373395,0,0
19,1782588374078,0,0
20,1782588374845,0,0
21,1782588375128,0,0
22,1782588375444,0,0
23,1782588376010,0,0
24,1782588376377,0,0
25,1782588380956,0,0
26,1782588383054,0,0
27,1782588383387,0,0
28,1782588383787,0,0
29,1782588383887,0,0
30,1782588384187,0,0
31,1782588384469,0,0
32,1782588384969,0,0
33,1782588385136,0,0
34,1782588386685,0,0
35,1782588390164,0,0
36,1782588390464,0,0
37,1782588390831,0,0
38,1782588391897,0,0
39,1782588392829,0,0
40,1782588393129,0,0
41,1782588393462,0,0
42,1782588393945,0,0
43,1782588394578,0,0
44,1782588394894,0,0
45,1782588395161,0,0
46,1782588395527,0,0
47,1782588395994,0,0
48,1782588396127,0,0
49,1782588396376,0,0
50,1782588396743,0,0
51,1782588397060,0,0
52,1782588397375,0,0
53,1782588398525,0,0
54,1782588399025,0,0
55,1782588399557,0,0
56,1782588399807,0,0
57,1782588400173,0,0
58,1782588400456,0,0
59,1782588400706,0,0
60,1782588403537,0,0
61,1782588403787,0,0
62,1782588404070,0,0
63,1782588404403,0,0
64,1782588404653,0,0
65,1782588405552,0,0
66,1782588406301,0,0
67,1782588406418,0,0
68,1782588407250,0,0
69,1782588408016,0,0
70,1782588408133,0,0
71,1782588408916,0,0
72,1782588409765,0,0
73,1782588409865,0,0
74,1782588410665,0,0
75,1782588411497,0,0
76,1782588412279,0,0
77,1782588412412,0,0
78,1782588413212,0,0
79,1782588414011,0,0
80,1782588414128,0,0
81,1782588414911,0,0
82,1782588415727,0,0
83,1782588415843,0,0
84,1782588418191,0,0
85,1782588418541,0,0
86,1782588419674,0,0
87,1782588420106,0,0
88,1782588421572,0,0
89,1782588423404,0,0
90,1782588423653,0,0
91,1782588424470,0,0
92,1782588425934,0,0
93,1782588428616,0,0
94,1782588429065,0,0
95,1782588429765,0,0
96,1782588430314,0,0
97,1782588430714,0,0
98,1782588431014,0,0
99,1782588431597,0,0
100,1782588432512,0,0
101,1782588432929,0,0
102,1782588433528,0,0
103,1782588433828,0,0
104,1782588434811,0,0
105,1782588435177,0,0
106,1782588436626,0,0
107,1782588437975,0,0
108,1782588438191,0,0
109,1782588438857,0,0
110,1782588440023,0,0
111,1782588440223,0,0
112,1782588440807,0,0
113,1782588441105,0,0
114,1782588442038,0,0
115,1782588442471,0,0
116,1782588443920,0,0
117,1782588444352,0,0
118,1782588445252,0,0
119,1782588446067,0,0
120,1782588446501,0,0
121,1782588447733,0,0
122,1782588448632,0,0
123,1782588449565,0,0
124,1782588449931,0,0
125,1782588450281,0,0
126,1782588451035,0,0
127,1782588451163,0,0
128,1782588452413,0,0
129,1782588460489,0,0
130,1782588460939,0,0
131,1782588499440,0,0
132,1782588500256,0,0
133,1782588501155,0,0
134,1782588501971,0,0
135,1782588504136,0,0
136,1782588504502,0,0
137,1782588504785,0,0
138,1782588507085,0,0
139,1782588507100,0,0
140,1782588512046,0,0
141,1782588513478,0,0
142,1782588513761,0,0
143,1782588514060,0,0
144,1782588514410,0,0
145,1782588514727,0,0
146,1782588515526,0,0
147,1782588515825,0,0
148,1782588516309,0,0
149,1782588518890,0,0
150,1782588519256,0,0
151,1782588519606,0,0
152,1782588520405,0,0
153,1782588520672,0,0
154,1782588521088,0,0
155,1782588521421,0,0
156,1782588522587,0,0
157,1782588524368,0,0
158,1782588525452,0,0
159,1782588525784,0,0
160,1782588526150,0,0
161,1782588527316,0,0
162,1782588527699,0,0
163,1782588527982,0,0
164,1782588530581,0,0
165,1782588530848,0,0
166,1782588531197,0,0
167,1782588531462,0,0
168,1782588531879,0,0
169,1782588534627,0,0
170,1782588534893,0,0
171,1782588535226,0,0
172,1782588537058,0,0
173,1782588537324,0,0
174,1782588541088,0,0
175,1782588541404,0,0
176,1782588541654,0,0
177,1782588542537,0,0
178,1782588542936,0,0
179,1782588543286,0,0
180,1782588543569,0,0
181,1782588544185,0,0
182,1782588544301,0,0
183,1782588544651,0,0
184,1782588545035,0,0
185,1782588545368,0,0
186,1782588546833,0,0
187,1782588547116,0,0
188,1782588547716,0,0
189,1782588549347,0,0
190,1782588549747,0,0
191,1782588549998,0,0
192,1782588550330,0,0
193,1782588551113,0,0
194,1782588551779,0,0
195,1782588551978,0,0
196,1782588555875,0,0
197,1782588556159,0,0
198,1782588559322,0,0
199,1782588559622,0,0
200,1782588560555,0,0
201,1782588560854,0,0
202,1782588561121,0,0
203,1782588561571,0,0
204,1782588562137,0,0
205,1782588562253,0,0
206,1782588562536,0,0
207,1782588562820,0,0
208,1782588563487,0,0
209,1782588564002,0,0
210,1782588564252,0,0
211,1782588564618,0,0
212,1782588564851,0,0
213,1782588565234,0,0
214,1782588565484,0,0
215,1782588566566,0,0
216,1782588566970,0,0
217,1782588567250,0,0
218,1782588570813,0,0
219,1782588571246,0,0
220,1782588571312,0,0
221,1782588572378,0,0
222,1782588573428,0,0
223,1782588573943,0,0
224,1782588575109,0,0
225,1782588577641,0,0
226,1782588579289,0,0
227,1782588579939,0,0
228,1782588580355,0,0
229,1782588581887,0,0
230,1782588582837,0,0
231,1782588583252,0,0
232,1782588583785,0,0
233,1782588584202,0,0
234,1782588585467,0,0
235,1782588585700,0,0
236,1782588586266,0,0
237,1782588587216,0,0
238,1782588588814,0,0
239,1782588589264,0,0
240,1782588590313,0,0
241,1782588590647,0,0
242,1782588590796,0,0
243,1782588591429,0,0
244,1782588591912,0,0
245,1782588592461,0,0
246,1782588592961,0,0
247,1782588593078,0,0
248,1782588593444,0,0
249,1782588594077,0,0
250,1782588594510,0,0
251,1782588596058,0,0
252,1782588597058,0,0
253,1782588598590,0,0
254,1782588599039,0,0
255,1782588599622,0,0
256,1782588600138,0,0
257,1782588600371,0,0
258,1782588600621,0,0
259,1782588601254,0,0
260,1782588601687,0,0
261,1782588602286,0,0
262,1782588602636,0,0
263,1782588603235,0,0
264,1782588603852,0,0
265,1782588604285,0,0
266,1782588604867,0,0
267,1782588606183,0,0
268,1782588606849,0,0
269,1782588607748,0,0
270,1782588608797,0,0
271,1782588609730,0,0
272,1782588610612,0,0
273,1782588611029,0,0
274,1782588611678,0,0
275,1782588612544,0,0
276,1782588613544,0,0
277,1782588614526,0,0
278,1782588616124,0,0
279,1782588618092,0,0
280,1782588619122,0,0
281,1782588619555,0,0
282,1782588619739,0,0
283,1782588620021,0,0
284,1782588621004,0,0
285,1782588621953,0,0
286,1782588622636,0,0
287,1782588623685,0,0
288,1782588625184,0,0
289,1782588625617,0,0
290,1782588626183,0,0
291,1782588626549,0,0
292,1782588626815,0,0
293,1782588627049,0,0
294,1782588627515,0,0
295,1782588628181,0,0
296,1782588629696,0,0
297,1782588630812,0,0
298,1782588632377,0,0
299,1782588632811,0,0
300,1782588633710,0,0
301,1782588634109,0,0
302,1782588634626,0,0
303,1782588634975,0,0
304,1782588635858,0,0
305,1782588636308,0,0
306,1782588636574,0,0
307,1782588637124,0,0
308,1782588638023,0,0
309,1782588638489,0,0
310,1782588639987,0,0
311,1782588641021,0,0
312,1782588641354,0,0
313,1782588641969,0,0
314,1782588642536,0,0
315,1782588642986,0,0
316,1782588643601,0,0
317,1782588644501,0,0
318,1782588645583,0,0
319,1782588647165,0,0
320,1782588648231,0,0
321,1782588648631,0,0
322,1782588648764,0,0
323,1782588649113,0,0
324,1782588649763,0,0
325,1782588650795,0,0
326,1782588651046,0,0
327,1782588651345,0,0
328,1782588652395,0,0
329,1782588653360,0,0
330,1782588653976,0,0
331,1782588655142,0,0
332,1782588655841,0,0
333,1782588656341,0,0
334,1782588657406,0,0
335,1782588658905,0,0
336,1782588659321,0,0
337,1782588660737,0,0
338,1782588661237,0,0
339,1782588661553,0,0
340,1782588662136,0,0
341,1782588662520,0,0
342,1782588663402,0,0
343,1782588664667,0,0
344,1782588665316,0,0
345,1782588666250,0,0
346,1782588667365,0,0
347,1782588668197,0,0
348,1782588668880,0,0
349,1782588669296,0,0
350,1782588669896,0,0
351,1782588670345,0,0
352,1782588670529,0,0
353,1782588670829,0,0
354,1782588671495,0,0
355,1782588672577,0,0
356,1782588672843,0,0
357,1782588673110,0,0
358,1782588674176,0,0
359,1782588675125,0,0
360,1782588675758,0,0
361,1782588676824,0,0
362,1782588677456,0,0
363,1782588678356,0,0
364,1782588678788,0,0
365,1782588679737,0,0
366,1782588680037,0,0
367,1782588680604,0,0
368,1782588689030,0,0
369,1782588690479,0,0
370,1782588691488,0,0
371,1782588691911,0,0
372,1782588692410,0,0
373,1782588692993,0,0
374,1782588693276,0,0
375,1782588693594,0,0
376,1782588693926,0,0
377,1782588694309,0,0
378,1782588694509,0,0
379,1782588695025,0,0
380,1782588695375,0,0
381,1782588695825,0,0
382,1782588696141,0,0
383,1782588697257,0,0
384,1782588698722,0,0
385,1782588699038,0,0
386,1782588699338,0,0
387,1782588699854,0,0
388,1782588700237,0,0
389,1782588700588,0,0
390,1782588700903,0,0
391,1782588701854,0,0
392,1782588701969,0,0
393,1782588702502,0,0
394,1782588702636,0,0
395,1782588705850,0,0
396,1782588706149,0,0
397,1782588706498,0,0
398,1782588707899,0,0
399,1782588708181,0,0
400,1782588708564,0,0
401,1782588708897,0,0
402,1782588709146,0,0
403,1782588709962,0,0
404,1782588710329,0,0
405,1782588710695,0,0
406,1782588710962,0,0
407,1782588711545,0,0
408,1782588712293,0,0
409,1782588712627,0,0
410,1782588712877,0,0
411,1782588713519,0,0
412,1782588713543,0,0
413,1782588713826,0,0
414,1782588716091,0,0
415,1782588720787,0,0
416,1782588721070,0,0
417,1782588722769,0,0
418,1782588723151,0,0
419,1782588723451,0,0
420,1782588724533,0,0
421,1782588724867,0,0
422,1782588725200,0,0
423,1782588725516,0,0
424,1782588725933,0,0
425,1782588726167,0,0
426,1782588726300,0,0
427,1782588726683,0,0
428,1782588727231,0,0
429,1782588727664,0,0
430,1782588728796,0,0
431,1782588729063,0,0
432,1782588729412,0,0
433,1782588735543,0,0
434,1782588735591,0,0
435,1782588735774,0,0
436,1782588736758,0,0
437,1782588737123,0,0
438,1782588738338,0,0
439,1782588738422,0,0
440,1782588738855,0,0
441,1782588739488,0,0
442,1782588739754,0,0
443,1782588740071,0,0
444,1782588740886,0,0
445,1782588741120,0,0
446,1782588741402,0,0
447,1782588741720,0,0
448,1782588742002,0,0
449,1782588742568,0,0
450,1782588742868,0,0
451,1782588744250,0,0
452,1782588744567,0,0
453,1782588744933,0,0
454,1782588745199,0,0
455,1782588745549,0,0
456,1782588746548,0,0
457,1782588746698,0,0
458,1782588747048,0,0
459,1782588747364,0,0
460,1782588748181,0,0
461,1782588748448,0,0
462,1782588749112,0,0
463,1782588751744,0,0
464,1782588752127,0,0
465,1782588752361,0,0
466,1782588752727,0,0
467,1782588752860,0,0
468,1782588753142,0,0
469,1782588753492,0,0
