index,date,ACCEL_FL,ACCEL_FR,ACCEL_RL,ACCEL_RR
0,1782588358142,2,0,0,0
1,1782588358974,2,0,0,0
2,1782588359057,2,0,0,0
3,1782588359874,2,0,0,0
4,1782588360690,2,0,0,0
5,1782588360856,2,0,0,0
6,1782588361140,2,0,0,0
7,1782588361489,2,0,0,0
8,1782588364436,2,0,0,0
9,1782588364786,2,0,0,0
10,1782588365103,2,0,0,0
11,1782588365486,2,0,0,0
12,1782588365735,2,0,0,0
13,1782588366218,2,0,0,0
14,1782588366585,2,0,0,0
15,1782588366884,2,0,0,0
16,1782588367217,2,0,0,0
17,1782588368366,2,0,0,0
18,1782588369149,2,0,0,0
19,1782588369299,2,0,0,0
20,1782588370049,2,0,0,0
21,1782588370881,2,0,0,0
22,1782588370981,2,0,0,0
23,1782588371747,2,0,0,0
24,1782588372380,2,0,0,0
25,1782588372496,2,0,0,0
26,1782588373179,2,0,0,0
27,1782588373945,2,0,0,0
28,1782588376809,2,0,0,0
29,1782588377143,2,0,0,0
30,1782588378325,2,0,0,0
31,1782588379157,2,0,0,0
32,1782588379440,2,0,0,0
33,1782588379674,2,0,0,0
34,1782588380057,2,0,0,0
35,1782588380356,2,0,0,0
36,1782588381838,2,0,0,0
37,1782588385336,2,0,0,0
38,1782588385668,2,0,0,0
39,1782588385969,2,0,0,0
40,1782588386269,2,0,0,0
41,1782588386468,2,0,0,0
42,1782588386818,2,0,0,0
43,1782588387101,2,0,0,0
44,1782588387434,2,0,0,0
45,1782588387817,2,0,0,0
46,1782588388100,2,0,0,0
47,1782588388916,2,0,0,0
48,1782588389282,2,0,0,0
49,1782588389566,2,0,0,0
50,1782588389865,2,0,0,0
51,1782588395661,2,0,0,0
52,1782588397143,2,0,0,0
53,1782588397759,2,0,0,0
54,1782588398075,2,0,0,0
55,1782588398276,2,0,0,0
56,1782588401205,2,0,0,0
57,1782588401522,2,0,0,0
58,1782588402354,2,0,0,0
59,1782588402704,2,0,0,0
60,1782588402904,2,0,0,0
61,1782588403221,2,0,0,0
62,1782588405185,2,0,0,0
63,1782588405318,2,0,0,0
64,1782588406069,2,0,0,0
65,1782588407001,2,0,0,0
66,1782588407717,2,0,0,0
67,1782588407801,2,0,0,0
68,1782588408617,2,0,0,0
69,1782588409399,2,0,0,0
70,1782588409549,2,0,0,0
71,1782588410315,2,0,0,0
72,1782588411147,2,0,0,0
73,1782588411280,2,0,0,0
74,1782588412046,2,0,0,0
75,1782588412896,2,0,0,0
76,1782588413696,2,0,0,0
77,1782588413778,2,0,0,0
78,1782588414611,2,0,0,0
79,1782588415377,2,0,0,0
80,1782588415510,2,0,0,0
81,1782588416359,2,0,0,0
82,1782588416876,2,0,0,0
83,1782588417258,2,0,0,0
84,1782588417492,2,0,0,0
85,1782588420206,2,0,0,0
86,1782588420556,2,0,0,0
87,1782588420906,2,0,0,0
88,1782588421256,2,0,0,0
89,1782588421355,2,0,0,0
90,1782588421705,2,0,0,0
91,1782588426367,2,0,0,0
92,1782588427033,2,0,0,0
93,1782588427251,2,0,0,0
94,1782588427617,2,0,0,0
95,1782588427816,2,0,0,0
96,1782588428149,2,0,0,0
97,1782588428366,2,0,0,0
98,1782588429565,2,0,0,0
99,1782588429949,2,0,0,0
100,1782588431730,2,0,0,0
101,1782588432180,2,0,0,0
102,1782588433095,2,0,0,0
103,1782588433312,2,0,0,0
104,1782588433978,2,0,0,0
105,1782588435393,2,0,0,0
106,1782588436010,2,0,0,0
107,1782588436276,2,0,0,0
108,1782588437209,2,0,0,0
109,1782588439057,2,0,0,0
110,1782588439440,2,0,0,0
111,1782588440355,2,0,0,0
112,1782588441239,2,0,0,0
113,1782588441622,2,0,0,0
114,1782588442621,2,0,0,0
115,1782588443237,2,0,0,0
116,1782588444485,2,0,0,0
117,1782588444819,2,0,0,0
118,1782588446634,2,0,0,0
119,1782588448232,2,0,0,0
120,1782588449198,2,0,0,0
121,1782588451330,2,0,0,0
122,1782588451697,2,0,0,0
123,1782588453196,2,0,0,0
124,1782588499889,2,0,0,16386
125,1782588500039,2,0,0,16386
