index,GYRO_X,GYRO_Y,GYRO_Z,1,2,3,4,5
0,3,-9,-2,0,0,0,0,0
1,3,-6,-1,0,72,254,0,0
2,2,-4,-2,0,76,254,0,0
3,3,-7,-2,0,88,254,0,0
4,1,-6,-2,0,0,0,0,0
5,3,-8,-2,0,0,0,0,0
6,4,-8,-1,0,0,0,0,0
7,4,-9,-2,0,0,0,0,0
8,2,-7,-1,0,0,0,0,0
9,3,-8,-3,0,0,0,0,0
10,4,-7,0,0,0,0,0,0
11,5,-5,-1,0,0,0,0,0
12,3,-8,-4,0,66,254,0,0
13,3,-7,-1,0,58,254,0,0
14,0,-7,-3,0,0,0,0,0
15,3,-7,0,0,71,254,0,0
16,3,-8,-1,0,0,0,0,0
17,0,-9,-3,0,0,0,0,0
18,3,-7,-1,0,81,254,0,0
19,2,-8,-1,0,0,0,0,0
20,-2,-6,-3,0,0,0,0,0
21,2,-8,-2,0,0,0,0,0
22,4,-6,0,0,0,0,0,0
23,3,-9,-1,0,0,0,0,0
24,3,-6,-3,0,56,254,0,0
25,3,-7,0,0,84,254,0,0
26,1,-5,-2,0,0,0,0,0
27,3,-9,-1,0,0,0,0,0
28,4,-8,-2,0,0,0,0,0
29,3,-9,-2,0,84,254,0,0
30,2,-7,-1,0,0,0,0,0
31,7,-9,-3,0,0,0,0,0
32,0,-5,0,0,0,0,0,0
33,0,-4,-1,0,0,0,0,0
34,1,-5,-3,0,0,0,0,0
35,0,-10,-1,0,0,0,0,0
36,3,-8,-1,0,90,254,0,0
37,4,-6,-2,0,0,0,0,0
38,3,-6,-3,0,0,0,0,0
39,2,-5,-2,0,78,254,0,0
40,3,-6,-1,0,0,0,0,0
41,2,-6,-1,0,0,0,0,0
42,2,-7,-2,0,0,0,0,0
43,3,-9,0,0,0,0,0,0
44,1,-7,-1,0,0,0,0,0
45,1,-6,-2,0,81,254,0,0
46,2,-4,-2,0,0,0,0,0
47,2,-6,1,0,0,0,0,0
48,3,-7,-2,0,122,254,0,0
49,0,-3,-2,0,0,0,0,0
50,0,-8,-1,0,0,0,0,0
51,1,-4,-1,0,0,0,0,0
52,1,-6,-1,0,0,0,0,0
53,3,-6,-2,0,0,0,0,0
54,4,-7,-1,0,0,0,0,0
55,2,-7,-3,0,0,0,0,0
56,1,-8,-1,0,88,254,0,0
57,1,-6,-2,0,0,0,0,0
58,2,-7,-2,0,0,0,0,0
59,3,-6,-2,0,0,0,0,0
60,-1,-4,-1,0,0,0,0,0
61,3,-6,0,0,0,0,0,0
62,-1,-4,-3,0,0,0,0,0
63,5,-7,-2,0,0,0,0,0
64,3,-5,-1,0,254,255,0,0
65,2,-5,0,0,90,254,0,0
66,3,-7,-2,0,0,0,0,0
67,2,-6,-1,0,91,254,0,0
68,2,-6,-2,0,0,0,0,0
69,2,-7,-1,0,0,0,0,0
70,1,-9,-1,0,0,0,0,0
71,2,-5,-1,0,0,0,0,0
72,2,-5,-2,0,0,0,0,0
73,2,-7,-1,0,0,0,0,0
74,3,-7,-2,0,91,254,0,0
75,2,-5,-2,0,0,0,0,0
76,9,-5,-3,0,0,0,0,0
77,-6,-4,1,0,0,0,0,0
78,5,-12,0,0,0,0,0,0
79,2,-5,-4,0,0,0,0,0
80,1,-6,-2,0,0,0,0,0
81,1,-5,-1,0,0,0,0,0
82,1,-5,-1,0,0,0,0,0
83,1,-7,0,0,0,0,0,0
84,2,-9,-3,0,0,0,0,0
85,3,-5,-3,0,0,0,0,0
86,2,-7,-2,0,0,0,0,0
87,0,-6,-3,0,0,0,0,0
88,1,-7,0,0,0,0,0,0
89,2,-8,-2,0,0,0,0,0
90,1,-6,-2,0,0,0,0,0
91,2,-8,-1,0,0,0,0,0
92,3,-5,-3,0,0,0,0,0
93,1,-8,-3,0,96,254,0,0
94,2,-7,-3,0,0,0,0,0
95,1,-7,-1,0,0,0,0,0
96,1,-7,254,0,0,0,0,0
97,5,-7,-2,0,79,254,0,0
98,3,-7,-1,0,0,0,0,0
99,4,-7,-1,0,0,0,0,0
100,1,-6,-3,0,0,0,0,0
101,4,-8,-2,0,0,0,0,0
102,2,-9,-1,0,0,0,0,0
103,4,-8,-2,0,0,0,0,0
104,3,-7,-2,0,0,0,0,0
105,0,-6,1,0,85,254,0,0
106,3,-8,-2,0,0,0,0,0
107,3,-7,-1,0,0,0,0,0
108,4,-8,-1,0,0,0,0,0
109,1,-7,-2,0,74,254,0,0
110,3,-7,-1,0,66,254,0,0
111,2,-7,-2,0,0,0,0,0
112,3,-8,-1,0,0,0,0,0
113,5,-8,-1,0,0,0,0,0
114,1,-7,-1,0,66,254,0,0
115,2,-8,-2,0,0,0,0,0
116,1,-7,-1,0,0,0,0,0
117,4,-7,-2,0,0,0,0,0
118,4,-9,-1,0,73,254,0,0
119,3,-10,-1,0,0,0,0,0
120,3,-8,-1,0,0,0,0,0
121,2,-6,-1,0,0,0,0,0
122,3,-7,0,0,0,0,0,0
123,2,-7,-1,0,66,254,0,0
124,3,-6,-2,0,0,0,0,0
125,3,-6,-2,0,0,0,0,0
126,1,-7,255,0,0,0,0,0
127,2,-7,-1,0,75,254,0,0
128,2,-8,-1,0,0,0,0,0
129,3,-7,-1,0,83,254,0,0
130,2,-7,0,0,0,0,0,0
131,2,-6,-1,0,0,0,0,0
132,2,-6,-1,0,0,0,0,0
133,3,-6,-2,0,88,254,0,0
134,2,-6,-2,0,0,0,0,0
135,1,-8,-2,0,0,0,0,0
136,2,-7,-1,0,0,0,0,0
137,1,-5,-2,0,0,0,0,0
138,2,-8,-1,0,0,0,0,0
139,2,-6,-2,0,0,0,0,0
140,2,-4,0,0,0,0,0,0
141,2,-9,-1,0,0,0,0,0
142,2,-7,-1,0,0,0,0,0
143,2,-8,-2,0,0,0,0,0
144,1,-6,-2,0,0,0,0,0
145,2,-6,-2,0,0,0,0,0
146,3,-6,-2,0,0,0,0,0
147,3,-7,-3,0,92,254,0,0
148,3,-7,-2,0,0,0,0,0
149,2,-6,0,0,70,254,0,0
150,2,-6,-2,0,0,0,0,0
151,2,-8,-3,0,0,0,0,0
152,3,-9,-1,0,0,0,0,0
153,3,-8,-2,0,74,254,0,0
154,3,-9,-1,0,0,0,0,0
155,1,-7,-1,0,0,0,0,0
156,4,-8,-1,0,0,0,0,0
157,0,-5,-1,0,0,0,0,0
158,1,-5,-3,0,0,0,0,0
159,4,-13,-1,0,152,254,0,0
160,3,-11,-2,0,0,0,0,0
161,2,-9,-2,0,0,0,0,0
162,4,-10,-1,0,28,254,0,0
163,4,-9,-2,0,0,0,0,0
164,1,-7,-3,0,0,0,0,0
165,4,-7,-2,0,88,254,0,0
166,2,-7,-2,0,0,0,0,0
167,3,-9,-1,0,0,0,0,0
168,1,-6,0,0,0,0,0,0
169,1,-7,-1,0,0,0,0,0
170,2,-6,-1,0,76,254,0,0
171,2,-6,0,0,64,254,0,0
172,1,-7,-2,0,0,0,0,0
173,1,-5,-1,0,0,0,0,0
174,2,-7,0,0,0,0,0,0
175,2,-7,-2,0,0,0,0,0
176,3,-9,-2,0,97,254,0,0
177,1,-7,0,0,0,0,0,0
178,2,-7,-2,0,0,0,0,0
179,2,-6,-1,0,0,0,0,0
180,3,-7,-1,0,0,0,0,0
181,3,-8,-2,0,0,0,0,0
182,3,-8,-2,0,0,0,0,0
