index,ELETROBUILD_TEMPERATURE,1,2,3,4,5,6,7
227,-514,0,0,0,0,0,0,0
228,-530,-7,-1,0,87,254,0,0
229,-520,0,0,0,0,0,0,0
230,-514,0,0,0,255,255,0,0
231,-514,-6,-2,0,90,254,0,0
232,-519,0,0,0,0,0,0,0
233,-518,0,0,0,255,255,0,0
234,-523,-10,-1,0,85,254,0,0
235,-519,0,0,0,0,0,0,0
236,-524,0,0,0,253,255,0,0
237,-527,0,0,0,0,0,0,0
238,-517,0,0,0,0,0,0,0
239,-519,0,0,0,0,0,0,0
240,-519,10,0,0,0,0,0,0
241,-524,0,0,0,254,255,0,0
242,-513,0,0,0,0,0,0,0
243,-524,-7,0,0,0,0,0,0
244,-511,0,0,0,0,0,0,0
245,-520,0,0,0,254,255,0,0
246,-510,0,0,0,0,0,0,0
247,-514,-7,-2,0,0,0,0,0
248,-522,0,0,0,0,0,0,0
249,-508,-8,0,0,62,254,0,0
250,-523,0,0,0,254,255,0,0
251,-510,0,0,0,254,255,0,0
252,-520,0,0,0,0,0,0,0
253,-526,-7,-2,0,94,254,0,0
254,-511,0,0,0,254,255,0,0
255,-518,0,0,0,0,0,0,0
256,-515,0,0,0,0,0,0,0
257,-523,-5,-3,0,70,254,0,0
258,-516,0,0,0,0,0,0,0
259,-516,-5,-1,0,102,254,0,0
260,-517,0,0,0,0,0,0,0
261,-516,0,0,0,1,0,0,0
262,-505,0,0,0,0,0,0,0
263,-518,-9,0,0,85,254,0,0
264,-519,0,0,0,0,0,0,0
265,-523,-7,-2,0,78,254,0,0
266,-518,0,0,0,0,0,0,0
267,-510,0,0,0,0,0,0,0
268,-528,0,0,0,0,0,0,0
269,-516,0,0,0,0,0,0,0
270,-520,0,0,0,0,0,0,0
271,-515,0,0,0,0,0,0,0
272,-516,0,0,0,0,0,0,0
273,-511,10,0,0,0,0,0,0
274,-520,-7,-1,0,80,254,0,0
275,-525,10,0,0,0,0,0,0
276,-520,0,0,0,0,0,0,0
277,-518,0,0,0,0,0,0,0
278,-523,-7,-1,0,77,254,0,0
279,-526,0,0,0,254,255,0,0
280,-516,0,0,0,0,0,0,0
281,-516,-8,-1,0,0,0,0,0
282,-516,0,0,0,0,0,0,0
283,-509,0,0,0,255,255,0,0
284,-515,0,0,0,0,0,0,0
285,-511,0,0,0,255,255,0,0
286,-518,-8,-1,0,73,254,0,0
287,-522,0,0,0,0,0,0,0
288,-505,-8,-1,0,91,254,0,0
289,-518,0,0,0,255,255,0,0
290,-510,0,0,0,80,254,0,0
291,-519,0,0,0,253,255,0,0
292,-519,0,0,0,0,0,0,0
293,-519,0,0,0,0,0,0,0
294,-506,0,0,0,0,0,0,0
295,-525,0,0,0,0,0,0,0
296,-513,10,0,0,0,0,0,0
297,-514,10,0,0,0,0,0,0
298,-514,0,0,0,254,255,0,0
299,-519,0,0,0,0,0,0,0
300,-521,-8,-1,0,0,0,0,0
301,-519,0,0,0,0,0,0,0
302,-495,-6,0,0,0,0,0,0
303,-509,0,0,0,0,0,0,0
304,-519,0,0,0,255,255,0,0
305,-518,0,0,0,0,0,0,0
306,-511,0,0,0,255,255,0,0
307,-516,0,0,0,0,0,0,0
308,-503,-8,-1,0,73,254,0,0
309,-514,0,0,0,254,255,0,0
310,-514,0,0,0,253,255,0,0
311,-521,0,0,0,0,0,0,0
312,-514,0,0,0,254,255,0,0
313,-522,0,0,0,0,0,0,0
314,-505,-7,-1,0,80,254,0,0
315,-525,0,0,0,0,0,0,0
316,-520,0,0,0,254,255,0,0
317,-518,0,0,0,0,0,0,0
318,-511,0,0,0,254,255,0,0
319,-525,0,0,0,0,0,0,0
320,-511,0,0,0,0,0,0,0
321,-509,0,0,0,0,0,0,0
322,-507,0,0,0,0,0,0,0
323,-509,-8,0,0,0,0,0,0
324,-516,0,0,0,0,0,0,0
325,-518,0,0,0,0,0,0,0
326,-505,10,0,0,0,0,0,0
327,-511,-7,-2,0,0,0,0,0
328,-514,10,0,0,0,0,0,0
329,-514,0,0,0,255,255,0,0
330,-514,0,0,0,92,254,0,0
331,-509,-7,-2,0,0,0,0,0
332,-509,0,0,0,0,0,0,0
333,-519,-7,-1,0,104,254,0,0
334,-516,0,0,0,255,255,0,0
335,-511,0,0,0,0,0,0,0
336,-511,0,0,0,71,254,0,0
337,-516,0,0,0,0,0,0,0
338,-511,0,0,0,70,254,0,0
339,-514,0,0,0,254,255,0,0
340,-509,0,0,0,255,255,0,0
341,-503,0,0,0,0,0,0,0
342,-511,-5,0,0,54,254,0,0
343,-519,0,0,0,0,0,0,0
344,-510,0,0,0,254,255,0,0
345,-500,-7,-2,0,73,254,0,0
346,-507,-5,-1,0,77,254,0,0
347,-495,0,0,0,255,255,0,0
348,-519,0,0,0,0,0,0,0
349,-511,-8,-3,0,59,254,0,0
350,-514,0,0,0,0,0,0,0
351,-497,-6,0,0,86,254,0,0
352,-503,0,0,0,0,0,0,0
353,-499,0,0,0,0,0,0,0
354,-499,0,0,0,0,0,0,0
355,-511,0,0,0,0,0,0,0
356,-505,0,0,0,0,0,0,0
357,-501,-8,1,0,0,0,0,0
358,-509,0,0,0,0,0,0,0
359,-497,-8,-2,0,0,0,0,0
360,-514,0,0,0,0,0,0,0
361,-503,0,0,0,253,255,0,0
362,-511,0,0,0,0,0,0,0
363,-509,0,0,0,0,0,0,0
364,-509,8019,-433,0,0,0,0,0
365,-501,0,0,0,0,0,0,0
366,-507,-9,-2,0,76,254,0,0
367,-499,0,0,0,0,0,0,0
368,-505,-7,-3,0,86,254,0,0
369,-499,0,0,0,0,0,0,0
370,-503,0,0,0,254,255,0,0
371,-503,0,0,0,0,0,0,0
372,-503,-6,-1,0,77,254,0,0
373,-497,0,0,0,0,0,0,0
374,-501,0,0,0,254,255,0,0
375,-505,0,0,0,0,0,0,0
376,-497,-6,-2,0,83,254,0,0
377,-507,0,0,0,0,0,0,0
378,-505,-7,-1,0,74,254,0,0
379,-507,0,0,0,0,0,0,0
380,-493,-5,-2,0,0,0,0,0
381,-499,0,0,0,0,0,0,0
382,-497,-6,-1,0,0,0,0,0
383,-507,0,0,0,0,0,0,0
384,-497,0,0,0,0,0,0,0
385,-499,10,0,0,0,0,0,0
386,-505,0,0,0,0,0,0,0
387,-499,10,0,0,0,0,0,0
388,-499,0,0,0,0,0,0,0
389,-511,0,0,0,254,255,0,0
390,-495,0,0,0,0,0,0,0
391,-503,-8,-1,0,81,254,0,0
392,-501,-5,-2,0,0,0,0,0
393,-499,0,0,0,254,255,0,0
394,-495,0,0,0,254,255,0,0
395,-497,0,0,0,0,0,0,0
396,-497,-7,-1,0,0,0,0,0
397,-501,0,0,0,255,255,0,0
398,-503,0,0,0,74,254,0,0
399,-493,-6,-2,0,0,0,0,0
400,-495,0,0,0,0,0,0,0
401,-497,0,0,0,0,0,0,0
402,-493,10,0,0,0,0,0,0
403,-487,10,0,0,0,0,0,0
404,-495,-7,-1,0,69,254,0,0
405,-497,0,0,0,0,0,0,0
406,-493,0,0,0,255,255,0,0
407,-499,0,0,0,0,0,0,0
408,-493,0,0,0,0,0,0,0
409,-502,0,0,0,72,254,0,0
410,-487,10,0,0,0,0,0,0
411,-486,0,0,0,0,0,0,0
412,-493,-7,-2,0,70,254,0,0
413,-487,0,0,0,52,254,0,0
414,-497,0,0,0,52,254,0,0
415,-495,-7,-1,0,0,0,0,0
416,-486,-7,-256,0,0,0,0,0
417,-487,0,0,0,0,0,0,0
418,-489,0,0,0,0,0,0,0
419,-480,0,0,0,0,0,0,0
420,-483,-6,-2,0,84,254,0,0
421,-487,0,0,0,0,0,0,0
422,-494,0,0,0,0,0,0,0
423,-490,0,0,0,75,254,0,0
424,-498,-6,-1,0,0,0,0,0
425,-485,0,0,0,0,0,0,0
426,-499,0,0,0,0,0,0,0
427,-478,-7,0,0,80,254,0,0
428,-474,0,0,0,255,255,0,0
429,-480,0,0,0,0,0,0,0
430,-492,0,0,0,255,255,0,0
431,-486,0,0,0,0,0,0,0
432,-487,-6,0,0,78,254,0,0
433,-476,0,0,0,254,255,0,0
434,-481,0,0,0,0,0,0,0
435,-485,-6,-2,0,77,254,0,0
436,-490,0,0,0,0,0,0,0
437,-482,-7,-2,0,92,254,0,0
438,-485,0,0,0,0,0,0,0
439,-490,0,0,0,0,0,0,0
440,-482,-9,-1,0,65,254,0,0
441,-492,0,0,0,0,0,0,0
442,-496,0,0,0,254,255,0,0
443,-487,0,0,0,0,0,0,0
444,-470,0,0,0,255,255,0,0
445,-483,0,0,0,0,0,0,0
446,-487,0,0,0,255,255,0,0
447,-480,0,0,0,0,0,0,0
448,-485,0,0,0,254,255,0,0
449,-486,0,0,0,0,0,0,0
450,-478,-10,-2,0,0,0,0,0
451,-484,0,0,0,0,0,0,0
452,-485,-9,-2,0,54,254,0,0
453,-484,0,0,0,0,0,0,0
454,-491,-8,-2,0,82,254,0,0
455,-485,0,0,0,0,0,0,0
456,-488,-8,-2,0,0,0,0,0
457,-490,0,0,0,255,255,0,0
458,-492,-7,-1,0,0,0,0,0
459,-481,-6,-2,0,0,0,0,0
460,-487,0,0,0,0,0,0,0
461,-487,0,0,0,255,255,0,0
462,-485,0,0,0,0,0,0,0
463,-482,0,0,0,0,0,0,0
464,-480,0,0,0,0,0,0,0
465,-488,0,0,0,0,0,0,0
466,-475,0,0,0,0,0,0,0
467,-485,0,0,0,0,0,0,0
468,-481,0,0,0,0,0,0,0
469,-487,0,0,0,0,0,0,0
470,-487,0,0,0,0,0,0,0
471,-476,0,0,0,255,255,0,0
472,-481,-6,-2,0,88,254,0,0
473,-476,0,0,0,0,0,0,0
474,-478,0,0,0,254,255,0,0
475,-476,0,0,0,0,0,0,0
476,-481,-8,-1,0,73,254,0,0
477,-485,0,0,0,255,255,0,0
478,-478,0,0,0,0,0,0,0
479,-478,-7,-1,0,82,254,0,0
480,-487,0,0,0,0,0,0,0
481,-483,-6,-2,0,81,254,0,0
482,-472,0,0,0,254,255,0,0
483,-481,0,0,0,0,0,0,0
484,-478,0,0,0,0,0,0,0
485,-474,0,0,0,0,0,0,0
486,-485,0,0,0,0,0,0,0
487,-476,0,0,0,0,0,0,0
488,-472,0,0,0,0,0,0,0
489,-476,10,0,0,0,0,0,0
490,-474,0,0,0,254,255,0,0
491,-478,0,0,0,0,0,0,0
492,-483,-8,-1,0,0,0,0,0
493,-476,0,0,0,0,0,0,0
494,-476,0,0,0,254,255,0,0
495,-472,0,0,0,0,0,0,0
496,-487,0,0,0,254,255,0,0
497,-474,0,0,0,0,0,0,0
498,-492,-6,-2,0,64,254,0,0
499,-477,0,0,0,0,0,0,0
500,-474,-7,-1,0,70,254,0,0
501,-483,0,0,0,254,255,0,0
502,-481,0,0,0,0,0,0,0
503,-476,0,0,0,254,255,0,0
504,-483,-7,-2,0,80,254,0,0
505,-474,0,0,0,0,0,0,0
506,-485,0,0,0,255,255,0,0
507,-476,0,0,0,0,0,0,0
508,-483,-8,-1,0,0,0,0,0
509,-472,0,0,0,0,0,0,0
510,-466,0,0,0,0,0,0,0
511,-474,0,0,0,0,0,0,0
512,-466,0,0,0,0,0,0,0
513,-476,10,0,0,0,0,0,0
514,-476,0,0,0,0,0,0,0
515,-483,10,0,0,0,0,0,0
516,-472,-7,-2,0,0,0,0,0
517,-472,0,0,0,255,255,0,0
518,-474,0,0,0,0,255,0,0
519,-472,0,0,0,0,0,0,0
520,-468,0,0,0,254,255,0,0
521,-466,0,0,0,0,0,0,0
522,-483,-8,-1,0,87,254,0,0
523,-468,0,0,0,0,0,0,0
524,-481,0,0,0,0,0,0,0
525,-472,0,0,0,0,0,0,0
526,-478,0,0,0,255,255,0,0
527,-472,0,0,0,0,0,0,0
528,-476,0,0,0,255,255,0,0
529,-474,0,0,0,0,0,0,0
530,-476,0,0,0,255,255,0,0
531,-481,0,0,0,0,0,0,0
532,-474,0,0,0,0,0,0,0
533,-478,-8,-2,0,0,0,0,0
534,-478,10,0,0,0,0,0,0
535,-464,0,0,0,0,0,0,0
536,-472,0,0,0,0,0,0,0
537,-470,0,0,0,255,255,0,0
538,-474,0,0,0,0,0,0,0
539,-476,-7,0,0,0,0,0,0
540,-474,0,0,0,0,0,0,0
541,-470,-6,-3,0,48,254,0,0
542,-476,0,0,0,0,0,0,0
543,-478,0,0,0,254,255,0,0
544,-472,0,0,0,0,0,0,0
545,-468,0,0,0,0,0,0,0
546,-470,-3,-2,0,53,254,0,0
547,-472,0,0,0,0,0,0,0
548,-470,0,0,0,255,255,0,0
549,-476,0,0,0,254,255,0,0
550,-472,0,0,0,0,0,0,0
551,-472,-8,0,0,71,254,0,0
552,-468,0,0,0,0,0,0,0
553,-474,0,0,0,255,255,0,0
554,-472,0,0,0,255,255,0,0
555,-468,0,0,0,0,0,0,0
556,-464,0,0,0,0,0,0,0
557,-466,0,0,0,0,0,0,0
558,-474,0,0,0,0,0,0,0
559,-468,0,0,0,0,0,0,0
560,-468,0,0,0,0,0,0,0
561,-466,0,0,0,254,255,0,0
562,-470,10,0,0,0,0,0,0
563,-466,-6,-1,0,0,0,0,0
564,-462,0,0,0,0,0,0,0
565,-468,0,0,0,255,255,0,0
566,-464,0,0,0,0,0,0,0
567,-474,-7,-1,0,0,0,0,0
568,-472,0,0,0,0,0,0,0
569,-476,-8,-1,0,84,254,0,0
570,-468,0,0,0,0,0,0,0
571,-474,0,0,0,0,0,0,0
572,-476,0,0,0,0,0,0,0
573,-466,0,0,0,0,0,0,0
574,-468,-6,-1,0,80,254,0,0
575,-468,0,0,0,0,0,0,0
576,-472,0,0,0,254,255,0,0
577,-468,0,0,0,0,0,0,0
578,-470,0,0,0,254,255,0,0
579,-470,-6,-1,0,72,254,0,0
580,-470,0,0,0,0,0,0,0
581,-468,0,0,0,253,255,0,0
582,-468,0,0,0,0,0,0,0
583,-470,0,0,0,0,0,0,0
584,-474,0,0,0,0,0,0,0
585,-468,0,0,0,0,0,0,0
586,-468,0,0,0,0,0,0,0
587,-470,0,0,0,0,0,0,0
588,-468,0,0,0,0,0,0,0
589,-466,0,0,0,0,0,0,0
590,-474,0,0,0,0,0,0,0
591,-466,0,0,0,0,0,0,0
592,-468,10,0,0,0,0,0,0
593,-468,0,0,0,254,255,0,0
594,-468,10,0,0,0,0,0,0
595,-468,0,0,0,0,0,0,0
596,-460,0,0,0,0,0,0,0
597,-462,0,0,0,255,255,0,0
598,-462,0,0,0,0,0,0,0
599,-464,0,0,0,254,255,0,0
600,-466,0,0,0,0,0,0,0
601,-466,-5,-2,0,71,254,0,0
602,-476,0,0,0,0,0,0,0
603,-466,-6,-1,0,57,254,0,0
604,-464,0,0,0,0,0,0,0
605,-466,0,0,0,0,0,0,0
606,-464,0,0,0,0,0,0,0
607,-464,-3,-1,0,57,254,0,0
608,-478,0,0,0,0,0,0,0
609,-468,0,0,0,253,255,0,0
610,-464,0,0,0,0,0,0,0
611,-466,0,0,0,0,0,0,0
612,-466,0,0,0,0,0,0,0
613,-470,-7,0,0,86,254,0,0
614,-468,0,0,0,0,0,0,0
615,-466,0,0,0,254,255,0,0
616,-470,-6,-1,0,114,254,0,0
617,-462,0,0,0,0,0,0,0
618,-478,0,0,0,255,255,0,0
619,-476,0,0,0,255,255,0,0
620,-468,0,0,0,0,0,0,0
621,-469,-6,0,0,0,0,0,0
622,-474,0,0,0,0,0,0,0
623,-468,0,0,0,0,0,0,0
624,-460,10,0,0,0,0,0,0
625,-470,0,0,0,0,0,0,0
626,-458,0,0,0,255,255,0,0
627,-464,0,0,0,0,0,0,0
628,-456,-6,-2,0,0,0,0,0
629,-466,0,0,0,255,255,0,0
630,-464,-7,-1,0,0,0,0,0
631,-468,0,0,0,0,0,0,0
632,-466,0,0,0,254,255,0,0
633,-468,0,0,0,0,0,0,0
634,-464,-7,-2,0,86,254,0,0
635,-464,0,0,0,0,0,0,0
636,-464,-7,0,0,83,254,0,0
637,-466,0,0,0,0,0,0,0
638,-468,0,0,0,254,255,0,0
639,-462,0,0,0,0,0,0,0
640,-462,-5,-2,0,68,254,0,0
641,-470,0,0,0,0,0,0,0
642,-462,0,0,0,0,0,0,0
643,-464,0,0,0,0,0,0,0
644,-464,0,0,0,73,254,0,0
645,-462,0,0,0,0,0,0,0
646,-460,0,0,0,255,255,0,0
647,-459,0,0,0,0,0,0,0
648,-458,0,0,0,0,0,0,0
649,-464,0,0,0,0,0,0,0
650,-460,-6,-2,0,89,254,0,0
651,-464,-7,-1,0,0,0,0,0
652,-460,0,0,0,0,0,0,0
653,-466,0,0,0,255,255,0,0
654,-466,0,0,0,0,0,0,0
655,-460,0,0,0,0,0,0,0
656,-458,0,0,0,0,0,0,0
657,-463,0,0,0,0,0,0,0
658,-462,0,0,0,0,0,0,0
659,-462,0,0,0,0,0,0,0
660,-464,0,0,0,0,0,0,0
661,-466,0,0,0,0,0,0,0
662,-460,0,0,0,0,0,0,0
663,-460,0,0,0,0,0,0,0
664,-460,0,0,0,254,255,0,0
665,-464,0,0,0,0,0,0,0
666,-464,-6,-2,0,0,0,0,0
667,-462,0,0,0,0,0,0,0
668,-456,-8,-1,0,73,254,0,0
669,-462,0,0,0,0,0,0,0
670,-468,0,0,0,255,255,0,0
671,-462,0,0,0,0,0,0,0
672,-468,0,0,0,0,0,0,0
673,-460,0,0,0,0,0,0,0
674,-464,0,0,0,1,0,0,0
675,-460,0,0,0,253,255,0,0
676,-466,-6,-2,0,90,254,0,0
677,-460,0,0,0,0,0,0,0
678,-460,-9,-1,0,86,254,0,0
679,-456,0,0,0,0,0,0,0
680,-464,-10,-3,0,89,254,0,0
681,-464,0,0,0,0,0,0,0
682,-460,0,0,0,255,255,0,0
683,-462,0,0,0,0,0,0,0
684,-466,0,0,0,0,0,0,0
685,-455,-7,-1,0,0,0,0,0
686,-468,10,0,0,0,0,0,0
687,-464,0,0,0,255,255,0,0
688,-457,0,0,0,0,0,0,0
689,-455,-7,0,0,0,0,0,0
690,-460,0,0,0,0,0,0,0
691,-456,0,0,0,0,0,0,0
692,-460,0,0,0,0,0,0,0
693,-460,0,0,0,0,0,0,0
694,-460,8179,-486,0,0,0,0,0
695,-461,0,0,0,0,0,0,0
696,-462,-8,-1,0,93,254,0,0
697,-462,0,0,0,0,0,0,0
698,-460,-14,-3,0,254,253,0,0
699,-455,0,0,0,0,0,0,0
700,-464,-5,1,0,100,254,0,0
701,-458,0,0,0,0,0,0,0
702,-460,0,0,0,0,0,0,0
703,-459,0,0,0,0,0,0,0
704,-460,-7,-2,0,50,254,0,0
705,-458,0,0,0,0,0,0,0
706,-463,0,0,0,0,0,0,0
707,-460,0,0,0,0,0,0,0
708,-460,0,0,0,0,0,0,0
709,-458,0,0,0,73,254,0,0
710,-455,0,0,0,0,0,0,0
711,-456,0,0,0,0,0,0,0
712,-462,0,0,0,253,255,0,0
713,-457,-8,-1,0,0,0,0,0
714,-455,0,0,0,0,0,0,0
715,-458,10,0,0,0,0,0,0
716,-462,8076,-440,0,0,0,0,0
717,-460,0,0,0,0,0,0,0
