index,ELETROBUILD_TEMPERATURE,1,2,3,4,5,6,7
718,-458,-6,-2,0,0,0,0,0
719,-461,0,0,0,0,0,0,0
720,-460,0,0,0,0,0,0,0
721,-456,-7,-1,0,92,254,0,0
722,-464,0,0,0,0,0,0,0
723,-460,8086,-432,0,0,0,0,0
724,-460,0,0,0,0,0,0,0
725,-456,0,0,0,0,0,0,0
726,-455,0,0,0,0,0,0,0
727,-656,0,0,0,0,0,0,0
728,-660,0,0,0,0,0,0,0
729,-656,-7,-2,0,0,0,0,0
730,-664,0,0,0,0,0,0,0
731,-656,0,0,0,255,255,0,0
732,-642,0,0,0,0,0,0,0
733,-641,-8,0,0,67,254,0,0
734,-636,0,0,0,0,0,0,0
735,-647,-6,-1,0,62,254,0,0
736,-647,0,0,0,0,0,0,0
737,-649,0,0,0,254,255,0,0
738,-633,0,0,0,64,254,0,0
739,-647,0,0,0,254,255,0,0
740,-617,0,0,0,254,255,0,0
741,-637,0,0,0,253,255,0,0
742,-627,-6,-2,0,78,254,0,0
743,-629,0,0,0,0,0,0,0
744,-621,0,0,0,254,255,0,0
745,-627,0,0,0,0,0,0,0
746,-615,-9,-2,0,103,254,0,0
747,-619,0,0,0,0,0,0,0
748,-628,-6,0,0,63,254,0,0
749,-621,0,0,0,0,0,0,0
750,-627,0,0,0,254,255,0,0
751,-627,0,0,0,0,0,0,0
752,-623,0,0,0,0,0,0,0
753,-619,0,0,0,253,255,0,0
754,-620,0,0,0,0,0,0,0
755,-613,-6,-2,0,0,0,0,0
756,-612,0,0,0,0,0,0,0
757,-613,10,0,0,0,0,0,0
758,-615,-6,-1,0,78,254,0,0
759,-613,0,0,0,0,0,0,0
760,-613,0,0,0,0,0,0,0
761,-606,0,0,0,0,0,0,0
762,-616,0,0,0,0,0,0,0
763,-613,-6,-1,0,68,254,0,0
764,-600,0,0,0,255,255,0,0
765,-606,-6,-2,0,78,254,0,0
766,-608,0,0,0,0,0,0,0
767,-596,0,0,0,254,255,0,0
768,-600,0,0,0,93,254,0,0
769,-602,0,0,0,0,0,0,0
770,-606,0,0,0,85,254,0,0
771,-606,0,0,0,0,0,0,0
772,-600,0,0,0,254,255,0,0
773,-602,10,0,0,0,0,0,0
774,-594,0,0,0,0,0,0,0
775,-594,-7,-2,0,64,254,0,0
776,-610,-7,-1,0,87,254,0,0
777,-602,0,0,0,0,255,0,0
778,-596,0,0,0,254,255,0,0
779,-598,0,0,0,0,0,0,0
780,-604,0,0,0,254,255,0,0
781,-600,0,0,0,0,0,0,0
782,-600,0,0,0,254,255,0,0
783,-596,0,0,0,0,0,0,0
784,-596,-5,-1,0,70,254,0,0
785,-594,0,0,0,0,0,0,0
786,-604,-5,0,0,0,0,0,0
787,-602,10,0,0,0,0,0,0
788,-598,0,0,0,0,0,0,0
789,-600,0,0,0,0,0,0,0
790,-594,0,0,0,0,0,0,0
791,-600,-6,-2,0,67,254,0,0
792,-598,0,0,0,0,0,0,0
793,-592,-4,19,0,76,254,0,0
794,-596,0,0,0,4,0,0,0
795,-598,-9,0,0,105,254,0,0
796,-596,0,0,0,5,0,0,0
797,-602,-3,-2,0,123,254,0,0
798,-594,0,0,0,0,0,0,0
799,-596,0,0,0,0,0,0,0
800,-596,0,0,0,0,0,0,0
801,-600,0,0,0,0,0,0,0
802,-594,0,0,0,97,254,0,0
803,-592,0,0,0,0,0,0,0
804,-594,-6,-2,0,75,254,0,0
805,-596,0,0,0,0,0,0,0
806,-598,0,0,0,255,255,0,0
807,-598,0,0,0,254,255,0,0
808,-598,0,0,0,0,0,0,0
809,-592,-5,-1,0,74,254,0,0
810,-592,0,0,0,0,0,0,0
811,-596,-6,-1,0,0,0,0,0
812,-598,-7,-1,0,0,0,0,0
813,-596,10,0,0,0,0,0,0
814,-594,8118,-426,0,0,0,0,0
815,-592,0,0,0,255,255,0,0
816,-594,0,0,0,0,0,0,0
817,-594,0,0,0,255,255,0,0
818,-600,0,0,0,0,0,0,0
819,-592,-6,-2,0,76,254,0,0
820,-596,0,0,0,0,0,0,0
821,-596,0,0,0,0,0,0,0
822,-592,0,0,0,0,0,0,0
823,-588,0,0,0,0,0,0,0
824,-590,0,0,0,0,0,0,0
825,-596,0,0,0,0,0,0,0
826,-596,0,0,0,255,255,0,0
827,-596,10,0,0,0,0,0,0
828,-594,0,0,0,0,0,0,0
829,-590,0,0,0,0,0,0,0
830,-596,0,0,0,60,254,0,0
831,-600,0,0,0,0,0,0,0
832,-594,-4,1,0,54,254,0,0
833,-594,0,0,0,5,0,0,0
834,-592,0,0,0,1,0,0,0
835,-594,0,0,0,0,0,0,0
836,-596,0,4,0,119,254,0,0
837,-598,0,0,0,2,0,0,0
838,-594,2,1,0,144,254,0,0
839,-594,0,0,0,250,255,0,0
840,-600,0,0,0,244,255,0,0
841,-592,0,0,0,0,0,0,0
842,-592,0,0,0,96,254,0,0
843,-592,0,0,0,255,255,0,0
844,-594,0,0,0,0,0,0,0
845,-594,-4,0,0,0,0,0,0
846,-590,0,0,0,0,0,0,0
847,-594,0,0,0,0,0,0,0
848,-596,0,0,0,0,0,0,0
849,-592,0,0,0,0,0,0,0
850,-592,-5,-1,0,73,254,0,0
851,-594,0,0,0,0,0,0,0
852,-596,-7,-2,0,68,254,0,0
853,-586,0,0,0,0,0,0,0
854,-592,0,0,0,80,254,0,0
855,-590,0,0,0,0,0,0,0
856,-592,-6,-1,0,82,254,0,0
857,-598,0,0,0,98,254,0,0
858,-594,0,0,0,0,0,0,0
859,-590,0,0,0,253,255,0,0
860,-594,10,0,0,0,0,0,0
861,-590,-7,-1,0,0,0,0,0
862,-590,0,0,0,0,0,0,0
863,-596,-7,-1,0,0,0,0,0
864,-592,0,0,0,255,255,0,0
865,-588,0,0,0,0,0,0,0
866,-588,0,0,0,255,255,0,0
867,-594,0,0,0,0,0,0,0
868,-592,0,0,0,80,254,0,0
869,-588,0,0,0,0,0,0,0
870,-594,0,0,0,254,255,0,0
871,-594,0,0,0,0,0,0,0
872,-586,0,0,0,254,255,0,0
873,-590,0,0,0,255,255,0,0
874,-592,10,0,0,0,0,0,0
875,-592,10,0,0,0,0,0,0
876,-594,0,0,0,0,0,0,0
877,-588,0,0,0,0,0,0,0
878,-590,0,0,0,0,0,0,0
879,-584,0,0,0,0,0,0,0
880,-592,0,0,0,254,255,0,0
881,-592,0,0,0,0,0,0,0
882,-592,0,0,0,0,0,0,0
883,-590,0,0,0,254,255,0,0
884,-592,0,0,0,0,0,0,0
885,-594,-7,-2,0,84,254,0,0
886,-592,0,0,0,254,255,0,0
887,-588,0,0,0,0,0,0,0
888,-586,-7,-2,0,0,0,0,0
889,-592,0,0,0,0,0,0,0
890,-592,0,0,0,254,255,0,0
891,-590,0,0,0,0,0,0,0
892,-598,0,0,0,81,254,0,0
893,-592,0,0,0,0,0,0,0
894,-588,0,0,0,0,0,0,0
895,-594,-6,-3,0,0,0,0,0
896,-592,8100,-430,0,0,0,0,0
897,-592,-7,-1,0,0,0,0,0
898,-588,10,0,0,0,0,0,0
899,-594,0,0,0,0,0,0,0
900,-588,8089,-440,0,0,0,0,0
901,-590,0,0,0,0,0,0,0
902,-584,-7,-1,0,78,254,0,0
903,-590,0,0,0,0,0,0,0
904,-588,0,0,0,253,255,0,0
905,-592,0,0,0,0,0,0,0
906,-588,-8,-3,0,0,0,0,0
907,-588,0,0,0,0,0,0,0
908,-594,0,0,0,255,255,0,0
909,-581,0,0,0,0,0,0,0
910,-590,-7,-1,0,84,254,0,0
911,-583,0,0,0,0,0,0,0
912,-592,-8,-1,0,0,0,0,0
913,-590,0,0,0,0,0,0,0
914,-590,-6,-3,0,90,254,0,0
915,-586,0,0,0,0,0,0,0
916,-584,-7,-256,0,0,0,0,0
917,-594,0,0,0,0,0,0,0
918,-592,0,0,0,254,255,0,0
919,-585,0,0,0,0,0,0,0
920,-587,-6,-3,0,83,254,0,0
921,-592,0,0,0,0,0,0,0
922,-590,0,0,0,254,255,0,0
923,-583,0,0,0,0,0,0,0
924,-594,-6,-1,0,89,254,0,0
925,-588,0,0,0,0,0,0,0
926,-592,-6,-1,0,0,0,0,0
927,-586,-5,-2,0,82,254,0,0
928,-586,0,0,0,0,0,0,0
929,-588,-8,-1,0,92,254,0,0
930,-586,0,0,0,0,0,0,0
931,-586,-8,-1,0,71,254,0,0
932,-588,0,0,0,0,0,0,0
933,-586,-7,-1,0,83,254,0,0
934,-594,0,0,0,0,0,0,0
935,-586,0,0,0,0,0,0,0
936,-586,0,0,0,0,0,0,0
937,-587,-7,-2,0,83,254,0,0
938,-588,0,0,0,0,0,0,0
939,-581,0,0,0,254,255,0,0
940,-586,0,0,0,0,0,0,0
941,-586,10,0,0,0,0,0,0
942,-580,0,0,0,255,255,0,0
943,-584,0,0,0,84,254,0,0
944,-587,0,0,0,0,0,0,0
945,-588,-6,-2,0,0,0,0,0
946,-584,0,0,0,90,254,0,0
947,-584,0,0,0,0,0,0,0
948,-581,0,0,0,0,0,0,0
949,-588,0,0,0,254,255,0,0
950,-583,8098,-424,0,0,0,0,0
951,-584,0,0,0,0,0,0,0
952,-563,0,0,0,0,0,0,0
953,-569,0,0,0,0,0,0,0
954,-577,-10,0,0,0,0,0,0
955,-571,0,0,0,0,0,0,0
956,-582,0,0,0,253,255,0,0
957,-565,0,0,0,0,0,0,0
958,-563,0,0,0,255,255,0,0
959,-573,10,0,0,0,0,0,0
960,-567,0,0,0,255,255,0,0
961,-567,0,0,0,0,0,0,0
962,-571,-8,-2,0,0,0,0,0
963,-565,0,0,0,0,0,0,0
964,-575,0,0,0,254,255,0,0
965,-557,0,0,0,0,0,0,0
966,-569,-5,-1,0,85,254,0,0
967,-569,0,0,0,0,0,0,0
968,-575,0,0,0,254,255,0,0
969,-571,0,0,0,0,0,0,0
970,-557,-5,-2,0,0,0,0,0
971,-561,0,0,0,0,0,0,0
972,-585,0,0,0,254,255,0,0
973,-565,0,0,0,0,0,0,0
974,-573,-8,-2,0,0,0,0,0
975,-573,0,0,0,0,0,0,0
976,-561,0,0,0,0,0,0,0
977,-557,10,0,0,0,0,0,0
978,-565,10,0,0,0,0,0,0
979,-561,0,0,0,0,0,0,0
980,-555,0,0,0,0,0,0,0
981,-571,0,0,0,0,0,0,0
982,-561,0,0,0,2,0,0,0
983,-567,-6,-1,0,79,254,0,0
984,-565,0,0,0,0,0,0,0
985,-569,0,0,0,254,255,0,0
986,-575,-6,-2,0,86,254,0,0
987,-573,0,0,0,0,0,0,0
988,-559,0,0,0,255,255,0,0
989,-563,0,0,0,0,0,0,0
990,-557,0,0,0,0,0,0,0
991,-557,0,0,0,0,0,0,0
992,-563,0,0,0,0,0,0,0
993,-575,0,0,0,0,0,0,0
994,-555,0,0,0,0,0,0,0
995,-563,0,0,0,0,0,0,0
996,-567,0,0,0,2,0,0,0
997,-563,0,0,0,0,0,0,0
998,-565,0,0,0,0,0,0,0
999,-577,0,0,0,0,0,0,0
1000,-557,0,0,0,0,0,0,0
1001,-565,0,0,0,0,0,0,0
1002,-557,0,0,0,0,0,0,0
1003,-567,0,0,0,0,0,0,0
1004,-580,0,0,0,0,0,0,0
1005,-557,10,0,0,0,0,0,0
1006,-553,0,0,0,0,0,0,0
1007,-559,0,0,0,0,0,0,0
1008,-565,0,0,0,0,0,0,0
1009,-559,0,0,0,0,0,0,0
1010,-559,0,0,0,0,0,0,0
1011,-567,-6,-1,0,2,0,0,0
1012,-555,0,0,0,0,0,0,0
1013,-557,0,0,0,83,0,0,0
1014,-563,0,0,0,0,0,0,0
1015,-563,0,0,0,254,255,0,0
1016,-565,0,0,0,0,0,0,0
1017,-563,0,0,0,0,0,0,0
1018,-555,0,0,0,0,0,0,0
1019,-551,0,0,0,0,0,0,0
1020,-559,0,0,0,0,0,0,0
1021,-555,0,0,0,0,0,0,0
1022,-555,0,0,0,0,0,0,0
1023,-561,0,2,0,2,0,0,0
1024,-551,0,0,0,0,0,0,0
1025,-568,0,0,0,83,0,0,0
1026,-565,0,0,0,0,0,0,0
1027,-562,0,2,0,2,0,0,0
1028,-561,0,0,0,0,0,0,0
1029,-559,0,0,0,0,0,0,0
1030,-565,10,0,0,0,0,0,0
1031,-567,-6,-1,0,0,0,0,0
1032,-555,-5,-1,0,0,0,0,0
1033,-563,10,0,0,0,0,0,0
1034,-565,-6,-1,0,0,0,0,0
1035,-572,1,0,0,0,0,0,0
1036,-565,0,0,0,255,255,0,0
1037,-557,10,0,0,0,0,0,0
1038,-557,-7,-3,0,2,0,0,0
1039,-555,1,0,0,0,0,0,0
1040,-565,10,0,0,0,0,0,0
1041,-551,10,0,0,0,0,0,0
1042,-555,0,0,0,254,255,0,0
1043,-559,10,0,0,0,0,0,0
1044,-559,-8,-1,0,0,0,0,0
1045,-557,0,0,0,0,0,0,0
1046,-563,0,0,0,0,0,0,0
1047,-548,0,0,0,0,0,0,0
1048,-562,0,0,0,0,0,0,0
1049,-555,0,0,0,0,0,0,0
1050,-557,0,0,0,0,0,0,0
1051,-555,0,0,0,0,0,0,0
1052,-559,0,0,0,0,0,0,0
1053,-550,0,0,0,0,0,0,0
1054,-562,0,0,0,0,0,0,0
1055,-548,0,0,0,0,0,0,0
1056,-562,0,0,0,110,0,0,0
1057,-553,0,0,0,0,0,0,0
1058,-547,0,0,0,0,0,0,0
1059,-547,0,0,0,110,0,0,0
1060,-557,0,0,0,0,0,0,0
1061,-553,0,0,0,0,0,0,0
1062,-552,0,0,0,0,0,0,0
1063,-561,0,0,0,254,255,0,0
1064,-551,0,0,0,0,0,0,0
1065,-547,0,0,0,0,0,0,0
1066,-551,0,0,0,133,0,0,0
1067,-552,0,0,0,255,255,0,0
1068,-559,-7,-1,0,97,254,0,0
1069,-548,0,0,0,255,255,0,0
1070,-546,-6,-1,0,79,254,0,0
1071,-548,0,2,0,133,0,0,0
1072,-555,0,0,0,254,255,0,0
1073,-550,-7,-1,0,78,254,0,0
1074,-555,0,0,0,0,0,0,0
1075,-541,0,0,0,0,0,0,0
1076,-543,-8,-2,0,82,254,0,0
1077,-549,0,0,0,254,255,0,0
1078,-540,0,0,0,2,0,0,0
1079,-551,-7,0,0,88,254,0,0
1080,-554,0,2,0,133,0,0,0
1081,-548,-7,-1,0,87,254,0,0
1082,-557,0,2,0,2,0,0,0
1083,-551,0,0,0,255,255,0,0
1084,-546,0,2,0,133,0,0,0
1085,-535,-6,-2,0,81,254,0,0
1086,-558,0,2,0,2,0,0,0
1087,-546,0,0,0,254,255,0,0
1088,-547,0,2,0,0,0,0,0
1089,-548,-7,0,0,88,254,0,0
1090,-550,0,2,0,2,0,0,0
1091,-547,0,0,0,255,255,0,0
1092,-557,0,2,0,133,0,0,0
1093,-558,-7,-1,0,78,254,0,0
1094,-538,0,0,0,254,255,0,0
1095,-554,-8,0,0,78,254,0,0
1096,-556,0,2,0,2,0,0,0
1097,-540,0,0,0,151,0,0,0
1098,-558,-8,0,0,77,254,0,0
1099,-538,0,2,0,2,0,0,0
1100,-554,0,0,0,254,255,0,0
1101,-548,0,0,0,151,0,0,0
1102,-547,-8,-1,0,83,254,0,0
1103,-547,0,151,0,2,0,0,0
1104,-554,0,0,0,255,255,0,0
1105,-544,0,0,0,151,0,0,0
1106,-544,-7,-2,0,81,254,0,0
1107,-547,0,151,0,2,0,0,0
1108,-552,0,0,0,255,255,0,0
1109,-552,0,0,0,151,0,0,0
1110,-550,-6,-1,0,90,254,0,0
1111,-549,0,0,0,0,0,0,0
1112,-549,-8,-2,0,86,254,0,0
1113,-541,0,0,0,0,0,0,0
1114,-538,0,0,0,151,0,0,0
1115,-550,0,0,0,255,255,0,0
1116,-542,0,0,0,0,0,0,0
1117,-548,-6,-2,0,94,254,0,0
1118,-542,0,0,0,151,0,0,0
1119,-551,0,0,0,254,255,0,0
1120,-547,0,0,0,0,0,0,0
1121,-550,0,0,0,0,0,0,0
1122,-547,0,0,0,151,0,0,0
1123,-542,0,0,0,255,255,0,0
1124,-551,0,0,0,0,0,0,0
1125,-547,0,0,0,0,0,0,0
1126,-546,0,0,0,254,255,0,0
1127,-547,0,0,0,0,0,0,0
1128,-530,0,0,0,0,0,0,0
1129,-544,0,0,0,166,0,0,0
1130,-551,0,0,0,255,255,0,0
1131,-540,0,0,0,0,0,0,0
1132,-547,10,0,0,0,0,0,0
1133,-540,0,0,0,0,0,0,0
1134,-536,5,0,0,0,0,0,0
1135,-552,0,0,0,255,255,0,0
1136,-534,0,0,0,0,0,0,0
1137,-551,-6,-2,0,0,0,0,0
1138,-538,0,0,0,0,0,0,0
1139,-551,0,0,0,254,255,0,0
1140,-534,0,0,0,0,0,0,0
1141,-547,-6,-1,0,80,254,0,0
1142,-538,0,0,0,254,255,0,0
1143,-546,0,0,0,255,255,0,0
1144,-538,0,0,0,0,0,0,0
1145,-549,-8,-1,0,82,254,0,0
1146,-544,0,0,0,0,0,0,0
1147,-551,0,0,0,255,255,0,0
1148,-532,0,0,0,0,0,0,0
1149,-542,-7,-1,0,88,254,0,0
1150,-544,0,0,0,0,0,0,0
1151,-540,0,0,0,255,255,0,0
1152,-532,0,0,0,135,0,0,0
1153,-536,-6,-2,0,84,254,0,0
1154,-534,0,0,0,167,0,167,0
1155,-551,0,0,0,254,255,0,0
1156,-528,0,0,0,212,0,0,0
1157,-530,-7,-2,0,0,0,0,0
1158,-538,0,0,0,249,0,249,0
1159,-536,0,0,0,254,255,0,0
1160,-542,-5,-1,0,0,0,0,0
1161,-544,0,0,0,62,1,62,1
1162,-544,0,0,0,0,0,0,0
1163,-536,0,0,0,107,1,0,0
1164,-536,0,0,0,254,255,0,0
1165,-532,0,0,0,255,255,0,0
1166,-536,0,0,0,0,0,1,0
1167,-548,0,0,0,255,255,0,0
1168,-532,0,180,0,0,0,0,0
1169,-542,-10,-1,0,112,254,0,0
1170,-534,-13,0,465,203,1,0,0
1171,-528,0,0,0,255,255,0,0
1172,-544,-10,0,629,2,0,0,0
1173,-536,0,0,0,255,255,0,0
1174,-534,0,0,0,0,0,235,2
1175,-544,8095,-437,0,0,0,0,0
1176,-549,0,178,0,2,0,0,0
1177,-536,8108,-432,0,0,0,0,0
1178,-538,-8,-1,0,74,254,0,0
1179,-532,0,178,0,2,0,0,0
1180,-540,0,0,0,253,255,0,0
1181,-532,0,0,0,178,0,0,0
1182,-534,0,0,0,252,255,0,0
1183,-528,-9,-3,0,116,253,0,0
1184,-532,-6,-5,0,0,0,107,4
1185,-534,0,0,0,250,255,0,0
1186,-538,0,0,0,0,0,0,0
1187,-534,10,38,0,20,3,0,0
1188,-538,0,0,0,6,0,0,0
1189,-540,10,43,0,0,0,0,0
1190,-528,-42,31,0,0,0,0,0
1191,-538,0,0,0,0,0,0,0
1192,-534,10,63,0,26,3,0,0
1193,-534,0,0,0,5,0,0,0
1194,-536,0,0,0,0,0,151,4
1195,-536,-88,4,0,0,254,0,0
1196,-538,0,4040,3955,25,3,25,3
1197,-536,9204,-1810,0,0,0,0,0
1198,-534,0,0,0,0,0,134,4
1199,-536,51,-49,0,0,0,0,0
1200,-540,0,4515,4531,18,3,0,0
1201,-540,0,0,0,207,255,0,0
1202,-536,-83,-6,0,0,0,0,0
1203,-526,0,0,0,0,0,0,0
1204,-528,10,298,0,0,0,0,0
1205,-540,0,0,0,217,255,0,0
1206,-542,10,314,0,23,3,0,0
1207,-540,0,200,0,23,3,0,0
1208,-532,0,0,0,217,255,0,0
1209,-534,10,346,0,0,0,0,0
1210,-532,0,0,0,0,0,0,0
1211,-532,0,2,0,0,0,0,0
1212,-530,0,0,0,0,0,0,0
1213,-532,41,-32,0,0,0,0,0
1214,-542,0,2,0,198,0,0,0
1215,-536,0,0,0,0,0,0,0
1216,-538,-7,-40,0,94,248,0,0
1217,-522,0,0,0,0,0,0,0
1218,-534,0,0,0,243,255,0,0
1219,-538,0,2,0,2,0,0,0
1220,-519,8445,-457,0,0,0,0,0
1221,-528,-35,-11,0,207,0,0,0
1222,-528,0,209,0,0,0,0,0
1223,-528,0,0,0,0,0,0,0
1224,-520,5,0,0,0,0,0,0
1225,-526,0,0,0,255,255,0,0
1226,-528,10,379,0,74,254,0,0
1227,-524,0,0,0,0,0,0,0
1228,-530,0,0,0,0,0,0,0
1229,-519,0,0,0,207,0,0,0
1230,-526,0,0,0,0,0,0,0
1231,-530,0,0,0,0,0,0,0
1232,-528,0,0,0,0,0,0,0
1233,-528,0,0,0,0,0,0,0
1234,-532,0,0,0,0,0,0,0
1235,-774,0,0,0,0,0,0,0
1236,-768,-7,-2,0,240,254,0,0
1237,-774,0,0,0,0,0,0,0
1238,-771,0,0,0,0,0,0,0
1239,-761,-7,-1,0,0,0,0,0
1240,-767,0,0,0,0,0,0,0
1241,-765,0,0,0,254,255,0,0
1242,-747,-8,-1,0,0,0,0,0
1243,-749,0,0,0,0,0,0,0
1244,-761,0,0,0,254,255,0,0
1245,-757,0,0,0,0,0,0,0
1246,-742,0,0,0,254,255,0,0
1247,-740,0,0,0,0,0,0,0
1248,-749,0,0,0,220,254,0,0
1249,-750,-7,-1,0,224,254,0,0
1250,-733,0,0,0,203,254,0,0
1251,-744,0,0,0,0,0,0,0
1252,-741,0,0,0,254,255,0,0
1253,-736,0,0,0,0,0,0,0
1254,-742,-6,-1,0,218,254,0,0
1255,-734,0,0,0,0,0,0,0
1256,-747,0,0,0,253,255,0,0
1257,-736,0,0,0,219,254,0,0
1258,-736,0,0,0,0,0,0,0
1259,-734,0,0,0,255,255,0,0
1260,-738,0,0,0,0,0,0,0
1261,-738,0,0,0,0,0,0,0
1262,-746,0,0,0,255,255,0,0
1263,-730,0,0,0,0,0,0,0
1264,-728,0,0,0,203,254,0,0
1265,-726,-8,-2,0,0,0,0,0
1266,-734,0,0,0,0,0,0,0
1267,-728,-7,-2,0,234,254,0,0
1268,-732,0,0,0,0,0,0,0
1269,-728,0,0,0,0,0,0,0
1270,-730,0,0,0,0,0,0,0
1271,-720,0,0,0,0,0,0,0
1272,-724,8088,-296,0,0,0,0,0
1273,-720,-7,-2,0,0,0,0,0
1274,-724,10,0,0,0,0,0,0
1275,-715,0,0,0,0,0,0,0
1276,-713,0,0,0,0,0,0,0
1277,-718,0,0,0,222,254,0,0
1278,-720,0,0,0,254,255,0,0
1279,-716,0,0,0,210,254,0,0
1280,-712,0,0,0,254,255,0,0
1281,-708,0,0,0,0,0,0,0
1282,-718,-9,-2,0,230,254,0,0
1283,-714,0,0,0,0,0,0,0
1284,-718,-7,-3,0,227,254,0,0
1285,-720,0,0,0,0,0,0,0
1286,-718,-6,-3,0,208,254,0,0
1287,-722,0,0,0,0,0,0,0
1288,-716,0,0,0,0,0,0,0
1289,-712,0,0,0,0,0,0,0
1290,-711,0,0,0,0,0,0,0
1291,-720,-7,0,0,225,254,0,0
1292,-717,0,0,0,0,0,0,0
1293,-715,0,0,0,254,255,0,0
1294,-708,0,0,0,0,0,0,0
1295,-711,0,0,0,0,0,0,0
1296,-718,0,0,0,0,0,0,0
1297,-708,0,0,0,255,255,0,0
1298,-718,0,0,0,0,0,0,0
1299,-714,0,0,0,254,255,0,0
1300,-716,-6,-2,0,0,0,0,0
1301,-717,0,0,0,0,0,0,0
1302,-706,-7,-1,0,0,0,0,0
1303,-713,10,0,0,0,0,0,0
1304,-723,0,0,0,0,0,0,0
1305,-711,0,0,0,0,0,0,0
1306,-706,0,0,0,0,0,0,0
1307,-705,-6,-2,0,216,254,0,0
1308,-720,0,0,0,0,0,0,0
1309,-711,-8,-1,0,0,0,0,0
1310,-726,-8,-2,0,0,0,0,0
1311,-712,-6,-1,0,215,254,0,0
1312,-718,0,0,0,0,0,0,0
1313,-714,0,0,0,255,255,0,0
1314,-711,0,0,0,0,0,0,0
1315,-724,-6,-2,0,217,254,0,0
1316,-713,0,0,0,254,255,0,0
1317,-716,0,0,0,0,0,0,0
1318,-713,-6,-1,0,218,254,0,0
1319,-718,0,0,0,0,0,0,0
1320,-720,0,0,0,255,255,0,0
1321,-707,0,0,0,0,0,0,0
1322,-717,0,0,0,254,255,0,0
1323,-719,0,0,0,0,0,0,0
1324,-714,-7,-2,0,219,254,0,0
1325,-708,0,0,0,0,0,0,0
1326,-715,0,0,0,255,255,0,0
1327,-711,-7,-2,0,0,0,0,0
1328,-709,-7,-2,0,231,254,0,0
1329,-706,0,0,0,0,0,0,0
1330,-709,0,0,0,0,0,0,0
1331,-718,-6,-2,0,227,254,0,0
1332,-712,0,0,0,0,0,0,0
1333,-704,0,0,0,254,255,0,0
1334,-709,-7,-2,0,0,0,0,0
1335,-717,-6,-1,0,218,254,0,0
1336,-711,0,0,0,0,0,0,0
1337,-703,0,0,0,0,0,0,0
1338,-712,-7,-1,0,0,0,0,0
1339,-711,-6,-1,0,0,0,0,0
1340,-718,-7,-1,0,228,254,0,0
1341,-707,0,0,0,0,0,0,0
1342,-708,0,0,0,255,255,0,0
1343,-706,0,0,0,0,0,0,0
1344,-712,-7,-1,0,0,0,0,0
1345,-713,0,0,0,255,255,0,0
1346,-711,0,0,0,0,0,0,0
1347,-711,-7,0,0,218,254,0,0
1348,-716,0,0,0,0,0,0,0
1349,-720,0,0,0,254,255,0,0
1350,-709,0,0,0,0,0,0,0
1351,-713,0,0,0,0,0,0,0
1352,-706,0,0,0,255,255,0,0
1353,-711,0,0,0,0,0,0,0
1354,-707,-7,-2,0,223,254,0,0
1355,-706,0,0,0,0,0,0,0
1356,-702,-8,-2,0,224,254,0,0
1357,-709,0,0,0,0,0,0,0
1358,-718,0,0,0,254,255,0,0
1359,-707,0,0,0,0,0,0,0
1360,-709,-8,-2,0,219,254,0,0
1361,-699,0,0,0,0,0,0,0
1362,-711,0,0,0,254,255,0,0
1363,-701,-6,-1,0,214,254,0,0
1364,-712,0,0,0,0,0,0,0
1365,-715,0,0,0,254,255,0,0
1366,-713,0,0,0,0,0,0,0
1367,-696,0,0,0,0,0,0,0
1368,-706,0,0,0,254,255,0,0
1369,-704,-9,0,0,198,254,0,0
1370,-704,0,0,0,253,255,0,0
1371,-714,0,0,0,254,255,0,0
1372,-705,0,0,0,0,0,0,0
1373,-705,-8,0,0,212,254,0,0
1374,-707,0,0,0,0,0,0,0
1375,-706,0,0,0,254,255,0,0
1376,-705,0,0,0,0,0,0,0
1377,-708,-7,-1,0,229,254,0,0
1378,-699,0,0,0,0,0,0,0
1379,-701,0,0,0,255,255,0,0
1380,-713,0,0,0,0,0,0,0
1381,-717,0,0,0,255,255,0,0
1382,-697,0,0,0,0,0,0,0
1383,-709,0,0,0,0,0,0,0
1384,-711,0,0,0,0,0,0,0
1385,-703,0,0,0,255,255,0,0
1386,-705,0,0,0,0,0,0,0
1387,-703,-6,-1,0,217,254,0,0
1388,-711,0,0,0,255,255,0,0
1389,-707,-7,0,0,220,254,0,0
1390,-707,0,0,0,0,0,0,0
1391,-699,0,0,0,0,0,0,0
1392,-699,0,0,0,0,0,0,0
1393,-713,-5,-2,0,213,254,0,0
1394,-697,0,0,0,254,255,0,0
1395,-711,0,0,0,0,0,0,0
1396,-709,-7,-2,0,220,254,0,0
1397,-705,0,0,0,0,0,0,0
1398,-703,0,0,0,0,0,0,0
1399,-701,0,0,0,0,0,0,0
1400,-687,-8,-2,0,0,0,0,0
1401,-697,0,0,0,0,0,0,0
1402,-701,0,0,0,255,255,0,0
1403,-709,-6,-2,0,215,254,0,0
1404,-699,0,0,0,0,0,0,0
1405,-708,-6,-2,0,223,254,0,0
1406,-701,-8,-1,0,218,254,0,0
1407,-701,0,0,0,0,0,0,0
1408,-699,-6,-2,0,0,0,0,0
1409,-715,0,0,0,0,0,0,0
1410,-695,0,0,0,254,255,0,0
1411,-697,-7,-1,0,226,254,0,0
1412,-702,0,0,0,254,255,0,0
1413,-695,0,0,0,0,0,0,0
1414,-701,-8,-3,0,228,254,0,0
