index,date,ERROR_ID,STACK,CELL,VOLTAGE,1,2,3,4
0,1765219781795,178,255,51,252,181,255,0,0
0,1765221262025,0,0,7,0,242,255,0,2
0,1765221262025,0,0,7,0,242,255,0,2
0,1765228128424,6,65527,65533,0,0,0,0,0
