index,date,ERROR_ID,STACK_ERROR_UNDER,CELL_ERROR_UNDER,MIN_CELL_VOLTAGE,5,6,7,8
39,1765224077902,2,2,1,3.28,0,0,0,0
40,1765224079687,2,2,1,3.28,0,0,0,0
41,1765224081424,2,2,1,3.28,0,0,0,0
42,1765224083021,2,2,1,3.28,0,0,0,0
43,1765224083137,2,2,1,3.28,0,0,0,0
44,1765224083204,2,2,1,3.28,0,0,0,0
45,1765224084803,2,2,1,3.28,0,0,0,0
46,1765224084936,2,2,1,3.28,0,0,0,0
47,1765224086637,2,4,1,3.28,0,0,0,0
48,1765224086821,2,4,1,3.28,0,0,0,0
49,1765224088386,2,4,1,3.28,0,0,0,0
50,1765224088420,2,4,1,3.28,0,0,0,0
51,1765224088605,2,4,1,3.28,0,0,0,0
