index,date,ERROR_ID,STACK_ERROR_UNDER,CELL_ERROR_UNDER,MIN_CELL_VOLTAGE,5,6,7,8
52,1765224090318,2,4,1,3.28,0,0,0,0
53,1765224090487,2,4,1,3.28,0,0,0,0
54,1765224092052,2,4,1,3.28,0,0,0,0
55,1765224092120,2,4,1,3.28,0,0,0,0
56,1765224092303,2,4,1,3.28,0,0,0,0
57,1765224093972,2,4,1,3.28,0,0,0,0
58,1765224094120,2,4,1,3.28,0,0,0,0
59,1765224095721,2,4,1,3.28,0,0,0,0
60,1765224095787,2,4,1,3.28,0,0,0,0
61,1765224095987,2,4,1,3.28,0,0,0,0
62,1765224097503,2,4,1,3.28,0,0,0,0
63,1765224097519,2,4,1,3.28,0,0,0,0
64,1765224099253,2,4,1,3.28,0,0,0,0
65,1765224099303,2,4,1,3.28,0,0,0,0
66,1765224100802,2,4,1,3.28,0,0,0,0
67,1765224101003,2,4,1,3.28,0,0,0,0
68,1765224102603,2,4,1,3.28,0,0,0,0
69,1765224102654,2,4,1,3.28,0,0,0,0
70,1765224102787,2,4,1,3.28,0,0,0,0
71,1765224102836,2,4,1,3.28,0,0,0,0
72,1765224104321,2,4,1,3.28,0,0,0,0
73,1765224104386,2,4,1,3.28,0,0,0,0
74,1765224104571,2,4,1,3.28,0,0,0,0
75,1765224106170,2,4,1,3.28,0,0,0,0
76,1765224107854,2,4,1,3.28,0,0,0,0
77,1765224107920,2,4,1,3.28,0,0,0,0
78,1765224109652,2,4,1,3.28,0,0,0,0
79,1765224109670,2,4,1,3.28,0,0,0,0
80,1765224111235,2,4,1,3.28,0,0,0,0
81,1765224111401,2,4,1,3.28,0,0,0,0
82,1765224156420,0,4,1,3.29,0,0,0,0
83,1765224158052,0,4,1,3.29,0,0,0,0
84,1765224158202,0,4,1,3.29,0,0,0,0
85,1765224159769,0,4,1,3.29,0,0,0,0
86,1765224163652,0,4,1,3.29,0,0,0,0
87,1765224165469,0,4,1,3.29,0,0,0,0
88,1765224169185,0,4,1,3.29,0,0,0,0
89,1765224172519,0,4,1,3.29,0,0,0,0
90,1765224174304,0,4,1,3.29,0,0,0,0
91,1765224177786,0,4,1,3.29,0,0,0,0
92,1765224179402,0,4,1,3.29,0,0,0,0
93,1765224182686,0,4,1,3.29,0,0,0,0
94,1765224184436,0,4,1,3.29,0,0,0,0
95,1765224194506,0,4,3,3.16,0,0,0,0
96,1765224196268,0,4,3,3.06,0,0,0,0
97,1765224196452,0,4,3,3.12,0,0,0,0
98,1765224198285,0,2,1,3.28,0,0,0,0
99,1765224199885,0,4,3,3.2,0,0,0,0
100,1765224201668,0,4,3,2.88,0,0,0,0
101,1765224203467,0,4,3,3.1,0,0,0,0
102,1765224206919,0,2,1,3.27,0,0,0,0
103,1765224213519,0,2,1,3.27,0,0,0,0
104,1765224215285,0,4,3,3.13,0,0,0,0
105,1765224216835,0,4,3,3.13,0,0,0,0
106,1765224217019,0,4,3,3.13,0,0,0,0
107,1765224220286,0,4,3,3.13,0,0,0,0
108,1765224235802,0,4,3,3.23,0,0,0,0
109,1765224237618,0,4,3,3.21,0,0,0,0
110,1765224240934,0,4,3,3.17,0,0,0,0
111,1765224244385,0,4,3,3.17,0,0,0,0
112,1765224247652,0,4,3,3.2,0,0,0,0
113,1765224251002,0,2,1,3.27,0,0,0,0
114,1765224251152,0,2,1,3.27,0,0,0,0
115,1765224253002,0,2,1,3.27,0,0,0,0
116,1765224254533,0,2,1,3.27,0,0,0,0
117,1765224258068,0,2,1,3.27,0,0,0,0
118,1765224259702,0,2,1,3.27,0,0,0,0
119,1765224265251,0,2,1,3.27,0,0,0,0
120,1765224268751,0,2,1,3.27,0,0,0,0
121,1765224268935,0,4,3,3.25,0,0,0,0
122,1765224270485,0,4,3,3.2,0,0,0,0
123,1765224272318,0,4,3,3.2,0,0,0,0
124,1765224275801,0,2,1,3.27,0,0,0,0
125,1765224282435,0,2,1,3.28,0,0,0,0
126,1765224290938,0,2,1,3.28,0,0,0,0
127,1765224292881,0,2,1,3.28,0,0,0,0
128,1765224303184,0,2,1,3.28,0,0,0,0
129,1765224310167,0,2,1,3.28,0,0,0,0
130,1765224316918,0,2,1,3.28,0,0,0,0
131,1765224318534,0,2,1,3.28,0,0,0,0
132,1765224320099,0,2,1,3.28,0,0,0,0
133,1765224321168,0,2,1,3.28,0,0,0,0
134,1765224323084,0,2,1,3.28,0,0,0,0
135,1765224323268,0,2,1,3.28,0,0,0,0
136,1765224335151,0,4,1,3.28,0,0,0,0
137,1765224340617,0,2,1,3.28,0,0,0,0
138,1765224341232,0,2,1,3.28,0,0,0,0
139,1765224341984,0,2,1,3.28,0,0,0,0
140,1765224343217,0,2,1,3.28,0,0,0,0
141,1765224343834,0,2,1,3.28,0,0,0,0
142,1765224344451,0,2,1,3.28,0,0,0,0
143,1765224345818,0,2,1,3.28,0,0,0,0
144,1765224346450,0,4,1,3.28,0,0,0,0
145,1765224352817,0,4,1,3.28,0,0,0,0
146,1765224353450,0,2,1,3.28,0,0,0,0
147,1765224354050,0,4,1,3.28,0,0,0,0
148,1765224356034,0,4,1,3.28,0,0,0,0
149,1765224356650,0,2,1,3.28,0,0,0,0
150,1765224359266,0,2,1,3.28,0,0,0,0
151,1765224362466,0,4,1,3.28,0,0,0,0
152,1765224363085,0,2,1,3.28,0,0,0,0
153,1765224364918,0,2,1,3.28,0,0,0,0
154,1765224365684,0,4,1,3.28,0,0,0,0
155,1765224366301,0,2,1,3.28,0,0,0,0
156,1765224370751,0,2,1,3.28,0,0,0,0
157,1765224371335,0,4,1,3.28,0,0,0,0
158,1765224371518,0,2,1,3.28,0,0,0,0
159,1765224372134,0,2,1,3.28,0,0,0,0
160,1765224378884,0,4,1,3.28,0,0,0,0
161,1765224389051,0,2,1,3.28,0,0,0,0
162,1765224404483,0,4,3,3.16,0,0,0,0
163,1765224404633,0,4,3,3.2,0,0,0,0
164,1765224413183,0,10,161,3.25,0,0,0,0
165,1765224413333,0,2,1,3.25,0,0,0,0
166,1765224414933,0,2,1,3.25,0,0,0,0
167,1765224415134,0,2,1,3.26,0,0,0,0
168,1765224416700,0,2,1,3.26,0,0,0,0
169,1765224418483,0,2,1,3.26,0,0,0,0
170,1765224425250,0,2,3,3.19,0,0,0,0
171,1765224442234,0,2,1,3.27,0,0,0,0
172,1765224449166,0,2,3,3.25,0,0,0,0
173,1765224449349,0,2,3,3.25,0,0,0,0
174,1765224454150,0,4,3,2.99,0,0,0,0
175,1765224456298,2,4,3,2.08,0,0,0,0
176,1765224457466,2,1,3,3.25,0,0,0,0
177,1765224457686,2,2,1,3.25,0,0,0,0
178,1765224459234,2,2,1,3.26,0,0,0,0
179,1765224459414,2,2,1,3.26,0,0,0,0
180,1765224460931,2,2,1,3.26,0,0,0,0
181,1765224462483,2,2,1,3.26,0,0,0,0
182,1765224462666,2,2,1,3.26,0,0,0,0
183,1765224462716,2,2,1,3.26,0,0,0,0
184,1765224464182,2,2,1,3.26,0,0,0,0
185,1765224464233,2,2,1,3.26,0,0,0,0
186,1765224464385,2,2,1,3.27,0,0,0,0
187,1765224466015,2,2,1,3.27,0,0,0,0
188,1765224467700,2,2,1,3.27,0,0,0,0
