index,date,ECU_MODE
0,1782666859017,1
1,1782666859017,1
2,1782666859052,1
3,1782666859348,1
4,1782666859782,1
5,1782666860114,1
6,1782666861514,1
7,1782666865315,1
8,1782666865665,1
9,1782666865982,1
10,1782666866532,1
11,1782666866831,1
12,1782666867214,1
13,1782666867482,1
14,1782666868665,1
15,1782666869132,1
16,1782666869531,1
17,1782666869833,1
18,1782666870199,1
19,1782666871132,1
20,1782666871165,1
21,1782666871515,1
22,1782666871815,1
23,1782666872165,1
24,1782666872481,1
25,1782666872834,1
26,1782666873116,1
27,1782666873366,1
28,1782666873498,1
29,1782666873849,1
30,1782666874149,1
31,1782666874499,1
32,1782666874883,1
33,1782666875167,1
34,1782666876287,1
35,1782666876647,1
36,1782666876914,1
37,1782666880098,1
38,1782666880483,1
39,1782666880732,1
40,1782666881281,1
41,1782666881548,1
42,1782666881899,1
43,1782666882198,1
44,1782666882599,1
45,1782666883398,1
46,1782666885215,1
47,1782666885548,1
48,1782666886432,1
49,1782666886682,1
50,1782666887048,1
51,1782666887332,1
52,1782666887599,1
53,1782666887999,1
54,1782666888149,1
55,1782666888448,1
56,1782666888799,1
57,1782666889115,1
58,1782666889449,1
59,1782666890915,1
60,1782666892066,1
61,1782666892398,1
62,1782666892748,1
63,1782666892982,1
64,1782666894415,1
65,1782666894682,1
66,1782666895015,1
67,1782666895316,1
68,1782666901965,1
69,1782666902333,1
70,1782666902615,1
71,1782666902882,1
72,1782666903900,1
73,1782666904200,1
74,1782666904801,1
75,1782666905616,1
76,1782666908832,1
77,1782666909183,1
78,1782666909482,1
79,1782666909832,1
80,1782666910116,1
81,1782666911165,1
82,1782666911532,1
83,1782666911900,1
84,1782666912232,1
85,1782666912516,1
86,1782666912765,1
87,1782666913315,1
88,1782666913715,1
89,1782666916566,1
90,1782666916866,1
91,1782666917182,1
92,1782666917550,1
93,1782666918332,1
94,1782666919183,1
95,1782666919600,1
96,1782666923599,1
97,1782666923932,1
98,1782666924182,1
99,1782666924499,1
100,1782666925333,1
101,1782666929750,1
102,1782666930883,1
103,1782666931483,1
104,1782666931799,1
105,1782666932066,1
106,1782666933216,1
107,1782666933549,1
108,1782666933899,1
109,1782666934165,1
110,1782666934483,1
111,1782666934800,1
112,1782666935649,1
113,1782666936267,1
114,1782666936516,1
115,1782666936833,1
116,1782666937183,1
117,1782666937333,1
118,1782666937616,1
119,1782666937966,1
120,1782666938316,1
121,1782666941899,1
122,1782666943283,1
123,1782666943600,1
124,1782666943866,1
125,1782666944216,1
126,1782666947383,1
127,1782666947667,1
128,1782666948300,1
129,1782666949666,1
130,1782666949866,1
131,1782666950183,1
