index,date,BMS_MODE
0,1782666859017,2
1,1782666862399,2
2,1782666863165,2
3,1782666864531,2
4,1782666867081,2
5,1782666867832,2
6,1782666869099,2
7,1782666869315,2
8,1782666869565,2
9,1782666871665,2
10,1782666872132,2
11,1782666872748,2
12,1782666874898,2
13,1782666875467,2
14,1782666876731,2
15,1782666877214,2
16,1782666877515,2
17,1782666879382,2
18,1782666879982,2
19,1782666881716,2
20,1782666882214,2
21,1782666882915,2
22,1782666884815,2
23,1782666886784,2
24,1782666888581,2
25,1782666889931,2
26,1782666891048,2
27,1782666891382,2
28,1782666891498,2
29,1782666892165,2
30,1782666892748,2
31,1782666896549,2
32,1782666897165,2
33,1782666897532,2
34,1782666898266,2
35,1782666898565,2
36,1782666899116,2
37,1782666901198,2
38,1782666901749,2
39,1782666902283,2
40,1782666902817,2
41,1782666903315,2
42,1782666903852,2
43,1782666904183,2
44,1782666904532,2
45,1782666904651,2
46,1782666906732,2
47,1782666906998,2
48,1782666907399,2
49,1782666907998,2
50,1782666908399,2
51,1782666908999,2
52,1782666911116,2
53,1782666912148,2
54,1782666912966,2
55,1782666914349,2
56,1782666916099,2
57,1782666917016,2
58,1782666918215,2
59,1782666918883,2
60,1782666918950,2
61,1782666919382,2
62,1782666919566,2
63,1782666920415,2
64,1782666921032,2
65,1782666921616,2
66,1782666922032,2
67,1782666922332,2
68,1782666923067,2
69,1782666923282,2
70,1782666925983,2
71,1782666926233,2
72,1782666927099,2
73,1782666927899,2
74,1782666928367,2
75,1782666929366,2
76,1782666930350,2
77,1782666930865,2
78,1782666932767,2
79,1782666933449,2
80,1782666935099,2
81,1782666935332,2
82,1782666935533,2
83,1782666935967,2
84,1782666936216,2
85,1782666937833,2
86,1782666939300,2
87,1782666940482,2
88,1782666942582,2
89,1782666943216,2
90,1782666943799,2
91,1782666945150,2
92,1782666946285,2
93,1782666946883,2
94,1782666949983,2
95,1782666951183,2
96,1782666951566,2
97,1782666952266,2
98,1782666953283,2
99,1782666953550,2
100,1782666953966,2
101,1782666954733,2
102,1782666955100,2
103,1782666955399,2
104,1782666955766,2
105,1782666955883,2
106,1782666957216,2
107,1782666957666,2
108,1782666958950,2
109,1782666959583,2
110,1782666960800,2
111,1782666961366,2
112,1782666962184,2
113,1782666962200,2
114,1782666964034,2
115,1782666964967,2
116,1782666965450,2
117,1782666967883,2
118,1782666968450,2
119,1782666968767,2
120,1782666969534,2
121,1782666970285,2
122,1782666970483,2
123,1782666970950,2
124,1782666971300,2
125,1782666971466,2
126,1782666972718,2
127,1782666973816,2
128,1782666975217,2
129,1782666975733,2
130,1782666977218,2
131,1782666978183,2
132,1782666978801,2
133,1782666980450,2
134,1782666981119,2
135,1782666981266,2
136,1782666985150,2
137,1782666985566,2
138,1782666985933,2
139,1782666986933,2
140,1782666986967,2
141,1782666987286,2
142,1782666987734,2
143,1782666989584,2
144,1782666990868,2
145,1782666991634,2
146,1782666992534,2
147,1782666994269,2
148,1782666995717,2
149,1782666995901,2
150,1782667000334,2
151,1782667002167,2
152,1782667002734,2
153,1782667003851,2
154,1782667005233,2
155,1782667007002,2
156,1782667007901,2
157,1782667008386,2
158,1782667009400,2
159,1782667010188,2
160,1782667012367,2
161,1782667012634,2
162,1782667441256,2
163,1782667441557,2
164,1782667442341,2
165,1782667442507,2
166,1782667443273,2
167,1782667443457,2
168,1782667444657,2
169,1782667444774,2
170,1782667445090,2
171,1782667447326,2
172,1782667448441,2
173,1782667449224,2
174,1782667450624,2
175,1782667451525,2
176,1782667452241,2
177,1782667454791,2
178,1782667455591,2
179,1782667458024,2
180,1782667458908,2
181,1782667461024,2
182,1782667461658,2
183,1782667462908,2
184,1782667463524,2
185,1782667464191,2
186,1782667464741,2
187,1782667465857,2
188,1782667478441,2
189,1782667479841,2
190,1782667481058,2
191,1782667481457,2
192,1782667481958,2
193,1782667482708,2
194,1782667483591,2
195,1782667484258,2
196,1782667484342,2
197,1782667485508,2
198,1782667487091,2
199,1782667487441,2
200,1782667488841,2
201,1782667488875,2
202,1782667489608,2
203,1782667489841,2
204,1782667490358,2
205,1782667490808,2
206,1782667491408,2
207,1782667491491,2
208,1782667493108,2
209,1782667494608,2
210,1782667496374,2
211,1782667496894,2
212,1782667499608,2
213,1782667501342,2
214,1782667502742,2
215,1782667503608,2
216,1782667504007,2
217,1782667504624,2
218,1782667506258,2
219,1782667506876,2
220,1782667508091,2
221,1782667509291,2
222,1782667510225,2
223,1782667510793,2
224,1782667511574,2
225,1782667513025,2
226,1782667513274,2
227,1782667515192,2
228,1782667515542,2
229,1782667515775,2
230,1782667517691,2
231,1782667518508,2
232,1782667519058,2
233,1782667520692,2
234,1782667522474,2
235,1782667522758,2
236,1782667523708,2
237,1782667523924,2
238,1782667524675,2
239,1782667524975,2
240,1782667525324,2
241,1782667528659,2
242,1782667530175,2
243,1782667530859,2
244,1782667531175,2
245,1782667531559,2
246,1782667532376,2
247,1782667532708,2
248,1782667532774,2
249,1782667533377,2
250,1782667533925,2
251,1782667535193,2
252,1782667536227,2
253,1782667536858,2
254,1782667537491,2
255,1782667537943,2
256,1782667539694,2
257,1782667540742,2
258,1782667541910,2
259,1782667542459,2
260,1782667542943,2
261,1782667543509,2
262,1782667544058,2
263,1782667547593,2
264,1782667549691,2
265,1782667550576,2
266,1782667552409,2
267,1782667552993,2
268,1782667553896,2
269,1782667554741,2
270,1782667556859,2
271,1782667557358,2
272,1782667557960,2
273,1782667558909,2
274,1782667559409,2
275,1782667560476,2
276,1782667560492,2
277,1782667561542,2
278,1782667562108,2
279,1782667563126,2
280,1782667563643,2
281,1782667564159,2
282,1782667564708,2
283,1782667565292,2
284,1782667567293,2
285,1782667567859,2
286,1782667568393,2
287,1782667569292,2
288,1782667571227,2
289,1782667571727,2
290,1782667704478,2
291,1782667704527,2
292,1782667706112,2
293,1782667706428,2
294,1782667706744,2
295,1782667706995,2
296,1782667707678,2
297,1782667709694,2
298,1782667711778,2
299,1782667712397,2
300,1782667712694,2
301,1782667714928,2
302,1782667716461,2
303,1782667716611,2
304,1782667717095,2
305,1782667717378,2
306,1782667720795,2
307,1782667720862,2
308,1782667721278,2
309,1782667724561,2
310,1782667725729,2
311,1782667726012,2
312,1782667726379,2
313,1782667726645,2
314,1782667726694,2
315,1782667727028,2
316,1782667729278,2
317,1782667729794,2
318,1782667730911,2
319,1782667732428,2
320,1782667735312,2
321,1782667735911,2
322,1782667737061,2
323,1782667737695,2
324,1782667738012,2
325,1782667738378,2
326,1782667739095,2
327,1782667739545,2
328,1782667740079,2
329,1782667740762,2
330,1782667741228,2
331,1782667741495,2
332,1782667742861,2
333,1782667743078,2
334,1782667743795,2
335,1782667743978,2
336,1782667744212,2
337,1782667745145,2
338,1782667747762,2
339,1782667749345,2
340,1782667749995,2
341,1782667750412,2
342,1782667750645,2
343,1782667750862,2
344,1782667751678,2
345,1782667771513,2
346,1782667771864,2
347,1782667772996,2
348,1782667773845,2
349,1782667776579,2
350,1782667776862,2
351,1782667778829,2
352,1782667779400,2
353,1782667782796,2
354,1782667783529,2
355,1782667784913,2
356,1782667787112,2
357,1782667787330,2
358,1782667789462,2
359,1782667790046,2
360,1782667790796,2
361,1782667791695,2
362,1782667792096,2
363,1782667793712,2
364,1782667794779,2
365,1782667795229,2
366,1782667798162,2
367,1782667798946,2
368,1782667799914,2
369,1782667800764,2
370,1782667801130,2
371,1782667801446,2
372,1782667801530,2
373,1782667804997,2
374,1782667806112,2
375,1782667806830,2
376,1782667808196,2
377,1782667808529,2
378,1782667808646,2
379,1782667808929,2
380,1782667809712,2
381,1782667810362,2
382,1782667810779,2
383,1782667811796,2
384,1782667813113,2
385,1782667813563,2
386,1782667816163,2
387,1782667816413,2
388,1782667817030,2
389,1782667817946,2
390,1782667818296,2
391,1782667818680,2
392,1782667818879,2
393,1782667819363,2
394,1782667819779,2
395,1782667820496,2
396,1782667821562,2
397,1782667823596,2
398,1782667824196,2
399,1782667825897,2
400,1782667826064,2
401,1782667826929,2
402,1782667828280,2
403,1782667829347,2
404,1782667830763,2
405,1782667833729,2
406,1782667835447,2
407,1782667838614,2
408,1782667839197,2
409,1782667840629,2
410,1782667841313,2
411,1782667841681,2
412,1782667843214,2
413,1782667843796,2
414,1782667845796,2
415,1782667845997,2
416,1782667846580,2
417,1782667848746,2
418,1782667850263,2
419,1782667850647,2
420,1782667851380,2
421,1782667852998,2
422,1782667853896,2
423,1782667854597,2
424,1782667854697,2
425,1782667854930,2
426,1782667856246,2
427,1782667857280,2
428,1782667857596,2
429,1782667858214,2
430,1782667859397,2
431,1782667860064,2
432,1782667860731,2
433,1782667861965,2
434,1782667863382,2
435,1782667863582,2
436,1782667864047,2
437,1782667865296,2
438,1782667866797,2
439,1782667867816,2
440,1782667869147,2
441,1782667870881,2
442,1782667871364,2
443,1782667871532,2
444,1782667872147,2
445,1782667874580,2
446,1782667875097,2
447,1782667875580,2
448,1782667875880,2
449,1782667877330,2
450,1782667877497,2
451,1782667877964,2
452,1782667878114,2
453,1782667878797,2
454,1782667880480,2
455,1782667882380,2
456,1782667882964,2
457,1782667883798,2
458,1782667884047,2
459,1782667884914,2
460,1782667885147,2
461,1782667885631,2
462,1782667886280,2
463,1782667888880,2
464,1782667889714,2
465,1782667891147,2
466,1782667891297,2
467,1782667891514,2
468,1782667892231,2
469,1782667892498,2
470,1782667894047,2
471,1782667896131,2
472,1782667896497,2
473,1782667896797,2
474,1782667897514,2
475,1782667898464,2
476,1782667898965,2
477,1782667899964,2
478,1782667900814,2
479,1782667903515,2
480,1782667905697,2
481,1782667906547,2
482,1782667907347,2
483,1782667908097,2
484,1782667908498,2
485,1782667909314,2
486,1782667909898,2
487,1782667909947,2
488,1782667911115,2
489,1782667911498,2
490,1782667912998,2
491,1782667913931,2
492,1782667916631,2
493,1782667916815,2
494,1782667917331,2
495,1782667918148,2
496,1782667920347,2
497,1782667923465,2
498,1782667926364,2
499,1782667926897,2
500,1782667927681,2
501,1782667928631,2
502,1782667929098,2
503,1782667932448,2
504,1782667933065,2
505,1782667933482,2
506,1782667934514,2
507,1782667936764,2
508,1782667938664,2
509,1782667940281,2
510,1782667940698,2
511,1782667941215,2
512,1782667941648,2
513,1782667942414,2
514,1782667942698,2
515,1782667943581,2
516,1782667946098,2
517,1782667947165,2
518,1782667948882,2
519,1782667949782,2
520,1782667950432,2
521,1782667952632,2
522,1782667953582,2
523,1782667954832,2
524,1782667957148,2
525,1782667957681,2
526,1782667959532,2
527,1782667959598,2
528,1782667960248,2
529,1782667960632,2
530,1782667961914,2
531,1782667964799,2
532,1782667965098,2
533,1782667968198,2
534,1782667968449,2
535,1782667969398,2
536,1782667969782,2
537,1782667971048,2
538,1782667971732,2
539,1782667973149,2
540,1782667974348,2
541,1782667974450,2
542,1782667974965,2
543,1782667975332,2
544,1782667975633,2
545,1782667978349,2
546,1782667978982,2
547,1782667979882,2
548,1782667981917,2
549,1782667982333,2
550,1782667983000,2
551,1782667983248,2
552,1782667984932,2
553,1782667986298,2
554,1782667986948,2
555,1782667987382,2
556,1782667988267,2
557,1782667988781,2
558,1782667988998,2
559,1782667990332,2
560,1782667991132,2
561,1782667991983,2
562,1782667992531,2
563,1782667992849,2
564,1782667992915,2
565,1782667993549,2
566,1782667994182,2
567,1782667994598,2
568,1782667995832,2
569,1782667999898,2
570,1782668000066,2
571,1782668002282,2
572,1782668003182,2
573,1782668003615,2
574,1782668005165,2
575,1782668005632,2
576,1782668005982,2
577,1782668006566,2
578,1782668008283,2
579,1782668008849,2
580,1782668009200,2
581,1782668009782,2
582,1782668010666,2
583,1782668011132,2
584,1782668011749,2
585,1782668012133,2
586,1782668013265,2
587,1782668013750,2
588,1782668014333,2
589,1782668014915,2
590,1782668015883,2
591,1782668017833,2
592,1782668018333,2
593,1782668019383,2
594,1782668020350,2
595,1782668020849,2
596,1782668021468,2
597,1782668021900,2
598,1782668022517,2
599,1782668023132,2
600,1782668023550,2
601,1782668024249,2
602,1782668026184,2
603,1782668026832,2
604,1782668027766,2
605,1782668028416,2
606,1782668028884,2
607,1782668029001,2
608,1782668030516,2
609,1782668030599,2
610,1782668031099,2
611,1782668032516,2
612,1782668033516,2
613,1782668034919,2
614,1782668035350,2
615,1782668036236,2
616,1782668037634,2
617,1782668038250,2
618,1782668038700,2
619,1782668039867,2
620,1782668040919,2
621,1782668041316,2
622,1782668041866,2
623,1782668042849,2
624,1782668043417,2
625,1782668044950,2
626,1782668045534,2
627,1782668046033,2
628,1782668047083,2
629,1782668048616,2
630,1782668049716,2
631,1782668050866,2
632,1782668052400,2
633,1782668052866,2
634,1782668053383,2
635,1782668053933,2
636,1782668054866,2
637,1782668143701,2
638,1782668143885,2
639,1782668144551,2
640,1782668145001,2
641,1782668145384,2
642,1782668147134,2
643,1782668152085,2
644,1782668153401,2
645,1782668153768,2
646,1782668154018,2
647,1782668154618,2
648,1782668154968,2
649,1782668155485,2
650,1782668156851,2
651,1782668158485,2
652,1782668158668,2
653,1782668159284,2
654,1782668160134,2
655,1782668163702,2
656,1782668164218,2
657,1782668164518,2
658,1782668166068,2
659,1782668166585,2
660,1782668167202,2
661,1782668168368,2
662,1782668168917,2
663,1782668169353,2
664,1782668169435,2
