index,date,SLAVE_5,SLAVE_6,OVERVOLTAGE,UNDERVOLTAGE,1,2,3,4
0,1765220719432,0,0,0,0,0,0,0,0
1,1765220721031,0,0,0,0,0,0,2,0
2,1765220721181,0,0,0,0,0,0,2,0
3,1765220722849,0,0,0,0,0,0,2,0
4,1765220723048,0,0,0,0,0,0,2,0
5,1765220724632,0,0,0,0,0,0,2,0
6,1765220724799,0,0,0,0,0,0,2,0
7,1765220728515,0,0,0,0,0,0,1,0
8,1765220728715,0,0,0,0,0,0,2,0
9,1765220730616,0,0,0,0,0,0,2,0
10,1765220732550,0,0,0,0,0,0,2,0
11,1765220732699,0,0,0,0,0,0,2,0
12,1765220734448,0,0,0,0,0,0,2,0
13,1765220734664,0,0,0,0,0,0,2,0
14,1765220738316,0,0,0,0,0,0,2,0
15,1765220740147,0,0,0,0,0,0,2,0
16,1765220741932,0,0,0,0,0,0,2,0
17,1765220743800,0,0,0,0,0,0,2,0
18,1765220745364,0,0,0,0,0,0,2,0
19,1765220745565,0,0,0,0,0,0,2,0
20,1765220747432,0,0,0,0,0,0,2,0
21,1765220749232,0,0,0,0,0,0,2,0
22,1765220751015,0,0,0,0,0,0,2,0
23,1765220752632,0,0,0,0,0,0,2,0
24,1765220752850,0,0,0,0,0,0,2,0
25,1765220754449,0,0,0,0,0,0,2,0
26,1765220756315,0,0,0,0,0,0,2,0
27,1765220756515,0,0,0,0,0,0,2,0
28,1765220758264,0,0,0,0,0,0,2,0
29,1765220759931,0,0,0,0,0,0,2,0
30,1765220760097,0,0,0,0,0,0,2,0
31,1765220761781,0,0,0,0,0,0,2,0
32,1765220763865,0,0,0,0,0,0,2,0
33,1765220765799,0,0,0,0,0,0,2,0
34,1765220765998,0,0,0,0,0,0,2,0
35,1765220767865,0,0,0,0,0,0,2,0
36,1765220769781,0,0,0,0,0,0,2,0
37,1765220771648,0,0,0,0,0,0,2,0
38,1765220773414,0,0,0,0,0,0,2,0
39,1765220775297,0,0,0,0,0,0,2,0
40,1765220777048,0,0,0,0,0,0,2,0
41,1765220778865,0,0,0,0,0,0,2,0
42,1765220780465,0,0,0,0,0,0,2,0
43,1765220780666,0,0,0,0,0,0,2,0
44,1765220782281,0,0,0,0,0,0,2,0
45,1765220782448,0,0,0,0,0,0,2,0
46,1765220784113,0,0,0,0,0,0,2,0
47,1765220784314,0,0,0,0,0,0,2,0
48,1765220785898,0,0,0,0,0,0,2,0
49,1765220786083,0,0,0,0,0,0,2,0
50,1765220787766,0,0,0,0,0,0,2,0
51,1765220787931,0,0,0,0,0,0,2,0
52,1765220789515,0,0,0,0,0,0,2,0
53,1765220791347,0,0,0,0,0,0,2,0
54,1765220793146,0,0,0,0,0,0,2,0
55,1765220793364,0,0,0,0,0,0,2,0
56,1765220794980,0,0,0,0,0,0,2,0
57,1765220807448,0,0,0,0,0,0,0,0
58,1765220809080,0,0,0,0,0,0,0,0
59,1765220809213,0,0,0,0,0,0,0,0
60,1765220810747,0,0,0,0,0,0,0,0
61,1765220812481,0,0,0,0,0,0,0,0
62,1765220813498,0,0,0,0,0,0,0,0
63,1765220814682,0,0,0,0,0,0,0,0
64,1765220815864,0,0,0,0,0,0,0,0
65,1765220817397,0,0,0,0,0,0,0,0
66,1765220817598,0,0,0,0,0,0,0,0
67,1765220820848,0,0,0,0,0,0,0,0
68,1765220822431,0,0,0,0,0,0,0,0
69,1765220822565,0,0,0,0,0,0,0,0
70,1765220824131,0,0,0,0,0,0,0,0
71,1765220825829,0,0,0,0,0,0,0,0
72,1765220827414,0,0,0,0,0,0,0,0
73,1765220827614,0,0,0,0,0,0,0,0
74,1765220829147,0,0,0,0,0,0,0,0
75,1765220830997,0,0,0,0,0,0,0,0
76,1765220832763,0,0,0,0,0,0,0,0
77,1765220834647,0,0,0,0,0,0,0,0
78,1765220836448,0,0,0,0,0,0,0,0
79,1765220838282,0,0,0,0,0,0,0,0
80,1765220840079,0,0,0,0,0,0,0,0
81,1765220841763,0,0,0,0,0,0,0,0
82,1765220843364,0,0,0,0,0,0,0,0
83,1765220843530,0,0,0,0,0,0,0,0
84,1765220845048,0,0,0,0,0,0,0,0
85,1765220846847,0,0,0,0,0,0,0,0
86,1765220848364,0,0,0,0,0,0,0,0
87,1765220850147,0,0,0,0,0,0,0,0
88,1765220853464,0,0,0,0,0,0,0,0
89,1765220853614,0,0,0,0,0,0,0,0
90,1765220855181,0,0,0,0,0,0,0,0
91,1765220856914,0,0,0,0,0,0,0,0
