index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECREASE_L
0,1782580170952,10,0,0
1,1782580403365,10,0,0
2,1782580403757,10,0,0
3,1782580404339,10,0,0
4,1782580405007,10,0,0
5,1782580405406,10,0,0
6,1782580406021,10,0,0
7,1782580406921,10,0,0
8,1782580407953,10,0,0
9,1782580409619,10,0,0
10,1782580410651,10,0,0
11,1782580411168,10,0,0
12,1782580411533,10,0,0
13,1782580412533,10,0,0
14,1782580412882,10,0,0
15,1782580414298,10,0,0
16,1782580414731,10,0,0
17,1782580415631,10,0,0
18,1782580416896,10,0,0
19,1782580417546,10,0,0
20,1782580417995,10,0,0
21,1782580418562,10,0,0
22,1782580418878,10,0,0
23,1782580419460,10,0,0
24,1782580420427,10,0,0
25,1782580421376,10,0,0
26,1782580422443,10,0,0
27,1782580423990,10,0,0
28,1782580425024,10,0,0
29,1782580425738,10,0,0
30,1782580425972,10,0,0
31,1782580426588,10,0,0
32,1782580427721,10,0,0
33,1782580428104,10,0,0
34,1782580428204,10,0,0
35,1782580429370,10,0,0
36,1782580429935,10,0,0
37,1782580430435,10,0,0
38,1782580430552,10,0,0
39,1782580430968,10,0,0
40,1782580431967,10,0,0
41,1782580432583,10,0,0
42,1782580433133,10,0,0
43,1782580433516,10,0,0
44,1782580434149,10,0,0
45,1782580434599,10,0,0
46,1782580435797,10,0,0
47,1782580436862,10,0,0
48,1782580438778,10,0,0
49,1782580439810,10,0,0
50,1782580440194,10,0,0
51,1782580440359,10,0,0
52,1782580440759,10,0,0
53,1782580441292,10,0,0
54,1782580441691,10,0,0
55,1782580442890,10,0,0
56,1782580444190,10,0,0
57,1782580445172,10,0,0
58,1782580446138,10,0,0
59,1782580446771,10,0,0
60,1782580447771,10,0,0
61,1782580448420,10,0,0
62,1782580449069,10,0,0
63,1782580450034,10,0,0
64,1782580450701,10,0,0
65,1782580451117,10,0,0
66,1782580451716,10,0,0
67,1782580452366,10,0,0
68,1782580452732,10,0,0
69,1782580453365,10,0,0
70,1782580454398,10,0,0
71,1782580454631,10,0,0
72,1782580454897,10,0,0
73,1782580455963,10,0,0
74,1782580456629,10,0,0
75,1782580456929,10,0,0
76,1782580457596,10,0,0
77,1782580458294,10,0,0
78,1782580458694,10,0,0
79,1782580459276,10,0,0
80,1782580460209,10,0,0
81,1782580460859,10,0,0
82,1782580461308,10,0,0
83,1782580462890,10,0,0
84,1782580466537,10,0,0
85,1782580467336,10,0,0
86,1782580469269,10,0,0
87,1782580469601,10,0,0
88,1782580470517,10,0,0
89,1782580470917,10,0,0
90,1782580471716,10,0,0
91,1782580472149,10,0,0
92,1782580472699,10,0,0
93,1782580473131,10,0,0
94,1782580473781,10,0,0
95,1782580474647,10,0,0
96,1782580475696,10,0,0
97,1782580476645,10,0,0
98,1782580477562,10,0,0
99,1782580478594,10,0,0
100,1782580479493,10,0,0
101,1782580480509,10,0,0
102,1782580482074,10,0,0
103,1782580482524,10,0,0
104,1782580483073,10,0,0
105,1782580483573,10,0,0
106,1782580483823,10,0,0
107,1782580484123,10,0,0
108,1782580484722,10,0,0
109,1782580485138,10,0,0
110,1782580485804,10,0,0
111,1782580486088,10,0,0
112,1782580486271,10,0,0
113,1782580486737,10,0,0
114,1782580487420,10,0,0
115,1782580488036,10,0,0
116,1782580488486,10,0,0
117,1782580489018,10,0,0
118,1782580489651,10,0,0
119,1782580490367,10,0,0
120,1782580490883,10,0,0
121,1782580491050,10,0,0
122,1782580491383,10,0,0
123,1782580491982,10,0,0
124,1782580492466,10,0,0
125,1782580492998,10,0,0
126,1782580493281,10,0,0
127,1782580493897,10,0,0
128,1782580494314,10,0,0
129,1782580495263,10,0,0
130,1782580495713,10,0,0
131,1782580495831,10,0,0
132,1782580496179,10,0,0
133,1782580496529,10,0,0
134,1782580497078,10,0,0
135,1782580497444,10,0,0
136,1782580498410,9,0,0
137,1782580498727,10,0,0
138,1782580499276,10,0,0
139,1782580499709,10,0,0
140,1782580500309,10,0,0
141,1782580501658,10,0,0
142,1782580502191,10,0,0
143,1782580502590,10,0,0
144,1782580502973,10,0,0
145,1782580503173,10,0,0
146,1782580503523,10,0,0
147,1782580504122,10,0,0
148,1782580505254,10,0,0
149,1782580505554,10,0,0
150,1782580505804,10,0,0
151,1782580506421,10,0,0
152,1782580506820,10,0,0
153,1782580507486,10,0,0
154,1782580507719,10,0,0
155,1782580508352,10,0,0
156,1782580509036,10,0,0
157,1782580509434,10,0,0
158,1782580511999,10,0,0
159,1782580513015,10,0,0
160,1782580513714,10,0,0
161,1782580514297,10,0,0
162,1782580514780,10,0,0
163,1782580515313,10,0,0
164,1782580516278,10,0,0
165,1782580517444,10,0,0
166,1782580517628,10,0,0
167,1782580517977,10,0,0
168,1782580519026,10,0,0
169,1782580519875,10,0,0
170,1782580520542,10,0,0
171,1782580521557,10,0,0
172,1782580523406,10,0,0
173,1782580523839,10,0,0
174,1782580524372,10,0,0
175,1782580525238,10,0,0
176,1782580525704,10,0,0
177,1782580526603,10,0,0
178,1782580527020,10,0,0
179,1782580527303,10,0,0
180,1782580527486,10,0,0
181,1782580527902,10,0,0
182,1782580528868,3082,12288,0
183,1782580530366,10,0,0
184,1782580530850,10,0,0
185,1782580531399,10,0,0
186,1782580531849,10,0,0
187,1782580532182,10,0,0
188,1782580532398,10,0,0
189,1782580533015,10,0,0
190,1782580533431,10,0,0
191,1782580533714,10,0,0
192,1782580534130,10,0,0
193,1782580534546,10,0,0
194,1782580534646,10,0,0
195,1782580535679,10,0,0
196,1782580536712,10,0,0
197,1782580537661,10,0,0
198,1782580538593,10,0,0
199,1782580539026,10,0,0
200,1782580539476,10,0,0
201,1782580540508,10,0,0
202,1782580541575,10,0,0
203,1782580542024,10,0,0
204,1782580542540,10,0,0
205,1782580543072,10,0,0
206,1782580544688,10,0,0
207,1782580545771,10,0,0
208,1782580547353,10,0,0
209,1782580548435,10,0,0
210,1782580549152,10,0,0
211,1782580549384,10,0,0
212,1782580550216,10,0,0
213,1782580550684,10,0,0
214,1782580551566,10,0,0
215,1782580552798,10,0,0
216,1782580553181,10,0,0
217,1782580555329,10,0,0
218,1782580555747,10,0,0
219,1782580557363,10,0,0
220,1782580558428,0,0,0
221,1782580558712,0,0,0
222,1782580558927,0,0,0
223,1782580559979,0,0,0
224,1782580560593,0,0,0
225,1782580561059,0,0,0
226,1782580561608,0,0,0
227,1782580562209,0,0,0
228,1782580562643,0,0,0
229,1782580563224,0,0,0
230,1782580564190,0,0,0
231,1782580564806,0,0,0
232,1782580566438,0,0,0
233,1782580567488,0,0,0
234,1782580567920,0,0,0
235,1782580569119,0,0,0
236,1782580570201,0,0,0
237,1782580571101,0,0,0
238,1782580571750,0,0,0
239,1782580572800,0,0,0
240,1782580573382,0,0,0
241,1782580574431,10,0,0
242,1782580575030,10,0,0
243,1782580575664,10,0,0
244,1782580575931,10,0,0
245,1782580577379,10,0,0
246,1782580578228,10,0,0
247,1782580579177,10,0,0
248,1782580579627,10,0,0
249,1782580581759,10,0,0
250,1782580582442,10,0,0
251,1782580583025,10,0,0
252,1782580584108,10,0,0
253,1782580584707,10,0,0
254,1782580585188,10,0,0
255,1782580585339,10,0,0
256,1782580585722,10,0,0
257,1782580586288,10,0,0
258,1782580586755,10,0,0
259,1782580588220,10,0,0
260,1782580588636,10,0,0
261,1782580589268,10,0,0
262,1782580590884,10,0,0
263,1782580591866,10,0,0
264,1782580592300,10,0,0
265,1782580592549,10,0,0
266,1782580592733,10,0,0
267,1782580593181,10,0,0
268,1782580593763,10,0,0
269,1782580594829,10,0,0
270,1782580595429,10,0,0
271,1782580596530,10,0,0
272,1782580597128,10,0,0
273,1782580598093,10,0,0
274,1782580599076,10,0,0
275,1782580601640,10,0,0
276,1782580602140,10,0,0
277,1782580602275,10,0,0
278,1782580602640,10,0,0
279,1782580603206,10,0,0
280,1782580603656,10,0,0
281,1782580605170,10,0,0
282,1782580605587,10,0,0
283,1782580606137,10,0,0
284,1782580607070,10,0,0
285,1782580607452,10,0,0
286,1782580608451,10,0,0
287,1782580608801,10,0,0
288,1782580610567,10,0,0
289,1782580611615,10,0,0
290,1782580612581,10,0,0
291,1782580613264,10,0,0
292,1782580613981,10,0,0
293,1782580614263,10,0,0
294,1782580614447,10,0,0
295,1782580614929,106,2312,0
296,1782580615895,10,0,0
297,1782580617478,10,0,0
298,1782580618093,10,0,0
299,1782580619742,10,0,0
