index,date,SET_POINT_LONGITUDINAL,SET_POINT_LATERAL
0,1782580171019,0,0
1,1782580171636,0,0
2,1782580403441,0,0
3,1782580403807,0,0
4,1782580403924,0,0
5,1782580405072,0,0
6,1782580406071,0,0
7,1782580407021,0,0
8,1782580408054,0,12288
9,1782580409219,0,12288
10,1782580410324,0,0
11,1782580410701,0,0
12,1782580411217,0,0
13,1782580411584,0,0
14,1782580412133,0,0
15,1782580412584,0,0
16,1782580413133,0,0
17,1782580414382,0,0
18,1782580414765,0,0
19,1782580415697,0,0
20,1782580416530,0,0
21,1782580416947,0,0
22,1782580417646,0,0
23,1782580419510,0,0
24,1782580420494,0,0
25,1782580421426,0,0
26,1782580422509,0,0
27,1782580424040,0,0
28,1782580425090,0,0
29,1782580426039,0,0
30,1782580426671,0,0
31,1782580427338,0,0
32,1782580427787,0,0
33,1782580428255,0,0
34,1782580428954,0,0
35,1782580430036,0,0
36,1782580430618,0,0
37,1782580431601,0,0
38,1782580432017,0,0
39,1782580432650,0,0
40,1782580433184,0,0
41,1782580433616,0,0
42,1782580434199,0,0
43,1782580435847,0,0
44,1782580436929,0,0
45,1782580438395,0,0
46,1782580438878,0,0
47,1782580439427,0,0
48,1782580439910,0,0
49,1782580440226,0,0
50,1782580440426,0,0
51,1782580441358,0,0
52,1782580441774,0,12288
53,1782580442958,0,0
54,1782580443824,0,0
55,1782580444289,0,0
56,1782580445772,0,0
57,1782580446871,0,0
58,1782580448503,0,0
59,1782580449169,0,0
60,1782580450102,0,0
61,1782580450750,0,0
62,1782580451767,0,0
63,1782580452417,0,0
64,1782580453448,0,0
65,1782580454032,0,0
66,1782580454481,0,0
67,1782580454681,0,0
68,1782580455013,0,0
69,1782580456046,0,0
70,1782580456696,0,0
71,1782580456995,0,0
72,1782580457696,0,0
73,1782580458344,0,0
74,1782580458960,0,0
75,1782580459327,0,0
76,1782580459860,0,0
77,1782580460909,0,0
78,1782580462508,0,0
79,1782580463506,0,0
80,1782580465188,0,0
81,1782580466137,0,0
82,1782580466603,0,0
83,1782580466720,0,0
84,1782580467070,0,0
85,1782580467387,0,0
86,1782580469334,0,0
87,1782580469634,0,0
88,1782580470600,0,0
89,1782580470984,0,0
90,1782580471767,0,0
91,1782580472765,0,0
92,1782580473847,0,0
93,1782580474731,0,0
94,1782580475746,0,0
95,1782580477228,0,0
96,1782580477628,0,0
97,1782580478644,0,0
98,1782580479126,0,0
99,1782580479576,0,0
100,1782580480576,0,0
101,1782580482174,0,0
102,1782580483190,0,0
103,1782580483873,0,0
104,1782580484805,0,0
105,1782580485405,0,0
106,1782580485888,0,0
107,1782580486155,0,0
108,1782580488103,1536,0
109,1782580488535,0,0
110,1782580488635,0,0
111,1782580490417,0,0
112,1782580491100,0,0
113,1782580491433,0,0
114,1782580492032,0,0
115,1782580493048,0,0
116,1782580493332,0,0
117,1782580493965,0,0
