index,date,DESIRED_YAW,MAX_YAW
0,1782580170919,0,0
1,1782580171519,0,0
2,1782580171552,0,0
3,1782580403741,0,0
4,1782580404291,0,0
5,1782580404940,0,0
6,1782580405389,0,0
7,1782580405972,0,0
8,1782580406888,0,0
9,1782580407920,0,0
10,1782580410635,0,0
11,1782580411018,0,0
12,1782580411484,0,0
13,1782580412483,0,0
14,1782580414681,0,0
15,1782580415596,0,0
16,1782580416846,0,0
17,1782580417945,0,0
18,1782580418513,0,0
19,1782580418812,0,0
20,1782580419412,0,0
21,1782580419844,0,0
22,1782580422360,0,0
23,1782580423925,0,0
24,1782580424374,0,0
25,1782580424924,0,0
26,1782580425456,0,0
27,1782580425689,0,0
28,1782580425939,0,0
29,1782580427021,0,0
30,1782580427621,0,0
31,1782580428071,0,0
32,1782580428153,0,0
33,1782580429303,0,0
34,1782580430385,0,0
35,1782580430918,0,0
36,1782580431900,0,0
37,1782580432533,0,0
38,1782580433483,0,0
39,1782580434532,0,0
40,1782580436197,0,0
41,1782580437262,0,0
42,1782580438128,0,0
43,1782580438744,0,0
44,1782580439144,0,0
45,1782580439777,0,0
46,1782580440143,0,0
47,1782580440276,0,0
48,1782580441658,0,0
49,1782580442075,0,0
50,1782580442674,0,0
51,1782580442857,0,0
52,1782580444140,0,0
53,1782580445139,0,0
54,1782580446121,0,0
55,1782580446721,0,0
56,1782580447187,0,0
57,1782580447520,0,0
58,1782580447754,0,0
59,1782580448336,0,0
60,1782580449019,0,0
61,1782580449502,0,0
62,1782580449984,0,0
63,1782580450635,0,0
64,1782580451051,0,0
65,1782580451667,0,0
66,1782580452166,0,0
67,1782580452317,0,0
68,1782580452667,0,0
69,1782580453298,0,0
70,1782580454331,0,0
71,1782580454614,0,0
72,1782580455314,0,0
73,1782580455913,0,0
74,1782580457545,0,0
75,1782580458244,0,0
76,1782580458644,0,0
77,1782580460160,0,0
78,1782580461242,0,0
79,1782580462841,0,0
80,1782580463923,0,0
81,1782580465571,0,0
82,1782580466454,0,0
83,1782580467287,0,0
84,1782580467753,0,0
85,1782580468669,0,0
86,1782580469118,0,0
87,1782580469235,0,0
88,1782580469568,0,0
89,1782580470883,0,0
90,1782580471250,0,0
91,1782580472116,0,0
92,1782580473098,0,0
93,1782580473714,0,0
94,1782580474597,0,0
95,1782580475013,0,0
96,1782580476046,0,0
97,1782580476596,0,0
98,1782580477528,0,0
99,1782580477945,0,0
100,1782580478544,0,0
101,1782580479443,0,0
102,1782580480442,0,0
103,1782580480892,0,0
104,1782580481491,0,0
105,1782580482041,0,0
106,1782580482491,0,0
107,1782580483040,0,0
108,1782580483523,0,0
109,1782580483789,0,0
110,1782580484039,0,0
111,1782580484672,0,0
112,1782580485088,0,0
113,1782580486054,0,0
114,1782580486654,0,0
115,1782580487386,0,0
116,1782580488452,0,0
117,1782580488985,0,0
118,1782580490817,0,0
119,1782580491000,0,0
120,1782580491333,0,0
121,1782580492416,0,0
122,1782580493848,0,0
123,1782580494264,0,0
124,1782580495180,0,0
125,1782580495679,0,0
126,1782580495780,0,0
127,1782580496129,0,0
128,1782580497411,0,0
129,1782580497828,0,0
130,1782580498360,0,0
131,1782580498693,0,0
132,1782580500275,0,0
133,1782580501175,0,0
134,1782580501625,0,0
135,1782580502557,0,0
136,1782580502924,0,0
137,1782580503140,0,0
138,1782580503457,0,0
139,1782580504089,0,0
140,1782580505222,0,0
141,1782580505488,0,0
142,1782580505771,0,0
143,1782580506787,0,0
144,1782580507419,0,0
145,1782580509417,0,0
146,1782580510983,0,0
147,1782580511982,0,0
148,1782580512965,0,0
149,1782580513648,0,0
150,1782580514697,0,0
151,1782580515263,0,0
152,1782580515646,0,0
153,1782580516212,0,0
154,1782580517361,0,0
155,1782580517594,0,0
156,1782580518976,0,0
157,1782580519826,0,0
158,1782580520508,0,0
159,1782580520908,0,0
160,1782580521475,0,0
161,1782580521941,0,0
