index,date,ACCEL_FL,ACCEL_FR,ACCEL_RL,ACCEL_RR
0,1782580404507,2,0,0,0
1,1782580405538,2,0,0,0
2,1782580406521,2,0,0,0
3,1782580407487,2,0,0,0
4,1782580408103,2,0,0,0
5,1782580408569,2,0,0,0
6,1782580408719,2,0,0,0
7,1782580409119,2,0,0,0
8,1782580409735,2,0,0,0
9,1782580410184,2,0,0,0
10,1782580410751,2,0,0,0
11,1782580412083,2,0,0,0
12,1782580413083,2,0,0,0
13,1782580413615,2,0,0,0
14,1782580413915,2,0,0,0
15,1782580415264,2,0,0,0
16,1782580416146,2,0,0,0
17,1782580418146,2,0,0,0
18,1782580418995,2,0,0,0
19,1782580420027,2,0,0,0
20,1782580420976,2,0,0,0
21,1782580421925,2,0,0,0
22,1782580422941,2,0,0,0
23,1782580423207,2,0,0,0
24,1782580423473,2,0,0,0
25,1782580424523,2,0,0,0
26,1782580425473,2,0,0,0
27,1782580427188,2,0,0,0
28,1782580427821,2,0,0,0
29,1782580429486,2,0,0,0
30,1782580431051,2,0,0,0
31,1782580431468,2,0,0,0
32,1782580433083,2,0,0,0
33,1782580433682,2,0,0,0
34,1782580434715,2,0,0,0
35,1782580435431,2,0,0,0
36,1782580436380,2,0,0,0
37,1782580437678,2,0,0,0
38,1782580437928,2,0,0,0
39,1782580438344,2,0,0,0
40,1782580439360,2,0,0,0
41,1782580439943,2,0,0,0
42,1782580440892,2,0,0,0
43,1782580442474,2,0,0,0
44,1782580443041,2,0,0,0
45,1782580443423,2,0,0,0
46,1782580443757,2,0,0,0
47,1782580444306,2,0,0,0
48,1782580444723,2,0,0,0
49,1782580444939,2,0,0,0
50,1782580445189,2,0,0,0
51,1782580445655,2,0,0,0
52,1782580446288,2,0,0,0
53,1782580447287,2,0,0,0
54,1782580447903,2,0,0,0
55,1782580448536,2,0,0,0
56,1782580449635,2,0,0,0
57,1782580450218,2,0,0,0
58,1782580451251,2,0,0,0
59,1782580451917,2,0,0,0
60,1782580452900,2,0,0,0
61,1782580453948,2,0,0,0
62,1782580455513,2,0,0,0
63,1782580456579,2,0,0,0
64,1782580458894,2,0,0,0
65,1782580459810,2,0,0,0
66,1782580460409,2,0,0,0
67,1782580460842,2,0,0,0
68,1782580461458,2,0,0,0
69,1782580461875,2,0,0,0
70,1782580462008,2,0,0,0
71,1782580463007,2,0,0,0
72,1782580463456,2,0,0,0
73,1782580464172,2,0,0,0
74,1782580464305,2,0,0,0
75,1782580464655,2,0,0,0
76,1782580465671,2,0,0,0
77,1782580466071,2,0,0,0
78,1782580467936,2,0,0,0
79,1782580468869,2,0,0,0
80,1782580471416,2,0,0,0
81,1782580472316,2,0,0,0
82,1782580473265,2,0,0,0
83,1782580474197,2,0,0,0
84,1782580475263,2,0,0,0
85,1782580476296,2,0,0,0
86,1782580476729,2,0,0,0
87,1782580477195,2,0,0,0
88,1782580478144,2,0,0,0
89,1782580479094,2,0,0,0
90,1782580479643,2,0,0,0
91,1782580480059,2,0,0,0
92,1782580481092,2,0,0,0
93,1782580481241,2,0,0,0
94,1782580481641,2,0,0,0
95,1782580482690,2,0,0,0
96,1782580484256,2,0,0,0
97,1782580485321,2,0,0,0
98,1782580486870,2,0,0,0
99,1782580487536,2,0,0,0
100,1782580489202,2,0,0,0
101,1782580491533,2,0,0,0
102,1782580492565,2,0,0,0
103,1782580494447,2,0,0,0
104,1782580494847,2,0,0,0
105,1782580496679,2,0,0,0
106,1782580498810,2,0,0,0
107,1782580499842,2,0,0,0
108,1782580500825,2,0,0,0
109,1782580501841,2,0,0,0
110,1782580502707,2,0,0,0
111,1782580503639,2,0,0,0
112,1782580504722,2,0,0,0
113,1782580505954,2,0,0,0
114,1782580507003,2,0,0,0
115,1782580509018,2,0,0,0
116,1782580509617,2,0,0,0
117,1782580510334,2,0,0,0
118,1782580510583,2,0,0,0
119,1782580511166,2,0,0,0
120,1782580511616,2,0,0,0
121,1782580512216,2,0,0,0
122,1782580512632,2,0,0,0
123,1782580513248,2,0,0,0
124,1782580513847,2,0,0,0
125,1782580514896,2,0,0,0
126,1782580515813,2,0,0,0
127,1782580518078,2,0,0,0
128,1782580519109,2,0,0,0
129,1782580521125,2,0,0,0
130,1782580522124,2,0,0,0
131,1782580522357,2,0,0,0
132,1782580522973,2,0,0,0
133,1782580523939,2,0,0,0
134,1782580526188,2,0,0,0
135,1782580528002,2,0,0,0
136,1782580528385,2,0,0,0
137,1782580529384,2,0,0,0
138,1782580529651,2,0,0,0
139,1782580529900,2,0,0,0
140,1782580530883,2,0,0,0
141,1782580532515,2,0,0,0
142,1782580533664,2,0,0,0
143,1782580534280,2,0,0,0
144,1782580535279,2,0,0,0
145,1782580536295,2,0,0,0
146,1782580537161,2,0,0,0
147,1782580538127,2,0,0,0
148,1782580539110,2,0,0,0
149,1782580540092,2,0,0,0
150,1782580541108,2,0,0,0
151,1782580542624,2,0,0,0
152,1782580543039,2,0,0,0
153,1782580543705,2,0,0,0
154,1782580544338,2,0,0,0
155,1782580545288,2,0,0,0
156,1782580545920,2,0,0,0
157,1782580546353,2,0,0,0
158,1782580546620,2,0,0,0
159,1782580546896,2,0,0,0
160,1782580547928,2,0,0,0
161,1782580548551,2,0,0,0
162,1782580548885,2,0,0,0
163,1782580549867,2,0,0,0
164,1782580551166,2,0,0,0
165,1782580551965,2,0,0,0
166,1782580552382,2,0,0,0
167,1782580553297,2,0,0,0
168,1782580553747,2,0,0,0
169,1782580553880,2,0,0,0
170,1782580554231,2,0,0,0
171,1782580554913,2,0,0,0
172,1782580555946,2,0,0,0
173,1782580556179,2,0,0,0
174,1782580556462,2,0,0,0
175,1782580556895,2,0,0,0
176,1782580557512,2,0,0,0
177,1782580557928,2,0,0,0
178,1782580559494,2,0,0,0
179,1782580560144,2,0,0,0
180,1782580561726,2,0,0,0
181,1782580562775,2,0,0,0
182,1782580563707,2,0,0,0
183,1782580564357,2,0,0,0
184,1782580565489,2,0,0,0
185,1782580566088,2,0,0,0
186,1782580567021,2,0,0,0
187,1782580568053,2,0,0,0
188,1782580568353,2,0,0,0
189,1782580568586,2,0,0,0
190,1782580569286,2,0,0,0
191,1782580569752,2,0,0,0
192,1782580570669,2,0,0,0
193,1782580571284,2,0,0,0
194,1782580572350,2,0,0,0
195,1782580572982,2,0,0,0
196,1782580573516,2,0,0,0
197,1782580573982,2,0,0,0
198,1782580574564,2,0,0,0
199,1782580576480,2,0,0,0
200,1782580577961,2,0,0,0
201,1782580578811,2,0,0,0
202,1782580579728,2,0,0,0
203,1782580580495,2,0,0,0
204,1782580580527,2,0,0,0
205,1782580580976,2,0,0,0
206,1782580581909,2,0,0,0
207,1782580582608,2,0,0,0
208,1782580584224,2,0,0,0
209,1782580585806,2,0,0,0
210,1782580586821,2,0,0,0
211,1782580587270,2,0,0,0
212,1782580587887,2,0,0,0
213,1782580588804,2,0,0,0
214,1782580590185,2,0,0,0
215,1782580590452,2,0,0,0
216,1782580591450,2,0,0,0
217,1782580593281,2,0,0,0
218,1782580594330,2,0,0,0
219,1782580595562,2,0,0,0
220,1782580596013,2,0,0,0
221,1782580596661,2,0,0,0
222,1782580597611,2,0,0,0
223,1782580598193,2,0,0,0
224,1782580598643,2,0,0,0
225,1782580599676,2,0,0,0
