index,date,KP,TI,SLIP
0,1782580171019,0,0,0
1,1782580171669,0,0,0
2,1782580403441,0,0,0
3,1782580403841,0,0,0
4,1782580403957,0,0,0
5,1782580405072,0,0,0
6,1782580406105,0,0,0
7,1782580407055,0,0,0
8,1782580409252,0,0,0
9,1782580410324,0,0,0
10,1782580411250,0,0,0
11,1782580411584,0,0,0
12,1782580412166,0,0,0
13,1782580412602,0,0,0
14,1782580414431,0,0,0
15,1782580414798,0,0,0
16,1782580415330,0,0,0
17,1782580415698,0,0,0
18,1782580416580,0,0,0
19,1782580416979,0,0,0
20,1782580417695,0,0,0
21,1782580419527,0,0,0
22,1782580420510,0,0,0
23,1782580420726,0,0,0
24,1782580421009,0,0,0
25,1782580421460,0,0,0
26,1782580422542,0,0,0
27,1782580424074,0,0,0
28,1782580425123,0,0,0
29,1782580426039,0,0,0
30,1782580426687,0,0,0
31,1782580427372,0,0,0
32,1782580428271,0,0,0
33,1782580428987,0,0,0
34,1782580430069,0,0,0
35,1782580430635,0,0,0
36,1782580431633,0,0,0
37,1782580432034,0,0,0
38,1782580432682,0,0,0
39,1782580432849,0,0,0
40,1782580433217,0,0,0
41,1782580433616,0,0,0
42,1782580434231,0,0,0
43,1782580434882,0,0,0
44,1782580435879,0,0,0
45,1782580436513,0,0,0
46,1782580436945,0,0,0
47,1782580438411,0,0,0
48,1782580438894,0,0,0
49,1782580440259,0,0,0
50,1782580440476,0,0,0
51,1782580441375,0,0,0
52,1782580441808,0,0,0
53,1782580443856,0,0,0
54,1782580445788,0,0,0
55,1782580446887,0,0,0
56,1782580448038,0,0,0
57,1782580448519,0,0,0
58,1782580449203,0,0,0
59,1782580450118,0,0,0
60,1782580450768,0,0,0
61,1782580451401,0,0,0
62,1782580451801,0,0,0
63,1782580452433,0,0,0
64,1782580453465,0,0,0
65,1782580454065,0,0,0
66,1782580454497,0,0,0
67,1782580454714,0,0,0
68,1782580455047,0,0,0
69,1782580455630,0,0,0
70,1782580456080,0,0,0
71,1782580456729,0,0,0
72,1782580456995,0,0,0
73,1782580457246,0,0,0
74,1782580457728,0,0,0
75,1782580458993,0,0,0
76,1782580459360,0,0,0
77,1782580459876,0,0,0
78,1782580460942,0,0,0
79,1782580463540,0,0,0
80,1782580465221,0,0,0
81,1782580466187,0,0,0
82,1782580466620,0,0,0
83,1782580466737,0,0,0
84,1782580467070,0,0,0
85,1782580467453,0,0,0
86,1782580468386,0,0,0
87,1782580468802,0,0,0
88,1782580469334,0,0,0
89,1782580469668,0,0,0
90,1782580471000,0,0,0
91,1782580471800,0,0,0
92,1782580472799,0,0,0
93,1782580473847,0,0,0
94,1782580474330,0,0,0
95,1782580474780,0,0,0
96,1782580475330,0,0,0
97,1782580475796,0,0,0
98,1782580477245,0,0,0
99,1782580477645,0,0,0
100,1782580478661,0,0,0
101,1782580479160,0,0,0
102,1782580479609,0,0,0
103,1782580480576,0,0,0
104,1782580482191,0,0,0
105,1782580482774,0,0,0
106,1782580483207,0,0,0
107,1782580484839,0,0,0
108,1782580485405,0,0,0
109,1782580485905,0,0,0
110,1782580486155,0,0,0
111,1782580486420,0,0,0
112,1782580488103,0,0,0
113,1782580488568,0,0,0
114,1782580488652,0,0,0
115,1782580489752,0,0,0
116,1782580490434,0,0,0
117,1782580491133,0,0,0
118,1782580492050,0,0,0
119,1782580493065,0,0,0
120,1782580493348,0,0,0
121,1782580493998,0,0,0
122,1782580494963,0,0,0
123,1782580495913,0,0,0
124,1782580496229,0,0,0
125,1782580497145,0,0,0
126,1782580497561,0,0,0
127,1782580498461,0,0,0
128,1782580499409,0,0,0
129,1782580500459,0,0,0
130,1782580500908,0,0,0
131,1782580501325,0,0,0
132,1782580501908,0,0,0
133,1782580502290,0,0,0
134,1782580502690,0,0,0
135,1782580503240,0,0,0
136,1782580504239,0,0,0
137,1782580504855,0,0,0
138,1782580506520,0,0,0
139,1782580506903,0,0,0
140,1782580507819,0,0,0
141,1782580508069,0,0,0
142,1782580508486,0,0,0
143,1782580509119,0,0,0
144,1782580510101,0,0,0
145,1782580510717,0,0,0
146,1782580511149,0,0,0
147,1782580511699,0,0,0
148,1782580513314,0,0,0
149,1782580514414,0,0,0
150,1782580515396,0,0,0
151,1782580515945,0,0,0
152,1782580516428,0,0,0
153,1782580516995,0,0,0
154,1782580517711,0,0,0
155,1782580518676,0,0,0
156,1782580519709,0,0,0
157,1782580519959,0,0,0
158,1782580520209,0,0,0
159,1782580520608,0,0,0
160,1782580521208,0,0,0
161,1782580521641,0,0,0
162,1782580523506,0,0,0
163,1782580524488,0,0,0
164,1782580525354,0,0,0
165,1782580526704,0,0,0
166,1782580527086,0,0,0
167,1782580527369,0,0,0
168,1782580527569,0,0,0
169,1782580528485,0,0,0
170,1782580528951,0,0,0
171,1782580530500,0,0,0
172,1782580531116,0,0,0
173,1782580531533,0,0,0
174,1782580533098,0,0,0
175,1782580533781,0,0,0
176,1782580534730,0,0,0
177,1782580535362,0,0,0
178,1782580535779,0,0,0
179,1782580536361,0,0,0
180,1782580536811,0,0,0
181,1782580537294,0,0,0
182,1782580537727,0,0,0
183,1782580538676,0,0,0
184,1782580539559,0,0,0
185,1782580540159,0,0,0
186,1782580540608,0,0,0
187,1782580541224,0,0,0
188,1782580541691,0,0,0
189,1782580541791,0,0,0
190,1782580542157,0,0,0
191,1782580543190,0,0,0
192,1782580544105,0,0,0
193,1782580544788,0,0,0
194,1782580545854,0,0,0
195,1782580547486,0,0,0
196,1782580548551,0,0,0
197,1782580549934,0,0,0
198,1782580550317,0,0,0
199,1782580551616,0,0,0
200,1782580552448,0,0,0
201,1782580552882,0,0,0
202,1782580553447,0,0,0
203,1782580554313,0,0,0
204,1782580554796,0,0,0
205,1782580555412,0,0,0
206,1782580556997,0,0,0
207,1782580558029,0,0,0
208,1782580558811,0,0,0
209,1782580559028,0,0,0
210,1782580559593,0,0,0
211,1782580560660,0,0,0
212,1782580561126,0,0,0
213,1782580561209,0,0,0
214,1782580562291,0,0,0
215,1782580563309,0,0,0
216,1782580563857,0,0,0
217,1782580564874,0,0,0
218,1782580565589,0,0,0
219,1782580565856,0,0,0
220,1782580566505,0,0,0
221,1782580567554,0,0,0
222,1782580569186,0,0,0
223,1782580569835,0,0,0
224,1782580570268,0,0,0
225,1782580571833,0,0,0
226,1782580572433,0,0,0
227,1782580572899,0,0,0
228,1782580573466,0,0,0
229,1782580574082,0,0,0
230,1782580574514,0,0,0
231,1782580575114,0,0,0
232,1782580575580,0,0,0
233,1782580576030,0,0,0
234,1782580577012,0,0,0
235,1782580578295,0,0,0
236,1782580579261,0,0,0
237,1782580580193,0,0,0
238,1782580581062,0,0,0
239,1782580581443,0,0,0
240,1782580582075,0,0,0
241,1782580583124,0,0,0
242,1782580583691,0,0,0
243,1782580584790,0,0,0
244,1782580585406,0,0,0
245,1782580586371,0,0,0
246,1782580587387,0,0,0
247,1782580587654,0,0,0
248,1782580588304,0,0,0
249,1782580589352,0,0,0
250,1782580589935,0,0,0
251,1782580590534,0,0,0
252,1782580590968,0,0,0
253,1782580591550,0,0,0
254,1782580591967,0,0,0
255,1782580592634,0,0,0
256,1782580592882,0,0,0
257,1782580593881,0,0,0
258,1782580594896,0,0,0
259,1782580595546,0,0,0
260,1782580596113,0,0,0
261,1782580597294,0,0,0
262,1782580597394,0,0,0
263,1782580598693,0,0,0
