index,date,INV_STATE_R_MOTOR,FAILURE_R_MOTOR,ALARM_R_MOTOR
713,1782581300685,1,0,0
714,1782581301402,1,0,0
715,1782581301968,0,0,0
716,1782581303017,0,0,0
717,1782581303584,1,0,0
718,1782581304082,1,0,0
719,1782581304249,1,0,0
720,1782581306516,1,0,0
721,1782581307179,1,0,0
722,1782581308146,0,0,110
723,1782581308595,0,0,110
724,1782581309777,0,0,110
725,1782581310593,0,0,110
726,1782581311277,0,0,110
727,1782581311476,0,0,110
728,1782581311776,0,0,110
729,1782581312242,0,0,110
730,1782581312859,0,0,110
731,1782581314490,0,0,110
732,1782581315190,0,0,110
733,1782581315856,0,0,110
734,1782581316188,0,0,110
735,1782581316788,0,0,110
736,1782581317803,0,0,110
737,1782581319369,0,0,110
738,1782581320085,0,0,110
739,1782581320569,0,0,110
740,1782581322067,0,0,110
741,1782581323033,0,0,110
742,1782581323466,0,0,110
743,1782581324365,0,0,110
744,1782581325281,0,0,110
745,1782581325664,0,0,110
746,1782581326114,0,0,110
747,1782581327146,0,0,110
748,1782581328179,0,0,110
749,1782581329078,0,0,110
750,1782581330044,0,0,110
751,1782581331076,0,0,110
752,1782581332075,0,0,110
753,1782581332659,0,0,110
754,1782581333158,0,0,110
755,1782581333357,0,0,110
756,1782581333691,0,0,110
757,1782581334273,0,0,110
758,1782581335323,0,0,110
759,1782581335656,0,0,110
760,1782581336322,0,0,110
