index,date,NTC_1,NTC_2,NTC_3
0,1782580170141,35.07,38.950000000000003,-0.01
1,1782580170903,35.119999999999997,38.990000000000002,-0.01
2,1782580171435,35.119999999999997,39.039999999999999,-0.01
3,1782580171570,35.170000000000002,39.079999999999998,-0.01
4,1782580403690,33.509999999999998,38.340000000000003,-0.01
5,1782580405040,33.619999999999997,38.390000000000001,-0.01
6,1782580405488,33.619999999999997,38.43,-0.01
7,1782580406088,33.619999999999997,38.390000000000001,-0.01
8,1782580406288,33.619999999999997,38.479999999999997,-0.01
9,1782580406721,33.670000000000002,38.390000000000001,-0.01
10,1782580407205,33.670000000000002,38.530000000000001,-0.01
11,1782580407753,33.670000000000002,38.530000000000001,-0.01
12,1782580408370,33.359999999999999,38.899999999999999,-0.01
13,1782580409036,34.25,38.619999999999997,-0.01
14,1782580409685,34.810000000000002,38.950000000000003,-0.01
15,1782580410168,34.189999999999998,39.450000000000003,-0.01
16,1782580411817,33.880000000000003,39.039999999999999,-0.01
17,1782580412283,34.25,39.130000000000003,-0.01
18,1782580412833,34.299999999999997,39.729999999999997,-0.01
19,1782580413316,33.829999999999998,38.619999999999997,-0.01
20,1782580413532,33.670000000000002,38.670000000000002,-0.01
21,1782580413915,33.880000000000003,38.710000000000001,-0.01
22,1782580414498,33.670000000000002,39.270000000000003,-0.01
23,1782580414898,34.450000000000003,39.32,-0.01
24,1782580415397,33.990000000000002,39.219999999999999,-0.01
25,1782580415896,34.450000000000003,39.549999999999997,-0.01
26,1782580416030,34.350000000000001,38.990000000000002,-0.01
27,1782580416414,34.299999999999997,39.770000000000003,-0.01
28,1782580416963,34.450000000000003,39.130000000000003,-0.01
29,1782580417579,34.140000000000001,38.810000000000002,-0.01
30,1782580418063,34.189999999999998,38.810000000000002,-0.01
31,1782580418328,34.25,38.850000000000001,-0.01
32,1782580418678,34.299999999999997,38.810000000000002,-0.01
33,1782580419261,34.189999999999998,39.219999999999999,-0.01
34,1782580419727,34.609999999999999,39.549999999999997,-0.01
35,1782580420277,34.859999999999999,39.68,-0.01
36,1782580420927,34.450000000000003,38.990000000000002,-0.01
37,1782580421460,34.450000000000003,38.950000000000003,-0.01
38,1782580421909,34.5,38.950000000000003,-0.01
39,1782580422974,34.609999999999999,38.990000000000002,-0.01
40,1782580423325,34.560000000000002,39.079999999999998,-0.01
41,1782580423773,34.609999999999999,39.039999999999999,-0.01
42,1782580424791,34.659999999999997,39.039999999999999,-0.01
