index,date,ENERGY_R_MOTOR,OVERLOAD_R_MOTOR,TEMPERATURE1_R,TEMPERATURE2_R
0,1782580170853,0,0,0,0
1,1782580171469,0,0,0,0
2,1782580403674,0,0,424,0
3,1782580404224,0,0,424,0
4,1782580404656,0,0,424,0
5,1782580405289,0,0,424,0
6,1782580407205,0,0,428,0
7,1782580408304,0,0,431,0
8,1782580408902,0,0,431,0
9,1782580409435,0,0,431,0
10,1782580410467,0,0,433,0
11,1782580410951,0,0,433,0
12,1782580411068,0,0,433,0
13,1782580411401,0,0,433,0
14,1782580412383,0,0,435,0
15,1782580412783,0,0,435,0
16,1782580414631,0,0,437,0
17,1782580416796,0,0,439,0
18,1782580417214,0,0,439,0
19,1782580417895,0,0,441,0
20,1782580418295,0,0,441,0
21,1782580418462,0,0,441,0
22,1782580418729,0,0,441,0
23,1782580419744,0,0,441,0
24,1782580421726,0,0,441,0
25,1782580422291,0,0,441,0
26,1782580423374,0,0,441,0
27,1782580424306,0,0,441,0
28,1782580425372,0,0,441,0
29,1782580425639,0,0,441,0
30,1782580425872,0,0,441,0
31,1782580426955,0,0,441,0
32,1782580427554,0,0,441,0
33,1782580427987,0,0,441,0
34,1782580428604,0,0,441,0
35,1782580429203,0,0,441,0
36,1782580430302,0,0,441,0
37,1782580430468,0,0,441,0
38,1782580430852,0,0,441,0
39,1782580431817,0,0,441,0
40,1782580433415,0,0,441,0
41,1782580434465,0,0,441,0
42,1782580436114,0,0,441,0
43,1782580437195,0,0,441,0
44,1782580437861,0,0,441,0
45,1782580438677,0,0,441,0
46,1782580439077,0,0,441,0
47,1782580439726,0,0,441,0
48,1782580440093,0,0,441,0
49,1782580440610,0,0,441,0
50,1782580442008,0,0,441,0
51,1782580442374,0,0,441,0
52,1782580442625,0,0,441,0
53,1782580443241,0,0,441,0
54,1782580444089,0,0,441,0
55,1782580445089,0,0,441,0
56,1782580445988,0,0,441,0
57,1782580447088,0,0,441,0
58,1782580447453,0,0,441,0
59,1782580447654,0,0,441,0
60,1782580448286,0,0,441,0
61,1782580449403,0,0,441,0
62,1782580449835,0,0,441,0
63,1782580449935,0,0,441,0
64,1782580451000,0,0,441,0
65,1782580452083,0,0,441,0
66,1782580452266,0,0,441,0
67,1782580452582,0,0,441,0
68,1782580453731,0,0,441,0
69,1782580454264,0,0,441,0
70,1782580455213,0,0,441,0
71,1782580456313,0,0,441,0
72,1782580458594,0,0,441,0
73,1782580460109,0,0,441,0
74,1782580460542,0,0,441,0
75,1782580461159,0,0,441,0
76,1782580462158,0,0,441,0
77,1782580462774,0,0,441,0
78,1782580463173,0,0,441,0
79,1782580463839,0,0,441,0
80,1782580464522,0,0,441,0
81,1782580465455,0,0,441,0
82,1782580467703,0,0,441,0
83,1782580468619,0,0,442,0
84,1782580469018,0,0,442,0
85,1782580469168,0,0,442,0
86,1782580469918,0,0,444,0
87,1782580470800,0,0,444,0
88,1782580471200,0,0,444,0
89,1782580471600,0,0,444,0
90,1782580472033,0,0,445,0
91,1782580473032,0,0,445,0
92,1782580474930,0,0,447,0
93,1782580475979,0,0,449,0
94,1782580476529,0,0,449,0
95,1782580476945,0,0,449,0
96,1782580477894,0,0,451,0
97,1782580479826,0,0,452,0
98,1782580480842,0,0,452,0
99,1782580481425,0,0,452,0
100,1782580482424,0,0,454,0
101,1782580483456,0,0,454,0
102,1782580483723,0,0,455,0
103,1782580483990,0,0,455,0
104,1782580485039,0,0,455,0
105,1782580485671,0,0,456,0
106,1782580485987,0,0,456,0
107,1782580486587,0,0,456,0
108,1782580487286,0,0,456,0
109,1782580487703,0,0,456,0
110,1782580488369,0,0,457,0
111,1782580488935,0,0,457,0
112,1782580490034,0,0,458,0
113,1782580490750,0,0,458,0
114,1782580490950,0,0,458,0
115,1782580491267,0,0,458,0
116,1782580492332,0,0,459,0
117,1782580494197,0,0,461,0
118,1782580494614,0,0,461,0
119,1782580495563,0,0,461,0
120,1782580496429,0,0,462,0
121,1782580497328,0,0,462,0
122,1782580497761,0,0,462,0
123,1782580498277,0,0,462,0
124,1782580499609,0,0,462,0
125,1782580501558,0,0,464,0
126,1782580502490,0,0,465,0
127,1782580502873,0,0,465,0
128,1782580503073,0,0,465,0
129,1782580503390,0,0,465,0
130,1782580504455,0,0,465,0
131,1782580505155,0,0,465,0
132,1782580505421,0,0,465,0
133,1782580505704,0,0,467,0
134,1782580506120,0,0,467,0
135,1782580506737,0,0,467,0
136,1782580507153,0,0,467,0
137,1782580509352,0,0,468,0
138,1782580511383,0,0,469,0
139,1782580512915,0,0,470,0
140,1782580514614,0,0,470,0
141,1782580515113,0,0,470,0
142,1782580515196,0,0,470,0
143,1782580515596,0,0,470,0
144,1782580516629,0,0,470,0
145,1782580517278,0,0,470,0
146,1782580517528,0,0,470,0
147,1782580517844,0,0,470,0
148,1782580518860,0,0,470,0
149,1782580520842,0,0,470,0
150,1782580521841,0,0,470,0
151,1782580522490,0,0,470,0
152,1782580522723,0,0,470,0
153,1782580523672,0,0,470,0
154,1782580525571,0,0,470,0
155,1782580525987,0,0,470,0
156,1782580526920,0,0,470,0
157,1782580527186,0,0,470,0
158,1782580527752,0,0,470,0
159,1782580528752,0,0,470,0
160,1782580529118,0,0,470,0
161,1782580529801,0,0,470,0
162,1782580530683,0,0,470,0
163,1782580531699,0,0,470,0
164,1782580532082,0,0,470,0
165,1782580532265,0,0,470,0
166,1782580533298,0,0,470,0
167,1782580534047,0,0,470,0
168,1782580534413,0,0,470,0
169,1782580534996,0,0,470,0
170,1782580535612,0,0,470,0
171,1782580535995,0,0,470,0
172,1782580536629,0,0,470,0
173,1782580537494,0,0,470,0
174,1782580537927,0,0,470,0
175,1782580538876,0,0,470,0
176,1782580539309,0,0,470,0
177,1782580539392,0,0,470,0
178,1782580539859,0,0,470,0
179,1782580540442,0,0,470,0
180,1782580540858,0,0,470,0
181,1782580541458,0,0,470,0
182,1782580542407,0,0,470,0
183,1782580542773,0,0,470,0
184,1782580543422,0,0,470,0
185,1782580545038,0,0,470,0
186,1782580545687,0,0,470,0
187,1782580546104,0,0,470,0
188,1782580547668,0,0,470,0
189,1782580548319,0,0,470,0
190,1782580548769,0,0,470,0
191,1782580549051,0,0,470,0
192,1782580549234,0,0,470,0
193,1782580550949,0,0,470,0
194,1782580551449,0,0,470,0
195,1782580551749,0,0,470,0
196,1782580553081,0,0,470,0
197,1782580554063,0,0,470,0
198,1782580554580,0,0,470,0
199,1782580555630,0,0,470,0
200,1782580556329,0,0,470,0
201,1782580556612,0,0,470,0
202,1782580557229,0,0,470,0
203,1782580557661,0,0,470,0
204,1782580558278,0,0,470,0
205,1782580558611,0,0,470,0
206,1782580559194,0,0,470,0
207,1782580559860,0,0,470,0
208,1782580560293,0,0,470,0
209,1782580560959,0,0,470,0
210,1782580562541,0,0,470,0
211,1782580562925,0,0,470,0
212,1782580564090,0,0,470,0
213,1782580564507,0,0,470,0
214,1782580565173,0,0,470,0
215,1782580566755,0,0,470,0
216,1782580567787,0,0,470,0
217,1782580568503,0,0,470,0
218,1782580569436,0,0,470,0
219,1782580570101,0,0,470,0
220,1782580570502,0,0,470,0
221,1782580570835,0,0,470,0
222,1782580570934,0,0,470,0
223,1782580573166,0,0,470,0
224,1782580573282,0,0,470,0
225,1782580573699,0,0,470,0
226,1782580574332,0,0,13,0
227,1782580575397,0,0,13,0
228,1782580576280,0,0,97,0
229,1782580577212,0,0,97,0
230,1782580577679,0,0,97,0
231,1782580578129,0,0,165,0
232,1782580578511,0,0,165,0
233,1782580579878,0,0,220,0
234,1782580581658,0,0,264,0
235,1782580582808,0,0,264,0
236,1782580582925,0,0,264,0
237,1782580583341,0,0,264,0
238,1782580583924,0,0,300,0
239,1782580585073,0,0,300,0
240,1782580585224,0,0,300,0
241,1782580585589,0,0,300,0
242,1782580586588,0,0,329,0
243,1782580588519,0,0,352,0
244,1782580589602,0,0,352,0
245,1782580591184,0,0,371,0
