index,date,Igual a,Fora da Faixa,Dentro da Faixa,Maior que,Menor que
0,1782580432601,,,,,MIN_CELL_VOLTAGE de ACCUMULATOR_PARAMS atingiu 2.000000
1,1782580455464,,,,,MIN_CELL_VOLTAGE de ACCUMULATOR_PARAMS atingiu 2.010000
2,1782580799207,,,,,GVL de AIR_GVL_CURRENT atingiu 9.830000
3,1782580834827,,,,,TRACTIVE_VOLTAGE de ACCUMULATOR_PARAMS atingiu 70.870000
4,1782581268346,,,,,GVL de AIR_GVL_CURRENT atingiu 14.150000
