index,date,MAX_CELL_VOLTAGE,MIN_CELL_VOLTAGE,MAX_CELL_TEMP,TRACTIVE_VOLTAGE
0,1782580170253,3.29,3.2599999999999998,32.600000000000001,78.620000000000005
1,1782580404323,3.27,3.1800000000000002,33.799999999999997,77.590000000000003
2,1782580404872,3.27,3.1899999999999999,33.799999999999997,77.709999999999994
3,1782580405339,3.27,3.1899999999999999,33.799999999999997,77.769999999999996
4,1782580406805,3.27,3.2000000000000002,34.399999999999999,77.819999999999993
5,1782580407836,3.27,3.2000000000000002,34.399999999999999,77.890000000000001
6,1782580407887,3.27,3.21,34.399999999999999,77.890000000000001
7,1782580408469,3.27,3.1899999999999999,34.399999999999999,77.450000000000003
8,1782580408969,3.27,3.2000000000000002,34.899999999999999,77.840000000000003
9,1782580409635,3.27,3.2000000000000002,34.899999999999999,77.810000000000002
10,1782580410101,3.27,3.2000000000000002,34.899999999999999,77.689999999999998
11,1782580411451,3.2599999999999998,3.1000000000000001,35.399999999999999,76.900000000000006
12,1782580411883,3.2599999999999998,3.0299999999999998,35.399999999999999,76.599999999999994
13,1782580414232,3.27,3.21,35.700000000000003,77.909999999999997
14,1782580414348,3.27,3.21,35.700000000000003,77.950000000000003
15,1782580415347,3.27,3.1899999999999999,35.700000000000003,77.540000000000006
16,1782580415846,3.27,3.2000000000000002,35.700000000000003,77.769999999999996
17,1782580416597,3.27,3.2000000000000002,35.899999999999999,77.719999999999999
18,1782580417612,3.27,3.21,35.899999999999999,77.969999999999999
19,1782580419062,3.2799999999999998,3.21,36.100000000000001,84.519999999999996
20,1782580419160,3.2799999999999998,3.2200000000000002,36.100000000000001,78.049999999999997
21,1782580420127,3.27,3.21,36.100000000000001,77.890000000000001
22,1782580421060,3.27,3.21,36.200000000000003,77.890000000000001
23,1782580421560,3.2799999999999998,3.2200000000000002,36.200000000000003,78.060000000000002
24,1782580422592,3.2799999999999998,3.2200000000000002,36.200000000000003,78.090000000000003
25,1782580423624,3.2799999999999998,3.2200000000000002,36.299999999999997,78.090000000000003
26,1782580423657,3.2799999999999998,3.2200000000000002,36,78.090000000000003
27,1782580424157,3.2799999999999998,3.2200000000000002,36.299999999999997,78.090000000000003
28,1782580426238,3.2799999999999998,3.2200000000000002,36.299999999999997,78.129999999999995
29,1782580426272,3.2799999999999998,3.2200000000000002,36.299999999999997,78.150000000000006
30,1782580426788,3.2799999999999998,3.2200000000000002,36.299999999999997,78.150000000000006
31,1782580426804,3.2799999999999998,3.2200000000000002,36.299999999999997,78.150000000000006
32,1782580427454,3.2799999999999998,3.2200000000000002,36.299999999999997,78.150000000000006
33,1782580429019,3.2799999999999998,3.23,36.299999999999997,78.170000000000002
34,1782580429470,3.2799999999999998,3.23,36.299999999999997,78.170000000000002
35,1782580431518,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
36,1782580431584,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
37,1782580432600,3.2799999999999998,2,36.299999999999997,78.200000000000003
38,1782580433116,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
39,1782580433585,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
40,1782580434648,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
41,1782580435164,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
42,1782580435663,3.2799999999999998,3.23,36.299999999999997,78.200000000000003
43,1782580436263,3.2799999999999998,3.23,36.299999999999997,78.230000000000004
44,1782580436813,3.2799999999999998,3.23,36.299999999999997,78.25
45,1782580438878,3.2799999999999998,3.23,36.200000000000003,78.269999999999996
46,1782580441258,3.2799999999999998,3.23,36.200000000000003,78.280000000000001
47,1782580441742,3.2799999999999998,3.23,36.200000000000003,78.280000000000001
48,1782580442990,3.2799999999999998,3.23,36.100000000000001,78.280000000000001
49,1782580443473,3.2799999999999998,3.23,36.100000000000001,78.280000000000001
50,1782580444007,3.2799999999999998,3.23,36.100000000000001,78.280000000000001
51,1782580447020,3.2799999999999998,3.2400000000000002,36,78.290000000000006
52,1782580448602,3.2799999999999998,3.2400000000000002,36,78.290000000000006
53,1782580450217,3.2799999999999998,3.2400000000000002,35.899999999999999,78.290000000000006
54,1782580451317,3.2799999999999998,3.2400000000000002,35.899999999999999,78.310000000000002
55,1782580452883,3.2799999999999998,3.2400000000000002,35.799999999999997,78.310000000000002
56,1782580454997,3.2799999999999998,3.2400000000000002,35.799999999999997,78.319999999999993
57,1782580455464,3.2799999999999998,2.0099999999999998,35.799999999999997,75.769999999999996
58,1782580456563,3.2799999999999998,3.2400000000000002,35.799999999999997,78.359999999999999
59,1782580456629,3.2799999999999998,3.2400000000000002,35.799999999999997,78.340000000000003
60,1782580458161,3.2799999999999998,3.2400000000000002,35.700000000000003,78.359999999999999
61,1782580458261,3.2799999999999998,3.2400000000000002,35.700000000000003,78.359999999999999
62,1782580460326,3.27,3.2000000000000002,35.700000000000003,77.890000000000001
63,1782580462374,3.27,3.1499999999999999,35.600000000000001,77.579999999999998
64,1782580463440,3.27,3,35.600000000000001,76.769999999999996
