index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782580171320,0,0,0
1,1782580171885,0,0,0
2,1782580404540,0,0,0
3,1782580405556,0,0,0
4,1782580406521,0,0,0
5,1782580407504,6,0,0
6,1782580408103,1336,65526,0
7,1782580408622,1698,65529,0
8,1782580408736,695,65535,0
9,1782580409135,1144,0,0
10,1782580409757,250,501,1
11,1782580410768,231,875,2
12,1782580411617,700,971,9
13,1782580413100,0,0,0
14,1782580413932,154,131,0
15,1782580414880,1110,25,0
16,1782580416146,227,701,2
17,1782580417079,0,0,0
18,1782580417745,0,0,0
19,1782580418162,0,0,0
20,1782580419027,8,10,0
21,1782580420043,1121,4,0
22,1782580420993,0,0,0
23,1782580421942,0,0,0
24,1782580422592,0,0,0
25,1782580422959,0,0,0
26,1782580423207,0,0,0
27,1782580423525,0,0,0
28,1782580424556,0,0,0
29,1782580425506,0,0,0
30,1782580426155,0,0,0
31,1782580427222,0,0,0
32,1782580427838,0,0,0
33,1782580429503,0,0,0
34,1782580431051,0,0,0
35,1782580432150,0,0,0
36,1782580433734,0,0,0
37,1782580434765,0,0,0
38,1782580435431,0,0,0
39,1782580436430,0,0,0
40,1782580437445,0,0,0
41,1782580437694,0,0,0
42,1782580437961,0,0,0
43,1782580438927,0,0,0
44,1782580439360,0,0,0
45,1782580439977,0,0,0
46,1782580440943,0,0,0
47,1782580441825,0,0,0
48,1782580442207,0,0,0
49,1782580442491,0,0,0
50,1782580443457,0,0,0
51,1782580444323,0,0,0
52,1782580444956,0,0,0
53,1782580445222,0,0,0
54,1782580446321,0,0,0
55,1782580446937,0,0,0
56,1782580447304,0,0,0
57,1782580447920,0,0,0
58,1782580448586,0,0,0
59,1782580449685,0,0,0
60,1782580450251,0,0,0
61,1782580451300,0,0,0
62,1782580451950,0,0,0
63,1782580452932,0,0,0
64,1782580453515,0,0,0
65,1782580453982,0,0,0
66,1782580455547,0,0,0
67,1782580456130,0,0,0
68,1782580456596,0,0,0
69,1782580457794,0,0,0
70,1782580458910,0,65534,0
71,1782580459826,1635,11,0
72,1782580460426,747,268,2
73,1782580460842,343,569,2
74,1782580461491,89,673,0
75,1782580461891,191,734,1
76,1782580462041,280,760,2
77,1782580463040,631,858,7
78,1782580463473,736,887,8
79,1782580464206,1052,980,14
80,1782580464322,1177,920,14
81,1782580464689,1283,892,15
82,1782580465704,1594,849,18
83,1782580466121,1679,865,19
84,1782580467536,2191,834,24
85,1782580467969,2268,833,25
86,1782580468902,2502,806,27
87,1782580469719,2619,758,27
88,1782580470134,2652,753,27
89,1782580472332,2747,720,26
90,1782580473316,2744,751,28
91,1782580474231,2738,764,28
92,1782580475263,2748,755,28
93,1782580475846,2764,905,34
94,1782580476312,2782,864,32
95,1782580476746,2803,819,31
96,1782580478177,2714,839,30
97,1782580479110,34494,2640,287
98,1782580479676,2695,902,33
99,1782580480075,2726,915,33
100,1782580480676,2724,845,31
101,1782580481108,2607,778,27
102,1782580481275,2536,730,25
103,1782580481641,2499,713,24
104,1782580482292,2435,669,22
105,1782580482707,2414,694,22
106,1782580483323,2337,612,18
107,1782580483590,2239,442,13
108,1782580484273,2117,518,14
109,1782580484905,2154,824,24
110,1782580485338,2221,846,25
111,1782580486870,2317,782,24
112,1782580487569,2436,859,28
113,1782580489234,2221,722,21
114,1782580489868,2221,827,25
115,1782580491550,2288,780,24
116,1782580492599,2411,855,28
117,1782580494447,2528,766,26
118,1782580496295,2696,662,24
119,1782580496679,2697,800,29
120,1782580498011,2787,908,34
121,1782580499859,2730,825,30
122,1782580500842,2660,808,29
123,1782580501857,2717,805,30
124,1782580502740,2725,804,29
125,1782580503673,2777,862,32
126,1782580504339,2859,834,32
127,1782580504755,2866,834,32
128,1782580505987,2769,890,33
129,1782580507036,2795,913,34
