index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2
0,1782580170970,192,0
1,1782580171602,192,0
2,1782580403373,0,5
3,1782580403790,0,5
4,1782580404373,0,5
5,1782580405007,0,5
6,1782580406038,0,5
7,1782580406971,0,5
8,1782580407970,0,5
9,1782580409652,0,5
10,1782580410235,0,5
11,1782580411184,0,5
12,1782580411550,0,5
13,1782580412549,0,5
14,1782580414331,0,5
15,1782580414731,0,5
16,1782580415647,0,5
17,1782580416480,0,5
18,1782580416896,0,5
19,1782580417579,0,5
20,1782580418579,0,5
21,1782580419460,0,5
22,1782580420461,0,5
23,1782580421392,0,5
24,1782580422476,0,5
25,1782580424023,0,5
26,1782580425040,0,5
27,1782580425773,0,5
28,1782580425989,0,5
29,1782580426605,0,5
30,1782580427738,0,5
31,1782580428137,0,5
32,1782580428205,0,5
33,1782580428886,0,5
34,1782580429386,0,5
35,1782580429985,0,5
36,1782580430435,0,5
37,1782580430585,0,5
38,1782580430968,0,5
39,1782580431967,0,5
40,1782580432633,0,5
41,1782580433166,0,5
42,1782580433532,0,5
43,1782580434165,0,5
44,1782580435813,0,5
45,1782580436880,0,5
46,1782580438794,0,5
47,1782580439827,0,5
48,1782580440376,0,5
49,1782580441308,0,5
50,1782580442924,0,5
51,1782580443773,0,5
52,1782580444223,0,5
53,1782580445706,0,5
54,1782580446171,0,5
55,1782580446804,0,5
56,1782580448453,0,5
57,1782580449069,0,5
58,1782580450051,0,5
59,1782580450701,0,5
60,1782580451733,0,5
61,1782580452382,0,5
62,1782580452749,0,5
63,1782580453382,0,5
64,1782580454415,0,5
65,1782580454664,0,5
66,1782580454930,0,5
67,1782580455980,0,5
68,1782580456662,0,5
69,1782580456946,0,5
70,1782580457629,0,5
71,1782580458311,0,5
72,1782580459276,0,5
73,1782580460259,0,5
74,1782580460875,0,5
75,1782580461341,0,5
76,1782580462458,0,5
77,1782580462923,0,5
78,1782580465105,0,5
79,1782580466571,0,5
80,1782580467353,0,5
81,1782580468718,0,5
82,1782580469285,0,5
83,1782580470534,0,5
84,1782580470934,0,5
85,1782580471733,0,5
86,1782580472166,0,5
87,1782580473183,0,5
88,1782580473797,0,5
89,1782580474647,0,5
90,1782580475713,0,5
91,1782580476679,0,5
92,1782580477578,0,5
93,1782580478594,0,5
94,1782580479510,0,5
95,1782580480525,0,5
96,1782580482091,0,5
97,1782580483140,0,5
98,1782580483573,0,5
99,1782580483839,0,5
100,1782580484755,0,5
101,1782580485821,0,5
102,1782580486104,0,5
103,1782580486321,0,5
104,1782580487453,0,5
105,1782580488052,0,5
106,1782580488518,0,5
107,1782580489068,0,5
108,1782580489651,0,5
109,1782580490367,0,5
110,1782580491067,0,5
111,1782580491399,0,5
112,1782580491982,0,5
113,1782580492999,0,5
114,1782580493298,0,5
115,1782580493914,0,5
116,1782580495279,0,5
117,1782580496179,0,5
118,1782580497095,0,5
119,1782580498410,0,5
120,1782580499310,0,5
121,1782580499726,0,5
122,1782580500342,0,5
123,1782580501258,0,5
124,1782580502191,0,5
125,1782580502606,0,5
126,1782580503190,0,5
127,1782580504139,0,5
128,1782580504805,0,5
129,1782580505272,0,5
130,1782580505571,0,5
131,1782580505822,0,5
132,1782580506437,0,5
133,1782580506837,0,5
134,1782580507486,0,5
135,1782580507752,0,5
136,1782580508386,0,5
137,1782580509068,0,5
138,1782580509485,0,5
139,1782580511100,0,5
140,1782580512049,0,5
141,1782580513015,0,5
142,1782580513764,0,5
143,1782580514314,0,5
144,1782580515347,0,5
145,1782580516329,0,5
146,1782580516945,0,5
147,1782580517644,0,5
148,1782580517994,0,5
149,1782580518544,0,5
150,1782580519043,0,5
151,1782580519609,0,5
152,1782580519893,0,5
153,1782580520142,0,5
154,1782580521574,0,5
155,1782580523422,0,5
156,1782580524388,0,5
157,1782580525721,0,5
158,1782580526637,0,12293
159,1782580527319,0,5
160,1782580527502,0,5
161,1782580527902,0,5
