index,date,ERROR_SUM_S1,ERROR_SUM_S2,ERROR_SUM_S3
0,1782580405322,0,0,0
1,1782580408437,0,0,0
2,1782580410051,0,0,0
3,1782580411451,0,0,0
4,1782580412433,0,0,0
5,1782580414232,0,0,0
6,1782580415846,0,0,0
7,1782580416597,0,0,0
8,1782580417628,0,0,0
9,1782580424140,0,0,0
10,1782580424641,0,0,0
11,1782580426238,0,0,0
12,1782580426289,0,0,0
13,1782580427438,0,0,0
14,1782580429037,0,0,0
15,1782580431584,0,0,0
16,1782580433548,0,0,0
17,1782580435680,0,0,0
18,1782580436829,0,0,0
19,1782580444024,0,0,0
20,1782580445905,0,0,0
21,1782580448586,0,0,0
22,1782580454997,0,0,0
23,1782580455481,0,0,0
24,1782580458177,0,0,0
25,1782580460742,0,0,0
26,1782580464988,0,0,0
27,1782580473165,0,0,0
28,1782580476995,0,0,0
29,1782580478494,0,0,0
30,1782580478510,0,0,0
31,1782580490101,0,0,0
32,1782580492715,0,0,0
33,1782580494147,0,0,0
34,1782580495613,0,0,0
35,1782580497012,0,0,0
36,1782580501774,0,0,0
37,1782580506470,0,0,0
38,1782580510034,0,0,0
39,1782580518360,0,0,0
40,1782580521541,0,0,0
41,1782580535945,0,0,0
42,1782580536561,0,0,0
43,1782580537394,0,0,0
44,1782580538410,0,0,0
45,1782580541507,0,0,0
46,1782580543988,0,0,0
47,1782580549618,0,0,0
48,1782580552215,0,0,0
49,1782580552748,0,0,0
50,1782580554696,0,0,0
51,1782580559910,0,0,0
52,1782580560443,0,0,0
53,1782580562508,0,0,0
54,1782580564640,0,0,0
55,1782580565289,0,0,0
56,1782580569486,0,0,0
57,1782580571567,0,0,0
58,1782580573649,0,0,0
59,1782580576180,0,0,0
60,1782580578561,0,0,0
61,1782580579946,0,0,0
62,1782580583458,0,0,0
63,1782580586705,0,0,0
64,1782580587087,0,0,0
65,1782580588603,0,0,0
66,1782580590750,0,0,0
67,1782580590784,0,0,0
68,1782580591849,0,0,0
69,1782580595246,0,0,0
70,1782580596378,0,0,0
71,1782580598460,0,0,0
72,1782580600458,0,0,0
73,1782580602506,0,0,0
74,1782580616861,0,0,0
75,1782580617960,0,0,0
76,1782580618576,0,0,0
77,1782580619509,0,0,0
78,1782580620091,0,0,0
79,1782580620641,0,0,0
80,1782580621192,0,0,0
81,1782580623056,0,0,0
82,1782580629400,0,0,0
83,1782580630832,0,0,0
84,1782580634014,0,0,0
85,1782580634413,0,0,0
86,1782580636694,0,0,0
87,1782580639625,0,0,0
88,1782580640158,0,0,0
89,1782580644221,0,0,0
90,1782580644271,0,0,0
91,1782580646835,0,0,0
92,1782580649467,0,0,0
93,1782580650949,0,0,0
94,1782580653680,0,0,0
95,1782580656394,0,0,0
96,1782580661540,0,0,0
97,1782580663389,0,0,0
98,1782580664887,0,0,0
99,1782580670399,0,0,0
100,1782580671948,0,0,0
101,1782580673447,0,0,0
102,1782580678875,0,0,0
103,1782580679825,0,0,0
104,1782580680257,0,0,0
105,1782580680340,0,0,0
106,1782580682806,0,0,0
107,1782580686302,0,0,0
108,1782580687652,0,0,0
109,1782580689916,0,0,0
110,1782580690367,0,0,0
111,1782580691365,0,0,0
112,1782580700524,0,0,0
113,1782580701057,0,0,0
114,1782580703388,0,0,0
115,1782580707035,0,0,0
116,1782580707534,0,0,0
117,1782580709067,0,0,0
118,1782580712364,0,0,0
119,1782580715161,0,0,0
120,1782580715678,0,0,0
121,1782580717592,0,0,0
122,1782580718109,0,0,0
123,1782580719924,0,0,0
124,1782580722039,0,0,0
125,1782580735627,0,0,0
126,1782580736676,0,0,0
127,1782580737159,0,0,0
128,1782580740390,0,0,0
129,1782580741905,0,0,0
130,1782580743254,0,0,0
131,1782580744221,0,0,0
132,1782580750332,0,0,0
133,1782580752346,0,0,0
134,1782580753862,0,0,0
135,1782580758592,0,0,0
136,1782580759908,0,0,0
137,1782580760440,0,0,0
138,1782580761523,0,0,0
139,1782580763105,0,0,0
140,1782580767983,0,0,0
141,1782580768433,0,0,0
142,1782580770515,0,0,0
143,1782580772329,0,0,0
144,1782580774328,0,0,0
145,1782580777259,0,0,0
146,1782580778208,0,0,0
147,1782580780823,0,0,0
148,1782580784087,0,0,0
149,1782580784153,0,0,0
150,1782580786751,0,0,0
151,1782580790125,0,0,0
152,1782580790997,0,0,0
153,1782580792529,0,0,0
154,1782580794711,0,0,0
155,1782580795194,0,0,0
156,1782580798807,0,0,0
157,1782580803437,0,0,0
158,1782580804003,0,0,0
159,1782580804586,0,0,0
160,1782580806551,0,0,0
161,1782580808749,0,0,0
162,1782580809298,0,0,0
163,1782580810815,0,0,0
164,1782580811830,0,0,0
165,1782580812912,0,0,0
166,1782580813396,0,0,0
167,1782580815577,0,0,0
168,1782580816109,0,0,0
169,1782580817658,0,0,0
170,1782580822721,0,0,0
171,1782580823320,0,0,0
172,1782580823787,0,0,0
173,1782580824253,0,0,0
174,1782580826084,0,0,0
175,1782580826518,0,0,0
176,1782580827283,0,0,0
177,1782580829765,0,0,0
178,1782580831280,0,0,0
179,1782580833295,0,0,0
180,1782580835327,0,0,0
181,1782580843453,0,0,0
182,1782580845052,0,0,0
183,1782580845569,0,0,0
184,1782580853412,0,0,0
185,1782580902739,1536,8,16544
186,1782580903139,0,0,0
187,1782580905386,0,0,0
188,1782580907451,0,0,0
189,1782580910398,0,0,0
190,1782581236856,0,0,0
191,1782581242767,0,0,0
192,1782581247397,0,0,0
193,1782581248895,0,0,0
194,1782581250644,0,0,0
195,1782581251476,0,0,0
196,1782581252043,0,0,0
197,1782581253076,0,0,0
198,1782581254058,0,0,0
199,1782581254624,0,0,0
200,1782581256040,0,0,0
201,1782581258570,0,0,0
202,1782581259070,0,0,0
203,1782581260119,0,0,0
204,1782581263333,0,0,0
205,1782581263917,0,0,0
206,1782581263933,0,0,0
207,1782581272192,0,0,0
208,1782581273891,0,0,0
209,1782581274425,0,0,0
210,1782581274907,0,0,0
211,1782581276955,0,0,0
212,1782581278387,0,0,0
213,1782581278837,0,0,0
214,1782581284532,0,0,0
215,1782581294124,0,0,0
216,1782581295106,0,0,0
217,1782581296139,0,0,0
218,1782581296656,0,0,0
219,1782581298437,0,0,0
220,1782581300369,0,0,0
221,1782581300735,0,0,0
222,1782581302400,0,0,0
223,1782581303034,0,0,0
224,1782581304615,0,0,0
225,1782581309811,0,0,0
226,1782581311142,0,0,0
227,1782581313224,0,0,0
228,1782581313758,0,0,0
229,1782581317539,0,0,0
230,1782581321768,0,0,0
231,1782581323332,0,0,0
232,1782581324598,0,0,0
233,1782581327529,0,0,0
234,1782581329528,0,0,0
235,1782581331492,0,0,0
236,1782581333724,0,0,0
237,1782581335256,0,0,0
