index,date,LOST_MSG_R_MOTOR,BUS_OFF_R_MOTOR,CAN_STATE_R_MOTOR
0,1782580171469,0,0,0
1,1782580403674,0,0,2
2,1782580404240,0,0,2
3,1782580406838,0,0,2
4,1782580407237,0,0,2
5,1782580408919,0,0,2
6,1782580409469,0,0,2
7,1782580410501,0,0,2
8,1782580410967,0,0,2
9,1782580411102,0,0,2
10,1782580411418,0,0,2
11,1782580411834,0,0,2
12,1782580412483,0,0,2
13,1782580412816,0,0,2
14,1782580414631,0,0,2
15,1782580415031,0,0,2
16,1782580416797,0,0,2
17,1782580417896,0,0,2
18,1782580418478,0,0,2
19,1782580418762,0,0,2
20,1782580419793,0,0,2
21,1782580421292,1,2304,110
22,1782580421743,0,0,2
23,1782580422325,0,0,2
24,1782580423374,0,0,2
25,1782580424340,0,0,2
26,1782580425405,0,0,2
27,1782580425673,0,0,2
28,1782580425889,0,0,2
29,1782580426972,0,0,2
30,1782580427588,0,0,2
31,1782580428005,0,0,2
32,1782580428621,0,0,2
33,1782580429235,0,0,2
34,1782580430336,0,0,2
35,1782580430484,0,0,2
36,1782580430868,0,0,2
37,1782580431850,0,0,2
38,1782580433433,0,0,2
39,1782580434481,0,0,2
40,1782580436146,0,0,2
41,1782580437213,0,0,2
42,1782580438095,0,0,2
43,1782580438694,0,0,2
44,1782580439110,0,0,2
45,1782580439743,0,0,2
46,1782580440126,0,0,2
47,1782580440659,0,0,2
48,1782580442041,0,0,2
49,1782580442625,0,0,2
50,1782580442824,0,0,2
51,1782580444089,0,0,2
52,1782580444489,0,0,2
53,1782580445105,0,0,2
54,1782580446021,0,0,2
55,1782580447121,0,0,2
56,1782580447471,0,0,2
57,1782580447687,0,0,2
58,1782580448303,0,0,2
59,1782580449435,0,0,2
60,1782580449952,0,0,2
61,1782580451018,0,0,2
62,1782580452100,0,0,2
63,1782580452283,0,0,2
64,1782580452582,0,0,2
65,1782580453249,0,0,2
66,1782580454281,0,0,2
67,1782580455230,0,0,2
68,1782580456346,0,0,2
69,1782580458611,0,0,2
70,1782580460126,0,0,2
71,1782580460576,0,0,2
72,1782580461175,0,0,2
73,1782580462191,0,0,2
74,1782580462790,0,0,2
75,1782580463207,0,0,2
76,1782580463856,0,0,2
77,1782580464539,0,0,2
78,1782580465488,0,0,2
79,1782580467270,0,0,2
80,1782580467719,0,0,2
81,1782580468619,0,0,2
82,1782580469069,0,0,2
83,1782580469185,0,0,2
84,1782580469451,0,0,2
85,1782580469934,0,0,2
