index,date,AIR_MINUS,AIR_PLUS,GVL,CURRENT
0,1782580405855,1,1,13.17,2
1,1782580407337,1,1,13.19,2
2,1782580408952,1,1,13.16,8
3,1782580410602,1,1,13.029999999999999,38
4,1782580411867,1,1,13.06,55
5,1782580413399,1,1,12.98,2
6,1782580413783,1,1,13.02,2
7,1782580415314,1,1,13.01,9
8,1782580416631,1,1,12.92,33
9,1782580419027,1,1,12.9,2
10,1782580420160,1,1,12.85,29
11,1782580420660,1,1,12.92,17
12,1782580422109,1,1,12.81,2
13,1782580424707,1,1,12.800000000000001,2
14,1782580426771,1,1,12.699999999999999,2
15,1782580429436,1,1,12.59,2
16,1782580435746,1,1,12.470000000000001,2
17,1782580438228,1,1,12.369999999999999,2
18,1782580441227,1,1,12.23,2
19,1782580444373,1,1,12.08,2
20,1782580445439,1,1,12.08,2
21,1782580448153,1,1,11.960000000000001,2
22,1782580450185,1,1,11.869999999999999,1
23,1782580451267,1,1,11.880000000000001,1
24,1782580451900,1,1,11.800000000000001,1
25,1782580453482,1,1,11.789999999999999,1
26,1782580457678,1,1,11.74,2
27,1782580459760,1,1,11.67,1
28,1782580462407,1,1,11.630000000000001,42
29,1782580463389,1,1,11.609999999999999,66
30,1782580464022,1,1,11.609999999999999,74
31,1782580464972,1,1,11.57,77
32,1782580466520,1,1,11.52,105
33,1782580467420,1,1,11.58,98
34,1782580470700,1,1,11.470000000000001,125
35,1782580472565,1,1,11.449999999999999,114
36,1782580475629,1,1,11.4,123
37,1782580477012,1,1,11.44,106
38,1782580478477,1,1,11.390000000000001,121
39,1782580479443,1,1,11.48,890
40,1782580479926,1,1,11.369999999999999,122
41,1782580480459,1,1,11.41,114
42,1782580482108,1,1,11.35,99
43,1782580484689,1,1,11.289999999999999,111
44,1782580485205,1,1,11.32,117
45,1782580487336,1,1,11.31,127
46,1782580488918,1,1,11.26,100
47,1782580495096,1,1,11.18,100
48,1782580497595,1,1,11.199999999999999,121
49,1782580502241,1,1,11.1,116
50,1782580503656,1,1,11.119999999999999,124
51,1782580508419,1,1,11.07,125
52,1782580511533,1,1,11.1,1
53,1782580514164,1,1,11.07,0
54,1782580517411,1,1,11.109999999999999,13
55,1782580520476,1,1,11.050000000000001,17
56,1782580520958,1,1,11.109999999999999,0
57,1782580522074,1,1,11.109999999999999,18
58,1782580526221,1,1,10.93,0
59,1782580526720,1,1,11.01,1
60,1782580530200,1,1,10.960000000000001,0
61,1782580533964,1,1,10.949999999999999,0
62,1782580535512,1,1,10.949999999999999,0
63,1782580535962,1,1,10.970000000000001,0
64,1782580538427,1,1,10.890000000000001,0
65,1782580542323,1,1,10.91,0
66,1782580543456,1,1,10.91,0
67,1782580545004,1,1,10.91,0
68,1782580546053,1,1,10.9,0
69,1782580548203,1,1,10.9,0
70,1782580548635,1,1,10.869999999999999,0
71,1782580550034,1,1,10.83,0
72,1782580554213,1,1,10.800000000000001,0
73,1782580554679,1,1,10.85,0
74,1782580555246,1,1,10.859999999999999,0
75,1782580555780,1,1,10.800000000000001,0
76,1782580562025,0,0,11.34,0
77,1782580568936,0,0,11.41,0
78,1782580569486,0,0,11.41,0
79,1782580572017,1,0,11.039999999999999,0
80,1782580572666,1,0,11.06,0
81,1782580574232,1,0,11.1,0
82,1782580574698,1,1,10.51,1
83,1782580576180,1,1,10.789999999999999,0
84,1782580576679,1,1,10.789999999999999,0
85,1782580579061,1,1,10.73,0
86,1782580580844,1,1,10.73,0
87,1782580582408,1,1,10.77,0
88,1782580583440,1,1,10.68,0
89,1782580585156,1,1,10.68,0
90,1782580585656,1,1,10.77,0
91,1782580586104,1,1,10.73,0
92,1782580588103,1,1,10.73,0
93,1782580589102,1,1,10.73,7
94,1782580589718,1,1,10.68,25
95,1782580591767,1,1,10.67,52
96,1782580592350,1,1,10.73,67
97,1782580596928,1,1,10.67,107
98,1782580597910,1,1,10.73,110
99,1782580600492,1,1,10.59,110
100,1782580601041,1,1,10.59,118
101,1782580602956,1,1,10.619999999999999,120
102,1782580604038,1,1,10.609999999999999,124
103,1782580605970,1,1,10.630000000000001,88
104,1782580606403,1,1,10.619999999999999,95
105,1782580606953,1,1,10.59,125
106,1782580607369,1,1,10.66,119
107,1782580608368,1,1,10.640000000000001,129
108,1782580608785,1,1,10.57,101
109,1782580611149,1,1,10.59,0
110,1782580611749,1,1,10.550000000000001,16
111,1782580613231,1,1,10.5,88
112,1782580613763,1,1,10.5,90
113,1782580617976,1,1,10.529999999999999,117
114,1782580620175,1,1,10.5,111
115,1782580620658,1,1,10.529999999999999,107
116,1782580623056,1,1,10.539999999999999,105
117,1782580623588,1,1,10.529999999999999,102
118,1782580627785,1,1,10.5,114
119,1782580628268,1,1,10.49,0
120,1782580632714,1,1,10.550000000000001,98
121,1782580634396,1,1,10.470000000000001,107
122,1782580639159,1,1,10.49,78
