index,ACCEL_X,ACCEL_Y,ACCEL_Z,1,2,3,4,5
0,1338,8039,349,0,0,0,0,0
1,1354,8042,352,0,0,0,0,0
2,1341,8046,361,0,0,0,0,0
3,1334,8039,356,0,0,0,0,0
4,1352,8034,342,0,0,0,0,0
5,1343,8035,363,0,0,0,0,0
6,1354,8040,355,0,0,0,0,0
7,1340,8048,366,0,0,0,0,0
8,1347,8039,372,0,0,0,0,0
9,1345,8044,351,0,0,0,0,0
10,1349,8030,347,0,0,0,0,0
11,1342,8048,370,0,0,0,0,0
12,1354,8028,373,0,0,0,0,0
13,1352,8032,340,0,0,0,0,0
14,1332,8030,344,0,0,0,0,0
15,1334,8041,356,0,0,0,0,0
16,1341,8029,356,0,0,0,0,0
17,1353,8043,369,0,0,0,0,0
18,1343,8048,353,0,0,0,0,0
19,1348,8043,366,0,0,0,0,0
20,1335,8037,356,0,0,0,0,0
21,1342,8030,365,0,0,0,0,0
22,1351,8043,360,0,0,0,0,0
23,1343,8038,364,0,0,0,0,0
24,1339,8027,351,0,0,0,0,0
25,1340,8021,356,0,0,0,0,0
26,1337,8038,365,0,0,0,0,0
27,1343,8054,357,0,0,0,0,0
28,1348,8021,355,0,0,0,0,0
29,1340,8046,343,0,0,0,0,0
30,1351,8024,358,0,0,0,0,0
31,1344,8048,361,0,0,0,0,0
32,1349,8037,365,0,0,0,0,0
33,1338,8027,363,0,0,0,0,0
34,1359,8062,370,0,0,0,0,0
35,1366,8064,362,0,0,0,0,0
36,1328,8030,356,0,0,0,0,0
37,1348,8026,339,0,0,0,0,0
38,1334,8033,359,0,0,0,0,0
39,1345,8039,366,0,0,0,0,0
40,2040,7318,1089,0,0,0,0,0
41,458,6968,-66,0,0,0,0,0
42,1731,7040,1352,0,0,0,0,0
43,2603,8638,2934,0,0,0,0,0
44,1355,6932,-1224,0,0,0,0,0
45,1578,7299,1472,0,0,0,0,0
46,999,8088,602,0,0,0,0,0
47,1004,8058,558,0,0,0,0,0
48,988,8079,556,0,0,0,0,0
49,1024,8074,563,0,0,0,0,0
50,1008,8083,593,0,0,0,0,0
51,1017,8082,581,0,0,0,0,0
52,1007,8081,581,0,0,0,0,0
53,1018,8070,597,0,0,0,0,0
54,1024,8086,616,0,0,0,0,0
55,1008,8056,599,0,0,0,0,0
56,1030,8081,614,0,0,0,0,0
57,1015,8073,644,0,0,0,0,0
58,1009,8071,591,0,0,0,0,0
59,1014,8074,587,0,0,0,0,0
60,1018,8082,636,0,0,0,0,0
61,1022,8070,626,0,0,0,0,0
62,1016,8066,599,0,0,0,0,0
63,1024,8087,587,0,0,0,0,0
64,1020,8080,612,0,0,0,0,0
65,1024,8057,624,0,0,0,0,0
66,1007,8079,596,0,0,0,0,0
67,1034,8068,618,0,0,0,0,0
68,1014,8073,609,0,0,0,0,0
69,1019,8083,583,0,0,0,0,0
70,1038,8071,621,0,0,0,0,0
71,1010,8061,615,0,0,0,0,0
72,1011,8082,630,0,0,0,0,0
73,1064,8046,600,0,0,0,0,0
74,1017,8086,650,0,0,0,0,0
75,1000,8082,636,0,0,0,0,0
76,1034,8053,607,0,0,0,0,0
77,1046,8085,604,0,0,0,0,0
78,1005,8099,595,0,0,0,0,0
79,1017,8041,640,0,0,0,0,0
80,1057,8075,647,0,0,0,0,0
81,1008,8065,597,0,0,0,0,0
82,999,8078,618,0,0,0,0,0
83,1038,8067,627,0,0,0,0,0
84,1013,8062,633,0,0,0,0,0
85,1009,8072,600,0,0,0,0,0
86,1036,8076,608,0,0,0,0,0
87,1025,8068,623,0,0,0,0,0
88,771,8075,600,0,0,0,0,0
89,1016,8077,608,0,0,0,0,0
90,1028,8078,614,0,0,0,0,0
91,1027,8078,605,0,0,0,0,0
92,1012,8070,613,0,0,0,0,0
93,1030,8079,622,0,0,0,0,0
94,1013,8075,612,0,0,0,0,0
95,1016,8078,611,0,0,0,0,0
96,1022,8077,613,0,0,0,0,0
97,1023,8070,610,0,0,0,0,0
98,1010,8065,590,0,0,0,0,0
99,1025,8082,617,0,0,0,0,0
100,1025,8074,609,0,0,0,0,0
101,1014,8076,602,0,0,0,0,0
102,1017,8082,612,0,0,0,0,0
103,1020,8080,635,0,0,0,0,0
104,1017,8070,619,0,0,0,0,0
105,1017,8084,612,0,0,0,0,0
106,1025,8079,610,0,0,0,0,0
107,1021,8064,599,0,0,0,0,0
108,1027,8080,613,0,0,0,0,0
109,1013,8076,606,0,0,0,0,0
110,1022,8071,616,0,0,0,0,0
111,1022,8060,593,0,0,0,0,0
112,1020,8081,597,0,0,0,0,0
113,1017,8074,621,0,0,0,0,0
114,1014,8088,618,0,0,0,0,0
115,1015,8082,612,0,0,0,0,0
116,1026,8068,602,0,0,0,0,0
117,1018,8077,610,0,0,0,0,0
118,1013,8080,614,0,0,0,0,0
119,1031,8072,614,0,0,0,0,0
120,1018,8080,598,0,0,0,0,0
121,1011,8075,605,0,0,0,0,0
122,1027,8076,613,0,0,0,0,0
123,1022,8072,602,0,0,0,0,0
124,1020,8074,608,0,0,0,0,0
125,1016,8070,595,0,0,0,0,0
126,772,8076,606,0,0,0,0,0
127,1005,8080,645,0,0,0,0,0
128,1018,8076,615,0,0,0,0,0
129,1021,8064,593,0,0,0,0,0
130,1014,8076,613,0,0,0,0,0
131,1012,8064,612,0,0,0,0,0
132,1020,8079,609,0,0,0,0,0
133,1008,8078,596,0,0,0,0,0
134,1024,8064,608,0,0,0,0,0
135,1022,8071,624,0,0,0,0,0
136,1023,8080,608,0,0,0,0,0
137,1011,8064,598,0,0,0,0,0
138,1018,8068,604,0,0,0,0,0
139,1031,8078,624,0,0,0,0,0
140,999,8060,616,0,0,0,0,0
141,1019,8072,608,0,0,0,0,0
142,1030,8080,605,0,0,0,0,0
143,1008,8072,619,0,0,0,0,0
144,1005,8078,605,0,0,0,0,0
145,1038,8071,611,0,0,0,0,0
146,1014,8077,614,0,0,0,0,0
147,986,8066,625,0,0,0,0,0
148,1034,8089,614,0,0,0,0,0
149,1046,8059,599,0,0,0,0,0
150,988,8080,642,0,0,0,0,0
151,1001,8061,601,0,0,0,0,0
152,1047,8065,616,0,0,0,0,0
153,988,8073,604,0,0,0,0,0
154,1026,8078,610,0,0,0,0,0
155,1046,8074,589,0,0,0,0,0
156,1004,8077,620,0,0,0,0,0
157,1015,8078,628,0,0,0,0,0
158,1022,8074,592,0,0,0,0,0
159,1014,8085,602,0,0,0,0,0
160,1004,8079,616,0,0,0,0,0
161,1029,8072,632,0,0,0,0,0
162,1016,8084,601,0,0,0,0,0
163,1027,8058,618,0,0,0,0,0
164,1022,8068,606,0,0,0,0,0
165,1002,8088,610,0,0,0,0,0
166,1026,8062,601,0,0,0,0,0
167,1010,8090,606,0,0,0,0,0
168,1014,8076,634,0,0,0,0,0
169,1019,8080,612,0,0,0,0,0
170,1021,8060,620,0,0,0,0,0
171,1007,8080,600,0,0,0,0,0
172,1025,8084,613,0,0,0,0,0
173,1016,8081,614,0,0,0,0,0
174,1031,8066,610,0,0,0,0,0
175,1015,8060,602,0,0,0,0,0
176,1018,8085,613,0,0,0,0,0
177,1025,8069,625,0,0,0,0,0
178,1014,8064,610,0,0,0,0,0
179,1030,8076,622,0,0,0,0,0
180,1020,8068,598,0,0,0,0,0
181,1016,8082,625,0,0,0,0,0
182,1018,8073,613,0,0,0,0,0
183,1019,8076,611,0,0,0,0,0
184,1021,8070,600,0,0,0,0,0
185,1017,8070,613,0,0,0,0,0
186,1009,8080,612,0,0,0,0,0
187,1016,8070,626,0,0,0,0,0
188,1016,8072,606,0,0,0,0,0
189,1025,8072,605,0,0,0,0,0
190,1015,8068,618,0,0,0,0,0
191,1014,8072,616,0,0,0,0,0
192,1018,8072,595,0,0,0,0,0
193,1017,8070,616,0,0,0,0,0
194,1014,8076,617,0,0,0,0,0
195,1028,8079,604,0,0,0,0,0
196,1020,8073,608,0,0,0,0,0
197,1022,8077,611,0,0,0,0,0
198,1022,8069,622,0,0,0,0,0
199,1020,8066,612,0,0,0,0,0
200,1019,8068,610,0,0,0,0,0
201,1009,8070,615,0,0,0,0,0
202,1024,8072,605,0,0,0,0,0
203,1023,8076,616,0,0,0,0,0
204,1008,8080,618,0,0,0,0,0
205,1016,8062,598,0,0,0,0,0
206,1029,8077,608,0,0,0,0,0
207,1018,8094,616,0,0,0,0,0
208,1009,8062,603,0,0,0,0,0
209,1019,8074,615,0,0,0,0,0
210,1015,8084,614,0,0,0,0,0
211,1010,8063,614,0,0,0,0,0
212,1028,8070,597,0,0,0,0,0
213,1010,8071,605,0,0,0,0,0
214,1024,8078,618,0,0,0,0,0
215,1020,8077,615,0,0,0,0,0
216,1010,8075,600,0,0,0,0,0
217,1029,8076,614,0,0,0,0,0
218,1010,8074,616,0,0,0,0,0
219,1019,8080,596,0,0,0,0,0
220,1008,8072,615,0,0,0,0,0
221,1008,8078,602,0,0,0,0,0
222,1028,8073,612,0,0,0,0,0
223,1010,8077,614,0,0,0,0,0
224,1019,8061,604,0,0,0,0,0
225,1024,8075,623,0,0,0,0,0
226,1008,8074,596,0,0,0,0,0
227,1025,8077,613,0,0,0,0,0
228,1007,8063,606,0,0,0,0,0
229,1022,8080,614,0,0,0,0,0
230,1030,8072,612,0,0,0,0,0
231,1024,8078,616,0,0,0,0,0
232,1008,8078,610,0,0,0,0,0
233,1013,8058,614,0,0,0,0,0
234,1040,8084,607,0,0,0,0,0
235,1015,8076,613,0,0,0,0,0
236,1021,8068,621,0,0,0,0,0
237,1024,8089,615,0,0,0,0,0
238,1008,8067,617,0,0,0,0,0
239,1008,8071,617,0,0,0,0,0
240,1022,8078,602,0,0,0,0,0
241,1016,8070,605,0,0,0,0,0
242,1006,8075,611,0,0,0,0,0
243,1009,8070,601,0,0,0,0,0
244,1018,8072,614,0,0,0,0,0
245,1023,8077,618,0,0,0,0,0
246,1010,8075,605,0,0,0,0,0
247,1017,8073,595,0,0,0,0,0
248,1020,8070,628,0,0,0,0,0
249,1018,8070,604,0,0,0,0,0
250,1005,8080,603,0,0,0,0,0
251,1029,8069,606,0,0,0,0,0
252,1018,8082,615,0,0,0,0,0
253,1007,8064,585,0,0,0,0,0
254,1030,8071,580,0,0,0,0,0
255,1013,8068,633,0,0,0,0,0
256,1007,8064,649,0,0,0,0,0
257,1027,8078,588,0,0,0,0,0
258,1040,8068,586,0,0,0,0,0
259,1006,8080,600,0,0,0,0,0
260,1006,8074,628,0,0,0,0,0
261,1025,8076,608,0,0,0,0,0
262,1016,8071,588,0,0,0,0,0
263,1014,8076,616,0,0,0,0,0
264,1025,8081,608,0,0,0,0,0
265,1019,8071,626,0,0,0,0,0
266,1015,8080,606,0,0,0,0,0
267,1020,8072,604,0,0,0,0,0
268,1015,8070,613,0,0,0,0,0
269,1026,8076,616,0,0,0,0,0
270,1021,8084,612,0,0,0,0,0
271,1012,8080,602,0,0,0,0,0
272,1021,8082,612,0,0,0,0,0
273,1013,8074,610,0,0,0,0,0
274,1025,8076,608,0,0,0,0,0
275,1026,8080,602,0,0,0,0,0
276,1016,8067,602,0,0,0,0,0
277,1022,8082,616,0,0,0,0,0
278,1020,8068,608,0,0,0,0,0
279,1023,8093,625,0,0,0,0,0
280,1006,8050,606,0,0,0,0,0
281,1022,8064,598,0,0,0,0,0
282,1019,8077,607,0,0,0,0,0
283,1019,8078,633,0,0,0,0,0
284,1012,8067,596,0,0,0,0,0
285,1018,8081,604,0,0,0,0,0
286,1014,8070,612,0,0,0,0,0
287,1024,8067,616,0,0,0,0,0
288,1024,8064,600,0,0,0,0,0
289,1034,8099,597,0,0,0,0,0
290,669,8571,716,0,0,0,0,0
291,340,7449,112,0,0,0,0,0
292,1400,8491,1161,0,0,0,0,0
293,763,7581,331,1277,0,0,0,0
294,817,8756,-798,0,0,0,0,0
295,278,7690,796,275,0,0,0,0
296,410,8475,298,0,0,0,0,0
297,-2,7629,-742,0,0,0,0,0
298,1021,8739,300,0,0,0,0,0
299,534,8086,-122,0,0,0,0,0
300,962,8706,-112,0,0,0,0,0
301,1755,9337,122,0,0,0,0,0
302,1240,7969,244,0,0,0,0,0
303,1210,8281,172,231,0,0,0,0
304,958,7943,-34,0,0,0,0,0
305,1676,7621,1588,229,0,0,0,0
306,133,7895,-504,0,0,0,0,0
307,803,8525,540,1312,0,0,0,0
308,710,8611,529,0,0,0,0,0
309,371,6912,134,0,0,0,0,0
310,364,7931,-290,1039,0,0,0,0
311,1092,8117,340,0,0,0,0,0
312,1204,8556,-105,1038,0,0,0,0
313,774,7360,198,0,0,0,0,0
314,362,7853,-51,1317,0,0,0,0
315,680,7016,-803,0,0,0,0,0
316,183,8710,507,1039,0,0,0,0
317,481,7540,478,0,0,0,0,0
318,10,7975,1406,0,0,0,0,0
319,758,8729,473,0,0,0,0,0
320,716,7678,-493,0,0,0,0,0
321,640,8232,760,0,0,0,0,0
322,-128,8370,-627,981,0,0,0,0
323,1402,7646,-74,0,0,0,0,0
324,-498,7179,165,0,0,0,0,0
325,335,8148,281,0,0,0,0,0
326,293,9024,787,0,0,0,0,0
327,-90,8229,567,0,0,0,0,0
328,634,7976,488,0,0,0,0,0
329,646,8414,-782,0,0,0,0,0
330,36,7253,946,0,0,0,0,0
331,-92,8011,-236,0,0,0,0,0
332,1467,8726,-8,193,0,0,0,0
333,898,7401,-434,0,0,0,0,0
334,45,8182,180,1329,0,0,0,0
335,257,8293,-28,0,0,0,0,0
336,1028,8713,843,1330,0,0,0,0
337,-311,8228,-418,0,0,0,0,0
338,-186,6950,85,1333,0,0,0,0
339,531,8179,-146,0,0,0,0,0
340,-75,7706,-1722,0,0,0,0,0
341,33,7190,293,0,0,0,0,0
342,17,8208,181,0,0,0,0,0
343,540,7485,-1018,0,0,0,0,0
344,215,8425,9,0,0,0,0,0
345,-66,8856,363,0,0,0,0,0
346,432,6878,241,0,0,0,0,0
347,-16,8467,224,0,0,0,0,0
348,285,7789,-1012,0,0,0,0,0
349,43,7534,212,0,0,0,0,0
350,692,8897,758,0,0,0,0,0
351,28,8674,553,0,0,0,0,0
352,-39,7676,10,0,0,0,0,0
353,-38,8564,929,0,0,0,0,0
354,0,7959,1617,0,0,0,0,0
355,-454,7884,-591,0,0,0,0,0
356,400,8233,906,0,0,0,0,0
357,319,8826,1220,344,0,0,0,0
358,319,7826,148,0,0,0,0,0
359,-152,7916,1097,1335,0,0,0,0
360,1022,6528,1170,0,0,0,0,0
361,527,9034,-941,0,0,0,0,0
362,602,8595,538,0,0,0,0,0
363,668,8920,596,0,0,0,0,0
364,654,8004,1151,0,0,0,0,0
365,229,7046,-255,0,0,0,0,0
366,809,6514,-69,0,0,0,0,0
367,946,8986,232,0,0,0,0,0
368,390,8888,-697,0,0,0,0,0
369,1196,8690,939,0,0,0,0,0
370,94,7478,298,0,0,0,0,0
371,298,6948,434,0,0,0,0,0
372,8,8880,-613,0,0,0,0,0
373,950,8278,-754,0,0,0,0,0
374,173,8677,126,0,0,0,0,0
375,358,8104,244,0,0,0,0,0
376,71,8004,48,0,0,0,0,0
377,492,7521,-64,0,0,0,0,0
378,612,8690,-576,0,0,0,0,0
379,661,7836,-206,0,0,0,0,0
380,354,8310,16,0,0,0,0,0
381,1104,8559,-763,0,0,0,0,0
382,405,7334,-1106,0,0,0,0,0
383,340,8514,446,0,0,0,0,0
384,1546,8263,662,0,0,0,0,0
385,946,8290,-414,0,0,0,0,0
386,53,6614,22,0,0,0,0,0
387,299,9039,-1650,0,0,0,0,0
388,1100,7517,233,523,0,0,0,0
389,1048,7964,881,0,0,0,0,0
390,678,7813,-261,105,0,0,0,0
391,539,8325,-817,0,0,0,0,0
392,400,7954,-231,132,0,0,0,0
393,436,8164,289,0,0,0,0,0
394,-182,8537,-1154,566,0,0,0,0
395,646,7681,-672,0,0,0,0,0
396,959,7678,-90,1235,0,0,0,0
397,476,8954,218,0,0,0,0,0
398,527,7359,-638,0,0,0,0,0
399,236,8690,1051,0,0,0,0,0
400,1162,8316,-1731,0,0,0,0,0
401,938,7156,-2458,0,0,0,0,0
402,1013,7038,-544,0,0,0,0,0
403,-26,7351,-1148,0,0,0,0,0
404,1098,9357,-856,0,0,0,0,0
405,-220,8606,40,0,0,0,0,0
406,154,7568,-1592,0,0,0,0,0
407,1140,8860,-558,0,0,0,0,0
408,1371,7971,932,0,0,0,0,0
409,424,9204,-498,0,0,0,0,0
410,974,7942,-684,0,0,0,0,0
411,1198,9169,217,0,0,0,0,0
