index,GYRO_X,GYRO_Y,GYRO_Z,1,2,3,4,5
0,0,-7,-1,0,0,0,0,0
1,11,-4,-2,0,0,0,0,0
2,3,-8,-2,0,0,0,0,0
3,2,-8,1,0,0,0,0,0
4,3,-8,1,0,0,0,0,0
5,1,-8,-1,0,0,0,0,0
6,3,-7,-1,0,0,0,0,0
7,4,-7,-2,0,0,0,0,0
8,1,-8,0,0,0,0,0,0
9,3,-8,0,0,0,0,0,0
10,2,-9,-1,0,0,0,0,0
11,3,-6,0,0,0,0,0,0
12,4,-7,0,0,0,0,0,0
13,3,-7,-1,0,0,0,0,0
14,2,-7,0,0,0,0,0,0
15,3,-7,0,0,0,0,0,0
16,2,-7,0,0,0,0,0,0
17,2,-6,-1,0,0,0,0,0
18,2,-7,0,0,0,0,0,0
19,1,-8,-2,0,0,0,0,0
20,1,-7,-1,0,0,0,0,0
21,5,-8,-1,0,0,0,0,0
22,2,-9,-1,0,0,0,0,0
23,1,-8,-1,0,0,0,0,0
24,3,-8,-1,0,0,0,0,0
25,3,-8,0,0,0,0,0,0
26,3,-7,0,0,0,0,0,0
27,0,-7,1,0,0,0,0,0
28,4,-7,-1,0,0,0,0,0
29,4,-7,0,0,0,0,0,0
30,2,-7,0,0,0,0,0,0
31,2,-8,-1,0,0,0,0,0
32,2,-9,0,0,0,0,0,0
33,2,-7,-1,0,0,0,0,0
34,2,-7,0,0,0,0,0,0
35,4,-7,-1,0,0,0,0,0
36,4,-6,-1,0,0,0,0,0
37,4,-7,0,0,0,0,0,0
38,0,-10,-1,0,0,0,0,0
39,3,-7,-1,0,0,0,0,0
40,2,-6,0,0,0,0,0,0
41,2,-8,0,0,0,0,0,0
42,4,-6,0,0,0,0,0,0
43,2,-6,0,0,0,0,0,0
44,3,-8,-1,0,0,0,0,0
45,2,-7,0,0,0,0,0,0
46,3,-8,1,0,0,0,0,0
47,3,-7,0,0,0,0,0,0
48,4,-9,-1,0,0,0,0,0
49,2,-8,-1,0,0,0,0,0
50,3,-8,0,0,0,0,0,0
51,4,-7,-1,0,0,0,0,0
52,3,-8,-1,0,0,0,0,0
53,3,-7,0,0,0,0,0,0
54,3,-7,0,0,0,0,0,0
55,3,-7,-1,0,0,0,0,0
56,2,-7,0,0,0,0,0,0
57,1,-7,0,0,0,0,0,0
58,-5,-11,-3,0,0,0,0,0
59,-6,-8,0,0,0,0,0,0
60,252,-9,0,0,0,0,0,0
61,3,-6,-3,0,0,0,0,0
62,3,-8,0,0,0,0,0,0
63,3,-8,-2,0,0,0,0,0
64,2,-8,0,0,0,0,0,0
65,4,-6,0,0,0,0,0,0
66,1,-7,-1,0,0,0,0,0
67,2,-7,0,0,0,0,0,0
68,4,-7,1,0,0,0,0,0
69,3,-7,1,0,0,0,0,0
70,4,-9,0,0,0,0,0,0
71,3,-6,-256,0,0,0,0,0
72,4,-8,0,0,0,0,0,0
73,3,-7,-1,0,0,0,0,0
74,2,-8,-1,0,0,0,0,0
75,3,-7,0,0,0,0,0,0
76,3,-8,-1,0,0,0,0,0
77,4,-8,-1,0,0,0,0,0
78,2,-10,-1,0,0,0,0,0
79,3,-8,-1,0,0,0,0,0
80,1,-7,-1,0,0,0,0,0
81,2,-8,0,0,0,0,0,0
82,3,-8,1,0,0,0,0,0
83,1,-7,-1,0,0,0,0,0
84,1,-7,-1,0,0,0,0,0
85,1,-8,-1,0,0,0,0,0
86,3,-9,0,0,0,0,0,0
87,3,-8,0,0,0,0,0,0
88,3,-8,-1,0,0,0,0,0
89,1,-9,-1,0,0,0,0,0
90,2,-7,-1,0,0,0,0,0
91,3,-6,0,0,0,0,0,0
92,2,-6,0,0,0,0,0,0
93,5,-8,0,0,0,0,0,0
94,1,-8,0,0,0,0,0,0
95,3,-7,-1,0,0,0,0,0
96,3,-7,0,0,0,0,0,0
97,2,-7,0,0,0,0,0,0
98,3,-7,-1,0,0,0,0,0
99,3,-7,0,0,0,0,0,0
100,2,-6,-1,0,0,0,0,0
101,4,-7,0,0,0,0,0,0
102,4,-8,1,0,0,0,0,0
103,6,-7,0,0,0,0,0,0
104,0,-7,0,0,0,0,0,0
105,3,-7,-1,0,0,0,0,0
106,4,-8,0,0,0,0,0,0
107,2,-7,-1,0,0,0,0,0
108,0,-9,0,0,0,0,0,0
109,3,-7,0,0,0,0,0,0
110,4,-6,-1,0,0,0,0,0
111,3,-6,-1,0,0,0,0,0
112,1,-8,-1,0,0,0,0,0
113,3,-7,0,0,0,0,0,0
114,3,-7,0,0,0,0,0,0
115,3,-8,-1,0,0,0,0,0
116,3,-7,-1,0,0,0,0,0
117,3,-8,-1,0,0,0,0,0
118,3,-6,-1,0,0,0,0,0
119,3,-7,-1,0,0,0,0,0
120,2,-8,0,0,0,0,0,0
121,2,-7,-1,0,0,0,0,0
122,2,-8,0,0,0,0,0,0
123,3,-8,0,0,0,0,0,0
124,1,-9,0,0,0,0,0,0
125,3,-8,0,0,0,0,0,0
126,2,-7,-1,0,0,0,0,0
127,4,-7,0,0,0,0,0,0
128,2,-8,-1,0,0,0,0,0
129,3,-6,-1,0,0,0,0,0
130,2,-8,-1,0,0,0,0,0
131,2,-9,-1,0,0,0,0,0
132,2,-9,1,0,0,0,0,0
133,5,-6,0,0,0,0,0,0
134,2,-8,-1,0,0,0,0,0
135,2,-8,0,0,0,0,0,0
136,2,-6,-1,0,0,0,0,0
137,3,-8,0,0,0,0,0,0
138,3,-8,0,0,0,0,0,0
139,3,-7,-1,0,0,0,0,0
140,2,-8,-1,0,0,0,0,0
141,2,-8,-1,0,0,0,0,0
142,4,-8,-1,0,0,0,0,0
143,2,-8,-1,0,0,0,0,0
144,1,-9,-1,0,0,0,0,0
145,2,-7,0,0,0,0,0,0
146,3,-7,0,0,0,0,0,0
147,3,-7,-1,0,0,0,0,0
148,4,-8,0,0,0,0,0,0
149,2,-7,-1,0,0,0,0,0
150,0,-7,0,0,0,0,0,0
151,2,-7,0,0,0,0,0,0
152,3,-9,1,0,0,0,0,0
153,3,-7,-1,0,0,0,0,0
154,3,-8,-1,0,0,0,0,0
155,3,-8,0,0,0,0,0,0
156,3,-7,0,0,0,0,0,0
157,3,-6,-1,0,0,0,0,0
158,2,-8,0,0,0,0,0,0
159,3,-8,0,0,0,0,0,0
160,4,-7,1,0,0,0,0,0
161,3,-8,0,0,0,0,0,0
162,2,-7,-1,0,0,0,0,0
163,2,-7,1,0,0,0,0,0
164,2,-8,-1,0,0,0,0,0
165,2,-8,0,0,0,0,0,0
166,2,-8,0,0,0,0,0,0
167,2,-8,0,0,0,0,0,0
168,3,-7,-1,0,0,0,0,0
169,1,-8,0,0,0,0,0,0
170,1,-8,0,0,0,0,0,0
171,3,-8,-1,0,0,0,0,0
172,2,-7,-1,0,0,0,0,0
173,3,-8,1,0,0,0,0,0
174,1,-7,-1,0,0,0,0,0
175,4,-7,0,0,0,0,0,0
176,3,-7,0,0,0,0,0,0
177,2,-7,0,0,0,0,0,0
178,2,-8,0,0,0,0,0,0
179,1,-7,0,0,0,0,0,0
180,3,-8,-1,0,0,0,0,0
181,4,-6,0,0,0,0,0,0
182,2,-7,0,0,0,0,0,0
183,2,-8,1,0,0,0,0,0
184,3,-7,-1,0,0,0,0,0
185,2,-7,0,0,0,0,0,0
186,2,-8,-1,0,0,0,0,0
187,3,-6,-1,0,0,0,0,0
188,3,-8,0,0,0,0,0,0
189,5,-7,-1,0,0,0,0,0
190,4,-8,-1,0,0,0,0,0
191,2,-8,0,0,0,0,0,0
192,2,-7,-1,0,0,0,0,0
193,3,-7,-1,0,0,0,0,0
194,2,-8,0,0,0,0,0,0
195,2,-7,0,0,0,0,0,0
196,3,-8,-1,0,0,0,0,0
197,3,-8,0,0,0,0,0,0
198,3,-7,-1,0,0,0,0,0
199,2,-8,-1,0,0,0,0,0
200,4,-7,0,0,0,0,0,0
201,3,-8,1,0,0,0,0,0
202,1,-6,-1,0,0,0,0,0
203,4,-7,-1,0,0,0,0,0
204,2,-7,0,0,0,0,0,0
205,3,-7,0,0,0,0,0,0
206,2,-8,-1,0,0,0,0,0
207,1,-8,1,0,0,0,0,0
208,4,-7,0,0,0,0,0,0
209,3,-7,-1,0,0,0,0,0
210,2,-8,-1,0,0,0,0,0
211,3,-7,0,0,0,0,0,0
212,2,-7,-1,0,0,0,0,0
213,1,-8,0,0,0,0,0,0
214,3,-7,-1,0,0,0,0,0
215,4,-7,-1,0,0,0,0,0
216,2,-9,0,0,0,0,0,0
217,2,-6,-1,0,0,0,0,0
218,4,-8,0,0,0,0,0,0
219,1,-7,0,0,0,0,0,0
220,2,-7,0,0,0,0,0,0
221,4,-7,0,0,0,0,0,0
222,3,-7,0,0,0,0,0,0
223,2,-7,0,0,0,0,0,0
224,3,-7,-1,0,0,0,0,0
225,3,-7,-1,0,0,0,0,0
226,3,-8,-1,0,0,0,0,0
227,3,-7,-1,0,0,0,0,0
228,2,-8,-1,0,0,0,0,0
229,2,-7,1,0,0,0,0,0
230,2,-7,-1,0,0,0,0,0
231,1,-7,-1,0,0,0,0,0
232,3,-7,0,0,0,0,0,0
233,2,-7,-1,0,0,0,0,0
234,2,-8,-1,0,0,0,0,0
235,2,-7,-1,0,0,0,0,0
236,5,-8,1,0,0,0,0,0
237,9,-7,-1,0,0,0,0,0
238,3,-6,-1,0,0,0,0,0
239,2,-6,-1,0,0,0,0,0
240,1,-7,-1,0,0,0,0,0
241,0,-7,1,0,0,0,0,0
242,2,-8,-1,0,0,0,0,0
243,-1,-6,0,0,0,0,0,0
244,4,-7,0,0,0,0,0,0
245,5,-7,-1,0,0,0,0,0
246,3,-6,-1,0,0,0,0,0
247,3,-8,-1,0,0,0,0,0
248,0,-7,-1,0,0,0,0,0
249,3,-6,0,0,0,0,0,0
250,4,-7,-1,0,0,0,0,0
251,2,-6,-1,0,0,0,0,0
252,1,-8,0,0,0,0,0,0
253,2,-7,1,0,0,0,0,0
254,3,-7,0,0,0,0,0,0
255,3,-9,0,0,0,0,0,0
256,2,-8,-1,0,0,0,0,0
257,1,-9,0,0,0,0,0,0
258,2,-6,-1,0,0,0,0,0
259,3,-8,-1,0,0,0,0,0
260,3,-7,-1,0,0,0,0,0
261,2,-9,-1,0,0,0,0,0
262,1,-7,-1,0,0,0,0,0
263,3,-8,0,0,0,0,0,0
264,3,-7,0,0,0,0,0,0
265,3,-8,-1,0,0,0,0,0
266,2,-7,0,0,0,0,0,0
267,2,-7,0,0,0,0,0,0
268,2,-8,0,0,0,0,0,0
269,3,-7,-1,0,0,0,0,0
270,2,-7,-1,0,0,0,0,0
271,2,-9,-1,0,0,0,0,0
272,5,-6,0,0,0,0,0,0
273,0,-9,1,0,0,0,0,0
274,-4,-9,0,0,0,0,0,0
275,4,-7,1,0,0,0,0,0
276,2,-6,0,0,0,0,0,0
277,4,-7,0,0,0,0,0,0
278,4,-6,-1,0,0,0,0,0
279,-2,-9,-1,0,0,0,0,0
280,2,-7,-1,0,0,0,0,0
281,4,-6,0,0,0,0,0,0
282,0,-8,0,0,0,0,0,0
283,0,-7,0,0,0,0,0,0
284,3,-8,0,0,0,0,0,0
285,2,-8,-2,0,0,0,0,0
286,3,-6,0,0,0,0,0,0
287,1,-6,0,0,0,0,0,0
288,1,-7,-1,0,0,0,0,0
289,3,-7,-1,0,0,0,0,0
290,3,-7,-2,0,0,0,0,0
291,2,-8,0,0,0,0,0,0
292,1,-7,-1,0,0,0,0,0
293,3,-9,-1,0,0,0,0,0
294,2,-6,0,0,0,0,0,0
295,2,-8,-1,0,0,0,0,0
296,3,-8,0,0,0,0,0,0
297,1,-7,0,0,0,0,0,0
298,4,-9,0,0,0,0,0,0
299,3,-5,0,0,0,0,0,0
300,3,-6,-1,0,0,0,0,0
