tempo;velocidade
0.3880236305048399; 21.540927147801483
0.3880236305048399; 20.663078236028475
0.3880236305048399; 18.85999011133276
0.3880236305048399; 11.7108246807495
0.3880236305048399; 3.850804732920743
0.3880236305048399; 2.9571590540978363
0.3880236305048399; 2.0635133752749297
0.7157102250399578; 22.37194992867657
0.9497720782793273; 15.122926363527874
1.0059469230567757; 19.888495047141667
1.080846716093376; 23.33634255707296
2.697433915799957; 24.573906421382258
2.907380305372241; 25.72481373501782
3.1967658693772805; 27.866726393783836
3.440190196746226; 26.76469234310266
4.133013282334762; 24.91240857245154
4.1865131345037625; 23.67639214654713
4.357712661444557; 22.198975329480167
4.357712661444557; 20.070473803556517
4.4138875062220055; 21.0128637921334
4.544962144036054; 18.89248631783541
4.7696615231458495; 17.86434245098764
5.947892882836955; 16.910217721173687
6.941755521207202; 17.76324314186828
7.209254782052199; 18.86579300535109
7.61585365853659; 20.42793207508568
7.784378192868935; 21.459686631544855
8.06525241675618; 22.272091794111134
8.408543134840588; 23.36883876357561
8.974749903629164; 24.860182526286565
10.124996725262637; 25.95950855975919
10.59312043174138; 26.85837281341108
11.435743103403112; 25.156130121221423
11.529367844698857; 24.18124392614189
11.716617327290354; 23.16573747293404
12.059908045374762; 21.910571496769137
12.137928663121222; 20.819917566023907
12.484340205915487; 19.79425604828398
12.840114222839333; 18.34411283310317
13.47208122658563; 16.81374460811894
14.80623379005004; 16.504015139890548
16.491479133373506; 17.3686463486218
17.614976028922484; 18.254748265220883
17.989474994105475; 19.282440795867224
18.27034921799272; 20.33247446848414
18.488806947682797; 21.41906637341654
18.850822614026356; 22.684387414113516
19.019347148358705; 23.64302550594173
19.206596630950198; 24.38434521678346
19.412571061800843; 25.151616759207165
19.637270440910644; 26.350365710193856
19.76834507872469; 27.451174705471164
20.011769406093634; 28.503239390994494
20.94385571943797; 30.872754448479476
21.06348733331587; 29.66573100046665
21.07909145686516; 32.1387524934786
21.98413062272406; 27.686433700464317
22.062151240470516; 26.567684091180336
22.296213093709884; 25.372771497905767
22.33366299022818; 24.327476855403823
22.48346257630138; 23.395918935661154
22.520912472819678; 22.44269687825005
22.89541143800267; 21.24846128927762
22.998398653427994; 20.241078887695434
23.294877000864535; 19.1714120903165
23.457159885777163; 17.95822038088419
23.606959471850356; 16.849287333981216
23.84770880661085; 15.372450806316085
23.93464606638548; 14.005869264999237
24.39340729873464; 12.994424837604221
25.067505436064028; 12.393245017305173
26.4692015628918; 12.790162968158985
26.88382541720154; 14.154810211469723
27.886947645370274; 15.297013184077791
28.077540868722327; 17.260567447530395
28.082222105787114; 16.256231565307832
29.91102538576406; 14.669333481095034
31.359088051138297; 15.301655499292455
31.771036912839588; 16.357782210628617
31.939561447171936; 17.509366528566318
32.12681092976344; 18.53502804630625
32.52003484320558; 19.859248461289283
32.68855937753793; 20.972243534005084
33.103183231847666; 22.24888021803781
33.4375573079039; 23.57194005421718
33.765243902439025; 24.404655345847615
34.226680127396634; 25.573938490541224
35.07078890606307; 26.798993894411012
35.49730161641037; 28.074018663438647
36.87670613816772; 25.59753692621577
36.964089230043754; 24.546826249296714
38.04597512946128; 26.699699930097356
38.493293337874306; 25.52171244437625
38.54010570852218; 24.475740797572165
38.774167561761544; 23.199587688040967
39.01491689652204; 21.61056187602145
39.22356631998113; 20.354815610454715
39.61679023342327; 19.1240217891668
40.178538681197765; 17.837713615103524
41.20841083545099; 16.738709964631916
42.06975845537188; 15.577873254564992
42.23828298970422; 14.57906624080989
42.67965677009846; 13.341437899900388
43.73627885043619; 12.502919714251622
44.99085038379921; 11.393986667348653
45.78882125576605; 10.685944321819722
46.73227057190013; 12.516459800294395
47.16294438186057; 13.928690774555442
47.350193864452066; 15.041685847271246
