tempo;velocidade
47.687242933116764; 16.349658159002956
47.85576746744911; 17.377350689649298
47.949392208744854; 18.006964690638164
48.27039132175885; 18.87159589936942
48.62349034607425; 20.22483078444411
48.79201488040658; 21.327670792627835
49.18523879384874; 22.410200671747397
49.40993817295853; 23.474451434709227
49.78443713814151; 24.55495030092238
50.90377293407735; 25.548792616461796
50.966189428274504; 27.50759173064938
51.03900867150455; 26.5372188975841
51.850423096067686; 23.984912678521706
51.881631343166276; 25.23737063747805
51.97525608446202; 22.7595348916509
52.48659121000034; 21.306579504753515
53.62037653865873; 19.829073412393964
53.79157606559953; 18.51065589142926
54.16607503078252; 17.41390892196478
55.3270218228498; 16.471518933387898
56.723367964460664; 16.695510642495456
57.31186633831966; 17.982592535761174
57.779990044798396; 18.92092049852523
58.194613899108134; 20.01476602098054
58.48217560451651; 21.06363911479379
58.778653951953046; 22.238241579004203
58.90348694034738; 23.30790837638314
59.27798590553037; 24.526516120232557
59.652484870713366; 25.954995197744935
59.89590919808231; 27.26838354389375
60.232958266747005; 28.475617615467243
61.03010606406508; 29.641767197390955
61.337730214036824; 31.904170502787586
61.337730214036824; 32.79273864934445
61.487529800110025; 30.741415613864596
62.211561132797144; 28.324510255229917
62.40505226480835; 25.887294767531074
62.442502161326644; 26.927173375615915
62.55485185088155; 24.77023766900244
62.592301747399844; 23.53944384771453
62.70465143695475; 22.345208258742097
62.98285066823354; 20.954834851950093
63.21022503995178; 19.71978557504874
63.39747452254328; 18.71781920788366
63.715798642948826; 17.454529180093093
64.614596159388; 16.41261955910184
64.78104014391378; 15.533642306825268
65.96279243404678; 16.570632363220984
66.8849961358099; 15.3463377832336
67.08628932959576; 14.505498439977497
69.20941038605626; 15.463511604757581
70.30698043016949; 16.73961263703477
70.70020434361163; 17.814018464528672
71.16832805009037; 18.841033990872877
71.65517670482826; 19.80238009990964
72.66632391082234; 20.891003017748456
73.13444761730108; 21.82526895469968
73.50894658248407; 22.96263618229247
73.88344554766707; 24.018762893628633
74.25794451285006; 24.94084275314136
74.63244347803305; 25.887294767531074
75.0256673914752; 26.878429065861937
76.01006467138477; 27.848672945726808
76.41131356265227; 29.604048386271806
76.7177218068929; 28.701170830601555
77.80230971904624; 26.992423695022033
78.19018364727148; 25.674038412357426
78.34622488276439; 24.953028830579854
78.56468261245446; 23.55839996817441
78.92045662937831; 22.18272722622884
78.93918157763746; 21.19565495371081
79.15763930732754; 20.051517683096634
79.36049291346832; 18.809214788672367
79.7550543232147; 17.67619973159332
80.06267847318644; 16.534480333486783
80.43717743836943; 15.28540739604113
81.2077810782652; 13.8605737263095
83.21471143014328; 14.784424212458589
83.6872934576361; 15.163546621656188
85.77378769222707; 14.095814122283361
86.67258520866625; 15.423516273677397
87.04708417384923; 16.6015037593985
87.1781588116633; 17.641382367483338
87.55265777684629; 18.792289681118902
87.64628251814203; 19.713015532027352
87.96728163115601; 20.566040952721945
88.11440622462077; 21.845579083763838
88.47018024154461; 23.157613421308376
88.81659178433888; 24.17108886160981
89.0693785858374; 25.245494689103715
89.44387755102039; 26.34224165856819
90.2209629037751; 27.456252237737203
90.26777527442297; 29.136915417796196
90.58609939482852; 28.44637102961486
90.73589898090171; 29.77059144459789
91.44477202214097; 26.00141834989158
91.57852165256345; 24.83116805619491
91.65342144560005; 23.815661602987063
91.85939587645069; 23.003256440420785
92.06537030730134; 21.898385419330644
92.77691834114901; 20.93162327587677
93.17014225459117; 19.916116822668922
93.26376699588691; 18.92092049852523
93.66947420816848; 17.551115127198198
94.16880616174582; 16.30768389227036
94.89283749443294; 15.602245409441977
96.44700819994235; 16.930527850237844
97.10238138901258; 17.932494217402922
97.64540488852792; 18.94935467921505
98.05735375022923; 19.924240874294583
98.282053129339; 20.89912706937412
98.66279374394172; 22.08930063253372
98.78762673233605; 23.23682292465859
99.20225058664577; 24.541023355278384
99.44299992140628; 25.873754681488307
99.74259909355268; 27.008413891872543
99.91112362788503; 28.03001338379964
100.94099578213826; 30.94564524500973
100.94099578213826; 31.69483110107631
101.0130148139042; 29.575753078259346
101.31549474732125; 28.36513051335823
102.06449267768723; 28.730712836513057
102.11799252985624; 27.031625467945865
102.25174216027872; 25.887294767531074
102.28919205679703; 24.855540211071904
102.43899164287022; 23.97814263550032
102.62624112546172; 21.91463352258197
102.73859081501662; 22.78390704652789
102.92584029760812; 20.866630862871467
103.11308978019962; 19.50179018976012
103.28161431453195; 18.403012207389228
103.59993843493751; 17.308296250831166
103.78094626810928; 16.099505069362753
104.54554832202456; 14.869049750225912
104.55223580354568; 14.119025698356687
104.93085014197243; 13.085664186630893
106.6208967540803; 14.59486300785979
107.55714416703779; 12.211807864332041
107.77560189672786; 12.875465510228445
109.29520346698962; 14.125473358377047
110.20984517041731; 12.827881779278133
111.137581243257; 10.639926966457583
111.46101216773322; 11.851149208829131
112.98737916219117; 12.997132854812772
114.48537502292315; 11.169221239038645
114.56027481595974; 11.94642217789372
115.54645542427495; 13.324802937047842
116.08145394596495; 14.403367505254884
116.44525294071413; 15.675361874072944
116.76357706111968; 16.666496172403804
117.13807602630267; 17.729392926761353
117.51257499148566; 19.19849226240204
117.92719884579539; 20.61246410486859
118.44882240444315; 22.069742730471937
119.01057085221763; 23.36883876357561
119.44124466217806; 24.563074352548043
119.77829373084276; 25.65982132201252
120.8830656781326; 26.765707849555866
121.28877289041415; 28.04016844833172
121.35118938461133; 28.97443438528294
122.6244858662335; 26.066023903295658
122.75556050404757; 22.272091794111134
122.8491852453433; 24.15545328606042
122.94280998663905; 23.068248853426088
123.0899345801038; 25.08069249898313
124.69047182415969; 25.93468506868078
125.09617903644124; 24.533286163253944
125.18980377773701; 23.615099078478515
125.31463676613131; 22.38718252547469
125.52417785379325; 20.902608805785118
125.75155222551149; 19.611464886706568
125.938801708103; 18.636578691627033
126.83759922454217; 17.279862070141345
127.40558932173639; 16.666496172403804
128.52908621728537; 16.44985479571946
128.91606848130778; 15.342275757420769
129.96466558382016; 14.345338565071579
130.29235217835526; 13.573432767008228
131.1817872206649; 14.960445331014618
131.36903670325637; 16.09781255860741
131.6967232977915; 17.36719562511722
131.99320164522803; 18.46191158167528
132.25847174556597; 19.540379434982018
132.53265848793208; 20.91421459382178
132.86703256398835; 22.37364243943192
133.1853566843939; 23.72629703510477
134.01393564486125; 25.135819992157266
134.64590264860755; 26.470749384283224
134.77073563700188; 27.845868213617948
134.91340190945255; 28.95702570322795
135.61959995808334; 24.043135048505622
135.62896243221292; 25.277990895606365
135.72258717350866; 22.97279124682455
135.76939954415653; 26.699699930097356
135.90983665610017; 21.076695626335034
135.95664902674804; 22.135186479678666
136.14389850933952; 20.078597855182178
136.14389850933952; 19.117251746145413
136.51839747452252; 18.128825465023105
136.51839747452252; 16.24675350507789
136.61202221581826; 16.991458237430315
136.9677962327421; 15.098554208650885
137.17377066359276; 14.016024329531316
137.5669945770349; 13.02692104410687
138.53653078689754; 11.706311318735242
138.9214325011134; 11.22338158320973
140.7315108328312; 11.680359487153265
142.41675617615465; 10.679070124290323
144.38287574336536; 9.930918824581557
145.76852191454242; 9.176120573542708
146.1804707762437; 8.249978688217144
146.5175198449084; 6.9176342216084485
146.8171190170548; 5.8885876823578265
147.09799324094206; 4.561659250166237
147.341417568311; 3.3349274546911545
147.45376725786588; 2.2196112243680233
148.50236436037827; -0.001789359430901527
