tempo;corrente
1.8810262742429096; 21.06100945418936
1.6234386648601973; 1.1278038853409669
1.5779722211609375; 15.908101377676019
1.4754626622660947; 4.700389605173314
3.2880986738533444; 54.747211846139436
2.5498524653278807; 23.41053138932402
4.650458180386115; 75.31509820460298
4.619649296565262; 71.94666024018959
4.588840412744407; 68.57822227577621
4.510767900334743; 64.98011808651646
4.872103910684078; 0.791888033242401
6.711199066985248; 29.371645847558597
6.0473609808998425; 0.903241354380043
8.5261125774004; 68.68298230816227
8.246695164565814; 63.602120737438256
8.219667371032063; 60.64708197774834
9.960439327100826; 74.19738924368399
10.556852213380768; 69.28809969802862
10.996187987889897; 87.6952013725119
11.23057375544672; 83.69443562020982
11.199764871625867; 80.32599765579644
11.375722427621309; 77.34381652407922
12.001022178856562; 73.56282997058995
12.599150206166478; 85.19074587299676
12.568341322345624; 81.82230790858338
12.53753243852477; 78.45386994417
12.640271154406705; 0.8058071983846276
13.680612048468955; 5.917620596859052
13.725074869437691; 0.903241354380043
14.677349460264093; 26.013415270916184
14.646540576443236; 22.644977306502795
14.615731692622383; 19.276539342089407
14.58492280880153; 15.908101377676019
14.554113924980676; 12.539663413262645
14.523305041159823; 9.17122544884927
16.63586086873039; 36.047277449759676
17.399909517455818; 39.755111057557144
18.8384743313182; 66.18586576695988
18.70246011126818; 61.190625376551395
18.607816153773058; 58.52394532139081
20.541973873123823; 89.72209694417191
20.454524414423346; 84.86364549215497
20.425243243849806; 81.66223750944803
20.122119473695037; 78.14764831104151
20.091310589874183; 74.77921034662812
20.060676756529585; 71.42991123428527
19.956871824110458; 69.95621962485441
21.569382949685156; 103.4403774319427
21.484512323175665; 98.71918016513752
21.453703439354804; 95.35074220072414
21.56138448946244; 92.31039884323414
21.749388700960147; 88.17640679599953
21.705976182848943; 83.42997148250794
22.253534072574126; 49.477647909386675
22.196642667791302; 45.72643290356268
22.422422772064806; 43.25369321605014
25.047739788975875; 29.31623431394489
24.68603549061156; 24.099530063863114
24.59049683068225; 21.335029209230925
26.050675141809393; 40.358721007473875
26.23810303327759; 35.78188536771498
26.403130619406312; 32.66279930456338
26.640688008579083; 28.225015954621938
26.881028422466414; 25.094750371530708
28.394004693063643; 54.229551466326996
28.629699929118168; 50.3719542697733
28.701955991612273; 47.161846808852474
29.90767449697632; 51.838106331418786
