index,date,INVERSOR_STATE,FAILURE,ALARM,1,2,3,4,5
0,1764700956976,0,0,0,0,0,0,0,0
1,1764700957225,0,0,0,0,0,0,0,0
2,1764700957542,0,0,0,0,0,0,0,0
3,1764700957809,0,0,0,0,0,0,0,0
4,1764700958126,0,0,0,0,0,0,0,0
5,1764700958375,0,0,0,0,0,0,0,0
6,1764700958759,0,0,0,0,0,0,0,0
7,1764700959009,0,0,0,0,0,0,0,0
8,1764700959326,0,0,0,0,0,0,0,0
9,1764700959592,0,0,0,0,0,0,0,0
10,1764700959926,0,0,0,0,0,0,0,0
11,1764700960175,0,0,0,0,0,0,0,0
12,1764700960493,0,0,0,0,0,0,0,0
13,1764700960775,0,0,0,0,0,0,0,0
14,1764700961126,0,0,0,0,0,0,0,0
15,1764700961375,0,0,0,0,0,0,0,0
16,1764700961727,0,0,0,0,0,0,0,0
17,1764700961992,0,0,0,0,0,0,0,0
18,1764700962308,0,0,0,0,0,0,0,0
19,1764700962559,0,0,0,0,0,0,0,0
20,1764700962942,0,0,0,0,0,0,0,0
21,1764700963192,0,0,0,0,0,0,0,0
22,1764700963509,0,0,0,0,0,0,0,0
23,1764700963759,0,0,0,0,0,0,0,0
24,1764700964092,0,0,0,0,0,0,0,0
25,1764700964359,0,0,0,0,0,0,0,0
26,1764700964726,0,0,0,0,0,0,0,0
27,1764700964976,0,0,0,0,0,0,0,0
28,1764700965309,0,0,0,0,0,0,0,0
29,1764700965543,0,0,0,0,0,0,0,0
30,1764700965892,0,0,0,0,0,0,0,0
31,1764700966143,0,0,0,0,0,0,0,0
32,1764700966476,0,0,0,0,0,0,0,0
33,1764700966725,0,0,0,0,0,0,0,0
34,1764700967109,0,0,0,0,0,0,0,0
35,1764700967359,0,0,0,0,0,0,0,0
36,1764700967676,0,0,0,0,0,0,0,0
37,1764700967942,0,0,0,0,0,0,0,0
38,1764700968259,0,0,0,0,0,0,0,0
39,1764700968525,0,0,0,0,0,0,0,0
40,1764700968892,0,0,0,0,0,0,0,0
41,1764700969125,0,0,0,0,0,0,0,0
42,1764700969442,0,0,0,0,0,0,0,0
43,1764700969709,0,0,0,0,0,0,0,0
44,1764700970042,0,0,0,0,0,0,0,0
45,1764700970292,0,0,0,0,0,0,0,0
46,1764700970609,0,0,0,0,0,0,0,0
47,1764700970892,0,0,0,0,0,0,0,0
48,1764700971509,0,0,0,0,0,0,0,0
49,1764700972092,0,0,0,0,0,0,0,0
50,1764700972426,0,0,0,0,0,0,0,0
51,1764700972660,0,0,0,0,0,0,0,0
52,1764700973025,0,0,0,0,0,0,0,0
53,1764700973309,0,0,0,0,0,0,0,0
54,1764700973892,0,0,0,0,0,0,0,0
55,1764700974509,0,0,0,0,0,0,0,0
56,1764700974792,0,0,0,0,0,0,0,0
57,1764700975192,0,0,0,0,0,0,0,0
58,1764700975459,0,0,0,0,0,0,0,0
59,1764700975776,0,0,0,0,0,0,0,0
60,1764700976059,0,0,0,0,0,0,0,0
61,1764700976409,0,0,0,0,0,0,0,0
62,1764700976676,0,0,0,0,0,0,0,0
63,1764700976993,0,0,0,0,0,0,0,0
64,1764700977293,0,0,0,0,0,0,0,0
65,1764700977942,0,0,0,0,0,0,0,0
66,1764700978225,0,0,0,0,0,0,0,0
67,1764700978559,0,0,0,0,0,0,0,0
68,1764700978842,0,0,0,0,0,0,0,0
69,1764700979158,0,0,0,0,0,0,0,0
70,1764700979442,0,0,0,0,0,0,0,0
71,1764700979825,0,0,0,0,0,0,0,0
72,1764700980108,0,0,0,0,0,0,0,0
73,1764700980425,0,0,0,0,0,0,0,0
74,1764700980709,0,0,0,0,0,0,0,0
75,1764700981342,0,0,0,0,0,0,0,0
76,1764700981626,0,0,0,0,0,0,0,0
77,1764700982009,0,0,0,0,0,0,0,0
