index,date,TEMPERATURE,1,2,3,4,5,6,7
0,1764700956543,1217,0,0,0,0,0,0,0
1,1764700956625,1227,0,0,0,0,0,0,0
2,1764700956809,1213,0,0,0,0,0,0,0
3,1764700957026,1235,0,0,0,0,0,0,0
4,1764700957109,1229,0,0,0,0,0,0,0
5,1764700957309,1219,0,0,0,0,0,0,0
6,1764700957375,1221,0,0,0,0,0,0,0
7,1764700957609,1223,0,0,0,0,0,0,0
8,1764700957709,1235,0,0,0,0,0,0,0
9,1764700957910,1221,0,0,0,0,0,0,0
10,1764700957992,1217,0,0,0,0,0,0,0
11,1764700958226,1221,0,0,0,0,0,0,0
12,1764700958309,1223,0,0,0,0,0,0,0
13,1764700958492,1221,0,0,0,0,0,0,0
14,1764700958609,1217,0,0,0,0,0,0,0
15,1764700958876,1223,0,0,0,0,0,0,0
16,1764700958993,1217,0,0,0,0,0,0,0
17,1764700959125,1215,0,0,0,0,0,0,0
18,1764700959293,1227,0,0,0,0,0,0,0
19,1764700959443,1219,0,0,0,0,0,0,0
20,1764700959543,1223,0,0,0,0,0,0,0
21,1764700959692,1221,0,0,0,0,0,0,0
22,1764700959859,1238,0,0,0,0,0,0,0
23,1764700960042,1238,0,0,0,0,0,0,0
24,1764700960292,1231,0,0,0,0,0,0,0
25,1764700960426,1217,0,0,0,0,0,0,0
26,1764700960675,1240,0,0,0,0,0,0,0
27,1764700960926,1217,0,0,0,0,0,0,0
28,1764700961059,1227,0,0,0,0,0,0,0
29,1764700961242,1221,0,0,0,0,0,0,0
30,1764700961493,1221,0,0,0,0,0,0,0
31,1764700961592,1219,0,0,0,0,0,0,0
32,1764700961826,1217,0,0,0,0,0,0,0
33,1764700962093,1229,0,0,0,0,0,0,0
34,1764700962209,1217,0,0,0,0,0,0,0
35,1764700962409,1227,0,0,0,0,0,0,0
36,1764700962659,1225,0,0,0,0,0,0,0
37,1764700962876,1213,0,0,0,0,0,0,0
38,1764700963042,1227,0,0,0,0,0,0,0
39,1764700963126,1225,0,0,0,0,0,0,0
40,1764700963292,1217,0,0,0,0,0,0,0
41,1764700963425,1241,0,0,0,0,0,0,0
42,1764700963609,1217,0,0,0,0,0,0,0
43,1764700963659,1221,0,0,0,0,0,0,0
44,1764700963893,1223,0,0,0,0,0,0,0
45,1764700964025,1215,0,0,0,0,0,0,0
46,1764700964209,1233,0,0,0,0,0,0,0
47,1764700964309,1223,0,0,0,0,0,0,0
48,1764700964460,1229,0,0,0,0,0,0,0
49,1764700964626,1223,0,0,0,0,0,0,0
50,1764700964992,1223,0,0,0,0,0,0,0
51,1764700965109,1225,0,0,0,0,0,0,0
52,1764700965292,1225,0,0,0,0,0,0,0
53,1764700965559,1229,0,0,0,0,0,0,0
54,1764700965675,1235,0,0,0,0,0,0,0
55,1764700965892,1238,0,0,0,0,0,0,0
56,1764700966159,1223,0,0,0,0,0,0,0
57,1764700966276,1227,0,0,0,0,0,0,0
58,1764700966442,1231,0,0,0,0,0,0,0
59,1764700966659,1221,0,0,0,0,0,0,0
60,1764700966909,1219,0,0,0,0,0,0,0
61,1764700967059,1221,0,0,0,0,0,0,0
62,1764700967159,1227,0,0,0,0,0,0,0
63,1764700967326,1221,0,0,0,0,0,0,0
64,1764700967476,1221,0,0,0,0,0,0,0
65,1764700967626,1223,0,0,0,0,0,0,0
66,1764700967926,1233,0,0,0,0,0,0,0
67,1764700968059,1233,0,0,0,0,0,0,0
68,1764700968242,1225,0,0,0,0,0,0,0
69,1764700968492,1231,0,0,0,0,0,0,0
70,1764700968625,1219,0,0,0,0,0,0,0
71,1764700968925,1223,0,0,0,0,0,0,0
72,1764700969191,1235,0,0,0,0,0,0,0
73,1764700969258,1235,0,0,0,0,0,0,0
74,1764700969476,1231,0,0,0,0,0,0,0
75,1764700969509,1231,0,0,0,0,0,0,0
76,1764700969692,1223,0,0,0,0,0,0,0
77,1764700969826,1229,0,0,0,0,0,0,0
78,1764700970042,1219,0,0,0,0,0,0,0
79,1764700970109,1241,0,0,0,0,0,0,0
80,1764700970276,1221,0,0,0,0,0,0,0
81,1764700970426,1227,0,0,0,0,0,0,0
82,1764700970592,1221,0,0,0,0,0,0,0
83,1764700970808,1217,0,0,0,0,0,0,0
84,1764700971059,1227,0,0,0,0,0,0,0
85,1764700971193,1233,0,0,0,0,0,0,0
86,1764700971309,1235,0,0,0,0,0,0,0
87,1764700971459,1229,0,0,0,0,0,0,0
88,1764700971626,1231,0,0,0,0,0,0,0
89,1764700971726,1215,0,0,0,0,0,0,0
90,1764700971859,1231,0,0,0,0,0,0,0
91,1764700971942,1223,0,0,0,0,0,0,0
92,1764700972192,1225,0,0,0,0,0,0,0
93,1764700972259,1238,0,0,0,0,0,0,0
94,1764700972442,1225,0,0,0,0,0,0,0
95,1764700972509,1225,0,0,0,0,0,0,0
96,1764700972742,1225,0,0,0,0,0,0,0
97,1764700972926,1223,0,0,0,0,0,0,0
98,1764700973126,1217,0,0,0,0,0,0,0
99,1764700973325,1213,0,0,0,0,0,0,0
100,1764700973441,1209,0,0,0,0,0,0,0
101,1764700973692,1211,0,0,0,0,0,0,0
102,1764700973825,1235,0,0,0,0,0,0,0
103,1764700974025,1221,0,0,0,0,0,0,0
104,1764700974109,1215,0,0,0,0,0,0,0
105,1764700974242,1227,0,0,0,0,0,0,0
106,1764700974326,1227,0,0,0,0,0,0,0
107,1764700974526,1219,0,0,0,0,0,0,0
108,1764700974643,1229,0,0,0,0,0,0,0
109,1764700974842,1217,0,0,0,0,0,0,0
110,1764700974926,1229,0,0,0,0,0,0,0
111,1764700975226,1227,0,0,0,0,0,0,0
112,1764700975309,1225,0,0,0,0,0,0,0
113,1764700975526,1233,0,0,0,0,0,0,0
114,1764700975592,1227,0,0,0,0,0,0,0
115,1764700975793,1225,0,0,0,0,0,0,0
116,1764700975910,1223,0,0,0,0,0,0,0
117,1764700976125,1217,0,0,0,0,0,0,0
118,1764700976192,1229,0,0,0,0,0,0,0
119,1764700976426,1229,0,0,0,0,0,0,0
120,1764700976575,1233,0,0,0,0,0,0,0
121,1764700976776,1217,0,0,0,0,0,0,0
122,1764700976859,1229,0,0,0,0,0,0,0
123,1764700977059,1235,0,0,0,0,0,0,0
124,1764700977142,1238,0,0,0,0,0,0,0
125,1764700977426,1227,0,0,0,0,0,0,0
126,1764700977526,1225,0,0,0,0,0,0,0
127,1764700977759,1227,0,0,0,0,0,0,0
128,1764700977892,1233,0,0,0,0,0,0,0
129,1764700978058,1223,0,0,0,0,0,0,0
130,1764700978159,1231,0,0,0,0,0,0,0
131,1764700978209,1219,0,0,0,0,0,0,0
132,1764700978342,1225,0,0,0,0,0,0,0
133,1764700978476,1221,0,0,0,0,0,0,0
134,1764700978676,1233,0,0,0,0,0,0,0
135,1764700978792,1238,0,0,0,0,0,0,0
136,1764700978958,1217,0,0,0,0,0,0,0
