index,date,LATITUDE
0,1782569779808,0
1,1782569780224,0
2,1782569781823,0
3,1782569782372,0
4,1782569783404,0
5,1782569784803,-19.864406299999999
6,1782569786151,-19.864406299999999
7,1782569786785,-19.864406299999999
8,1782569787417,-19.864406299999999
9,1782569788715,-19.864406299999999
10,1782569789431,-19.864406299999999
11,1782569790081,-19.864406299999999
12,1782569790597,-19.864406299999999
13,1782569791946,-19.864406299999999
14,1782569793244,-19.864406299999999
15,1782569793994,-19.864406299999999
16,1782569794710,-19.864406299999999
17,1782569795142,-19.864406299999999
18,1782569795909,-19.864406299999999
19,1782569796541,-19.864406299999999
20,1782569797773,-19.864406299999999
21,1782569798523,-19.864406299999999
22,1782569799705,-19.864406299999999
23,1782569800970,-19.864406299999999
24,1782569801653,-19.864406299999999
25,1782569803567,-19.864406299999999
26,1782569804183,-19.864406299999999
27,1782569804783,-19.864406299999999
28,1782569805349,-19.864406299999999
29,1782569805998,-19.864406299999999
30,1782569807863,-19.864559
31,1782569808463,-19.864558800000001
32,1782569809661,-19.864560600000001
33,1782569810261,-19.864560600000001
34,1782569811010,-19.864560600000001
35,1782569812858,-19.8645551
36,1782569813557,-19.8645551
37,1782569814823,-19.864544500000001
38,1782569816238,-19.864544500000001
39,1782569817421,-19.8645341
40,1782569818169,-19.8645341
41,1782569820101,-19.8645335
42,1782569821482,-19.864529099999999
43,1782569822032,-19.864529099999999
44,1782569823447,-19.864523299999998
45,1782569824713,-19.864523299999998
46,1782569826145,-19.864523299999998
47,1782569826695,-19.864523299999998
48,1782569827244,-19.864523299999998
49,1782569827993,-19.864523299999998
50,1782569831072,-19.864523299999998
51,1782569832289,-19.864523299999998
52,1782569832838,-19.864523299999998
53,1782569833537,-19.864523299999998
54,1782569834089,-19.864523299999998
55,1782569834604,-19.864523299999998
56,1782569835187,-19.864523299999998
57,1782569835867,-19.864523299999998
58,1782569836567,-19.864523299999998
59,1782569837051,-19.864523299999998
60,1782569837816,-19.864523299999998
61,1782569838531,-19.864523299999998
62,1782569839047,-19.864523299999998
63,1782569839715,-19.864523299999998
64,1782569841029,-19.864523299999998
65,1782569841562,-19.864523299999998
66,1782569842362,-19.864523299999998
67,1782569843676,-19.864523299999998
68,1782569844242,-19.864523299999998
69,1782569844909,-19.864523299999998
70,1782569846240,-19.864523299999998
71,1782569846791,-19.864523299999998
72,1782569847472,-19.864523299999998
73,1782569849339,-19.864523299999998
74,1782569850055,-19.864523299999998
75,1782569850737,-19.864523299999998
76,1782569852051,-19.864523299999998
77,1782569853350,-19.864523299999998
78,1782569853899,-19.864523299999998
79,1782569857095,-19.864523299999998
80,1782569857795,-19.864523299999998
81,1782569858495,-19.864523299999998
82,1782569859011,-19.864523299999998
83,1782569860942,-19.864523299999998
84,1782569861458,-19.864523299999998
85,1782569862107,-19.864523299999998
86,1782569863773,-19.864535
87,1782569866270,-19.864534599999999
88,1782569867003,-19.864534599999999
89,1782569868285,-19.864538
90,1782569868917,-19.864538
91,1782569869567,-19.864538
92,1782569870218,-19.8645371
93,1782569870800,-19.864536999999999
94,1782569872131,-19.864540999999999
