index,date,DISTANCE_P_ODOM,DISTANCE_T_ODOM
0,1782569779708,0,0
1,1782569780307,0,0
2,1782569780907,0,0
3,1782569781506,0,0
4,1782569782205,0,0
5,1782569782988,0,0
6,1782569783237,0,0
7,1782569784153,0,0
8,1782569785319,0,0
9,1782569785486,0,0
10,1782569785768,0,0
11,1782569786068,0,0
12,1782569786385,0,0
13,1782569787568,0,0
14,1782569787666,0,0
15,1782569788283,0,0
16,1782569788565,0,0
17,1782569788816,0,0
18,1782569789150,0,0
19,1782569789482,0,0
20,1782569789765,0,0
21,1782569789964,0,0
22,1782569794160,0,0
23,1782569794460,0,0
24,1782569794760,0,0
25,1782569797623,0,0
26,1782569797873,0,0
27,1782569798173,0,0
28,1782569798422,0,0
29,1782569798689,0,0
30,1782569798973,0,0
31,1782569799305,0,0
32,1782569799572,0,0
33,1782569799772,0,0
34,1782569801686,0,0
35,1782569804766,0,0
36,1782569806365,0,0
37,1782569807497,0,0
38,1782569807814,0,0
39,1782569808047,0,0
40,1782569808596,0,0
41,1782569808879,0,0
42,1782569809179,0,0
43,1782569809462,0,0
44,1782569812525,0,0
45,1782569814689,0,0
46,1782569815073,0,0
47,1782569815289,0,0
48,1782569815605,0,0
49,1782569815888,0,0
50,1782569816188,0,0
51,1782569816521,0,0
52,1782569817056,0,0
53,1782569817172,0,0
54,1782569817520,0,0
55,1782569817837,0,0
56,1782569818121,0,0
57,1782569818702,0,0
58,1782569819003,0,0
59,1782569819319,0,0
60,1782569820001,0,0
61,1782569820350,0,0
62,1782569820584,0,0
63,1782569820883,0,0
64,1782569821200,0,0
65,1782569821532,0,0
66,1782569821850,0,0
67,1782569822317,0,0
68,1782569822566,0,0
69,1782569822915,0,0
70,1782569823148,0,0
71,1782569823465,0,0
72,1782569823798,0,0
73,1782569824147,0,0
74,1782569824298,0,0
75,1782569825695,0,0
76,1782569825995,0,0
77,1782569829308,0,0
78,1782569829525,0,0
79,1782569829858,0,0
80,1782569831856,0,0
81,1782569832072,0,0
82,1782569832338,0,0
83,1782569832538,0,0
84,1782569832872,0,0
85,1782569833187,0,0
86,1782569833421,0,0
87,1782569833738,0,0
88,1782569835120,0,0
89,1782569835386,0,0
90,1782569835684,0,0
91,1782569835851,0,0
92,1782569836434,0,0
93,1782569837750,0,0
94,1782569838082,0,0
95,1782569838382,0,0
96,1782569838715,0,0
97,1782569842910,0,0
98,1782569843893,0,0
99,1782569844242,0,0
100,1782569844509,0,0
101,1782569844792,0,0
102,1782569845058,0,0
103,1782569845276,0,0
104,1782569845641,0,0
105,1782569845957,0,0
106,1782569846190,0,0
107,1782569851601,0,0
108,1782569853716,0,0
109,1782569853982,0,0
110,1782569854316,0,0
111,1782569854615,0,0
112,1782569854865,0,0
113,1782569855198,0,0
114,1782569855548,0,0
115,1782569855797,0,0
116,1782569856047,0,0
117,1782569856196,0,0
118,1782569858827,0,0
119,1782569859127,0,0
120,1782569859660,0,0
121,1782569859960,0,0
122,1782569860176,0,0
123,1782569860476,0,0
124,1782569860675,0,0
125,1782569862359,0,0
126,1782569862891,0,0
127,1782569863140,0,0
128,1782569865888,0,0
129,1782569866137,0,0
130,1782569866420,0,0
131,1782569866654,0,0
132,1782569866954,0,0
133,1782569867220,0,0
134,1782569867569,0,0
135,1782569867936,0,0
136,1782569868085,0,0
137,1782569868867,0,0
138,1782569869184,0,0
139,1782569869417,0,0
140,1782569870266,0,0
