index,date,ERROR_SUM_S4,ERROR_SUM_S5,ERROR_SUM_S6
0,1782569784353,0,0,0
1,1782569784886,0,0,0
2,1782569785402,0,0,0
3,1782569786119,0,0,0
4,1782569786668,0,0,0
5,1782569788982,0,0,0
6,1782569789032,0,0,0
7,1782569790314,0,0,0
8,1782569790497,0,0,0
9,1782569790880,0,0,0
10,1782569791396,0,0,0
11,1782569791629,0,0,0
12,1782569792063,0,0,0
13,1782569792195,0,0,0
14,1782569793379,0,0,0
15,1782569793661,0,0,0
16,1782569793944,0,0,0
17,1782569795343,0,0,0
18,1782569796909,0,0,0
19,1782569798073,0,0,0
20,1782569800454,0,0,0
21,1782569800687,0,0,0
22,1782569800903,0,0,0
23,1782569801386,0,0,0
24,1782569801503,0,0,0
25,1782569803351,0,0,0
26,1782569805766,0,0,0
27,1782569807748,0,0,0
28,1782569808329,0,0,0
29,1782569809128,0,0,0
30,1782569810610,0,0,0
31,1782569810860,0,0,0
32,1782569811244,0,0,0
33,1782569811792,0,0,0
34,1782569813291,0,0,0
35,1782569816724,0,0,0
36,1782569818486,0,0,0
37,1782569820201,0,0,0
38,1782569820400,0,0,0
39,1782569820800,0,0,0
40,1782569822782,0,0,0
41,1782569823081,0,0,0
42,1782569824563,0,0,0
43,1782569826361,0,0,0
44,1782569827526,0,0,0
45,1782569828142,0,0,0
46,1782569828877,0,0,0
47,1782569829807,0,0,0
48,1782569830307,0,0,0
49,1782569830823,0,0,0
50,1782569831023,0,0,0
51,1782569831339,0,0,0
52,1782569832172,0,0,0
53,1782569834937,0,0,0
54,1782569836119,0,0,0
55,1782569836766,0,0,0
56,1782569837316,0,0,0
57,1782569838132,0,0,0
58,1782569838365,0,0,0
59,1782569839831,0,0,0
60,1782569840296,0,0,0
61,1782569840647,0,0,0
62,1782569842528,0,0,0
63,1782569843210,0,0,0
64,1782569845474,0,0,0
65,1782569845607,0,0,0
66,1782569846090,0,0,0
67,1782569847222,0,0,0
68,1782569847390,0,0,0
69,1782569847973,0,0,0
70,1782569850073,0,0,0
71,1782569851784,0,0,0
72,1782569851985,0,0,0
73,1782569852251,0,0,0
74,1782569852901,0,0,0
75,1782569854698,0,0,0
76,1782569856713,0,0,0
77,1782569857296,0,0,0
78,1782569857395,0,0,0
79,1782569858178,0,0,0
80,1782569858727,0,0,0
81,1782569858894,0,0,0
82,1782569861343,0,0,0
83,1782569861891,0,0,0
84,1782569862461,0,0,0
85,1782569864139,0,0,0
86,1782569864739,0,0,0
87,1782569866104,0,0,0
88,1782569867503,0,0,0
89,1782569868435,0,0,0
90,1782569868602,0,0,0
91,1782569869933,0,0,0
92,1782569870100,0,0,0
93,1782569870533,0,0,0
94,1782569871632,0,0,0
95,1782569872048,0,0,0
