index,date,SET_POINT_LONGITUDINAL,SET_POINT_LATERAL
0,1782569779708,0,0
1,1782569780341,0,0
2,1782569781506,0,0
3,1782569782222,0,0
4,1782569783006,0,0
5,1782569783271,0,0
6,1782569785502,0,0
7,1782569785785,0,0
8,1782569786135,0,0
9,1782569786435,0,0
10,1782569787600,0,0
11,1782569787666,0,0
12,1782569788316,0,0
13,1782569788582,0,0
14,1782569788833,0,0
15,1782569789165,0,0
16,1782569789498,0,0
17,1782569789815,0,0
18,1782569789997,0,0
19,1782569794194,0,0
20,1782569794476,0,0
21,1782569794793,0,0
22,1782569797656,0,0
23,1782569797907,0,0
24,1782569798189,0,0
25,1782569798439,0,0
26,1782569798739,0,0
27,1782569799006,0,0
28,1782569799322,0,0
29,1782569799588,0,0
30,1782569799788,0,0
31,1782569801736,0,0
32,1782569804783,0,0
33,1782569804982,0,0
34,1782569806398,0,0
35,1782569807513,0,0
36,1782569807830,0,0
37,1782569808063,0,0
38,1782569808346,0,0
39,1782569808630,0,0
40,1782569809195,0,0
41,1782569809479,0,0
42,1782569812559,0,0
43,1782569814723,0,0
44,1782569815089,0,0
45,1782569815306,0,0
46,1782569815622,0,0
47,1782569815922,0,0
48,1782569816221,0,0
49,1782569816554,0,0
50,1782569817056,0,0
51,1782569817221,0,0
52,1782569817553,0,0
53,1782569817870,0,0
54,1782569818121,0,0
55,1782569818519,0,0
56,1782569818720,0,0
57,1782569819018,0,0
58,1782569819353,0,0
59,1782569819436,0,0
60,1782569819718,0,0
61,1782569820035,0,0
62,1782569820634,0,0
63,1782569820916,0,0
64,1782569821216,0,0
65,1782569821566,0,0
66,1782569821850,0,0
67,1782569822349,0,0
68,1782569822599,0,0
69,1782569822931,0,0
70,1782569823165,0,0
71,1782569823498,0,0
72,1782569823830,0,0
73,1782569824180,0,0
74,1782569824313,0,0
75,1782569824848,0,0
76,1782569825413,0,0
77,1782569825745,0,0
78,1782569825996,0,0
79,1782569826261,0,0
80,1782569829325,0,0
81,1782569829575,0,0
82,1782569829890,0,0
83,1782569831889,0,0
84,1782569832355,0,0
85,1782569832571,0,0
86,1782569832904,0,0
87,1782569833221,0,0
88,1782569833454,0,0
89,1782569833753,0,0
90,1782569835137,0,0
91,1782569835435,0,0
92,1782569835702,0,0
93,1782569835884,0,0
94,1782569836250,0,0
95,1782569836468,0,0
96,1782569837482,0,0
97,1782569837782,0,0
98,1782569838099,0,0
99,1782569838399,0,0
100,1782569838732,0,0
101,1782569842944,0,0
102,1782569843926,0,0
103,1782569844526,0,0
104,1782569844808,0,0
105,1782569845075,0,0
106,1782569845291,0,0
107,1782569845674,0,0
108,1782569845991,0,0
109,1782569846190,0,0
110,1782569853749,0,0
111,1782569853999,0,0
112,1782569854332,0,0
113,1782569854648,0,0
114,1782569854915,0,0
115,1782569855214,0,0
116,1782569855564,0,0
117,1782569855814,0,0
118,1782569856063,0,0
119,1782569856247,0,0
120,1782569857928,0,0
121,1782569858827,0,0
122,1782569859693,0,0
123,1782569859993,0,0
124,1782569860192,0,0
125,1782569860492,0,0
126,1782569860675,0,0
127,1782569862359,0,0
128,1782569862658,0,0
129,1782569862924,0,0
130,1782569865923,0,0
131,1782569866154,0,0
132,1782569866438,0,0
133,1782569866671,0,0
134,1782569866987,0,0
135,1782569867253,0,0
136,1782569867619,0,0
137,1782569868102,0,0
138,1782569868568,0,0
139,1782569868901,0,0
140,1782569869234,0,0
141,1782569869417,0,0
142,1782569870316,0,0
