index,date,RIGHT_MOTOR_CURRENT
0,1782569779541,0
1,1782569780124,0
2,1782569780740,0
3,1782569781340,0
4,1782569781989,0
5,1782569782672,0
6,1782569782838,0
7,1782569783089,0
8,1782569783388,0
9,1782569783704,0
10,1782569784004,0
11,1782569784354,0
12,1782569784619,0
13,1782569784953,0
14,1782569785152,0
15,1782569786201,0
16,1782569786569,0
17,1782569786884,0
18,1782569787117,0
19,1782569787334,0
20,1782569792745,0
21,1782569793011,0
22,1782569795259,0
23,1782569797324,0
24,1782569797457,0
25,1782569797690,0
26,1782569797973,0
27,1782569798555,0
28,1782569798822,0
29,1782569802468,0
30,1782569802751,0
31,1782569803118,0
32,1782569803417,0
33,1782569803717,0
34,1782569803967,0
35,1782569804150,0
36,1782569804516,0
37,1782569807299,0
38,1782569807364,0
39,1782569810210,0
40,1782569812159,0
41,1782569812325,0
42,1782569812642,0
43,1782569813008,0
44,1782569813325,0
45,1782569813541,0
46,1782569813874,0
47,1782569814173,0
48,1782569814490,0
49,1782569814874,0
50,1782569815755,0
51,1782569816022,0
52,1782569816372,0
53,1782569816605,0
54,1782569816871,0
55,1782569818552,0
56,1782569819152,0
57,1782569821682,0
58,1782569823665,0
59,1782569823981,0
60,1782569826978,0
61,1782569827326,0
62,1782569827644,0
63,1782569827927,0
64,1782569828259,0
65,1782569828459,0
66,1782569828692,0
67,1782569829009,0
68,1782569831706,0
69,1782569831889,0
70,1782569834437,0
71,1782569834970,0
72,1782569835484,0
73,1782569836051,0
74,1782569839480,0
75,1782569841428,0
76,1782569841578,0
77,1782569841978,0
78,1782569842228,0
79,1782569842561,0
80,1782569842761,0
81,1782569843078,0
82,1782569843361,0
83,1782569843660,0
84,1782569848906,0
85,1782569849255,0
86,1782569849825,0
87,1782569851218,0
88,1782569851452,0
89,1782569851701,0
90,1782569852067,0
91,1782569852664,0
92,1782569852984,0
93,1782569853200,0
94,1782569853500,0
95,1782569855031,0
96,1782569855381,0
97,1782569855647,0
98,1782569858561,0
99,1782569858595,0
100,1782569858927,0
101,1782569859211,0
102,1782569859826,0
103,1782569860026,0
104,1782569860309,0
105,1782569861491,0
106,1782569861743,0
107,1782569861991,0
108,1782569862208,0
109,1782569862477,0
110,1782569862741,0
111,1782569862990,0
112,1782569864189,0
113,1782569864389,0
114,1782569864990,0
115,1782569865305,0
116,1782569865589,0
117,1782569865722,0
118,1782569867702,0
119,1782569870849,0
120,1782569871115,0
121,1782569871416,0
122,1782569871948,0
