index,date,ERROR_SUM_S1,ERROR_SUM_S2,ERROR_SUM_S3
0,1782569786102,0,0,0
1,1782569788965,0,0,0
2,1782569790314,0,0,0
3,1782569791196,0,0,0
4,1782569794693,0,0,0
5,1782569798056,0,0,0
6,1782569801371,0,0,0
7,1782569807748,0,0,0
8,1782569808313,0,0,0
9,1782569808895,0,0,0
10,1782569809112,0,0,0
11,1782569811244,0,0,0
12,1782569813291,0,0,0
13,1782569818486,0,0,0
14,1782569820400,0,0,0
15,1782569823381,0,0,0
16,1782569829791,0,0,0
17,1782569830457,0,0,0
18,1782569832155,0,0,0
19,1782569837316,0,0,0
20,1782569838115,0,0,0
21,1782569840296,0,0,0
22,1782569845458,0,0,0
23,1782569846073,0,0,0
24,1782569854182,0,0,0
25,1782569858711,0,0,0
26,1782569858878,0,0,0
27,1782569864722,0,0,0
28,1782569867486,0,0,0
29,1782569870083,0,0,0
30,1782569872048,0,0,0
