index,date,DESIRED_YAW,MAX_YAW
0,1782569779625,0,0
1,1782569780191,0,0
2,1782569780241,0,0
3,1782569780840,0,0
4,1782569781406,0,0
5,1782569782122,0,0
6,1782569782905,0,0
7,1782569783171,0,0
8,1782569783520,0,0
9,1782569783804,0,0
10,1782569784070,0,0
11,1782569784436,0,0
12,1782569784686,0,0
13,1782569785236,0,0
14,1782569785369,0,0
15,1782569785685,0,0
16,1782569785952,0,0
17,1782569786285,0,0
18,1782569786684,0,0
19,1782569786984,0,0
20,1782569787250,0,0
21,1782569787417,0,0
22,1782569788215,0,0
23,1782569788483,0,0
24,1782569789066,0,0
25,1782569789331,0,0
26,1782569789649,0,0
27,1782569789899,0,0
28,1782569795327,0,0
29,1782569797556,0,0
30,1782569797789,0,0
31,1782569798106,0,0
32,1782569798305,0,0
33,1782569798622,0,0
34,1782569798905,0,0
35,1782569799238,0,0
36,1782569799438,0,0
37,1782569802552,0,0
38,1782569803184,0,0
39,1782569804266,0,0
40,1782569804599,0,0
41,1782569804682,0,0
42,1782569807697,0,0
43,1782569807980,0,0
44,1782569808229,0,0
45,1782569808546,0,0
46,1782569809079,0,0
47,1782569809362,0,0
48,1782569812242,0,0
49,1782569812392,0,0
50,1782569812725,0,0
51,1782569813657,0,0
52,1782569813940,0,0
53,1782569814240,0,0
54,1782569814573,0,0
55,1782569814623,0,0
56,1782569815006,0,0
57,1782569815207,0,0
58,1782569815505,0,0
59,1782569815822,0,0
60,1782569816122,0,0
61,1782569816454,0,0
62,1782569816771,0,0
63,1782569816955,0,0
64,1782569817770,0,0
65,1782569818037,0,0
66,1782569818420,0,0
67,1782569818620,0,0
68,1782569818919,0,0
69,1782569819268,0,0
70,1782569821133,0,0
71,1782569821432,0,0
72,1782569821749,0,0
73,1782569822832,0,0
74,1782569823731,0,0
75,1782569824064,0,0
76,1782569827094,0,0
77,1782569827427,0,0
78,1782569827726,0,0
79,1782569828009,0,0
80,1782569828542,0,0
81,1782569828792,0,0
82,1782569829091,0,0
83,1782569829225,0,0
84,1782569831790,0,0
85,1782569831989,0,0
86,1782569832788,0,0
87,1782569833121,0,0
88,1782569833371,0,0
89,1782569833654,0,0
90,1782569834504,0,0
91,1782569834823,0,0
92,1782569835070,0,0
93,1782569835252,0,0
94,1782569835602,0,0
95,1782569835768,0,0
96,1782569836151,0,0
97,1782569836367,0,0
98,1782569838632,0,0
99,1782569841512,0,0
100,1782569841695,0,0
101,1782569842044,0,0
102,1782569842311,0,0
103,1782569842644,0,0
104,1782569842861,0,0
105,1782569843443,0,0
106,1782569843759,0,0
107,1782569844142,0,0
108,1782569844442,0,0
109,1782569844708,0,0
110,1782569844975,0,0
111,1782569845874,0,0
112,1782569846124,0,0
113,1782569849005,0,0
114,1782569851286,0,0
115,1782569851518,0,0
116,1782569851851,0,0
117,1782569852735,0,0
118,1782569853267,0,0
119,1782569853600,0,0
120,1782569853649,0,0
121,1782569854232,0,0
122,1782569854482,0,0
123,1782569854815,0,0
124,1782569855131,0,0
125,1782569855464,0,0
126,1782569855714,0,0
127,1782569855947,0,0
128,1782569859011,0,0
129,1782569859310,0,0
130,1782569859593,0,0
131,1782569859909,0,0
132,1782569860093,0,0
133,1782569860409,0,0
134,1782569861242,0,0
135,1782569862057,0,0
136,1782569862258,0,0
137,1782569862558,0,0
138,1782569862824,0,0
139,1782569863074,0,0
140,1782569864472,0,0
141,1782569865657,0,0
142,1782569865821,0,0
143,1782569866004,0,0
144,1782569866320,0,0
145,1782569866570,0,0
146,1782569866886,0,0
147,1782569867153,0,0
148,1782569868002,0,0
149,1782569869117,0,0
