index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782569780558,0,0,0
1,1782569780641,0,0,0
2,1782569781223,0,0,0
3,1782569781856,0,0,0
4,1782569782572,0,0,0
5,1782569783887,0,0,0
6,1782569784170,0,0,0
7,1782569784487,0,0,0
8,1782569784770,0,0,0
9,1782569785036,0,0,0
10,1782569786734,0,0,0
11,1782569791579,0,0,0
12,1782569791896,0,0,0
13,1782569792462,0,0,0
14,1782569792628,0,0,0
15,1782569792895,0,0,0
16,1782569793262,0,0,0
17,1782569793561,0,0,0
18,1782569793844,0,0,0
19,1782569795059,0,0,0
20,1782569795109,0,0,0
21,1782569795508,0,0,0
22,1782569795825,0,0,0
23,1782569796091,0,0,0
24,1782569796408,0,0,0
25,1782569796674,0,0,0
26,1782569796957,0,0,0
27,1782569797158,0,0,0
28,1782569800204,0,0,0
29,1782569800520,0,0,0
30,1782569800820,0,0,0
31,1782569802285,0,0,0
32,1782569802351,0,0,0
33,1782569802635,0,0,0
34,1782569802968,0,0,0
35,1782569803567,0,0,0
36,1782569803867,0,0,0
37,1782569804050,0,0,0
38,1782569804366,0,0,0
39,1782569805232,0,0,0
40,1782569805526,0,0,0
41,1782569805815,0,0,0
42,1782569806632,0,0,0
43,1782569807198,0,0,0
44,1782569809894,0,0,0
45,1782569810110,0,0,0
46,1782569810443,0,0,0
47,1782569810760,0,0,0
48,1782569811559,0,0,0
49,1782569811926,0,0,0
50,1782569812059,0,0,0
51,1782569812859,0,0,0
52,1782569813158,0,0,0
53,1782569813424,0,0,0
54,1782569813757,0,0,0
55,1782569814056,0,0,0
56,1782569814357,0,0,0
57,1782569816255,0,0,0
58,1782569819701,0,0,0
59,1782569826811,0,0,0
60,1782569827194,0,0,0
61,1782569827493,0,0,0
62,1782569828109,0,0,0
63,1782569828342,0,0,0
64,1782569830656,0,0,0
65,1782569831223,0,0,0
66,1782569831473,0,0,0
67,1782569834221,0,0,0
68,1782569834604,0,0,0
69,1782569836900,0,0,0
70,1782569837183,0,0,0
71,1782569837733,0,0,0
72,1782569839148,0,0,0
73,1782569839364,0,0,0
74,1782569839648,0,0,0
75,1782569839997,0,0,0
76,1782569840197,0,0,0
77,1782569840481,0,0,0
78,1782569840780,0,0,0
79,1782569841095,0,0,0
80,1782569841313,0,0,0
81,1782569841829,0,0,0
82,1782569842111,0,0,0
83,1782569843243,0,0,0
84,1782569843526,0,0,0
85,1782569847807,0,0,0
86,1782569848090,0,0,0
87,1782569848705,0,0,0
88,1782569848805,0,0,0
89,1782569849137,0,0,0
90,1782569849454,0,0,0
91,1782569849705,0,0,0
92,1782569849921,0,0,0
93,1782569850319,0,0,0
94,1782569850569,0,0,0
95,1782569850919,0,0,0
96,1782569851118,0,0,0
97,1782569852301,0,0,0
98,1782569852551,0,0,0
99,1782569852784,0,0,0
100,1782569853067,0,0,0
101,1782569853367,0,0,0
102,1782569857013,0,0,0
103,1782569857628,0,0,0
104,1782569858428,0,0,0
105,1782569861042,0,0,0
106,1782569861375,0,0,0
107,1782569861641,0,0,0
108,1782569863540,0,0,0
109,1782569863806,0,0,0
110,1782569863973,0,0,0
111,1782569864272,0,0,0
112,1782569864539,0,0,0
113,1782569864863,0,0,0
114,1782569865189,0,0,0
115,1782569865472,0,0,0
116,1782569870717,0,0,0
117,1782569870999,0,0,0
118,1782569871299,0,0,0
119,1782569871598,0,0,0
120,1782569871814,0,0,0
121,1782569872181,0,0,0
122,1782569872463,0,0,0
