timestamp,THROTTLE,BRAKE,ECU_MODE_ID,TORQUE_GAIN,TORQUE_REF_LEFT_MOTOR,TORQUE_REF_RIGHT_MOTOR,LEFT_MOTOR_RPM,LEFT_MOTOR_TORQUE,LEFT_MOTOR_POWER,LEFT_MOTOR_CURRENT,RIGHT_MOTOR_RPM,RIGHT_MOTOR_TORQUE,RIGHT_MOTOR_POWER,RIGHT_MOTOR_CURRENT,REAR_LEFT_WHEEL_SPEED,REAR_RIGHT_WHEEL_SPEED,FRONT_LEFT_WHEEL_SPEED,FRONT_RIGHT_WHEEL_SPEED,ACCEL_LONGITUDINAL,ACCEL_LATERAL,ACCEL_NORMAL,VEL_ANGULAR_YAW,VEL_ANGULAR_PITCH,VEL_ANGULAR_ROLL,ELETROBUILD_TEMPERATURE,STACK_1_CELL_1,STACK_1_CELL_2,STACK_1_CELL_3,STACK_1_CELL_4,STACK_2_CELL_1,STACK_2_CELL_2,STACK_2_CELL_3,STACK_2_CELL_4,STACK_3_CELL_1,STACK_3_CELL_2,STACK_3_CELL_3,STACK_3_CELL_4,STACK_4_CELL_1,STACK_4_CELL_2,STACK_4_CELL_3,STACK_4_CELL_4,STACK_5_CELL_1,STACK_5_CELL_2,STACK_5_CELL_3,STACK_5_CELL_4,STACK_6_CELL_1,STACK_6_CELL_2,STACK_6_CELL_3,STACK_6_CELL_4,MAX_VOLTAGE,MIN_VOLTAGE,SHUNT_CURRENT,BMS_MODE_ID,BMS_ERROR_ID,AIR_P,AIR_N,t,VEHICLE_SPEED,TOTAL_VOLTAGE,HODOMETRO
1765221195059,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036966,0.001952,0.993202,-0.7000000000000001,0.35000000000000003,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690033,0.0,79.19999999999999,535.9950175053037
1765221195075,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036966,0.001952,0.993202,-0.9800000000000001,0.42000000000000004,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690049,0.0,79.19999999999999,535.9950175053037
1765221195093,0.0,0.0,1.0,10.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036966,0.001952,0.993202,-0.9800000000000001,0.42000000000000004,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690067,0.0,79.19999999999999,535.9950175053037
1765221195142,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.036966,0.001952,0.993202,-0.9800000000000001,0.42000000000000004,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690116,0.0,79.19999999999999,535.9950175053037
1765221195192,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-0.9800000000000001,0.42000000000000004,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690166,0.0,79.19999999999999,535.9950175053037
1765221195209,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690183,0.0,79.19999999999999,535.9950175053037
1765221195226,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690200,0.0,79.19999999999999,535.9950175053037
1765221195259,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690233,0.0,79.19999999999999,535.9950175053037
1765221195276,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690250,0.0,79.19999999999999,535.9950175053037
1765221195293,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690267,0.0,79.19999999999999,535.9950175053037
1765221195327,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011346,0.014884,0.993568,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690301,0.0,79.19999999999999,535.9950175053037
1765221195360,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011467999999999999,0.00488,0.991128,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690334,0.0,79.19999999999999,535.9950175053037
1765221195394,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011467999999999999,0.00488,0.991128,-1.33,0.42000000000000004,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690368,0.0,79.19999999999999,535.9950175053037
1765221195426,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011467999999999999,0.00488,0.991128,-0.56,0.56,-0.14,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690400,0.0,79.19999999999999,535.9950175053037
1765221195460,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.011467999999999999,0.00488,0.991128,-0.56,0.56,-0.14,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690434,0.0,79.19999999999999,535.9950175053037
1765221195491,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.56,0.56,-0.14,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.31,3.28,45.0,1.0,0.0,1.0,1.0,2690465,0.0,79.19999999999999,535.9950175053037
1765221195509,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.56,0.56,-0.14,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690483,0.0,79.19999999999999,535.9950175053037
1765221195527,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.56,0.56,-0.14,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690501,0.0,79.19999999999999,535.9950175053037
1765221195541,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690515,0.0,79.19999999999999,535.9950175053037
1765221195576,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690550,0.0,79.19999999999999,535.9950175053037
1765221195593,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690567,0.0,79.19999999999999,535.9950175053037
1765221195610,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690584,0.0,79.19999999999999,535.9950175053037
1765221195643,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690617,0.0,79.19999999999999,535.9950175053037
1765221195709,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014395999999999999,0.005246,0.996984,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690683,0.0,79.19999999999999,535.9950175053037
1765221195743,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014518,0.008784,0.9916159999999999,-0.8400000000000001,0.35000000000000003,0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690717,0.0,79.19999999999999,535.9950175053037
1765221195776,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014518,0.008784,0.9916159999999999,-0.9800000000000001,0.49000000000000005,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690750,0.0,79.19999999999999,535.9950175053037
1765221195793,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014518,0.008784,0.9916159999999999,-0.9800000000000001,0.49000000000000005,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690767,0.0,79.19999999999999,535.9950175053037
1765221195843,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.014518,0.008784,0.9916159999999999,-0.9800000000000001,0.49000000000000005,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690817,0.0,79.19999999999999,535.9950175053037
1765221195893,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017446,0.004758,0.990518,-0.9800000000000001,0.49000000000000005,0.0,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690867,0.0,79.19999999999999,535.9950175053037
1765221195927,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017446,0.004758,0.990518,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690901,0.0,79.19999999999999,535.9950175053037
1765221195960,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017446,0.004758,0.990518,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690934,0.0,79.19999999999999,535.9950175053037
1765221195976,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017446,0.004758,0.990518,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690950,0.0,79.19999999999999,535.9950175053037
1765221195992,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017446,0.004758,0.990518,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690966,0.0,79.19999999999999,535.9950175053037
1765221196009,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.017446,0.004758,0.990518,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2690983,0.0,79.19999999999999,535.9950175053037
1765221196026,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02196,0.0037819999999999998,0.99552,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2691000,0.0,79.19999999999999,535.9950175053037
1765221196044,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02196,0.0037819999999999998,0.99552,-0.7000000000000001,0.35000000000000003,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2691018,0.0,79.19999999999999,535.9950175053037
1765221196093,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02196,0.0037819999999999998,0.99552,-0.8400000000000001,0.49000000000000005,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2691067,0.0,79.19999999999999,535.9950175053037
1765221196109,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02196,0.0037819999999999998,0.99552,-0.8400000000000001,0.49000000000000005,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2691083,0.0,79.19999999999999,535.9950175053037
1765221196143,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.02196,0.0037819999999999998,0.99552,-0.8400000000000001,0.49000000000000005,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2691117,0.0,79.19999999999999,535.9950175053037
1765221196193,0.0,0.0,2.0,25.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,0.0,-0.019886,0.011956,0.992592,-0.8400000000000001,0.49000000000000005,-0.07,25.0,3.3,3.31,3.3,3.28,3.28,3.29,3.29,3.31,3.31,3.31,3.31,3.3,3.28,3.3,3.29,3.3,3.31,3.3,3.3,3.3,3.31,3.31,3.31,3.3,3.33,3.3,45.0,1.0,0.0,1.0,1.0,2691167,0.0,79.19999999999999,535.9950175053037
