index,date,SPEED,TORQUE,POWER,CURRENT,1,2,3,4
0,1765220698733,0,0,0,0,0,0,0,0
1,1765220699098,0,0,0,0,0,0,0,0
2,1765220699381,0,0,0,0,0,0,0,0
3,1765220699664,0,0,0,0,0,0,0,0
4,1765220699733,0,0,0,0,0,0,0,0
5,1765220700015,0,0,0,0,0,0,0,0
6,1765220700298,0,0,0,0,0,0,0,0
7,1765220700649,0,0,0,0,0,0,0,0
8,1765220700949,0,0,0,0,0,0,0,0
9,1765220701283,0,0,0,0,0,0,0,0
10,1765220701581,0,0,0,0,0,0,0,0
11,1765220701882,0,0,0,0,0,0,0,0
12,1765220702165,0,0,0,0,0,0,0,0
13,1765220702482,0,0,0,0,0,0,0,0
14,1765220702765,0,0,0,0,0,0,0,0
15,1765220703048,0,0,0,0,0,0,0,0
16,1765220703365,0,0,0,0,0,0,0,0
17,1765220703649,0,0,0,0,0,0,0,0
18,1765220703965,0,0,0,0,0,0,0,0
19,1765220704249,0,0,0,0,0,0,0,0
20,1765220704532,0,0,0,0,0,0,0,0
21,1765220704565,0,0,0,0,0,0,0,0
22,1765220704849,0,0,0,0,0,0,0,0
23,1765220705116,0,0,0,0,0,0,0,0
24,1765220705433,0,0,0,0,0,0,0,0
25,1765220705715,0,0,0,0,0,0,0,0
26,1765220706032,0,0,0,0,0,0,0,0
27,1765220706315,0,0,0,0,0,0,0,0
28,1765220706599,0,0,0,0,0,0,0,0
29,1765220706898,0,0,0,0,0,0,0,0
30,1765220707198,0,0,0,0,0,0,0,0
31,1765220707515,0,0,0,0,0,0,0,0
32,1765220707781,0,0,0,0,0,0,0,0
33,1765220708098,0,0,0,0,0,0,0,0
34,1765220708382,0,0,0,0,0,0,0,0
35,1765220708665,0,0,0,0,0,0,0,0
36,1765220708981,0,0,0,0,0,0,0,0
37,1765220709266,0,0,0,0,0,0,0,0
38,1765220709581,0,0,0,0,0,0,0,0
39,1765220709848,0,0,0,0,0,0,0,0
40,1765220710148,0,0,0,0,0,0,0,0
41,1765220710165,0,0,0,0,0,0,0,0
42,1765220710465,0,0,0,0,0,0,0,0
43,1765220710732,0,0,0,0,0,0,0,0
44,1765220711049,0,0,0,0,0,0,0,0
45,1765220711333,0,0,0,0,0,0,0,0
46,1765220711648,0,0,0,0,0,0,0,0
47,1765220711932,0,0,0,0,0,0,0,0
48,1765220712215,0,0,0,0,0,0,0,0
49,1765220712515,0,0,0,0,0,0,0,0
50,1765220712798,0,0,0,0,0,0,0,0
51,1765220713115,0,0,0,0,0,0,0,0
52,1765220713399,0,0,0,0,0,0,0,0
53,1765220713715,0,0,0,0,0,0,0,0
54,1765220713998,0,0,0,0,0,0,0,0
55,1765220714282,0,0,0,0,0,0,0,0
56,1765220714598,0,0,0,0,0,0,0,0
57,1765220714866,0,0,0,0,0,0,0,0
58,1765220715181,0,0,0,0,0,0,0,0
59,1765220715465,0,0,0,0,0,0,0,0
60,1765220715748,0,0,0,0,0,0,0,0
61,1765220715781,0,0,0,0,0,0,0,0
62,1765220716065,0,0,0,0,0,0,0,0
63,1765220716332,0,0,0,0,0,0,0,0
64,1765220716648,0,0,0,0,0,0,0,0
65,1765220716932,0,0,0,0,0,0,0,0
66,1765220717249,0,0,0,0,0,0,0,0
67,1765220717533,0,0,0,0,0,0,0,0
68,1765220717798,0,0,0,0,0,0,0,0
69,1765220718131,0,0,0,0,0,0,0,0
70,1765220718414,0,0,0,0,0,0,0,0
71,1765220718715,0,0,0,0,0,0,0,0
72,1765220718997,0,0,0,0,0,0,0,0
73,1765220719365,0,0,0,0,0,0,0,0
74,1765220719682,0,0,0,0,0,0,0,0
75,1765220720099,0,0,0,0,0,0,0,0
76,1765220720448,0,0,0,0,0,0,0,0
77,1765220720566,0,0,0,0,0,0,0,0
78,1765220720865,0,0,0,0,0,0,0,0
79,1765220721332,0,0,0,0,0,0,0,0
80,1765220721615,0,0,0,0,0,0,0,0
81,1765220721748,0,0,0,0,0,0,0,0
82,1765220722098,0,0,0,0,0,0,0,0
83,1765220722515,0,0,0,0,0,0,0,0
84,1765220722798,0,0,0,0,0,0,0,0
85,1765220722931,0,0,0,0,0,0,0,0
86,1765220723265,0,0,0,0,0,0,0,0
87,1765220723682,0,0,0,0,0,0,0,0
88,1765220724014,0,0,0,0,0,0,0,0
89,1765220724148,0,0,0,0,0,0,0,0
90,1765220724431,0,0,0,0,0,0,0,0
91,1765220724765,0,0,0,0,0,0,0,0
92,1765220724916,0,0,0,0,0,0,0,0
93,1765220725198,0,0,0,0,0,0,0,0
94,1765220725649,0,0,0,0,0,0,0,0
