index,date,LONGITUDE
0,1780263079307,-43.9747
1,1780263079324,-43.9747
2,1780263079324,-43.9747
3,1780263081207,-43.9747
4,1780263090091,-43.9746
5,1780263092757,-43.9746
6,1780263094557,-43.9746
7,1780263096457,429.497
8,1780263097190,-43.9746
9,1780263099390,-43.9746
10,1780263102706,-43.9746
11,1780263102990,-43.9746
12,1780263104023,-43.9746
13,1780263104606,-43.9746
14,1780263109056,-43.9746
15,1780263110956,-43.9746
16,1780263115122,-43.9746
17,1780263117222,-43.9746
18,1780263122306,-43.9746
19,1780263126872,-43.9746
20,1780263127088,-43.9746
21,1780263127372,-43.9746
22,1780263127821,-43.9746
23,1780263128122,-43.9746
24,1780263129355,-43.9746
25,1780263129971,-43.9746
26,1780263135121,-43.9746
27,1780263136937,-43.9746
28,1780263138021,-43.9746
29,1780263138921,-43.9746
30,1780263142054,-43.9746
31,1780263142271,-43.9746
32,1780263149853,-43.9746
33,1780263161353,-43.9746
34,1780263161603,-43.9746
35,1780263171586,-43.9746
36,1780263172503,-43.9746
37,1780263172819,-43.9746
38,1780263176118,-43.9746
39,1780263177652,-43.9746
40,1780263178268,-43.9746
41,1780263178602,-43.9746
42,1780263179918,-43.9746
43,1780263181319,-43.9746
44,1780263182185,-43.9746
45,1780263185619,-43.9746
46,1780263192168,-43.9746
47,1780263195051,-43.9746
