index,date,CELL1,CELL2,CELL3,CELL4
0,1782590342971,6.4100000000000001,0.20000000000000001,0.91000000000000003,0
1,1782590480822,4.6799999999999997,0.40999999999999998,0.84999999999999998,0.050000000000000003
2,1782590513145,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
3,1782590516009,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
4,1782590517741,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
5,1782590523236,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
6,1782590524935,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
7,1782590529780,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
8,1782590531929,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
9,1782590536009,0.02,0.02,0.82999999999999996,0
10,1782590539756,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
11,1782590541587,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
12,1782590544602,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
13,1782590546799,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
14,1782590549548,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
15,1782590551663,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
16,1782590553761,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
17,1782590554643,3.1899999999999999,3.0099999999999998,3.1600000000000001,3.1000000000000001
18,1782590736640,0.02,0.23999999999999999,0.84999999999999998,0
19,1782590743801,0.32000000000000001,0.02,0.83999999999999997,0
20,1782591030631,3.21,3.1099999999999999,3.1899999999999999,3.1899999999999999
21,1782591035311,3.21,3.1099999999999999,3.1899999999999999,3.1899999999999999
22,1782591037009,3.21,3.1099999999999999,3.1899999999999999,3.1899999999999999
23,1782591043121,3.21,3.1099999999999999,3.1899999999999999,3.1899999999999999
24,1782591053861,3.2599999999999998,3.2599999999999998,3.2599999999999998,3.27
25,1782591055926,3.2599999999999998,3.2599999999999998,3.2599999999999998,3.27
26,1782591061156,3.2599999999999998,3.2599999999999998,3.2599999999999998,3.27
27,1782591073512,3.27,3.27,3.27,3.27
28,1782591300054,6.3700000000000001,0.35999999999999999,0.90000000000000002,0
29,1782591331212,3.29,0.23000000000000001,0,1.6899999999999999
30,1782591334709,3.2400000000000002,3.23,3.2400000000000002,3.25
31,1782591339704,3.2400000000000002,3.23,3.2400000000000002,3.25
32,1782591350728,3.25,3.2400000000000002,3.25,3.2599999999999998
33,1782591351628,3.25,3.2400000000000002,3.25,3.2599999999999998
34,1782591355042,3.25,3.2400000000000002,3.25,3.2599999999999998
35,1782591357023,3.25,3.2400000000000002,3.25,3.2599999999999998
36,1782591357539,3.25,3.2400000000000002,3.25,3.2599999999999998
37,1782591359521,3.25,3.2400000000000002,3.25,3.2599999999999998
38,1782591363001,3.25,3.2400000000000002,3.25,3.2599999999999998
39,1782591365316,3.25,3.2400000000000002,3.25,3.2599999999999998
40,1782591367748,3.25,3.2400000000000002,3.25,3.2599999999999998
41,1782591402485,3.25,3.2400000000000002,3.25,3.2599999999999998
42,1782591408113,3.25,3.2400000000000002,3.25,3.2599999999999998
43,1782592190106,3.21,3.1299999999999999,3.2000000000000002,3.21
44,1782592192986,3.21,3.1299999999999999,3.2000000000000002,3.21
45,1782592194701,3.21,3.1299999999999999,3.2000000000000002,3.21
