index,date,TORQUE_GAIN,TORQUE_DECREASE_R,TORQUE_DECRASE_L
0,1782589767355,0,0,16386
1,1782589767640,0,0,16386
2,1782589767989,0,0,16386
3,1782589768439,0,0,16386
4,1782589768722,0,0,16386
5,1782589768921,0,0,16386
6,1782589769105,0,0,16386
7,1782589769471,0,0,16386
8,1782589769870,0,0,16386
9,1782589772485,0,0,16386
10,1782589772884,0,0,16386
11,1782589773251,0,0,16386
12,1782589773867,0,0,16386
13,1782589774000,0,0,16386
14,1782589774699,0,0,16386
15,1782589777565,0,0,16386
16,1782589777930,0,0,16386
17,1782589778314,0,0,16386
18,1782589778864,0,0,16386
19,1782589779147,0,0,16386
20,1782589779479,0,0,16386
21,1782589781195,0,0,16386
22,1782589781461,0,0,16386
23,1782589781744,0,0,16386
24,1782589782310,0,0,16386
25,1782589783126,0,0,16386
26,1782589787822,0,0,16386
27,1782589788221,0,0,16386
28,1782589788388,0,0,16386
29,1782589788971,0,0,16386
30,1782589789271,0,0,16386
31,1782589789688,0,0,16386
32,1782589789954,0,0,16386
33,1782589791086,0,0,16386
34,1782589791486,0,0,16386
35,1782589795549,2275,2275,16386
36,1782589796498,2337,2337,16386
37,1782589797480,2145,2145,16386
38,1782589798446,2325,2325,16386
39,1782589799201,2280,2280,16386
40,1782589800146,2000,2000,16386
41,1782589800579,1537,1537,16386
42,1782589800645,0,0,16386
43,1782589801095,0,0,16386
44,1782589802044,0,0,16386
45,1782589803942,0,0,16386
46,1782589804991,0,0,16386
47,1782589805407,0,0,16386
48,1782589805857,0,0,16386
49,1782589807222,0,0,16386
50,1782589808055,0,0,16386
51,1782589808970,0,0,16386
52,1782589809387,0,0,16386
53,1782589810586,0,0,16386
54,1782589811153,0,0,16386
55,1782589811520,0,0,16386
56,1782589812201,0,0,16386
57,1782589812634,0,0,16386
58,1782589813134,0,0,16386
59,1782589814217,0,0,16386
60,1782589815698,0,0,16386
61,1782589816715,0,0,16386
62,1782589817680,0,0,16386
63,1782589818762,0,0,16386
64,1782589820611,0,0,16386
65,1782589823159,0,0,16386
66,1782589824208,0,0,16386
67,1782589824925,0,0,16386
68,1782589825791,0,0,16386
69,1782589826856,0,0,16386
70,1782589827189,0,0,16386
71,1782589827738,0,0,16386
72,1782589828754,0,0,16386
73,1782589830669,0,0,16386
74,1782589831752,0,0,16386
75,1782589832252,0,0,16386
76,1782589832601,0,0,16386
77,1782589833568,0,0,16386
78,1782589835482,0,0,16386
79,1782589836415,0,0,16386
80,1782589836714,0,0,16386
81,1782589837313,0,0,16386
82,1782589837763,0,0,16386
83,1782589838313,0,0,16386
84,1782589838780,0,0,16386
85,1782589840278,0,0,16386
86,1782589841260,0,0,16386
87,1782589841644,0,0,16386
88,1782589842293,0,0,16386
89,1782589842859,0,0,16386
90,1782589843891,0,0,16386
91,1782589845557,0,0,16386
92,1782589847122,0,0,16386
93,1782589848155,0,0,16386
94,1782589850103,0,0,16386
95,1782589851185,0,0,16386
96,1782589851435,0,0,16386
97,1782589851718,0,0,16386
98,1782589852785,0,0,16386
99,1782589853400,0,0,16386
100,1782589853766,0,0,16386
101,1782589854349,0,0,16386
102,1782589855000,0,0,16386
103,1782589855415,0,0,16386
104,1782589856882,0,0,16386
105,1782589857330,0,0,16386
106,1782589858246,0,0,16386
107,1782589858612,0,0,16386
108,1782589859163,0,0,16386
109,1782589860479,0,0,16386
110,1782589861178,0,0,16386
111,1782589861277,0,0,16386
112,1782589861711,0,0,16386
113,1782589862709,0,0,16386
114,1782589864274,0,0,16386
115,1782589937446,0,0,16386
116,1782589940228,0,0,16386
117,1782589940678,0,0,16386
118,1782589940910,0,0,16386
119,1782589941193,0,0,16386
120,1782589942891,0,0,16386
121,1782589943241,0,0,16386
122,1782589943874,0,0,16386
123,1782589944573,0,0,16386
124,1782589945223,421,421,16386
125,1782589945672,545,545,16386
126,1782589945772,595,595,16386
127,1782589946205,622,622,16386
128,1782589946806,700,700,16386
129,1782589947921,747,747,16386
130,1782589948420,751,751,16386
131,1782589948854,748,748,16386
132,1782589949502,725,725,16386
133,1782589951384,980,980,16386
134,1782589952434,978,978,16386
135,1782589952833,975,975,16386
136,1782589953000,979,979,16386
137,1782589953366,974,974,16386
138,1782589953999,976,976,16386
139,1782589954965,959,959,16386
140,1782589955298,936,936,16386
141,1782589956013,976,976,16386
142,1782589957013,918,918,16386
143,1782589958795,679,679,16386
144,1782589960976,0,0,16386
145,1782589961426,131,131,16386
146,1782589962310,630,630,16386
147,1782589963525,0,0,16386
148,1782589964606,978,978,16386
149,1782589967204,944,944,16386
150,1782589967454,788,788,16386
151,1782589967754,0,0,16386
152,1782589968437,0,0,16386
153,1782589969502,834,834,16386
154,1782589969819,835,835,16386
155,1782589971151,794,794,16386
156,1782589972117,478,478,16386
157,1782589973066,647,647,16386
158,1782589974048,667,667,16386
159,1782589975547,691,691,16386
160,1782589976014,628,628,16386
161,1782589976630,569,569,16386
162,1782589977079,514,514,16386
163,1782589977213,273,273,16386
164,1782589977579,0,2312,24578
165,1782589978211,0,0,16386
166,1782589978629,0,0,16386
167,1782589979261,0,0,16386
168,1782589979494,0,0,16386
169,1782589980444,0,0,16386
170,1782589980827,0,0,16386
171,1782589981261,0,0,16386
172,1782589982776,0,0,16386
173,1782589983774,0,0,16386
174,1782589984473,0,0,16386
175,1782589984706,0,0,16386
176,1782589985672,0,0,16386
177,1782589986089,0,0,16386
178,1782589987937,0,0,16386
179,1782589988903,0,0,16386
180,1782589989152,0,0,16386
181,1782589989835,0,0,16386
182,1782589990485,0,0,16386
183,1782589991600,0,0,16386
184,1782589992200,0,0,16386
185,1782589993232,0,0,16386
186,1782589994714,0,0,16386
187,1782589995697,0,0,16386
188,1782589997379,0,0,16386
189,1782589998412,0,0,16386
190,1782589998827,0,0,16386
191,1782589999028,0,0,16386
192,1782589999377,0,0,16386
193,1782590000026,0,0,16386
194,1782590000692,0,0,16386
195,1782590001459,0,0,16386
196,1782590002491,0,0,16386
197,1782590003424,0,0,16386
198,1782590003806,0,0,16386
199,1782590003891,0,0,16386
200,1782590033749,0,0,16386
201,1782590034481,0,0,16386
202,1782590035164,0,0,16386
203,1782590035880,0,0,16386
204,1782590037928,0,0,16386
205,1782590038280,0,0,16386
206,1782590038611,0,0,16386
207,1782590038877,0,0,16386
208,1782590039395,0,0,16386
209,1782590039710,0,0,16386
210,1782590040059,0,0,16386
211,1782590040294,0,0,16386
212,1782590040609,0,0,16386
213,1782590040892,0,0,16386
214,1782590041491,0,0,16386
215,1782590041692,0,0,16386
216,1782590042041,0,0,16386
217,1782590042408,0,0,16386
218,1782590042691,0,0,16386
219,1782590043924,0,0,16386
220,1782590044109,0,0,16386
221,1782590044474,0,0,16386
222,1782590046171,0,0,16386
223,1782590047387,0,0,16386
224,1782590047686,0,0,16386
225,1782590048019,0,0,16386
226,1782590048302,0,0,16386
227,1782590048719,0,0,16386
228,1782590048835,0,0,16386
229,1782590049219,0,0,16386
230,1782590049568,0,0,16386
231,1782590050701,0,0,16386
232,1782590051000,0,0,16386
233,1782590052199,0,0,16386
234,1782590052566,0,0,16386
235,1782590052900,0,0,16386
236,1782590053766,0,0,16386
237,1782590054048,0,0,16386
238,1782590069652,0,0,16386
239,1782590069985,0,0,16386
240,1782590070401,0,0,16386
241,1782590070634,0,0,16386
242,1782590070834,0,0,16386
243,1782590071117,0,0,16386
244,1782590071467,0,0,16386
245,1782590071833,0,0,16386
246,1782590072133,0,0,16386
247,1782590074797,0,0,16386
248,1782590075446,0,0,16386
249,1782590075463,0,0,16386
250,1782590075730,0,0,16386
251,1782590076279,0,0,16386
252,1782590076562,0,0,16386
253,1782590076795,0,0,16386
254,1782590077145,0,0,16386
255,1782590077512,0,0,16386
256,1782590077811,0,0,16386
257,1782590078094,0,0,16386
258,1782590078543,0,0,16386
259,1782590078910,0,0,16386
260,1782590079243,0,0,16386
261,1782590079577,0,0,16386
262,1782590079909,0,0,16386
263,1782590080709,0,0,16386
264,1782590080992,0,0,16386
265,1782590081358,0,0,16386
266,1782590085705,0,0,16386
267,1782590086021,0,0,16386
268,1782590088353,0,0,16386
269,1782590088636,0,0,16386
270,1782590093582,0,0,16386
271,1782590093881,0,0,16386
272,1782590094181,0,0,16386
273,1782590094563,0,0,16386
274,1782590094931,0,0,16386
275,1782590095147,0,0,16386
276,1782590095630,0,0,16386
277,1782590096079,0,0,16386
278,1782590096312,0,0,16386
279,1782590097777,0,0,16386
280,1782590098078,0,0,16386
281,1782590098410,0,0,16386
282,1782590099544,0,0,16386
283,1782590099860,0,0,16386
284,1782590101624,0,0,16386
285,1782590102024,0,0,16386
286,1782590102358,0,0,16386
287,1782590102557,0,0,16386
288,1782590103107,0,0,16386
289,1782590103473,0,0,16386
290,1782590103822,0,0,16386
291,1782590106753,0,0,16386
292,1782590107070,0,0,16386
293,1782590107353,0,0,16386
294,1782590108519,0,0,16386
295,1782590109136,0,0,16386
296,1782590109402,0,0,16386
297,1782590109785,0,0,16386
298,1782590109935,0,0,16386
299,1782590111117,0,0,16386
300,1782590111416,0,0,16386
301,1782590111749,0,0,16386
302,1782590112016,0,0,16386
303,1782590114363,0,0,16386
304,1782590114630,0,0,16386
305,1782590116080,0,0,16386
306,1782590116429,0,0,16386
307,1782590116795,0,0,16386
308,1782590117145,0,0,16386
309,1782590117328,0,0,16386
310,1782590117827,0,0,16386
311,1782590118244,0,0,16386
312,1782590118543,0,0,16386
313,1782590119960,0,0,16386
314,1782590120343,0,0,16386
315,1782590123206,0,0,16386
316,1782590123856,0,0,16386
317,1782590124272,0,0,16386
318,1782590124572,0,0,16386
319,1782590124738,0,0,16386
320,1782590125021,0,0,16386
321,1782590125404,0,0,16386
322,1782590125671,0,0,16386
323,1782590126054,0,0,16386
324,1782590126287,0,0,16386
325,1782590126920,0,0,16386
326,1782590127187,0,0,16386
327,1782590127437,0,0,16386
328,1782590131349,0,0,16386
329,1782590131683,0,0,16386
330,1782590131982,0,0,16386
331,1782590132499,0,0,16386
332,1782590132815,0,0,16386
333,1782590133182,0,0,16386
334,1782590133448,0,0,16386
335,1782590133764,0,0,16386
336,1782590134530,0,0,16386
337,1782590134780,0,0,16386
338,1782590135362,0,0,16386
339,1782590135713,0,0,16386
