index,date,RIGHT_MOTOR_CURRENT
0,1782589765926,0
1,1782589765927,0
2,1782589765927,0
3,1782589766190,0
4,1782589766473,0
5,1782589766556,0
6,1782589766856,0
7,1782589767222,0
8,1782589767573,0
9,1782589767890,0
10,1782589770787,0
11,1782589771187,0
12,1782589772019,0
13,1782589772318,0
14,1782589775332,0
15,1782589775615,0
16,1782589776231,0
17,1782589776465,0
18,1782589776781,0
19,1782589777181,0
20,1782589777430,0
21,1782589777747,0
22,1782589781894,0
23,1782589782460,0
24,1782589782759,0
25,1782589782960,0
26,1782589783293,1
27,1782589785241,0
28,1782589785507,0
29,1782589787006,0
30,1782589787273,0
31,1782589787722,0
32,1782589788175,0
33,1782589788571,0
34,1782589788904,0
35,1782589789155,0
36,1782589794982,3
37,1782589795349,390
38,1782589795699,0
39,1782589796332,926
40,1782589797314,2701
41,1782589798880,0
42,1782589799962,0
43,1782589801444,0
44,1782589801843,0
45,1782589802842,0
46,1782589803775,0
47,1782589804775,0
48,1782589805624,0
49,1782589806990,0
50,1782589808754,0
51,1782589810239,0
52,1782589810919,0
53,1782589811303,0
54,1782589811919,0
55,1782589812385,0
56,1782589812884,0
57,1782589813916,0
58,1782589814999,0
59,1782589815483,0
60,1782589816531,0
61,1782589818046,0
62,1782589818479,0
63,1782589819112,0
64,1782589819496,0
65,1782589820061,0
66,1782589820396,0
67,1782589821410,0
68,1782589821993,0
69,1782589822927,0
70,1782589823992,0
71,1782589825557,0
72,1782589826623,0
73,1782589828587,0
74,1782589829437,0
75,1782589830054,0
76,1782589830453,0
77,1782589831103,0
78,1782589831519,0
79,1782589832368,0
80,1782589833350,0
81,1782589834266,0
82,1782589835249,0
83,1782589836198,0
84,1782589836615,0
85,1782589836864,0
86,1782589837030,0
87,1782589837480,0
88,1782589838113,0
89,1782589838479,0
90,1782589840062,0
91,1782589841045,0
92,1782589841927,0
93,1782589842660,0
94,1782589843741,0
95,1782589844124,0
96,1782589844258,0
