index,date,CELL1,CELL2,CELL3,CELL4
0,1782590516026,3.23,3.1299999999999999,2.7999999999999998,3.2400000000000002
1,1782590536208,3.23,3.1299999999999999,2.7999999999999998,3.2400000000000002
2,1782590554610,3.23,3.1299999999999999,2.7999999999999998,3.2400000000000002
3,1782591035311,3.2400000000000002,3.1400000000000001,2.8599999999999999,3.25
4,1782591037027,3.2400000000000002,3.1400000000000001,2.8599999999999999,3.25
5,1782591043187,3.2400000000000002,3.1400000000000001,2.8599999999999999,3.25
6,1782591055926,3.2799999999999998,3.27,3.2799999999999998,3.29
7,1782591057775,3.2799999999999998,3.27,3.2799999999999998,3.29
8,1782591063304,3.2799999999999998,3.27,3.2799999999999998,3.29
9,1782591064686,3.2799999999999998,3.27,3.2799999999999998,3.29
10,1782591334709,3.27,3.2400000000000002,3.27,3.29
11,1782591347648,3.2799999999999998,3.2599999999999998,3.2799999999999998,3.29
12,1782591355008,3.2799999999999998,3.2599999999999998,3.2799999999999998,3.29
13,1782591357040,3.2799999999999998,3.2599999999999998,3.2799999999999998,3.29
14,1782591362935,3.2799999999999998,3.2599999999999998,3.2799999999999998,3.29
15,1782591408980,3.2799999999999998,3.2599999999999998,3.2799999999999998,3.29
16,1782592190055,3.2599999999999998,3.1699999999999999,3.0499999999999998,3.27
17,1782592196500,3.2599999999999998,3.1699999999999999,3.0499999999999998,3.27
18,1782592206326,3.2599999999999998,3.1699999999999999,3.0499999999999998,3.27
