index,date,KP,TI,SLIP
130,1782589849637,0,0,0
131,1782589850252,0,0,0
132,1782589850669,0,0,0
133,1782589851869,0,0,0
134,1782589852284,0,0,0
135,1782589852917,0,0,0
136,1782589853566,0,0,0
137,1782589854482,0,0,0
138,1782589855532,0,0,0
139,1782589856464,0,0,0
140,1782589857414,0,0,0
141,1782589857814,0,0,0
142,1782589859279,0,0,0
143,1782589859695,0,0,0
144,1782589860627,0,0,0
145,1782589860927,0,0,0
146,1782589861893,0,0,0
147,1782589863275,0,0,0
148,1782589863742,0,0,0
149,1782589864441,0,0,0
150,1782589864807,0,0,0
151,1782589936014,0,0,0
152,1782589936397,0,0,0
153,1782589936646,0,0,0
154,1782589937546,0,0,0
155,1782589937930,0,0,0
156,1782589938297,0,0,0
157,1782589938512,0,0,0
158,1782589939777,0,0,0
159,1782589944806,0,0,0
160,1782589946388,0,0,0
161,1782589947438,0,0,0
162,1782589949037,0,0,0
163,1782589949636,0,0,0
164,1782589950086,0,0,0
165,1782589950668,0,0,0
166,1782589950985,0,0,0
167,1782589951618,0,0,0
168,1782589951984,0,0,0
169,1782589952550,0,0,0
170,1782589953516,0,0,0
171,1782589954598,0,0,0
172,1782589956147,0,0,0
173,1782589957180,0,0,0
174,1782589957529,0,0,0
175,1782589957862,0,0,0
176,1782589957963,0,0,0
177,1782589959345,0,0,0
178,1782589960577,0,0,0
179,1782589961493,0,0,0
180,1782589962842,0,0,0
181,1782589963141,0,0,0
182,1782589964107,0,0,0
183,1782589964757,0,0,0
184,1782589965273,0,0,0
185,1782589965689,0,0,0
186,1782589966721,0,0,0
187,1782589967904,0,0,0
188,1782589968986,0,0,0
189,1782589970635,0,0,0
190,1782589971285,0,0,0
191,1782589971700,0,0,0
192,1782589972600,0,0,0
193,1782589973166,0,0,0
194,1782589974198,0,0,0
195,1782589974648,0,0,0
196,1782589974798,0,0,0
197,1782589975164,0,0,0
198,1782589976146,0,0,0
199,1782589977729,0,0,0
200,1782589978762,0,0,0
201,1782589980444,0,0,0
202,1782589981359,0,0,0
203,1782589982075,0,0,0
204,1782589982342,0,0,0
205,1782589982941,0,0,0
206,1782589983358,0,0,0
207,1782589984257,0,0,0
208,1782589985173,0,0,0
209,1782589986206,0,0,0
210,1782589986904,0,0,0
211,1782589987154,0,0,0
212,1782589988470,0,0,0
213,1782589989968,0,0,0
214,1782589991501,0,0,0
215,1782589992333,0,0,0
216,1782589992766,0,0,0
217,1782589993333,0,0,0
218,1782589994298,0,0,0
219,1782589995315,0,0,0
220,1782589995930,0,0,0
221,1782589996363,0,0,0
222,1782589996513,0,0,0
223,1782589996896,0,0,0
224,1782589997978,0,0,0
225,1782589998545,0,0,0
226,1782589999528,0,0,0
227,1782590000643,0,0,0
228,1782590001259,0,0,0
229,1782590001875,0,0,0
230,1782590002941,0,0,0
231,1782590003591,0,0,0
232,1782590004090,0,0,0
233,1782590033465,0,0,0
234,1782590033565,0,0,0
235,1782590034181,0,0,0
236,1782590034265,0,0,0
237,1782590034897,0,0,0
238,1782590035564,0,0,0
239,1782590036546,0,0,0
240,1782590036862,0,0,0
241,1782590040110,0,0,0
242,1782590041009,0,0,0
243,1782590043108,0,0,0
244,1782590043376,0,0,0
245,1782590043690,0,0,0
246,1782590044490,0,0,0
247,1782590044839,0,0,0
248,1782590045256,0,0,0
249,1782590045522,0,0,0
250,1782590048470,0,0,0
251,1782590049635,0,0,0
252,1782590049984,0,0,0
253,1782590052999,0,0,0
254,1782590053415,0,0,0
255,1782590054132,0,0,0
256,1782590054531,0,0,0
257,1782590054797,0,0,0
258,1782590061941,0,0,0
259,1782590070434,0,0,0
260,1782590072249,0,0,0
261,1782590072582,0,0,0
262,1782590072915,0,0,0
263,1782590073448,0,0,0
264,1782590073798,0,0,0
265,1782590080326,0,0,0
266,1782590081391,0,0,0
267,1782590081791,0,0,0
268,1782590082141,0,0,0
269,1782590082440,0,0,0
270,1782590083073,0,0,0
271,1782590083224,0,0,0
272,1782590083456,0,0,0
273,1782590083823,0,0,0
274,1782590084139,0,0,0
275,1782590084472,0,0,0
276,1782590084705,0,0,0
277,1782590085039,0,0,0
278,1782590085471,0,0,0
279,1782590085772,0,0,0
280,1782590086054,0,0,0
281,1782590086487,0,0,0
282,1782590086704,0,0,0
283,1782590087070,0,0,0
284,1782590087337,0,0,0
285,1782590087703,0,0,0
286,1782590087904,0,0,0
287,1782590088102,0,0,0
288,1782590089019,0,0,0
289,1782590089418,0,0,0
290,1782590090501,0,0,0
291,1782590090901,0,0,0
292,1782590091183,0,0,0
293,1782590091500,0,0,0
294,1782590091799,0,0,0
295,1782590092083,0,0,0
296,1782590092715,0,0,0
297,1782590092932,0,0,0
298,1782590093231,0,0,0
299,1782590094964,0,0,0
300,1782590096746,0,0,0
301,1782590097079,0,0,0
302,1782590097462,0,0,0
303,1782590098211,0,0,0
304,1782590098510,0,0,0
305,1782590098894,0,0,0
306,1782590100359,0,0,0
307,1782590103922,0,0,0
308,1782590104222,0,0,0
309,1782590104605,0,0,0
310,1782590104939,0,0,0
311,1782590105088,0,0,0
312,1782590105388,0,0,0
313,1782590105738,0,0,0
314,1782590106088,0,0,0
315,1782590112732,0,0,0
316,1782590113131,0,0,0
317,1782590115163,0,0,0
318,1782590118627,0,0,0
319,1782590118927,0,0,0
320,1782590119493,0,0,0
321,1782590119609,0,0,0
322,1782590120409,0,0,0
323,1782590120825,0,0,0
324,1782590121059,0,0,0
325,1782590121425,0,0,0
326,1782590126370,0,0,0
327,1782590126737,0,0,0
328,1782590126936,0,0,0
329,1782590127935,0,0,0
330,1782590128252,0,0,0
331,1782590128602,0,0,0
332,1782590129651,0,0,0
333,1782590130001,0,0,0
334,1782590130484,0,0,0
335,1782590132931,0,0,0
336,1782590133231,0,0,0
337,1782590133847,0,0,0
338,1782590134130,0,0,0
339,1782590137328,0,0,0
340,1782590138493,0,0,0
341,1782590139443,0,0,0
342,1782590139526,0,0,0
343,1782590139876,0,0,0
344,1782590140176,0,0,0
345,1782590140541,0,0,0
346,1782590143140,0,0,0
347,1782590143490,0,0,0
348,1782590143822,0,0,0
349,1782590144172,0,0,0
350,1782590144655,0,0,0
351,1782590144988,0,0,0
352,1782590145355,0,0,0
353,1782590145704,0,0,0
354,1782590146837,0,0,0
355,1782590147103,0,0,0
356,1782590150034,0,0,0
357,1782590150367,0,0,0
358,1782590150750,0,0,0
359,1782590151916,0,0,0
360,1782590152498,0,0,0
361,1782590153648,0,0,0
362,1782590153964,0,0,0
363,1782590155496,0,0,0
364,1782590155862,0,0,0
365,1782590156712,0,0,0
366,1782590157044,0,0,0
367,1782590161641,0,0,0
368,1782590161958,0,0,0
369,1782590162323,0,0,0
370,1782590163972,0,0,0
371,1782590164305,0,0,0
372,1782590164522,0,0,0
373,1782590164888,0,0,0
374,1782590165104,0,0,0
375,1782590165437,0,0,0
376,1782590165805,0,0,0
377,1782590166120,0,0,0
378,1782590166270,0,0,0
379,1782590167186,0,0,0
380,1782590167603,0,0,0
381,1782590170200,0,0,0
382,1782590170450,0,0,0
383,1782590170933,0,0,0
384,1782590171166,0,0,0
385,1782590171316,0,0,0
386,1782590171799,0,0,0
387,1782590175562,0,0,0
388,1782590175912,0,0,0
389,1782590176811,0,0,0
390,1782590177844,0,0,0
391,1782590178810,0,0,0
392,1782590179459,0,0,0
393,1782590180125,0,0,0
394,1782590181157,0,0,0
395,1782590181857,0,0,0
396,1782590182872,0,0,0
397,1782590184022,0,0,0
398,1782590184438,0,0,0
399,1782590185571,0,0,0
400,1782590185720,0,0,0
401,1782590186687,0,0,0
402,1782590187270,0,0,0
403,1782590187636,0,0,0
404,1782590188018,0,0,0
405,1782590188251,0,0,0
406,1782590188451,0,0,0
407,1782590189767,0,0,0
408,1782590190167,0,0,0
409,1782590190783,0,0,0
410,1782590191748,0,0,0
411,1782590192348,0,0,0
412,1782590192831,0,0,0
413,1782590193081,0,0,0
414,1782590193364,0,0,0
415,1782590193980,0,0,0
416,1782590194430,0,0,0
417,1782590194980,0,0,0
418,1782590195362,0,0,0
419,1782590195962,0,0,0
420,1782590197011,0,0,0
421,1782590198526,0,0,0
422,1782590198942,0,0,0
423,1782590199542,0,0,0
424,1782590199975,0,0,0
425,1782590200492,0,0,0
426,1782590201109,0,0,0
427,1782590201573,0,0,0
428,1782590202173,0,0,0
429,1782590202656,0,0,0
430,1782590202806,0,0,0
431,1782590203805,0,0,0
432,1782590204904,0,0,0
433,1782590205138,0,0,0
434,1782590205370,0,0,0
435,1782590205820,0,0,0
436,1782590206469,0,0,0
437,1782590207569,0,0,0
438,1782590207585,0,0,0
439,1782590208402,0,0,0
440,1782590208852,0,0,0
441,1782590209517,0,0,0
442,1782590209899,0,0,0
443,1782590210000,0,0,0
444,1782590210383,0,0,0
445,1782590210799,0,0,0
446,1782590211698,0,0,0
447,1782590212464,0,0,0
448,1782590213946,0,0,0
449,1782590215811,0,0,0
450,1782590216428,0,0,0
451,1782590216860,0,0,0
452,1782590217393,0,0,0
453,1782590218593,0,0,0
454,1782590219092,0,0,0
455,1782590219592,0,0,0
456,1782590219725,0,0,0
457,1782590220107,0,0,0
458,1782590220657,0,0,0
459,1782590221157,0,0,0
460,1782590221757,0,0,0
461,1782590221989,0,0,0
462,1782590222739,0,0,0
463,1782590223355,0,0,0
464,1782590224054,0,0,0
465,1782590224438,0,0,0
466,1782590224620,0,0,0
467,1782590225004,0,0,0
468,1782590226069,0,0,0
469,1782590226719,0,0,0
470,1782590227685,0,0,0
471,1782590228268,0,0,0
472,1782590229933,0,0,0
473,1782590230599,0,0,0
474,1782590231033,0,0,0
475,1782590232581,0,0,0
476,1782590233647,0,0,0
477,1782590234313,0,0,0
478,1782590235145,0,0,0
479,1782590235595,0,0,0
480,1782590236145,0,0,0
481,1782590237394,0,0,0
482,1782590237793,0,0,0
483,1782590238709,0,0,0
484,1782590238959,0,0,0
485,1782590239642,0,0,0
486,1782590240658,0,0,0
487,1782590242289,0,0,0
488,1782590242923,0,0,0
489,1782590244571,0,0,0
490,1782590244970,0,0,0
491,1782590245887,0,0,0
492,1782590246186,0,0,0
493,1782590246786,0,0,0
494,1782590247402,0,0,0
495,1782590248434,0,0,0
496,1782590249467,0,0,0
497,1782590250083,0,0,0
498,1782590251698,0,0,0
499,1782590252348,0,0,0
500,1782590252831,0,0,0
501,1782590254429,0,0,0
502,1782590255462,0,0,0
503,1782590256045,0,0,0
504,1782590257011,0,0,0
505,1782590258043,0,0,0
506,1782590258259,0,0,0
507,1782590258542,0,0,0
508,1782590258909,0,0,0
509,1782590259558,0,0,0
510,1782590262639,0,0,0
511,1782590263138,0,0,0
512,1782590263638,0,0,0
513,1782590264088,0,0,0
514,1782590264954,0,0,0
515,1782590265386,0,2304,0
516,1782590265603,0,0,0
517,1782590265803,0,0,0
518,1782590266935,0,0,0
519,1782590267518,0,0,0
520,1782590267918,0,0,0
521,1782590268500,0,0,0
522,1782590269500,0,0,0
523,1782590269899,0,0,0
524,1782590271398,0,0,0
525,1782590272415,0,0,0
526,1782590272780,0,0,0
527,1782590273629,0,0,0
528,1782590274396,0,0,0
529,1782590275928,0,0,0
530,1782590276311,0,0,0
531,1782590276960,0,0,0
532,1782590277926,0,0,0
533,1782590278558,0,0,0
534,1782590279591,0,0,0
535,1782590280224,0,0,0
536,1782590280574,0,0,0
537,1782590281156,0,0,0
538,1782590281590,0,0,0
539,1782590282155,0,0,0
540,1782590283071,0,0,0
541,1782590283463,0,0,0
542,1782590284070,0,0,0
543,1782590284637,0,0,0
544,1782590285120,0,0,0
545,1782590286020,0,0,0
546,1782590287051,0,0,0
547,1782590287268,0,0,0
548,1782590287868,0,0,0
549,1782590289333,0,0,0
550,1782590289833,0,0,0
551,1782590290149,0,0,0
552,1782590291048,0,0,0
553,1782590293064,0,0,0
554,1782590293712,0,0,0
555,1782590295654,0,0,0
556,1782590295744,0,0,0
557,1782590296744,0,0,0
558,1782590296944,0,0,0
559,1782590297210,0,0,0
560,1782590297643,0,0,0
561,1782590298292,0,0,0
562,1782590299258,0,0,0
563,1782590299824,0,0,0
564,1782590300274,0,0,0
565,1782590302938,0,0,0
566,1782590303038,0,0,0
567,1782590303655,0,0,0
568,1782590303738,0,0,0
569,1782590304370,0,0,0
570,1782590305036,0,0,0
571,1782590305819,0,0,0
572,1782590306002,0,0,0
573,1782590306319,0,0,0
574,1782590307019,0,0,0
575,1782590308784,0,0,0
576,1782590310449,0,0,0
577,1782590311631,0,0,0
578,1782590311947,0,0,0
579,1782590312264,0,0,0
580,1782590312581,0,0,0
581,1782590312947,0,0,0
582,1782590313213,0,0,0
583,1782590313396,1185,2,0
584,1782590313730,1185,2,0
585,1782590314096,1185,2,0
586,1782590314428,1185,2,0
587,1782590317060,1185,2,0
588,1782590317426,1185,2,0
589,1782590317693,1185,2,0
590,1782590317992,1185,2,0
591,1782590319441,1185,2,0
592,1782590319691,1185,2,0
593,1782590320057,1185,2,0
594,1782590320374,1185,2,0
595,1782590320590,1185,2,0
596,1782590320860,1185,2,0
597,1782590321207,1185,2,0
598,1782590321507,1185,2,0
599,1782590321923,1185,2,0
600,1782590323271,1185,2,0
601,1782590323655,1185,2,0
602,1782590324553,1185,2,0
603,1782590326436,1185,2,0
604,1782590326835,1185,2,0
605,1782590329033,3627,19,0
606,1782590330450,4614,47,0
607,1782590330815,5096,77,0
608,1782590331815,5352,86,0
609,1782590332247,5203,80,0
610,1782590332880,5373,87,0
611,1782590333146,5288,84,0
612,1782590334829,5331,85,0
613,1782590335111,5309,85,0
614,1782590335727,9418,393,0
615,1782590336360,5331,85,0
616,1782590336794,5373,87,0
617,1782590337326,5544,95,0
618,1782590338259,5608,98,0
619,1782590339274,5629,99,0
620,1782590339724,5650,100,0
621,1782590340009,5736,104,0
622,1782590340140,5586,97,0
623,1782590341473,4926,71,0
624,1782590341922,4510,41,0
625,1782590342355,4510,41,0
626,1782590342472,4614,47,0
627,1782590342872,4874,65,0
628,1782590343588,4989,73,0
629,1782590344170,5331,85,0
630,1782590344703,5181,80,0
631,1782590344869,4989,73,0
632,1782590345203,4822,61,0
633,1782590345786,4250,32,0
634,1782590346851,4406,37,0
635,1782590347168,4614,47,0
636,1782590347834,4958,71,0
637,1782590348833,4989,73,0
638,1782590350348,4947,71,0
639,1782590350798,4874,65,0
640,1782590351381,4510,41,0
641,1782590351813,4406,37,0
642,1782590352427,4406,37,0
643,1782590352447,4406,37,0
644,1782590352713,4302,33,0
645,1782590353629,4094,28,0
646,1782590355511,4718,53,0
647,1782590355894,4947,71,0
648,1782590357359,5053,75,0
649,1782590358408,5288,84,0
650,1782590361022,4968,72,0
651,1782590361989,4198,30,0
652,1782590362605,4146,29,0
653,1782590363458,4406,37,0
654,1782590363687,4406,37,0
655,1782590364337,4458,39,0
656,1782590365287,4406,37,0
657,1782590366352,4614,47,0
658,1782590366585,4666,50,0
659,1782590366851,4874,65,0
660,1782590367301,4666,50,0
661,1782590367883,1652,4,0
662,1782590368267,1185,2,0
663,1782590369832,1185,2,0
664,1782590370498,1185,2,0
665,1782590371247,1185,2,0
666,1782590372197,1185,2,0
667,1782590372813,1185,2,0
668,1782590373246,1185,2,0
669,1782590374512,1185,2,0
670,1782590375528,1185,2,0
671,1782590375894,1185,2,0
672,1782590377392,1185,2,0
673,1782590378425,1185,2,0
674,1782590378641,1185,2,0
675,1782590379374,1185,2,0
676,1782590379957,1185,2,0
677,1782590380356,1185,2,0
678,1782590382189,1185,2,0
679,1782590382637,1185,2,0
680,1782590383237,1185,2,0
681,1782590383471,1185,2,0
682,1782590384170,1185,2,0
683,1782590385486,1185,2,0
684,1782590387152,1185,2,0
685,1782590387751,1185,2,0
686,1782590388499,1185,2,0
687,1782590388783,1185,2,0
688,1782590389316,1185,2,0
689,1782590389748,1185,2,0
690,1782590390331,1185,2,0
691,1782590390698,1185,2,0
692,1782590391330,1185,2,0
693,1782590391947,1185,2,0
694,1782590392380,1185,2,0
695,1782590392995,1185,2,0
696,1782590393978,1185,2,0
697,1782590394945,1185,2,0
698,1782590396526,1185,2,0
699,1782590396926,1185,2,0
700,1782590398408,1185,2,0
701,1782590398841,1185,2,0
702,1782590399441,1185,2,0
703,1782590401405,1185,2,0
704,1782590402355,1185,2,0
705,1782590402937,1185,2,0
706,1782590403187,1185,2,0
707,1782590403637,1185,2,0
708,1782590404620,1185,2,0
709,1782590406418,1185,2,0
710,1782590406484,36254,4226,62975
711,1782590408400,1185,2,0
712,1782590409366,1185,2,0
713,1782590409799,1185,2,0
714,1782590411347,1185,2,0
715,1782590412429,1185,2,0
716,1782590412612,1185,2,0
717,1782590412896,1185,2,0
718,1782590413961,1185,2,0
719,1782590414911,1185,2,0
720,1782590415544,1185,2,0
721,1782590418541,0,0,0
722,1782590418641,0,0,0
723,1782590419259,0,0,0
724,1782590419341,0,0,0
725,1782590419973,0,0,0
726,1782590420890,0,0,0
727,1782590421456,0,0,0
728,1782590421622,0,0,0
729,1782590421955,0,0,0
730,1782590422304,0,0,0
731,1782590424369,0,0,0
732,1782590425186,0,0,0
733,1782590425518,0,0,0
734,1782590425902,0,0,0
735,1782590426184,0,0,0
736,1782590426934,0,0,0
737,1782590427250,0,0,0
738,1782590427634,0,0,0
739,1782590428001,0,0,0
740,1782590428832,0,0,0
741,1782590429649,0,0,0
742,1782590429948,0,0,0
743,1782590430299,0,0,0
744,1782590431863,0,0,0
745,1782590431880,0,0,0
746,1782590435011,0,0,0
747,1782590435328,0,0,0
748,1782590435660,0,0,0
749,1782590436026,0,0,0
750,1782590436160,0,0,0
751,1782590436493,0,0,0
752,1782590436776,0,0,0
753,1782590437110,0,0,0
754,1782590437408,0,0,0
755,1782590437725,0,0,0
756,1782590438264,0,0,0
757,1782590438674,0,0,0
758,1782590438841,0,0,0
759,1782590439241,0,0,0
760,1782590441288,0,0,0
761,1782590441871,0,0,0
762,1782590442171,0,0,0
763,1782590443553,0,0,0
764,1782590443821,0,0,0
765,1782590444136,0,0,0
766,1782590444470,0,0,0
767,1782590444819,0,0,0
768,1782590446218,0,0,0
769,1782590448000,0,0,0
770,1782590448266,0,0,0
771,1782590449149,1185,2,0
772,1782590449432,1185,2,0
773,1782590449798,1185,2,0
774,1782590450148,1185,2,0
775,1782590450448,1185,2,0
776,1782590450730,1185,2,0
777,1782590451213,1185,2,0
778,1782590451580,1185,2,0
779,1782590451813,1185,2,0
780,1782590452163,1185,2,0
781,1782590452480,1185,2,0
782,1782590452812,1185,2,0
783,1782590453345,1185,2,0
784,1782590453912,1185,2,0
785,1782590453994,1185,2,0
786,1782590455010,0,0,0
787,1782590455127,0,0,0
788,1782590455960,0,0,0
789,1782590456759,0,0,0
790,1782590456876,0,0,0
791,1782590457525,0,0,0
792,1782590457609,0,0,0
793,1782590459906,0,0,0
794,1782590462537,0,0,0
795,1782590466634,0,0,0
796,1782590466984,0,0,0
797,1782590467334,0,0,0
798,1782590467667,0,0,0
799,1782590467833,0,0,0
800,1782590468082,0,0,0
801,1782590468449,0,0,0
802,1782590468799,0,0,0
803,1782590469149,0,0,0
804,1782590469765,0,0,0
805,1782590470597,0,0,0
806,1782590470831,0,0,0
807,1782590473528,0,0,0
808,1782590474577,0,0,0
809,1782590475293,0,0,0
810,1782590475560,0,0,0
811,1782590476109,0,0,0
812,1782590476659,0,0,0
813,1782590477242,0,0,0
814,1782590477608,0,0,0
815,1782590478191,0,0,0
816,1782590478741,0,0,0
817,1782590479157,0,0,0
818,1782590481072,0,0,0
819,1782590481688,0,0,0
820,1782590482703,0,0,0
821,1782590483286,0,0,0
822,1782590483736,0,0,0
823,1782590484285,0,0,0
824,1782590484735,0,0,0
825,1782590485568,0,0,0
826,1782590486950,0,0,0
827,1782590487650,0,0,0
828,1782590487650,0,0,0
829,1782590487783,0,0,0
830,1782590488682,0,0,0
831,1782590489082,0,0,0
832,1782590489898,0,0,0
833,1782590490614,0,0,0
834,1782590491047,0,0,0
835,1782590492113,0,0,0
836,1782590492229,0,0,0
837,1782590492645,0,0,0
838,1782590493278,0,0,0
839,1782590493911,0,0,0
840,1782590494360,0,0,0
841,1782590494560,0,0,0
842,1782590494877,0,0,0
843,1782590495277,0,0,0
844,1782590495959,0,0,0
845,1782590496608,0,0,0
846,1782590496858,0,0,0
847,1782590497158,0,0,0
848,1782590497608,0,0,0
849,1782590498674,0,0,0
850,1782590498707,0,0,0
851,1782590499191,0,0,0
852,1782590500190,0,0,0
853,1782590501222,0,0,0
854,1782590501588,0,0,0
855,1782590501871,0,0,0
856,1782590502071,0,0,0
857,1782590502753,0,0,0
858,1782590503787,0,0,0
859,1782590504136,0,0,0
860,1782590504735,0,0,0
861,1782590505318,0,0,0
862,1782590505784,0,0,0
863,1782590506934,0,0,0
864,1782590508049,0,0,0
865,1782590508732,0,0,0
866,1782590508949,0,0,0
867,1782590509715,0,0,0
868,1782590511014,0,0,0
869,1782590511480,0,0,0
870,1782590511746,0,0,0
871,1782590512196,0,0,0
872,1782590514843,0,0,0
873,1782590515094,0,0,0
874,1782590515509,0,0,0
875,1782590516276,0,0,0
876,1782590516858,0,0,0
877,1782590517541,0,0,0
878,1782590518706,0,0,0
879,1782590518840,0,0,0
880,1782590519223,0,0,0
881,1782590519839,0,0,0
882,1782590520788,0,0,0
883,1782590521004,0,0,0
884,1782590521288,0,0,0
885,1782590521504,0,0,0
886,1782590522139,0,0,0
887,1782590522553,0,0,0
888,1782590523286,0,0,0
889,1782590523652,0,0,0
890,1782590523753,0,0,0
891,1782590525185,0,0,0
892,1782590527665,0,0,0
893,1782590528348,0,0,0
894,1782590528982,0,0,0
895,1782590529631,0,0,0
896,1782590530314,0,0,0
897,1782590530730,0,0,0
898,1782590530863,0,0,0
899,1782590531729,0,0,0
900,1782590531895,0,0,0
901,1782590532345,0,0,0
902,1782590533045,0,0,0
903,1782590533278,0,0,0
904,1782590533562,0,0,0
905,1782590534577,0,0,0
906,1782590535393,0,0,0
907,1782590535575,0,0,0
908,1782590536242,0,0,0
909,1782590537258,0,0,0
910,1782590539506,0,0,0
911,1782590540306,0,0,0
912,1782590540804,0,0,0
913,1782590541271,0,0,0
914,1782590541904,0,0,0
915,1782590542753,0,0,0
916,1782590542953,0,0,0
917,1782590543186,0,0,0
918,1782590543902,0,0,0
919,1782590544719,0,0,0
920,1782590545950,0,0,0
921,1782590547515,0,0,0
922,1782590547798,0,0,0
923,1782590548065,0,0,0
924,1782590548714,0,0,0
925,1782590549530,0,0,0
926,1782590551879,0,0,0
927,1782590553078,0,0,0
928,1782590553777,0,0,0
929,1782590554227,0,0,0
930,1782590554910,0,0,0
931,1782590555526,0,0,0
932,1782590556275,0,0,0
933,1782590558340,0,0,0
934,1782590558923,0,0,0
935,1782590561320,0,0,0
936,1782590561970,0,0,0
937,1782590563602,0,0,0
938,1782590564818,0,0,0
939,1782590565284,0,0,0
940,1782590566000,0,0,0
941,1782590566800,0,0,0
942,1782590567782,0,0,0
943,1782590569564,0,0,0
944,1782590571312,0,0,0
945,1782590571695,0,0,0
946,1782590572078,0,0,0
947,1782590572295,0,0,0
948,1782590572478,0,0,0
949,1782590573094,0,0,0
950,1782590573428,0,0,0
951,1782590573777,0,0,0
952,1782590574393,0,0,0
953,1782590575010,0,0,0
954,1782590575142,0,0,0
955,1782590575776,0,0,0
956,1782590575875,0,0,0
957,1782590576108,0,0,0
958,1782590577591,0,0,0
959,1782590577906,0,0,0
960,1782590581671,0,0,0
961,1782590581970,0,0,0
962,1782590583468,0,0,0
963,1782590583818,0,0,0
964,1782590584102,0,0,0
965,1782590584468,0,0,0
966,1782590584701,0,0,0
967,1782590584984,0,0,0
968,1782590585301,0,0,0
969,1782590585534,0,0,0
970,1782590585833,0,0,0
971,1782590586787,0,0,0
972,1782590586800,0,0,0
973,1782590586816,0,0,0
974,1782590587066,0,0,0
975,1782590588116,0,0,0
976,1782590588681,0,0,0
977,1782590589032,0,0,0
978,1782590589281,0,0,0
979,1782590596607,0,0,0
980,1782590598373,0,0,0
981,1782590598690,0,0,0
982,1782590599023,0,0,0
983,1782590599256,0,0,0
984,1782590600770,0,0,0
985,1782590601121,0,0,0
