index,date,ERROR_SUM_S4,ERROR_SUM_S5,ERROR_SUM_S6
0,1782589765926,0,0,0
1,1782589765926,0,0,0
2,1782589765927,0,0,0
3,1782589766290,0,0,0
4,1782589767773,0,0,0
5,1782589768572,0,0,0
6,1782589769588,0,0,0
7,1782589770170,0,0,0
8,1782589770387,0,0,0
9,1782589773217,0,0,0
10,1782589774033,0,0,0
11,1782589774416,0,0,0
12,1782589774950,0,0,0
13,1782589775117,0,0,0
14,1782589775266,0,0,0
15,1782589775749,0,0,0
16,1782589776015,0,0,0
17,1782589776932,0,0,0
18,1782589777314,0,0,0
19,1782589779712,0,0,0
20,1782589780195,0,0,0
21,1782589780612,0,0,0
22,1782589782144,0,0,0
23,1782589782643,0,0,0
24,1782589784158,0,0,0
25,1782589784691,0,0,0
26,1782589788189,0,0,0
27,1782589788872,0,0,0
28,1782589789470,0,0,0
29,1782589789737,0,0,0
30,1782589791152,0,0,0
31,1782589791469,0,0,0
32,1782589791752,0,0,0
33,1782589791785,0,0,0
34,1782589792501,0,0,0
35,1782589793135,0,0,0
36,1782589793784,0,0,0
37,1782589794533,0,0,0
38,1782589795049,0,0,0
39,1782589796615,0,0,0
40,1782589796648,0,0,0
41,1782589797131,0,0,0
42,1782589797581,0,0,0
43,1782589798679,0,0,0
44,1782589799213,0,0,0
45,1782589800395,0,0,0
46,1782589801227,0,0,0
47,1782589804192,0,0,0
48,1782589805157,0,0,0
49,1782589806041,0,0,0
50,1782589806506,0,0,0
51,1782589806956,0,0,0
52,1782589807505,0,0,0
53,1782589810619,0,0,0
54,1782589811586,0,0,0
55,1782589813685,0,0,0
56,1782589814183,0,0,0
57,1782589814766,0,0,0
58,1782589816131,0,0,0
59,1782589816182,0,0,0
60,1782589816681,0,0,0
61,1782589817147,0,0,0
62,1782589817198,0,0,0
63,1782589819262,0,0,0
64,1782589821277,0,0,0
65,1782589821826,0,0,0
66,1782589822775,0,0,0
67,1782589823209,0,0,0
68,1782589824241,0,0,0
69,1782589825840,0,0,0
70,1782589826890,0,0,0
71,1782589827372,0,0,0
72,1782589827921,0,0,0
73,1782589828954,0,0,0
74,1782589830287,0,0,0
75,1782589830870,0,0,0
76,1782589831352,0,0,0
77,1782589833251,0,0,0
78,1782589833785,0,0,0
79,1782589834733,0,0,0
80,1782589835182,0,0,0
81,1782589835699,0,0,0
82,1782589836598,0,0,0
83,1782589837030,0,0,0
84,1782589837613,0,0,0
85,1782589838097,0,0,0
86,1782589838679,0,0,0
87,1782589839528,0,0,0
88,1782589840128,0,0,0
89,1782589840577,0,0,0
90,1782589841111,0,0,0
91,1782589842660,0,0,0
92,1782589843275,0,0,0
93,1782589844759,0,0,0
94,1782589846456,0,0,0
95,1782589846923,0,0,0
96,1782589847456,0,0,0
97,1782589847989,0,0,0
98,1782589848505,0,0,0
99,1782589850986,0,0,0
100,1782589852069,0,0,0
101,1782589852101,0,0,0
102,1782589852584,0,0,0
103,1782589853167,0,0,0
104,1782589854849,0,0,0
105,1782589855332,0,0,0
106,1782589855881,0,0,0
107,1782589856697,0,0,0
108,1782589857181,0,0,0
109,1782589859029,0,0,0
110,1782589859612,0,0,0
111,1782589861310,0,0,0
112,1782589862242,0,0,0
113,1782589862892,0,0,0
114,1782589864408,0,0,0
115,1782589936564,0,0,0
116,1782589937413,0,0,0
117,1782589937862,0,0,0
118,1782589939278,0,0,0
119,1782589939927,0,0,0
120,1782589940327,0,0,0
121,1782589941843,0,0,0
122,1782589942858,0,0,0
123,1782589944074,0,0,0
124,1782589946156,0,0,0
125,1782589947421,0,0,0
126,1782589947837,0,0,0
127,1782589949403,0,0,0
