index,date,DISTANCE_P_ODOM,DISTANCE_T_ODOM
0,1782589765926,0,0
1,1782589765926,0,0
2,1782589765926,0,0
3,1782589765927,0,0
4,1782589765927,0,0
5,1782589766706,0,0
6,1782589770253,0,0
7,1782589770603,0,0
8,1782589771486,0,0
9,1782589771752,0,0
10,1782589773285,0,0
11,1782589773618,0,0
12,1782589775183,0,0
13,1782589775482,0,0
14,1782589776398,0,0
15,1782589776631,0,0
16,1782589778413,0,0
17,1782589779829,0,0
18,1782589780129,0,0
19,1782589780445,0,0
20,1782589780711,0,0
21,1782589783642,0,0
22,1782589783892,0,0
23,1782589784392,0,0
24,1782589784724,0,0
25,1782589785075,0,0
26,1782589785374,0,0
27,1782589785690,0,0
28,1782589785940,0,0
29,1782589786106,0,0
30,1782589786440,0,0
31,1782589786756,0,0
32,1782589787156,0,0
33,1782589787439,0,0
34,1782589790054,0,0
35,1782589790386,0,0
36,1782589790686,0,0
37,1782589791502,0,0
38,1782589791869,0,0
39,1782589792169,0,0
40,1782589792485,0,0
41,1782589792734,0,0
42,1782589793151,0,0
43,1782589793301,0,0
44,1782589794167,0,0
45,1782589794500,0,0
46,1782589794799,0,0
47,1782589795166,0,0
48,1782589795982,0,0
49,1782589797031,0,0
50,1782589797647,1,0
51,1782589798063,2,0
52,1782589798580,4,0
53,1782589799662,7,0
54,1782589801178,12,0
55,1782589801610,12,0
56,1782589802576,15,0
57,1782589803109,16,0
58,1782589803492,17,0
59,1782589804076,19,0
60,1782589804525,19,0
61,1782589806341,23,0
62,1782589806723,23,0
63,1782589807655,24,0
64,1782589808538,25,0
65,1782589809887,27,0
66,1782589810253,27,0
67,1782589810703,27,0
68,1782589811103,27,0
69,1782589811669,28,0
70,1782589812152,28,0
71,1782589813267,29,0
72,1782589813718,29,0
73,1782589814300,29,0
74,1782589815215,29,0
75,1782589816265,29,0
76,1782589817248,29,0
77,1782589818196,29,0
78,1782589818813,29,0
79,1782589819295,29,0
80,1782589821244,29,0
81,1782589821760,29,0
82,1782589822193,29,0
83,1782589822376,29,0
84,1782589822676,29,0
85,1782589823725,29,0
86,1782589824675,29,0
87,1782589825324,29,0
88,1782589826357,29,0
89,1782589828288,29,0
90,1782589829304,29,0
91,1782589829604,29,0
92,1782589830220,29,0
93,1782589830803,29,0
94,1782589831252,29,0
95,1782589831803,29,0
96,1782589833134,29,0
97,1782589834133,29,0
98,1782589834432,29,0
99,1782589834983,29,0
100,1782589835949,29,0
101,1782589836382,29,0
102,1782589837863,29,0
103,1782589838863,29,0
104,1782589839163,29,0
105,1782589839778,29,0
106,1782589840828,29,0
107,1782589842343,29,0
108,1782589843441,29,0
109,1782589844408,29,0
110,1782589845090,29,0
111,1782589845674,29,0
112,1782589846174,29,0
113,1782589847756,29,0
114,1782589848755,29,0
115,1782589848939,29,0
116,1782589849204,29,0
117,1782589849603,29,0
118,1782589850220,29,0
