index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2
0,1782589765926,0,0
1,1782589765926,0,0
2,1782589765926,0,0
3,1782589765927,0,0
4,1782589765927,0,0
5,1782589766673,0,0
6,1782589767023,0,0
7,1782589770221,0,0
8,1782589770554,0,0
9,1782589770970,0,0
10,1782589771336,0,0
11,1782589771469,0,0
12,1782589771752,0,0
13,1782589773584,0,0
14,1782589775132,0,1
15,1782589775482,0,1
16,1782589776364,0,1
17,1782589776614,0,5
18,1782589777264,0,5
19,1782589778397,0,5
20,1782589780412,0,5
21,1782589780696,0,5
22,1782589783625,0,5
23,1782589783859,0,5
24,1782589784175,0,5
25,1782589784392,0,5
26,1782589785058,0,5
27,1782589785341,0,5
28,1782589785690,0,5
29,1782589785890,0,5
30,1782589786423,0,5
31,1782589786756,0,5
32,1782589787140,0,5
33,1782589787423,0,5
34,1782589790369,0,5
35,1782589790654,0,5
36,1782589791851,0,5
37,1782589792136,0,5
38,1782589792435,0,5
39,1782589792718,0,5
40,1782589793118,0,5
41,1782589793284,0,5
42,1782589794150,0,5
43,1782589794466,0,5
44,1782589794799,0,5
45,1782589795149,0,5
46,1782589795865,0,5
47,1782589795948,0,5
48,1782589797031,0,5
49,1782589798046,0,5
50,1782589798563,0,5
51,1782589799201,0,5
52,1782589799645,0,5
53,1782589801161,0,5
54,1782589801577,0,5
55,1782589802526,0,5
56,1782589803093,0,5
57,1782589803475,0,5
58,1782589804525,0,5
59,1782589806723,0,5
60,1782589807640,0,5
61,1782589808505,0,5
62,1782589809836,0,5
63,1782589810253,0,5
64,1782589810670,0,5
65,1782589811069,0,5
66,1782589812102,0,5
67,1782589813685,0,5
68,1782589814267,0,5
69,1782589814716,0,5
70,1782589815215,0,5
71,1782589815632,0,5
72,1782589816248,0,5
73,1782589816681,0,5
74,1782589817230,0,5
75,1782589818180,0,5
76,1782589819262,0,5
77,1782589820195,0,5
78,1782589821726,0,5
79,1782589822177,0,5
80,1782589822343,0,5
81,1782589822643,0,5
82,1782589823708,0,5
83,1782589824658,0,5
84,1782589825307,0,5
85,1782589826340,0,5
86,1782589828254,0,5
87,1782589829254,0,5
88,1782589829604,0,5
89,1782589830203,0,5
90,1782589831252,0,5
91,1782589833100,0,5
92,1782589834102,0,5
93,1782589834432,0,5
94,1782589834966,0,5
95,1782589835949,0,5
96,1782589836348,0,5
97,1782589837264,0,5
98,1782589837847,0,5
99,1782589838263,0,5
100,1782589838846,0,5
101,1782589839163,0,5
102,1782589839778,0,5
103,1782589840794,0,5
104,1782589842326,0,5
105,1782589842792,0,5
106,1782589843408,0,5
107,1782589844374,0,5
108,1782589845058,0,5
109,1782589846156,0,5
110,1782589846772,0,5
111,1782589847722,0,5
112,1782589848722,0,5
113,1782589848920,0,5
114,1782589849187,0,5
115,1782589849587,0,5
116,1782589850603,0,5
117,1782589851801,0,5
