index,date,MAX_CELL_VOLTAGE,MIN_CELL_VOLTAGE,MAX_CELL_TEMP,TRACTIVE_VOLTAGE
0,1782589765927,3.3300000000000001,3.29,42,79.260000000000005
1,1782589766182,3.3300000000000001,3.29,42,79.260000000000005
2,1782589772569,3.3300000000000001,3.29,42,79.260000000000005
3,1782589773317,3.3300000000000001,3.29,42,79.260000000000005
4,1782589774933,3.3300000000000001,3.29,42,79.260000000000005
5,1782589776565,3.3300000000000001,3.29,42,79.260000000000005
6,1782589777165,3.3300000000000001,3.29,42,79.260000000000005
7,1782589777168,3.3300000000000001,3.29,42,79.260000000000005
8,1782589777364,3.3300000000000001,3.29,42,79.260000000000005
9,1782589781427,3.3300000000000001,3.29,42,79.260000000000005
10,1782589781644,3.3300000000000001,3.29,42,79.260000000000005
11,1782589782160,3.3300000000000001,3.29,42,79.260000000000005
12,1782589783908,3.3300000000000001,3.29,41.899999999999999,79.25
13,1782589784141,3.3300000000000001,3.29,41.899999999999999,79.260000000000005
14,1782589791768,3.3300000000000001,3.29,41.899999999999999,79.260000000000005
15,1782589792351,3.3300000000000001,3.29,41.899999999999999,79.260000000000005
16,1782589792501,3.3300000000000001,3.29,41.899999999999999,79.260000000000005
17,1782589794566,3.3300000000000001,3.29,41.899999999999999,79.25
18,1782589796648,3.3100000000000001,2.8199999999999998,41.899999999999999,76.319999999999993
19,1782589797098,3.3100000000000001,2.9900000000000002,41.899999999999999,76.75
20,1782589802094,3.3300000000000001,3.29,41.899999999999999,79.090000000000003
21,1782589804592,3.3300000000000001,3.29,41.899999999999999,79.109999999999999
22,1782589806973,3.3300000000000001,3.29,41.899999999999999,79.140000000000001
23,1782589809320,3.3300000000000001,3.29,41.899999999999999,79.140000000000001
24,1782589809871,3.3300000000000001,3.29,41.899999999999999,79.159999999999997
25,1782589810620,3.3300000000000001,3.29,41.899999999999999,79.159999999999997
26,1782589813101,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
27,1782589814166,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
28,1782589816198,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
29,1782589818264,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
30,1782589818746,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
31,1782589819295,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
32,1782589820677,3.3300000000000001,3.29,41.899999999999999,79.170000000000002
33,1782589820711,3.3300000000000001,3.29,41.899999999999999,79.180000000000007
34,1782589821843,3.3300000000000001,3.29,41.899999999999999,79.180000000000007
35,1782589824258,3.3300000000000001,3.29,41.899999999999999,79.180000000000007
36,1782589825457,3.3300000000000001,3.29,41.899999999999999,79.180000000000007
37,1782589826906,3.3300000000000001,3.29,41.899999999999999,79.180000000000007
38,1782589829837,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
39,1782589830903,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
40,1782589832834,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
41,1782589833267,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
42,1782589833800,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
43,1782589835699,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
44,1782589836581,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
45,1782589837613,3.3300000000000001,3.29,41.899999999999999,79.200000000000003
46,1782589838163,3.3300000000000001,3.29,41.899999999999999,79.189999999999998
47,1782589840145,3.3300000000000001,3.29,41.899999999999999,79.200000000000003
48,1782589840561,3.3300000000000001,3.29,41.899999999999999,79.200000000000003
49,1782589842060,3.3300000000000001,3.29,41.899999999999999,79.200000000000003
50,1782589844742,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
51,1782589845424,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
52,1782589845890,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
53,1782589846439,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
54,1782589846923,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
55,1782589847472,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
56,1782589848505,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
57,1782589849870,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
58,1782589851003,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
59,1782589852601,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
60,1782589853151,3.3300000000000001,3.29,41.899999999999999,79.209999999999994
