index,date,SPEED_L_MOTOR,TORQUE_L_MOTOR,POWER_L_MOTOR
0,1782589766180,0,0,0
1,1782589766356,0,0,0
2,1782589767089,0,0,0
3,1782589767441,0,0,0
4,1782589767756,0,0,0
5,1782589768040,0,0,0
6,1782589768971,0,0,0
7,1782589769205,0,0,0
8,1782589769588,0,0,0
9,1782589771003,0,0,0
10,1782589772202,0,0,0
11,1782589772602,0,0,0
12,1782589772951,0,0,0
13,1782589774100,0,0,0
14,1782589777168,0,0,0
15,1782589777630,0,0,0
16,1782589777998,0,0,0
17,1782589778914,0,0,0
18,1782589779213,0,0,0
19,1782589781261,0,0,0
20,1782589781794,0,0,0
21,1782589782127,0,0,0
22,1782589782360,0,0,0
23,1782589782842,0,0,0
24,1782589783192,0,0,0
25,1782589787539,0,0,0
26,1782589787872,0,0,0
27,1782589788288,0,0,0
28,1782589788455,0,0,0
29,1782589788688,0,0,0
30,1782589789038,0,0,0
31,1782589789321,0,0,0
32,1782589790037,0,0,0
33,1782589791186,0,0,0
34,1782589795599,1815,31,0
35,1782589796164,1102,80,1
36,1782589797147,633,1826,15
37,1782589797597,1154,2010,31
38,1782589799778,0,0,0
39,1782589800262,0,0,0
40,1782589800627,0,0,0
41,1782589800694,0,0,0
42,1782589801727,0,0,0
43,1782589802127,0,0,0
44,1782589802726,0,0,0
45,1782589803592,0,0,0
46,1782589804641,0,0,0
47,1782589805075,0,0,0
48,1782589805508,0,0,0
49,1782589805907,0,0,0
50,1782589806824,0,0,0
51,1782589807272,0,0,0
52,1782589808105,0,0,0
53,1782589809037,0,0,0
54,1782589811202,0,0,0
55,1782589811619,0,0,0
56,1782589812251,0,0,0
57,1782589812685,0,0,0
58,1782589812784,0,0,0
59,1782589813783,0,0,0
60,1782589814832,0,0,0
61,1782589815799,0,0,0
62,1782589816814,0,0,0
63,1782589817730,0,0,0
64,1782589818363,0,0,0
65,1782589819329,0,0,0
66,1782589819812,0,0,0
67,1782589819945,0,0,0
68,1782589820278,0,0,0
69,1782589820694,0,0,0
70,1782589821693,0,0,0
71,1782589823242,0,0,0
72,1782589823875,0,0,0
73,1782589824274,0,0,0
74,1782589825873,0,0,0
75,1782589826490,0,0,0
76,1782589826939,0,0,0
77,1782589827239,0,0,0
78,1782589827405,0,0,0
79,1782589827821,0,0,0
80,1782589828388,0,0,0
81,1782589828821,0,0,0
82,1782589830353,0,0,0
83,1782589830753,0,0,0
84,1782589831419,0,0,0
85,1782589832252,0,0,0
86,1782589832252,0,0,0
87,1782589832684,0,0,0
88,1782589833201,0,0,0
89,1782589833617,0,0,0
90,1782589835532,0,0,0
91,1782589836482,0,0,0
92,1782589836764,0,0,0
93,1782589837364,0,0,0
94,1782589838380,0,0,0
95,1782589840344,0,0,0
96,1782589841344,0,0,0
97,1782589841693,0,0,0
98,1782589842960,0,0,0
99,1782589843992,0,0,0
100,1782589844542,0,0,0
101,1782589845175,0,0,0
102,1782589845657,0,0,0
103,1782589846240,0,0,0
104,1782589847240,0,0,0
105,1782589848239,0,0,0
106,1782589849720,0,0,0
107,1782589850153,0,0,0
108,1782589850787,0,0,0
109,1782589851486,0,0,0
110,1782589851768,0,0,0
111,1782589852417,0,0,0
112,1782589853450,0,0,0
113,1782589853816,0,0,0
114,1782589853949,0,0,0
115,1782589854399,0,0,0
116,1782589855066,0,0,0
117,1782589856065,0,0,0
118,1782589856565,0,0,0
119,1782589856931,0,0,0
120,1782589858313,0,0,0
121,1782589858662,0,0,0
122,1782589858763,0,0,0
123,1782589859246,0,0,0
124,1782589860079,0,0,0
125,1782589861360,0,0,0
126,1782589862293,0,0,0
127,1782589863308,0,0,0
128,1782589937096,0,0,0
129,1782589937479,0,0,0
130,1782589939228,0,0,0
131,1782589940293,0,0,0
132,1782589940960,0,0,0
133,1782589941293,0,0,0
134,1782589941909,0,0,0
135,1782589942975,0,0,0
136,1782589943296,0,0,0
137,1782589943458,0,0,0
138,1782589945273,0,1,0
139,1782589945723,1,11,0
140,1782589945823,0,16,0
141,1782589946872,178,0,0
142,1782589947970,149,563,1
143,1782589948138,34,654,0
144,1782589948487,159,703,1
145,1782589949552,555,738,5
146,1782589950152,838,764,8
147,1782589951468,0,755,0
148,1782589952067,305,205,0
149,1782589952483,168,111,0
150,1782589953066,1976,48,1
151,1782589954065,633,434,3
152,1782589955065,74,813,0
153,1782589955364,90,873,1
154,1782589955614,213,913,2
155,1782589956596,727,965,9
156,1782589958478,1544,860,17
157,1782589958879,1661,878,19
158,1782589959795,1982,737,19
159,1782589960095,2062,706,19
160,1782589960693,2189,521,15
161,1782589961026,0,0,0
