index,date,ERROR_ID,STACK,CELL,VOLTAGE,1,2,3,4
0,1765915411140,65435,10,0,0,0,0,0,0
1,1765915438722,16377,2313,16385,0,0,0,0,0
2,1765915875235,65487,65521,54,0,0,0,0,0
3,1765916112148,49050,9,2,0,0,0,0,0
4,1765916113481,16376,10,0,0,0,0,0,0
