index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765915244825,192,0,0,0,0,0,0,0
1,1765915245125,192,0,0,0,0,0,0,0
2,1765915245425,192,0,0,0,0,0,0,0
3,1765915245491,192,0,0,0,0,0,0,0
4,1765915245776,192,0,0,0,0,0,0,0
5,1765915246077,192,0,0,0,0,0,0,0
6,1765915246125,192,0,0,0,0,0,0,0
7,1765915246425,192,0,0,0,0,0,0,0
8,1765915246708,192,0,0,0,0,0,0,0
9,1765915246774,192,0,0,0,0,0,0,0
10,1765915247075,192,0,0,0,0,0,0,0
11,1765915247375,192,0,0,0,0,0,0,0
12,1765915247425,192,0,0,0,0,0,0,0
13,1765915247725,192,0,0,0,0,0,0,0
14,1765915248009,192,0,0,0,0,0,0,0
15,1765915248325,192,0,0,0,0,0,0,0
16,1765915248609,192,0,0,0,0,0,0,0
17,1765915248942,192,0,0,0,0,0,0,0
18,1765915249209,192,0,0,0,0,0,0,0
19,1765915249492,192,0,0,0,0,0,0,0
20,1765915249542,192,0,0,0,0,0,0,0
21,1765915249825,192,0,0,0,0,0,0,0
22,1765915250092,192,0,0,0,0,0,0,0
23,1765915250442,192,0,0,0,0,0,0,0
24,1765915250708,192,0,0,0,0,0,0,0
25,1765915251024,192,0,0,0,0,0,0,0
26,1765915251325,192,0,0,0,0,0,0,0
27,1765915251642,192,0,0,0,0,0,0,0
28,1765915251925,192,0,0,0,0,0,0,0
29,1765915252225,192,0,0,0,0,0,0,0
30,1765915252542,192,0,0,0,0,0,0,0
31,1765915252825,192,0,0,0,0,0,0,0
32,1765915253142,0,0,0,0,0,0,0,0
33,1765915253425,0,0,0,0,0,0,0,0
34,1765915253741,0,0,0,0,0,0,0,0
35,1765915254041,0,0,0,0,0,0,0,0
36,1765915254325,0,0,0,0,0,0,0,0
37,1765915254358,0,0,0,0,0,0,0,0
38,1765915254658,0,0,0,0,0,0,0,0
39,1765915254942,0,0,0,0,0,0,0,0
40,1765915255258,0,0,0,0,0,0,0,0
41,1765915255542,0,0,0,0,0,0,0,0
42,1765915255875,0,0,0,0,0,0,0,0
43,1765915256158,0,0,0,0,0,0,0,0
44,1765915256475,0,0,0,0,0,0,0,0
45,1765915256758,0,0,0,0,0,0,0,0
46,1765915257042,0,0,0,0,0,0,0,0
47,1765915257358,0,0,0,0,0,0,0,0
48,1765915257658,0,0,0,0,0,0,0,0
49,1765915257975,0,0,0,0,0,0,0,0
50,1765915258242,0,0,0,0,0,0,0,0
51,1765915258591,0,0,0,0,0,0,0,0
52,1765915258858,0,0,0,0,0,0,0,0
