index,date,MAX_VOLTAGE,MIN_VOLTAGE,TOTAL_VOLTAGE,SHUNT_VOLTAGE,1,2,3,4
0,1765895463164,3.35,3.3,1918,0,0,0,0,0
1,1765895463464,3.35,3.3,1918,0,0,0,0,0
2,1765895463564,3.35,3.3,1918,0,0,0,0,0
3,1765895463664,3.35,3.3,1918,0,0,0,0,0
4,1765895463780,3.35,3.3,1918,0,0,0,0,0
5,1765895463847,3.35,3.3,1918,0,0,0,0,0
6,1765895464048,3.35,3.3,1918,0,0,0,0,0
7,1765895464315,3.35,3.3,1918,0,0,0,0,0
8,1765895464365,3.35,3.3,1918,0,0,0,0,0
9,1765895464498,3.35,3.3,1918,0,0,0,0,0
10,1765895464583,3.35,3.3,1918,0,0,0,0,0
11,1765895464681,3.35,3.3,1918,0,0,0,0,0
12,1765895464832,3.35,3.3,1918,0,0,0,0,0
13,1765895464898,3.35,3.3,1918,0,0,0,0,0
14,1765895464998,3.35,3.3,1918,0,0,0,0,0
15,1765895465081,3.35,3.3,1918,0,0,0,0,0
16,1765895465181,3.35,3.3,1918,0,0,0,0,0
17,1765895465398,3.35,3.3,1918,0,0,0,0,0
18,1765895465481,3.35,3.3,1918,0,0,0,0,0
19,1765895465698,3.35,3.3,1918,0,0,0,0,0
20,1765895465798,3.35,3.3,1918,0,0,0,0,0
21,1765895465815,3.35,3.3,1918,0,0,0,0,0
22,1765895465931,3.35,3.3,1918,0,0,0,0,0
23,1765895466232,3.35,3.3,1918,0,0,0,0,0
24,1765895466331,3.35,3.3,1918,0,0,0,0,0
25,1765895466398,3.35,3.3,1918,0,0,0,0,0
26,1765895466498,3.35,3.3,1918,0,0,0,0,0
27,1765895466665,3.35,3.3,1918,0,0,0,0,0
28,1765895466798,3.35,3.3,1918,0,0,0,0,0
29,1765895466882,3.35,3.3,1918,0,0,0,0,0
30,1765895467015,3.35,3.3,1918,0,0,0,0,0
31,1765895467248,3.35,3.3,1918,0,0,0,0,0
32,1765895467265,3.35,3.3,1918,0,0,0,0,0
33,1765895467381,3.35,3.3,1918,0,0,0,0,0
34,1765895467915,3.35,3.3,1918,0,0,0,0,0
35,1765895468031,3.35,3.3,1918,0,0,0,0,0
36,1765895468165,3.35,3.3,1918,0,0,0,0,0
37,1765895468432,3.35,3.3,1918,0,0,0,0,0
38,1765895468548,3.35,3.3,1918,0,0,0,0,0
39,1765895468664,3.35,3.3,1918,0,0,0,0,0
40,1765895468748,3.35,3.3,1918,0,0,0,0,0
41,1765895468865,3.35,3.3,1918,0,0,0,0,0
42,1765895468948,3.35,3.3,1918,0,0,0,0,0
43,1765895469031,3.35,3.3,1918,0,0,0,0,0
44,1765895469281,3.35,3.3,1918,0,0,0,0,0
45,1765895469331,3.35,3.3,1918,0,0,0,0,0
46,1765895469464,3.35,3.3,1918,0,0,0,0,0
47,1765895469565,3.35,3.3,1918,0,0,0,0,0
48,1765895469648,3.35,3.3,1918,0,0,0,0,0
49,1765895469782,3.35,3.3,1918,0,0,0,0,0
50,1765895470098,3.35,3.3,1918,0,0,0,0,0
51,1765895470265,3.35,3.3,1918,0,0,0,0,0
52,1765895470381,3.35,3.3,1918,0,0,0,0,0
53,1765895470448,3.35,3.3,1918,0,0,0,0,0
54,1765895470598,3.35,3.3,1918,0,0,0,0,0
55,1765895470831,3.35,3.3,1918,0,0,0,0,0
56,1765895470948,3.35,3.3,1918,0,0,0,0,0
57,1765895471032,3.35,3.3,1918,0,0,0,0,0
58,1765895471215,3.35,3.3,1918,0,0,0,0,0
59,1765895471331,3.35,3.3,1918,0,0,0,0,0
60,1765895471431,3.35,3.3,1918,0,0,0,0,0
61,1765895471515,3.35,3.3,1918,0,0,0,0,0
62,1765895471798,3.35,3.3,1918,0,0,0,0,0
63,1765895471932,3.35,3.3,1918,0,0,0,0,0
64,1765895472032,3.35,3.3,1918,0,0,0,0,0
65,1765895472267,3.35,3.3,1918,0,0,0,0,0
66,1765895472465,3.35,3.3,1918,0,0,0,0,0
67,1765895472564,3.35,3.3,1918,0,0,0,0,0
68,1765895472649,3.35,3.3,1918,0,0,0,0,0
69,1765895472731,3.35,3.3,1918,0,0,0,0,0
70,1765895472914,3.35,3.3,1918,0,0,0,0,0
71,1765895518430,3.34,3.09,1918,40,0,0,0,0
72,1765895518565,3.34,3.09,1918,40,0,0,0,0
73,1765895518663,3.34,3.09,1918,41,0,0,0,0
74,1765895518764,3.34,3.09,1918,42,0,0,0,0
75,1765895518948,3.34,3.09,1918,41,0,0,0,0
76,1765895519063,3.34,3.09,1918,41,0,0,0,0
77,1765895519146,3.34,3.09,1918,41,0,0,0,0
78,1765895519229,3.34,3.09,1918,41,0,0,0,0
79,1765895519381,3.34,3.08,1918,41,0,0,0,0
80,1765895519431,3.34,3.07,1918,42,0,0,0,0
81,1765895519581,3.34,3.07,1918,42,0,0,0,0
82,1765895519630,3.34,3.07,1918,41,0,0,0,0
83,1765895519764,3.34,3.07,1918,41,0,0,0,0
84,1765895519881,3.34,3.06,1918,42,0,0,0,0
