index,date,CONTROL_EVENT_FLAG_1,CONTROL_EVENT_FLAG_2,TORQUE_REF_RIGHT_MOTOR,TORQUE_REF_LEFT_MOTOR,1,2,3,4
0,1765895463264,192,0,0,0,0,0,0,0
1,1765895463797,192,0,0,0,0,0,0,0
2,1765895464348,192,0,0,0,0,0,0,0
3,1765895464915,192,0,0,0,0,0,0,0
4,1765895465431,192,0,0,0,0,0,0,0
5,1765895465999,192,0,0,0,0,0,0,0
6,1765895467098,192,0,0,0,0,0,0,0
7,1765895467648,192,0,0,0,0,0,0,0
8,1765895468231,192,0,0,0,0,0,0,0
9,1765895468765,192,0,0,0,0,0,0,0
10,1765895470181,192,0,0,0,0,0,0,0
11,1765895470698,192,0,0,0,0,0,0,0
12,1765895471231,192,0,0,0,0,0,0,0
13,1765895471731,192,0,0,0,0,0,0,0
14,1765895472267,192,0,0,0,0,0,0,0
15,1765895518480,0,5,209,209,0,0,0,0
16,1765895518998,0,5,209,209,0,0,0,0
17,1765895519581,0,5,210,210,0,0,0,0
18,1765895520013,0,5,213,213,0,0,0,0
19,1765895522530,0,5,221,221,0,0,0,0
20,1765895523048,0,5,206,206,0,0,0,0
21,1765895523565,0,5,202,202,0,0,0,0
22,1765895524131,0,5,187,187,0,0,0,0
23,1765895524680,0,5,195,195,0,0,0,0
24,1765895525230,0,5,211,211,0,0,0,0
25,1765895525763,0,5,222,222,0,0,0,0
26,1765895526348,0,5,252,252,0,0,0,0
27,1765895527399,0,5,241,241,0,0,0,0
28,1765895527933,0,5,256,256,0,0,0,0
29,1765895528480,0,5,305,305,0,0,0,0
30,1765895529098,0,5,327,327,0,0,0,0
31,1765895529647,0,5,417,417,0,0,0,0
32,1765895530181,0,5,336,336,0,0,0,0
33,1765895530764,0,5,328,328,0,0,0,0
34,1765895531263,0,5,297,297,0,0,0,0
35,1765895531814,0,5,262,262,0,0,0,0
36,1765895532364,0,5,266,266,0,0,0,0
37,1765895533414,0,5,189,189,0,0,0,0
38,1765895534330,0,5,209,209,0,0,0,0
39,1765895534847,0,5,216,216,0,0,0,0
40,1765895535397,0,5,218,218,0,0,0,0
41,1765895535881,0,5,157,157,0,0,0,0
42,1765895536447,0,5,195,195,0,0,0,0
43,1765895536997,0,5,204,204,0,0,0,0
44,1765895537564,0,5,218,218,0,0,0,0
45,1765895538064,0,5,219,219,0,0,0,0
46,1765895538614,0,5,221,221,0,0,0,0
47,1765895539147,0,5,211,211,0,0,0,0
48,1765895539764,0,5,211,211,0,0,0,0
49,1765895540313,0,5,212,212,0,0,0,0
50,1765895540930,0,5,203,203,0,0,0,0
51,1765895541447,0,5,199,199,0,0,0,0
52,1765895541965,0,5,209,209,0,0,0,0
