index,date,MODE_ID,TORQUE_GAIN_ID,ODOM_DISTANCE_P,ODOM_DISTANCE_T,1,2,3,4
0,1765895463230,1,10,0,0,0,0,0,0
1,1765895467081,1,10,0,0,0,0,0,0
2,1765895470164,1,10,0,0,0,0,0,0
3,1765895470664,1,10,0,0,0,0,0,0
4,1765895471198,1,10,0,0,0,0,0,0
5,1765895472598,1,10,0,0,0,0,0,0
6,1765895518430,1,10,157,0,0,0,0,0
7,1765895518963,1,10,175,0,0,0,0,0
8,1765895519498,1,10,190,0,0,0,0,0
9,1765895519998,1,10,209,0,0,0,0,0
10,1765895521430,1,10,249,0,0,0,0,0
11,1765895522497,1,10,284,0,0,0,0,0
12,1765895523031,1,10,303,0,0,0,0,0
13,1765895523531,1,10,319,0,0,0,0,0
14,1765895524081,1,10,339,0,0,0,0,0
15,1765895524631,1,10,355,0,0,0,0,0
16,1765895525181,1,10,374,0,0,0,0,0
17,1765895525731,1,10,390,0,0,0,0,0
18,1765895526314,1,10,408,0,0,0,0,0
19,1765895526831,2561,12298,18856,768,0,0,0,0
20,1765895527381,1,10,443,0,0,0,0,0
21,1765895529047,1,10,494,0,0,0,0,0
22,1765895529614,1,10,512,0,0,0,0,0
23,1765895530164,1,10,528,0,0,0,0,0
24,1765895530748,1,10,548,0,0,0,0,0
25,1765895531263,1,10,565,0,0,0,0,0
26,1765895531780,1,10,586,0,0,0,0,0
27,1765895532331,1,10,603,0,0,0,0,0
28,1765895534297,1,10,674,0,0,0,0,0
29,1765895534814,1,10,693,0,0,0,0,0
30,1765895535364,1,10,716,0,0,0,0,0
31,1765895536414,1,10,759,0,0,0,0,0
32,1765895536964,1,10,779,0,0,0,0,0
33,1765895538047,1,10,823,0,0,0,0,0
34,1765895538580,1,10,847,0,0,0,0,0
35,1765895539131,1,10,868,0,0,0,0,0
36,1765895539697,1,10,893,0,0,0,0,0
37,1765895540263,1,10,914,0,0,0,0,0
38,1765895540847,1,10,939,0,0,0,0,0
39,1765895541398,1,10,960,0,0,0,0,0
40,1765895541965,1,10,986,0,0,0,0,0
41,1765895542479,1,10,1008,0,0,0,0,0
42,1765895543013,1,10,1034,0,0,0,0,0
43,1765895543547,1,10,1056,0,0,0,0,0
44,1765895544097,1,10,1082,0,0,0,0,0
45,1765895544680,1,10,1104,0,0,0,0,0
46,1765895545247,1,10,1131,0,0,0,0,0
47,1765895545797,1,10,1153,0,0,0,0,0
48,1765895546297,1,10,1180,0,0,0,0,0
49,1765895548779,1,10,1288,0,0,0,0,0
50,1765895549279,1,10,1311,0,0,0,0,0
51,1765895552028,1,10,1437,0,0,0,0,0
52,1765895552547,1,10,1460,0,0,0,0,0
53,1765895554195,1,10,1538,0,0,0,0,0
54,1765895555313,1,10,1589,0,0,0,0,0
55,1765895556963,1,10,1664,0,0,0,0,0
56,1765895557496,1,10,1691,0,0,0,0,0
57,1765895558629,1,10,1742,0,0,0,0,0
58,1765895559746,1,10,1792,0,0,0,0,0
59,1765895560263,1,10,1814,0,0,0,0,0
60,1765895560829,1,10,1841,0,0,0,0,0
61,1765895562246,1,10,1898,0,0,0,0,0
62,1765895562762,1,10,1924,0,0,0,0,0
63,1765895563262,1,10,1946,0,0,0,0,0
64,1765895563780,1,10,1971,0,0,0,0,0
65,1765895572013,1,10,2288,0,0,0,0,0
66,1765895574563,1,10,2383,0,0,0,0,0
67,1765895575062,1,10,2407,0,0,0,0,0
68,1765895575595,1,10,2427,0,0,0,0,0
69,1765895576113,1,10,2451,0,0,0,0,0
70,1765895577512,1,10,2502,0,0,0,0,0
71,1765895578045,1,10,2526,0,0,0,0,0
72,1765895578595,1,10,2545,0,0,0,0,0
73,1765895579712,1,10,2590,0,0,0,0,0
74,1765895580279,1,10,2614,0,0,0,0,0
75,1765895580846,1,10,2635,0,0,0,0,0
76,1765895581362,1,10,2660,0,0,0,0,0
77,1765895581895,1,10,2681,0,0,0,0,0
78,1765895582464,1,10,2706,0,0,0,0,0
79,1765895583048,1,10,2728,0,0,0,0,0
80,1765895586563,1,10,2892,0,0,0,0,0
81,1765895588498,1,10,2981,0,0,0,0,0
82,1765895588996,1,10,3009,0,0,0,0,0
83,1765895589514,1,10,3032,0,0,0,0,0
84,1765895590948,1,10,3092,0,0,0,0,0
85,1765895591480,1,10,3120,0,0,0,0,0
86,1765895591996,1,10,3142,0,0,0,0,0
87,1765895592533,1,10,3169,0,0,0,0,0
88,1765895593048,1,10,3192,0,0,0,0,0
89,1765895593597,1,10,3218,0,0,0,0,0
90,1765895594248,1,10,3241,0,0,0,0,0
91,1765895594730,1,10,3267,0,0,0,0,0
92,1765895595262,1,10,3290,0,0,0,0,0
93,1765895595789,1,10,3317,0,0,0,0,0
94,1765895596329,1,10,3339,0,0,0,0,0
95,1765895597246,1,10,3376,0,0,0,0,0
96,1765895598882,1,10,3448,0,0,0,0,0
97,1765895599431,1,10,3475,0,0,0,0,0
98,1765895599981,1,10,3498,0,0,0,0,0
99,1765895600498,1,10,3526,0,0,0,0,0
100,1765895601031,1,10,3549,0,0,0,0,0
101,1765895601564,1,10,3577,0,0,0,0,0
102,1765895602148,1,10,3601,0,0,0,0,0
103,1765895602664,1,10,3629,0,0,0,0,0
104,1765895603230,1,10,3653,0,0,0,0,0
105,1765895603697,1,10,3682,0,0,0,0,0
106,1765895607912,1,10,3877,0,0,0,0,0
107,1765895611946,1,10,4011,0,0,0,0,0
108,1765895612497,1,10,4028,0,0,0,0,0
109,1765895615062,1,10,4030,0,0,0,0,0
110,1765895615579,1,10,4030,0,0,0,0,0
111,1765895616045,1,10,4030,0,0,0,0,0
112,1765895616596,1,10,4030,0,0,0,0,0
113,1765895621029,1,10,4030,0,0,0,0,0
114,1765895622095,1,10,4030,0,0,0,0,0
115,1765895622646,1,10,4030,0,0,0,0,0
116,1765895623212,1,10,4030,0,0,0,0,0
117,1765895623730,1,10,4030,0,0,0,0,0
118,1765895624279,1,10,4030,0,0,0,0,0
119,1765895624847,1,10,4030,0,0,0,0,0
120,1765895625414,1,10,4030,0,0,0,0,0
121,1765895625964,1,10,4030,0,0,0,0,0
122,1765895626547,1,10,4030,0,0,0,0,0
123,1765895627045,1,10,4030,0,0,0,0,0
124,1765895629029,1,10,4030,0,0,0,0,0
125,1765895629580,1,10,4030,0,0,0,0,0
126,1765895630047,1,10,4030,0,0,0,0,0
127,1765895632214,1,10,4030,0,0,0,0,0
128,1765895633347,1,10,4030,0,0,0,0,0
129,1765895633847,1,10,4030,0,0,0,0,0
130,1765895635481,1,10,4030,0,0,0,0,0
131,1765895638580,1,10,4030,0,0,0,0,0
132,1765895639147,1,10,4030,0,0,0,0,0
133,1765895639614,1,10,4030,0,0,0,0,0
134,1765895640131,1,10,4030,0,0,0,0,0
135,1765895642097,1,10,4030,0,0,0,0,0
136,1765895642615,1,10,4030,0,0,0,0,0
137,1765895643130,1,10,4030,0,0,0,0,0
138,1765895645063,1,10,4030,0,0,0,0,0
139,1765895645581,1,10,4030,0,0,0,0,0
140,1765895646112,1,10,4030,0,0,0,0,0
141,1765895646648,1,10,4030,0,0,0,0,0
142,1765895647180,1,10,4030,0,0,0,0,0
143,1765895647828,1,10,4030,0,0,0,0,0
144,1765895648297,1,10,4030,0,0,0,0,0
145,1765895648846,1,10,4030,0,0,0,0,0
146,1765895649412,1,10,4030,0,0,0,0,0
147,1765895649981,1,10,4030,0,0,0,0,0
148,1765895650531,1,10,4030,0,0,0,0,0
149,1765895651095,1,10,4030,0,0,0,0,0
150,1765895651630,1,10,4030,0,0,0,0,0
151,1765895653863,1,10,4030,0,0,0,0,0
152,1765895654414,1,10,4030,0,0,0,0,0
153,1765895654897,1,10,4030,0,0,0,0,0
154,1765895655414,1,10,4030,0,0,0,0,0
155,1765895657380,1,10,4030,0,0,0,0,0
156,1765895657880,1,10,4030,0,0,0,0,0
157,1765895658414,1,10,4030,0,0,0,0,0
