id,latitude,longitude,altitude,ground_speed,fix_quality,timestamp
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768569700352
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90513233,-43.92779733,835.17,0.00,1,1768577171456
262,-19.90521367,-43.92780950,840.81,0.00,0,1768577171456
262,-19.90521917,-43.92778050,841.98,0.00,0,1768577171456
262,-19.90521917,-43.92778050,841.98,0.00,0,1768577171456
262,-19.90521917,-43.92778050,841.98,0.00,0,1768577171456
262,-19.90521917,-43.92778050,841.98,0.00,0,1768577171456
262,-19.90521900,-43.92778033,841.98,0.00,0,1768577171456
262,-19.90521900,-43.92778050,841.98,0.00,0,1768577171456
262,-19.90521900,-43.92778050,841.98,0.00,0,1768577171456
262,-19.90521867,-43.92778050,841.99,0.00,0,1768577171456
262,-19.90521867,-43.92778050,841.99,0.00,0,1768577171456
262,-19.90521583,-43.92777300,843.43,0.00,0,1768577171456
262,-19.90521583,-43.92777300,843.43,0.00,0,1768577171456
262,-19.90521583,-43.92777300,843.43,0.00,0,1768577171456
262,-19.90521517,-43.92777317,843.44,0.00,0,1768577171456
262,-19.90521517,-43.92777300,843.44,0.00,0,1768577171456
262,-19.90521517,-43.92777300,843.44,0.00,0,1768577171456
262,-19.90521500,-43.92777300,843.44,0.00,0,1768577171456
262,-19.90521133,-43.92776917,844.84,0.00,0,1768577171456
262,-19.90521133,-43.92776917,844.84,0.00,0,1768577171456
262,0.00000000,0.00000000,844.84,0.00,0,0
262,0.00000000,0.00000000,844.84,0.00,0,0
262,-19.90521050,-43.92776950,844.84,640.79,0,1768577171456
262,-19.90521050,-43.92776950,844.84,640.79,0,1768577171456
262,-19.90520983,-43.92776967,844.84,635.05,0,1768577171456
262,-19.90520950,-43.92776967,844.83,0.00,0,1768577171456
262,-19.90520950,-43.92776967,844.83,0.00,0,1768577171456
262,-19.90516933,-43.92774800,850.45,0.00,0,1768577171456
262,-19.90516933,-43.92774800,850.45,0.00,0,1768577171456
262,-19.90516933,-43.92774800,850.45,0.00,0,1768577171456
262,-19.90516933,-43.92774800,850.45,0.00,0,1768577171456
262,-19.90516950,-43.92774783,850.45,0.00,0,1768577171456
262,-19.90516950,-43.92774783,850.45,0.00,0,1768577171456
262,-19.90516950,-43.92774783,850.45,0.00,0,1768577171456
262,-19.90517000,-43.92774700,850.44,0.00,0,1768577171456
262,-19.90517000,-43.92774700,850.44,0.00,0,1768577171456
262,-19.90517650,-43.92774683,851.85,0.00,0,1768577171456
262,-19.90517650,-43.92774683,851.85,0.00,0,1768577171456
262,-19.90517650,-43.92774683,851.85,0.00,0,1768577171456
262,-19.90517583,-43.92774683,851.85,0.00,0,1768577171456
262,-19.90517583,-43.92774683,851.85,0.00,0,1768577171456
262,-19.90517583,-43.92774683,851.84,0.00,0,1768577171456
262,-19.90517567,-43.92774667,851.84,0.00,0,1768577171456
262,-19.90517567,-43.92774667,851.84,0.00,0,1768577171456
262,-19.90518050,-43.92774983,853.11,0.00,0,1768577171456
262,-19.90518033,0.00000000,853.11,0.00,0,1768577171456
262,-19.90518033,0.00000000,853.11,0.00,0,1768577171456
262,-19.90518033,-43.92774950,853.11,0.00,0,1768577171456
262,-19.90518033,-43.92774950,853.11,0.00,0,1768577171456
262,-19.90518033,-43.92774950,853.11,0.00,0,1768577171456
262,-19.90518033,-43.92774950,853.11,0.00,0,1768577171456
262,-19.90518033,-43.92774950,853.11,0.00,0,1768577171456
262,-19.90518033,-43.92774900,853.11,162.05,0,1768577171456
262,-19.90518033,-43.92774900,853.11,162.05,0,1768577171456
262,-19.90511900,-43.92769933,861.08,0.00,0,1768577171456
262,-19.90511900,-43.92769933,861.08,0.00,0,1768577171456
262,-19.90511883,-43.92769950,861.08,0.00,0,1768577171456
262,-19.90511883,-43.92769950,861.08,0.00,0,1768577171456
262,-19.90511900,-43.92770000,861.09,503.19,0,1768577171456
262,-19.90511900,-43.92770033,861.09,0.00,0,1768577171456
262,-19.90511900,-43.92770033,861.09,0.00,0,1768577171456
262,-19.90511883,-43.92770050,861.09,0.00,0,1768577171456
262,-19.90511883,-43.92770050,861.09,0.00,0,1768577171456
262,-19.90511567,-43.92769383,863.50,0.00,0,1768577171456
262,-19.90511567,-43.92769383,863.50,0.00,0,1768577171456
262,-19.90511567,-43.92769383,863.51,0.00,0,1768577171456
262,-19.90511550,-43.92769383,863.50,0.00,0,1768577171456
262,-19.90511550,-43.92769383,863.50,0.00,0,1768577171456
262,-19.90511550,-43.92769383,863.51,0.00,0,1768577171456
262,-19.90511550,-43.92769383,863.51,0.00,0,1768577171456
262,-19.90511550,-43.92769350,863.50,151.49,0,1768577171456
